season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436875,1,91,Bournemouth,Away,44566,54469,Adam Smith,adam-smith,D,False,1.0,,,4.0,9.0,12.0,,,4.0,,,,,,,,3.0,,,0.00501834,,,,0.0,,,,,2.0,,,63.0,,,,,,,3.0,,6.6,,,,2.0,,1.0,,2.0,,6.0,10.0,15.0,0,1.0,28.0,,2.0,,
2024-25,12436875,1,91,Bournemouth,Away,84844,69752,Neto,neto,G,False,,1.0,,,17.0,17.0,,,10.0,,,,,,,,,1.0,,4.139e-05,,,,0.0,,0.8511,,,,,,90.0,,,,,,,11.0,2.0,8.1,5.0,7.0,,3.0,,,1.0,10.0,,7.0,20.0,27.0,0,,44.0,,,,
2024-25,12436875,1,91,Bournemouth,Away,322391,158499,Ryan Christie,ryan-christie,M,True,,,1.0,8.0,10.0,18.0,,,5.0,,,,,,,2.0,2.0,,,0.00750549,,,1.0,0.0,,,,,1.0,,,27.0,,,,,,,10.0,,6.6,,,,1.0,2.0,2.0,,3.0,,13.0,13.0,24.0,0,,35.0,1.0,1.0,1.0,
2024-25,12436875,1,91,Bournemouth,Away,548188,155408,Lewis Cook,lewis-cook,M,False,1.0,,2.0,15.0,14.0,28.0,,1.0,6.0,1.0,,,2.0,,1.0,5.0,3.0,,,0.211369,,,2.0,0.0,,,,,2.0,1.0,,84.0,,1.0,,,,,12.0,,7.0,,,,1.0,,5.0,,4.0,1.0,23.0,17.0,35.0,0,1.0,55.0,,1.0,,
2024-25,12436875,1,91,Bournemouth,Away,548660,168991,Philip Billing,philip-billing,M,True,,,,,,,1.0,1.0,,,,,,,2.0,3.0,2.0,,,4.11e-06,,,,0.0,,,,,,,,12.0,,,,,,,3.0,,6.4,,,,,,1.0,,,,1.0,,,0,1.0,6.0,,,,
2024-25,12436875,1,91,Bournemouth,Away,836070,224995,Luis Sinisterra,luis-sinisterra,F,False,,,,8.0,4.0,12.0,3.0,,7.0,,1.0,1.0,2.0,,1.0,7.0,3.0,,,0.0170189,0.1521,0.1882,,0.0,,,,,,,,64.0,1.0,,,,,,7.0,,6.2,,,,1.0,2.0,,,,,11.0,4.0,15.0,2,1.0,29.0,2.0,1.0,1.0,
2024-25,12436875,1,91,Bournemouth,Away,851596,222683,Justin Kluivert,justin-kluivert,M,True,1.0,,1.0,9.0,1.0,9.0,,,2.0,,,,1.0,,,4.0,2.0,,,0.0230895,,,2.0,0.0,,,,,1.0,,,26.0,,,,,,,4.0,,6.7,,,,,2.0,3.0,,1.0,,12.0,1.0,10.0,0,,19.0,,1.0,1.0,
2024-25,12436875,1,91,Bournemouth,Away,856720,229600,Mark Travers,mark-travers,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436875,1,91,Bournemouth,Away,892924,424044,Hamed Junior Traorè,hamed-junior-traore,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436875,1,91,Bournemouth,Away,895576,201658,Marcus Tavernier,marcus-tavernier,M,False,1.0,,2.0,27.0,7.0,33.0,3.0,1.0,5.0,1.0,,1.0,,,2.0,7.0,2.0,,,0.124569,0.4159,0.4791,,0.0,,,,,,3.0,,90.0,1.0,,,,,,18.0,,7.4,,,3.0,2.0,2.0,5.0,,3.0,,37.0,9.0,41.0,5,,62.0,,1.0,,
2024-25,12436875,1,91,Bournemouth,Away,934354,437730,Antoine Semenyo,antoine-semenyo,M,False,,,1.0,15.0,7.0,22.0,1.0,,4.0,,,1.0,2.0,,3.0,8.0,3.0,,,0.0360603,0.4353,0.5206,,0.0,1.0,,,,,,,90.0,2.0,1.0,,,,,19.0,,7.4,,,2.0,,3.0,3.0,,1.0,2.0,26.0,7.0,30.0,5,,53.0,2.0,2.0,1.0,
2024-25,12436875,1,91,Bournemouth,Away,978150,436893,Julián Araujo,julian-araujo,D,True,,,,10.0,3.0,13.0,3.0,,4.0,,,,,,,3.0,1.0,,,0.0132322,,,,0.0,,,,,,,,27.0,,,,,,,6.0,,6.6,,,,,,,,3.0,,14.0,5.0,19.0,0,1.0,26.0,,,,
2024-25,12436875,1,91,Bournemouth,Away,1020680,444180,Jaidon Anthony,jaidon-anthony,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436875,1,91,Bournemouth,Away,1023567,477580,Ilya Zabarnyi,illia-zabarnyi,D,False,,,10.0,18.0,27.0,45.0,4.0,2.0,2.0,,,,,,,4.0,3.0,,,0.0174931,,,,0.0,,,,,2.0,,,90.0,,,,,,,12.0,,7.0,,,,6.0,,,,18.0,,28.0,29.0,57.0,0,,71.0,,1.0,,
2024-25,12436875,1,91,Bournemouth,Away,1096136,523700,Daniel Jebbison,daniel-jebbison,F,True,,,,3.0,,3.0,1.0,,,,,,,,1.0,2.0,1.0,,,0.00151589,,,,0.0,,,,,,1.0,,21.0,,,,,,,4.0,,6.6,,,,1.0,,1.0,,,,4.0,1.0,4.0,0,,9.0,1.0,1.0,,
2024-25,12436875,1,91,Bournemouth,Away,1097425,544877,Miloš Kerkez,milos-kerkez,D,False,,,3.0,20.0,20.0,40.0,3.0,,5.0,,,,,,,4.0,2.0,,,0.0103152,,,1.0,0.0,,,,,1.0,1.0,,90.0,,,,,,,10.0,,6.7,,,,2.0,,3.0,,8.0,,29.0,20.0,46.0,0,2.0,62.0,,,,
2024-25,12436875,1,91,Bournemouth,Away,1104986,503139,Alex Scott,alex-scott,M,False,,,1.0,14.0,5.0,19.0,1.0,,3.0,,,,1.0,,2.0,6.0,13.0,,,0.0132828,,,1.0,0.0,,,,,3.0,1.0,,63.0,,,,,,,6.0,,7.4,,,,2.0,1.0,,,1.0,,15.0,6.0,21.0,0,8.0,49.0,1.0,5.0,,4.0
2024-25,12436875,1,91,Bournemouth,Away,1106451,533463,Dango Ouattara,dango-ouattara,M,False,,,,4.0,4.0,8.0,1.0,1.0,3.0,,1.0,,1.0,,2.0,6.0,6.0,,,0.00824315,0.2193,,,0.0,,,,,,,,69.0,,,,,,,18.0,,6.4,,,1.0,2.0,3.0,1.0,,3.0,,15.0,6.0,20.0,1,3.0,41.0,1.0,1.0,1.0,3.0
2024-25,12436875,1,91,Bournemouth,Away,1156586,463981,James Hill,james-hill,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
