playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,throughBalls,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,lastPlayerTackle,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,tacklesWon,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,successfulLongPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,savesMadeCaught,substituteOn,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,offsides,awayGoals,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,ownGoalScored,shotsBlockedInBox,putthroughBlockedDistributionWon,homeGoals,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,blocks,interceptions,clearancesOffTheLine,backwardPasses,throwInsToOwnPlayer,handballsConceded,expectedGoals,overruns,cornersTakenInclShortCorners,successfulCornersIntoBox,redCards2ndYellow,unsuccessfulCornersIntoBox,hitWoodwork,secondGoalAssists,expectedGoalsFreekick,shotsOnTargetOutsideBox,oboxTarget,headedGoals,freekickTotal,attemptsFromSetPieces,oboxBlocked,shotsBlockedOutsideBox,unsuccessfulLayoffs,setPiecesGoals,otherGoals
247412,Jørgen Strand Larsen,Forward,Crystal Palace,31,Norway,2024-25,211.0,,1.0447,0.0,,10.0,,1.0,150.0,35.0,30.0,157.0,451.0,,167.0,1.0,,2599.0,100.0,104.0,8.0,,34.0,37.0,283.0,,,5.0,43.8955,17.0,,29.0,52.0,111.0,129.0,,19.0,4.0,315.0,,81.0,42.0,35.0,,,,196.0,44.0,148.0,67.0,0.0,,437.0,299.0,6.0,8.0,,,103.0,46.0,11.0,793.0,19.0,2.0,99.0,19.0,,4.0,7.0,45.0,,5.0,1.0,5.0,34.0,14.209,49.0,4.0,49.0,5.0,14.0,16.0,6.0,1.0,20.0,20.0,116.0,,,5.0,15.0,8.0,8.0,4.0,3.0,11.0,5.0,45.0,5.0,15.0,11.0,4.0,6.0,,138.0,,3.0,10.2737,2.0,,,,,3.0,,,,,3.0,,,,,15.0,,
430871,Matheus Cunha,Forward,Manchester United,1,Brazil,2024-25,211.0,,5.2817,0.0,,38.0,,14.0,157.0,33.0,29.0,196.0,949.0,,42.0,3.0,,2600.0,29.0,183.0,7.0,1.0,54.0,170.0,704.0,,,7.0,47.0415,51.0,,19.0,54.0,182.0,289.0,,71.0,3.0,394.0,,292.0,125.0,33.0,,,,511.0,47.0,352.0,13.0,0.0,,879.0,521.0,22.0,61.0,,,142.0,42.0,49.0,1749.0,10.0,1.0,268.0,23.0,,4.0,39.0,38.0,,4.0,10.0,30.0,44.0,10.0185,80.0,6.0,48.0,49.0,15.0,8.0,8.0,26.0,13.0,13.0,139.0,,,18.0,20.0,7.0,13.0,16.0,2.0,61.0,116.0,116.0,18.0,36.0,34.0,1.0,17.0,,226.0,32.0,2.0,8.6288,3.0,74.0,11.0,,56.0,2.0,1.0,0.6677,16.0,16.0,,12.0,12.0,12.0,12.0,3.0,,
184754,Hwang Hee-Chan,Forward,Wolverhampton Wanderers,39,South Korea,2024-25,41.0,,0.3305,0.0,,6.0,,1.0,30.0,21.0,5.0,31.0,189.0,,12.0,,,650.0,9.0,20.0,4.0,,18.0,17.0,158.0,,,,18.2901,3.0,,10.0,19.0,32.0,31.0,,9.0,0.0,61.0,,40.0,28.0,21.0,,,,108.0,15.0,49.0,3.0,0.0,,181.0,75.0,4.0,2.0,,,50.0,6.0,,294.0,4.0,1.0,52.0,4.0,,0.0,1.0,5.0,,16.0,2.0,1.0,3.0,1.344,4.0,,9.0,6.0,2.0,,1.0,2.0,,,25.0,,,1.0,9.0,1.0,2.0,2.0,,12.0,6.0,22.0,1.0,1.0,4.0,,2.0,,68.0,6.0,,0.7987,1.0,,,,,,,,1.0,1.0,,,,,,,,
463212,Carlos Forbs,Forward,Wolverhampton Wanderers,39,Portugal,2024-25,16.0,,0.1113,0.0,,8.0,,,22.0,10.0,1.0,23.0,80.0,,4.0,,,232.0,3.0,17.0,,,12.0,16.0,57.0,,,3.0,8.2718,1.0,,2.0,9.0,13.0,16.0,,1.0,0.0,33.0,,20.0,11.0,10.0,,,,43.0,9.0,29.0,1.0,0.0,,80.0,47.0,5.0,7.0,,,13.0,2.0,,133.0,2.0,,15.0,2.0,,2.0,1.0,4.0,,9.0,1.0,2.0,,,,,1.0,8.0,,,,1.0,,,14.0,,,1.0,3.0,,,3.0,,5.0,8.0,9.0,1.0,,3.0,,1.0,,31.0,2.0,,0.1439,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,
181284,Gonçalo Guedes,Forward,Wolverhampton Wanderers,39,Portugal,2024-25,72.0,,0.9341,0.0,,16.0,,1.0,56.0,29.0,10.0,70.0,310.0,,19.0,,,987.0,13.0,47.0,3.0,,21.0,41.0,231.0,,,3.0,20.3896,10.0,1.0,3.0,25.0,59.0,62.0,,17.0,1.0,119.0,,82.0,36.0,29.0,,,,175.0,22.0,100.0,6.0,0.0,,291.0,161.0,5.0,9.0,,,79.0,15.0,9.0,525.0,9.0,8.0,71.0,5.0,,1.0,14.0,15.0,,19.0,6.0,8.0,8.0,1.5268,19.0,4.0,13.0,15.0,2.0,3.0,2.0,6.0,3.0,3.0,41.0,1.0,,2.0,11.0,0.0,2.0,11.0,,15.0,16.0,33.0,2.0,11.0,5.0,,5.0,,87.0,13.0,,3.2037,,1.0,,,1.0,,,,3.0,3.0,,,,6.0,6.0,1.0,,
647671,Mateus Mané,Forward,Wolverhampton Wanderers U21,12934,Portugal,2024-25,,,0.0007,0.0,,,,,1.0,1.0,,1.0,5.0,,1.0,,,1.0,,1.0,,,1.0,,4.0,,,,,,,,,,2.0,,,0.0,1.0,,1.0,,1.0,,,,3.0,,,1.0,0.0,,5.0,1.0,,,,,,,,6.0,,,1.0,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
596054,Tom Edozie,Forward,Wolverhampton Wanderers U21,12934,England,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
