season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyMiss,penaltySave,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2014-15,5582552,7,43,Manchester_City,Away,301,15312,Martín Demichelis,martin-demichelis,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582552,7,43,Manchester_City,Away,791,15157,James Milner,james-milner,M,False,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582552,7,43,Manchester_City,Away,1053,37748,Bacary Sagna,bacary-sagna,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582552,7,43,Manchester_City,Away,1216,2051,Frank Lampard,frank-lampard,M,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,34.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582552,7,43,Manchester_City,Away,6019,17476,Vincent Kompany,vincent-kompany,D,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582552,7,43,Manchester_City,Away,11781,20664,David Silva,david-silva,M,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,84.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582552,7,43,Manchester_City,Away,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582552,7,43,Manchester_City,Away,11869,17740,Jesús Navas,jesus-navas,D,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582552,7,43,Manchester_City,Away,13630,27789,Fernandinho,fernandinho,M,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,56.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582552,7,43,Manchester_City,Away,14468,14664,Yaya Touré,yaya-toure,M,False,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582552,7,43,Manchester_City,Away,14990,42544,Edin Džeko,edin-dzeko,F,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,64.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582552,7,43,Manchester_City,Away,16817,15749,Joe Hart,joe-hart,G,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582552,7,43,Manchester_City,Away,17094,37572,Sergio Agüero,sergio-aguero,F,False,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582552,7,43,Manchester_City,Away,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582552,7,43,Manchester_City,Away,37126,50442,Stevan Jovetić,stevan-jovetic,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582552,7,43,Manchester_City,Away,41837,52538,Fernando,fernando-reges,M,True,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,26.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582552,7,43,Manchester_City,Away,42892,57112,Eliaquim Mangala,eliaquim-mangala,D,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582552,7,43,Manchester_City,Away,52741,20310,Willy Caballero,willy-caballero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582580,8,43,Manchester_City,Home,301,15312,Martín Demichelis,martin-demichelis,D,False,,,1.0,,,60.0,1.0,,13.0,,,,1.0,,,5.0,1.0,,,3.0,0.0,0.0,,,3.0,,90.0,,,0.0,1.0,,,,,6.0,,,,,2.0,1.0,,,3.0,,,,67.0,0.0,,,,,1.0
2014-15,5582580,8,43,Manchester_City,Home,532,17336,Gaël Clichy,gael-clichy,D,False,,,4.0,,,53.0,1.0,,4.0,,,,1.0,,,3.0,3.0,,,1.0,0.0,0.0,,,4.0,,90.0,,,0.0,,,,,,7.0,,,,,3.0,1.0,2.0,,8.0,,,,61.0,0.0,1.0,,,1.0,1.0
2014-15,5582580,8,43,Manchester_City,Home,791,15157,James Milner,james-milner,M,False,,,4.0,,,54.0,2.0,1.0,4.0,,,,4.0,,2.0,8.0,9.0,,,,0.0,0.0,,1.0,1.0,1.0,90.0,2.0,,0.0,,,,,,7.6,,,1.0,,,5.0,3.0,,4.0,1.0,,,63.0,3.0,3.0,,,1.0,5.0
2014-15,5582580,8,43,Manchester_City,Home,1053,37748,Bacary Sagna,bacary-sagna,D,False,1.0,,1.0,,,58.0,1.0,2.0,7.0,,,,,,,1.0,3.0,,,,0.0,0.0,,,,1.0,90.0,,,0.0,,,,,,6.8,,,,,4.0,,4.0,,2.0,,,,66.0,0.0,1.0,,,,
2014-15,5582580,8,43,Manchester_City,Home,1216,2051,Frank Lampard,frank-lampard,M,False,,,2.0,,,25.0,,,1.0,,,,,,,,1.0,,,,1.0,0.0,,,,1.0,28.0,,,0.0,,,,1.0,,7.3,,,,,,,,,2.0,,,,27.0,0.0,,,,1.0,
2014-15,5582580,8,43,Manchester_City,Home,6019,17476,Vincent Kompany,vincent-kompany,D,False,,,5.0,,,53.0,,2.0,8.0,,,,2.0,,1.0,5.0,6.0,,,2.0,0.0,0.0,,,1.0,,90.0,,,0.0,,,,,,6.8,,,,,3.0,1.0,,,8.0,,,,57.0,0.0,3.0,,,,1.0
2014-15,5582580,8,43,Manchester_City,Home,11781,20664,David Silva,david-silva,M,False,,,2.0,,,30.0,,,1.0,,,,1.0,,1.0,3.0,3.0,,,1.0,0.0,0.0,,,,1.0,70.0,,,0.0,,,,1.0,,6.9,,,,,,,,,2.0,,,,41.0,0.0,1.0,,1.0,2.0,
2014-15,5582580,8,43,Manchester_City,Home,11869,17740,Jesús Navas,jesus-navas,D,False,1.0,,1.0,,,53.0,,,4.0,,,1.0,3.0,,2.0,7.0,5.0,,,2.0,0.0,0.0,,,,5.0,90.0,2.0,,0.0,,,,,,7.3,,,1.0,,,2.0,6.0,,1.0,1.0,,,65.0,4.0,2.0,,1.0,1.0,2.0
2014-15,5582580,8,43,Manchester_City,Home,13630,27789,Fernandinho,fernandinho,M,True,,,2.0,,,44.0,,1.0,8.0,,,,3.0,,1.0,5.0,8.0,,,1.0,1.0,0.0,,,1.0,1.0,62.0,,,0.0,,,,,,7.7,,,,,3.0,,,,3.0,,,,48.0,0.0,6.0,,3.0,1.0,
2014-15,5582580,8,43,Manchester_City,Home,14468,14664,Yaya Touré,yaya-toure,M,True,,,4.0,,,25.0,,,3.0,,,1.0,,,1.0,1.0,2.0,,,,0.0,0.0,,,,,14.0,,,0.0,,,,,,7.3,,,,,,1.0,,,4.0,,,,25.0,1.0,1.0,,,,1.0
2014-15,5582580,8,43,Manchester_City,Home,14990,42544,Edin Džeko,edin-dzeko,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582580,8,43,Manchester_City,Home,16817,15749,Joe Hart,joe-hart,G,False,,1.0,6.0,,,13.0,,,3.0,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,1.0,,1.0,7.7,3.0,6.0,,,1.0,,,1.0,15.0,,,,22.0,0.0,,,,,
2014-15,5582580,8,43,Manchester_City,Home,17094,37572,Sergio Agüero,sergio-aguero,F,False,,,,,,21.0,,,4.0,,3.0,2.0,,,3.0,5.0,5.0,,,,0.0,4.0,,,,1.0,90.0,8.0,,0.0,,2.0,,1.0,,9.6,,,1.0,,,5.0,,,,1.0,,,27.0,11.0,,,,2.0,3.0
2014-15,5582580,8,43,Manchester_City,Home,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582580,8,43,Manchester_City,Home,37126,50442,Stevan Jovetić,stevan-jovetic,F,True,,,,,,13.0,1.0,,,,,,1.0,,2.0,4.0,,,,,0.0,0.0,,,,1.0,20.0,,,0.0,,,,,,6.4,,,,,,,,,,,,,16.0,0.0,,,,,
2014-15,5582580,8,43,Manchester_City,Home,41837,52538,Fernando,fernando-reges,M,False,,,2.0,,,27.0,,,12.0,1.0,,,4.0,,4.0,9.0,3.0,1.0,,1.0,0.0,0.0,,,3.0,2.0,76.0,,,0.0,,,,,,6.2,,,1.0,,1.0,1.0,,,2.0,,,,33.0,1.0,2.0,,,,1.0
2014-15,5582580,8,43,Manchester_City,Home,52741,20310,Willy Caballero,willy-caballero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582580,8,43,Manchester_City,Home,103928,80235,Dedryck Boyata,dedryck-boyata,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582610,9,43,Manchester_City,Away,301,15312,Martín Demichelis,martin-demichelis,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582610,9,43,Manchester_City,Away,532,17336,Gaël Clichy,gael-clichy,D,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,78.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582610,9,43,Manchester_City,Away,791,15157,James Milner,james-milner,M,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,12.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582610,9,43,Manchester_City,Away,1053,37748,Bacary Sagna,bacary-sagna,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582610,9,43,Manchester_City,Away,6019,17476,Vincent Kompany,vincent-kompany,D,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582610,9,43,Manchester_City,Away,11781,20664,David Silva,david-silva,M,False,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582610,9,43,Manchester_City,Away,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582610,9,43,Manchester_City,Away,11869,17740,Jesús Navas,jesus-navas,D,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582610,9,43,Manchester_City,Away,13630,27789,Fernandinho,fernandinho,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582610,9,43,Manchester_City,Away,14468,14664,Yaya Touré,yaya-toure,M,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582610,9,43,Manchester_City,Away,14990,42544,Edin Džeko,edin-dzeko,F,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,59.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582610,9,43,Manchester_City,Away,16817,15749,Joe Hart,joe-hart,G,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582610,9,43,Manchester_City,Away,17094,37572,Sergio Agüero,sergio-aguero,F,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582610,9,43,Manchester_City,Away,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,12.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582610,9,43,Manchester_City,Away,37126,50442,Stevan Jovetić,stevan-jovetic,F,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,31.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582610,9,43,Manchester_City,Away,41837,52538,Fernando,fernando-reges,M,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,78.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582610,9,43,Manchester_City,Away,42892,57112,Eliaquim Mangala,eliaquim-mangala,D,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582610,9,43,Manchester_City,Away,52741,20310,Willy Caballero,willy-caballero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582626,10,43,Manchester_City,Home,301,15312,Martín Demichelis,martin-demichelis,D,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582626,10,43,Manchester_City,Home,532,17336,Gaël Clichy,gael-clichy,D,False,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582626,10,43,Manchester_City,Home,791,15157,James Milner,james-milner,M,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,70.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582626,10,43,Manchester_City,Home,1053,37748,Bacary Sagna,bacary-sagna,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582626,10,43,Manchester_City,Home,3544,28554,Samir Nasri,samir-nasri,M,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,20.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582626,10,43,Manchester_City,Home,6019,17476,Vincent Kompany,vincent-kompany,D,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582626,10,43,Manchester_City,Home,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582626,10,43,Manchester_City,Home,11869,17740,Jesús Navas,jesus-navas,D,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582626,10,43,Manchester_City,Home,13630,27789,Fernandinho,fernandinho,M,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582626,10,43,Manchester_City,Home,14468,14664,Yaya Touré,yaya-toure,M,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582626,10,43,Manchester_City,Home,14990,42544,Edin Džeko,edin-dzeko,F,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,19.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582626,10,43,Manchester_City,Home,16817,15749,Joe Hart,joe-hart,G,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582626,10,43,Manchester_City,Home,17094,37572,Sergio Agüero,sergio-aguero,F,False,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,84.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582626,10,43,Manchester_City,Home,24055,19688,Scott Sinclair,scott-sinclair,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582626,10,43,Manchester_City,Home,37126,50442,Stevan Jovetić,stevan-jovetic,F,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,71.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582626,10,43,Manchester_City,Home,41837,52538,Fernando,fernando-reges,M,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582626,10,43,Manchester_City,Home,52741,20310,Willy Caballero,willy-caballero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582626,10,43,Manchester_City,Home,103928,80235,Dedryck Boyata,dedryck-boyata,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582638,11,43,Manchester_City,Away,301,15312,Martín Demichelis,martin-demichelis,D,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,1.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582638,11,43,Manchester_City,Away,532,17336,Gaël Clichy,gael-clichy,D,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582638,11,43,Manchester_City,Away,791,15157,James Milner,james-milner,M,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,16.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582638,11,43,Manchester_City,Away,1053,37748,Bacary Sagna,bacary-sagna,D,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582638,11,43,Manchester_City,Away,1216,2051,Frank Lampard,frank-lampard,M,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,22.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582638,11,43,Manchester_City,Away,3544,28554,Samir Nasri,samir-nasri,M,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,74.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582638,11,43,Manchester_City,Away,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582638,11,43,Manchester_City,Away,11869,17740,Jesús Navas,jesus-navas,D,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582638,11,43,Manchester_City,Away,13630,27789,Fernandinho,fernandinho,M,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,64.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582638,11,43,Manchester_City,Away,14468,14664,Yaya Touré,yaya-toure,M,False,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582638,11,43,Manchester_City,Away,14990,42544,Edin Džeko,edin-dzeko,F,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582638,11,43,Manchester_City,Away,16817,15749,Joe Hart,joe-hart,G,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582638,11,43,Manchester_City,Away,17094,37572,Sergio Agüero,sergio-aguero,F,False,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582638,11,43,Manchester_City,Away,37126,50442,Stevan Jovetić,stevan-jovetic,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582638,11,43,Manchester_City,Away,41837,52538,Fernando,fernando-reges,M,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582638,11,43,Manchester_City,Away,42892,57112,Eliaquim Mangala,eliaquim-mangala,D,False,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582638,11,43,Manchester_City,Away,52741,20310,Willy Caballero,willy-caballero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582638,11,43,Manchester_City,Away,103928,80235,Dedryck Boyata,dedryck-boyata,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582666,12,43,Manchester_City,Home,301,15312,Martín Demichelis,martin-demichelis,D,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582666,12,43,Manchester_City,Home,532,17336,Gaël Clichy,gael-clichy,D,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582666,12,43,Manchester_City,Home,791,15157,James Milner,james-milner,M,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,11.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582666,12,43,Manchester_City,Home,1053,37748,Bacary Sagna,bacary-sagna,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582666,12,43,Manchester_City,Home,1216,2051,Frank Lampard,frank-lampard,M,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,20.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582666,12,43,Manchester_City,Home,3544,28554,Samir Nasri,samir-nasri,M,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,79.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582666,12,43,Manchester_City,Home,6019,17476,Vincent Kompany,vincent-kompany,D,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582666,12,43,Manchester_City,Home,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582666,12,43,Manchester_City,Home,11869,17740,Jesús Navas,jesus-navas,D,False,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582666,12,43,Manchester_City,Home,13630,27789,Fernandinho,fernandinho,M,False,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,88.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582666,12,43,Manchester_City,Home,14468,14664,Yaya Touré,yaya-toure,M,False,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582666,12,43,Manchester_City,Home,16817,15749,Joe Hart,joe-hart,G,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582666,12,43,Manchester_City,Home,17094,37572,Sergio Agüero,sergio-aguero,F,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582666,12,43,Manchester_City,Home,37126,50442,Stevan Jovetić,stevan-jovetic,F,False,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,70.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582666,12,43,Manchester_City,Home,41837,52538,Fernando,fernando-reges,M,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582666,12,43,Manchester_City,Home,42892,57112,Eliaquim Mangala,eliaquim-mangala,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582666,12,43,Manchester_City,Home,52741,20310,Willy Caballero,willy-caballero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582666,12,43,Manchester_City,Home,608370,114323,José Pozo,jose-pozo,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582680,13,43,Manchester_City,Away,301,15312,Martín Demichelis,martin-demichelis,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582680,13,43,Manchester_City,Away,532,17336,Gaël Clichy,gael-clichy,D,False,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,
2014-15,5582680,13,43,Manchester_City,Away,791,15157,James Milner,james-milner,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
