season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,goalAssist,goals,minutesPlayed,ownGoals,totalShots
2013-14,3965287,12,43,Manchester_City,Home,17094,37572,Sergio Agüero,sergio-aguero,F,False,0.0,2.0,69.0,0.0,0.0
2013-14,3965287,12,43,Manchester_City,Home,27838,42892,Álvaro Negredo,alvaro-negredo,F,False,0.0,1.0,90.0,0.0,0.0
2013-14,3965287,12,43,Manchester_City,Home,37191,82970,John Guidetti,john-guidetti,F,True,,,,,
2013-14,3965287,12,43,Manchester_City,Home,42256,56827,Costel Pantilimon,costel-pantilimon,G,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965287,12,43,Manchester_City,Home,98440,84702,Matija Nastasić,matija-nastasic,D,False,0.0,0.0,46.0,0.0,0.0
2013-14,3965307,13,43,Manchester_City,Home,301,15312,Martín Demichelis,martin-demichelis,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965307,13,43,Manchester_City,Home,532,17336,Gaël Clichy,gael-clichy,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965307,13,43,Manchester_City,Home,791,15157,James Milner,james-milner,M,True,0.0,0.0,27.0,0.0,0.0
2013-14,3965307,13,43,Manchester_City,Home,3544,28554,Samir Nasri,samir-nasri,M,False,0.0,2.0,90.0,0.0,0.0
2013-14,3965307,13,43,Manchester_City,Home,9680,20492,Micah Richards,micah-richards,D,True,,,,,
2013-14,3965307,13,43,Manchester_City,Home,10607,7551,Joleon Lescott,joleon-lescott,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965307,13,43,Manchester_City,Home,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,False,1.0,0.0,90.0,0.0,0.0
2013-14,3965307,13,43,Manchester_City,Home,11869,17740,Jesús Navas,jesus-navas,D,False,0.0,0.0,75.0,0.0,0.0
2013-14,3965307,13,43,Manchester_City,Home,13630,27789,Fernandinho,fernandinho,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965307,13,43,Manchester_City,Home,13989,19534,Javi García,javi-garcia,D,True,,,,,
2013-14,3965307,13,43,Manchester_City,Home,14468,14664,Yaya Touré,yaya-toure,M,False,1.0,0.0,90.0,0.0,0.0
2013-14,3965307,13,43,Manchester_City,Home,14990,42544,Edin Džeko,edin-dzeko,F,True,0.0,0.0,11.0,0.0,0.0
2013-14,3965307,13,43,Manchester_City,Home,16817,15749,Joe Hart,joe-hart,G,True,,,,,
2013-14,3965307,13,43,Manchester_City,Home,17094,37572,Sergio Agüero,sergio-aguero,F,False,0.0,0.0,79.0,0.0,0.0
2013-14,3965307,13,43,Manchester_City,Home,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,True,0.0,0.0,15.0,0.0,0.0
2013-14,3965307,13,43,Manchester_City,Home,27838,42892,Álvaro Negredo,alvaro-negredo,F,False,0.0,1.0,63.0,0.0,0.0
2013-14,3965307,13,43,Manchester_City,Home,32002,49384,Jack Rodwell,jack-rodwell,D,True,,,,,
2013-14,3965307,13,43,Manchester_City,Home,42256,56827,Costel Pantilimon,costel-pantilimon,G,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965333,14,43,Manchester_City,Away,301,15312,Martín Demichelis,martin-demichelis,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965333,14,43,Manchester_City,Away,791,15157,James Milner,james-milner,M,True,0.0,0.0,21.0,0.0,0.0
2013-14,3965333,14,43,Manchester_City,Away,3544,28554,Samir Nasri,samir-nasri,M,False,0.0,0.0,77.0,0.0,0.0
2013-14,3965333,14,43,Manchester_City,Away,6019,17476,Vincent Kompany,vincent-kompany,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965333,14,43,Manchester_City,Away,9680,20492,Micah Richards,micah-richards,D,True,,,,,
2013-14,3965333,14,43,Manchester_City,Away,10607,7551,Joleon Lescott,joleon-lescott,D,True,,,,,
2013-14,3965333,14,43,Manchester_City,Away,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,False,1.0,0.0,90.0,0.0,0.0
2013-14,3965333,14,43,Manchester_City,Away,11869,17740,Jesús Navas,jesus-navas,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965333,14,43,Manchester_City,Away,13630,27789,Fernandinho,fernandinho,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965333,14,43,Manchester_City,Away,13989,19534,Javi García,javi-garcia,D,True,0.0,0.0,13.0,0.0,0.0
2013-14,3965333,14,43,Manchester_City,Away,14468,14664,Yaya Touré,yaya-toure,M,False,0.0,2.0,88.0,0.0,0.0
2013-14,3965333,14,43,Manchester_City,Away,14990,42544,Edin Džeko,edin-dzeko,F,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965333,14,43,Manchester_City,Away,16817,15749,Joe Hart,joe-hart,G,True,,,,,
2013-14,3965333,14,43,Manchester_City,Away,17094,37572,Sergio Agüero,sergio-aguero,F,False,0.0,1.0,69.0,0.0,0.0
2013-14,3965333,14,43,Manchester_City,Away,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,False,1.0,0.0,90.0,0.0,0.0
2013-14,3965333,14,43,Manchester_City,Away,27838,42892,Álvaro Negredo,alvaro-negredo,F,True,,,,,
2013-14,3965333,14,43,Manchester_City,Away,32002,49384,Jack Rodwell,jack-rodwell,D,True,0.0,0.0,2.0,0.0,0.0
2013-14,3965333,14,43,Manchester_City,Away,42256,56827,Costel Pantilimon,costel-pantilimon,G,False,0.0,0.0,90.0,1.0,0.0
2013-14,3965347,15,43,Manchester_City,Away,301,15312,Martín Demichelis,martin-demichelis,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965347,15,43,Manchester_City,Away,532,17336,Gaël Clichy,gael-clichy,D,True,,,,,
2013-14,3965347,15,43,Manchester_City,Away,791,15157,James Milner,james-milner,M,False,0.0,0.0,62.0,0.0,0.0
2013-14,3965347,15,43,Manchester_City,Away,3544,28554,Samir Nasri,samir-nasri,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965347,15,43,Manchester_City,Away,6019,17476,Vincent Kompany,vincent-kompany,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965347,15,43,Manchester_City,Away,9680,20492,Micah Richards,micah-richards,D,True,,,,,
2013-14,3965347,15,43,Manchester_City,Away,10607,7551,Joleon Lescott,joleon-lescott,D,True,,,,,
2013-14,3965347,15,43,Manchester_City,Away,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965347,15,43,Manchester_City,Away,11869,17740,Jesús Navas,jesus-navas,D,True,0.0,0.0,28.0,0.0,0.0
2013-14,3965347,15,43,Manchester_City,Away,13630,27789,Fernandinho,fernandinho,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965347,15,43,Manchester_City,Away,13989,19534,Javi García,javi-garcia,D,True,0.0,0.0,28.0,0.0,0.0
2013-14,3965347,15,43,Manchester_City,Away,14468,14664,Yaya Touré,yaya-toure,M,False,0.0,0.0,79.0,0.0,0.0
2013-14,3965347,15,43,Manchester_City,Away,14990,42544,Edin Džeko,edin-dzeko,F,True,0.0,0.0,11.0,0.0,0.0
2013-14,3965347,15,43,Manchester_City,Away,16817,15749,Joe Hart,joe-hart,G,True,,,,,
2013-14,3965347,15,43,Manchester_City,Away,17094,37572,Sergio Agüero,sergio-aguero,F,False,0.0,1.0,90.0,0.0,0.0
2013-14,3965347,15,43,Manchester_City,Away,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,False,1.0,0.0,90.0,0.0,0.0
2013-14,3965347,15,43,Manchester_City,Away,27838,42892,Álvaro Negredo,alvaro-negredo,F,False,0.0,0.0,62.0,0.0,0.0
2013-14,3965347,15,43,Manchester_City,Away,42256,56827,Costel Pantilimon,costel-pantilimon,G,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965367,16,43,Manchester_City,Home,301,15312,Martín Demichelis,martin-demichelis,D,False,1.0,0.0,90.0,0.0,0.0
2013-14,3965367,16,43,Manchester_City,Home,532,17336,Gaël Clichy,gael-clichy,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965367,16,43,Manchester_City,Home,791,15157,James Milner,james-milner,M,True,0.0,0.0,19.0,0.0,0.0
2013-14,3965367,16,43,Manchester_City,Home,3544,28554,Samir Nasri,samir-nasri,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965367,16,43,Manchester_City,Home,6019,17476,Vincent Kompany,vincent-kompany,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965367,16,43,Manchester_City,Home,10607,7551,Joleon Lescott,joleon-lescott,D,True,,,,,
2013-14,3965367,16,43,Manchester_City,Home,11781,20664,David Silva,david-silva,M,False,0.0,1.0,71.0,0.0,0.0
2013-14,3965367,16,43,Manchester_City,Home,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,False,1.0,0.0,90.0,0.0,0.0
2013-14,3965367,16,43,Manchester_City,Home,11869,17740,Jesús Navas,jesus-navas,D,True,1.0,0.0,40.0,0.0,0.0
2013-14,3965367,16,43,Manchester_City,Home,13630,27789,Fernandinho,fernandinho,M,False,0.0,2.0,90.0,0.0,0.0
2013-14,3965367,16,43,Manchester_City,Home,13989,19534,Javi García,javi-garcia,D,True,0.0,0.0,1.0,0.0,0.0
2013-14,3965367,16,43,Manchester_City,Home,14468,14664,Yaya Touré,yaya-toure,M,False,0.0,1.0,90.0,0.0,0.0
2013-14,3965367,16,43,Manchester_City,Home,14990,42544,Edin Džeko,edin-dzeko,F,True,,,,,
2013-14,3965367,16,43,Manchester_City,Home,16817,15749,Joe Hart,joe-hart,G,True,,,,,
2013-14,3965367,16,43,Manchester_City,Home,17094,37572,Sergio Agüero,sergio-aguero,F,False,0.0,1.0,50.0,0.0,0.0
2013-14,3965367,16,43,Manchester_City,Home,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,True,,,,,
2013-14,3965367,16,43,Manchester_City,Home,27838,42892,Álvaro Negredo,alvaro-negredo,F,False,0.0,1.0,90.0,0.0,0.0
2013-14,3965367,16,43,Manchester_City,Home,42256,56827,Costel Pantilimon,costel-pantilimon,G,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965381,17,43,Manchester_City,Away,301,15312,Martín Demichelis,martin-demichelis,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965381,17,43,Manchester_City,Away,532,17336,Gaël Clichy,gael-clichy,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965381,17,43,Manchester_City,Away,791,15157,James Milner,james-milner,M,True,0.0,1.0,15.0,0.0,0.0
2013-14,3965381,17,43,Manchester_City,Away,3544,28554,Samir Nasri,samir-nasri,M,False,0.0,0.0,75.0,0.0,0.0
2013-14,3965381,17,43,Manchester_City,Away,6019,17476,Vincent Kompany,vincent-kompany,D,False,0.0,1.0,90.0,1.0,0.0
2013-14,3965381,17,43,Manchester_City,Away,11781,20664,David Silva,david-silva,M,False,1.0,0.0,84.0,0.0,0.0
2013-14,3965381,17,43,Manchester_City,Away,11869,17740,Jesús Navas,jesus-navas,D,True,1.0,1.0,32.0,0.0,0.0
2013-14,3965381,17,43,Manchester_City,Away,13630,27789,Fernandinho,fernandinho,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965381,17,43,Manchester_City,Away,13989,19534,Javi García,javi-garcia,D,True,0.0,0.0,6.0,0.0,0.0
2013-14,3965381,17,43,Manchester_City,Away,14468,14664,Yaya Touré,yaya-toure,M,False,0.0,1.0,90.0,0.0,0.0
2013-14,3965381,17,43,Manchester_City,Away,14990,42544,Edin Džeko,edin-dzeko,F,False,0.0,0.0,58.0,0.0,0.0
2013-14,3965381,17,43,Manchester_City,Away,16817,15749,Joe Hart,joe-hart,G,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965381,17,43,Manchester_City,Away,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965381,17,43,Manchester_City,Away,27838,42892,Álvaro Negredo,alvaro-negredo,F,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965381,17,43,Manchester_City,Away,32002,49384,Jack Rodwell,jack-rodwell,D,True,,,,,
2013-14,3965381,17,43,Manchester_City,Away,37191,82970,John Guidetti,john-guidetti,F,True,,,,,
2013-14,3965381,17,43,Manchester_City,Away,42256,56827,Costel Pantilimon,costel-pantilimon,G,True,,,,,
2013-14,3965381,17,43,Manchester_City,Away,103928,80235,Dedryck Boyata,dedryck-boyata,D,True,,,,,
2013-14,3965407,18,43,Manchester_City,Home,532,17336,Gaël Clichy,gael-clichy,D,True,,,,,
2013-14,3965407,18,43,Manchester_City,Home,791,15157,James Milner,james-milner,M,True,0.0,0.0,18.0,0.0,0.0
2013-14,3965407,18,43,Manchester_City,Home,3544,28554,Samir Nasri,samir-nasri,M,False,0.0,0.0,72.0,0.0,0.0
2013-14,3965407,18,43,Manchester_City,Home,6019,17476,Vincent Kompany,vincent-kompany,D,False,0.0,1.0,90.0,0.0,0.0
2013-14,3965407,18,43,Manchester_City,Home,10607,7551,Joleon Lescott,joleon-lescott,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965407,18,43,Manchester_City,Home,11781,20664,David Silva,david-silva,M,False,0.0,0.0,87.0,0.0,0.0
2013-14,3965407,18,43,Manchester_City,Home,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965407,18,43,Manchester_City,Home,11869,17740,Jesús Navas,jesus-navas,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965407,18,43,Manchester_City,Home,13630,27789,Fernandinho,fernandinho,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965407,18,43,Manchester_City,Home,13989,19534,Javi García,javi-garcia,D,True,0.0,0.0,3.0,0.0,0.0
2013-14,3965407,18,43,Manchester_City,Home,14468,14664,Yaya Touré,yaya-toure,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965407,18,43,Manchester_City,Home,14990,42544,Edin Džeko,edin-dzeko,F,True,0.0,0.0,13.0,0.0,0.0
2013-14,3965407,18,43,Manchester_City,Home,16817,15749,Joe Hart,joe-hart,G,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965407,18,43,Manchester_City,Home,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965407,18,43,Manchester_City,Home,27838,42892,Álvaro Negredo,alvaro-negredo,F,False,0.0,1.0,77.0,0.0,0.0
2013-14,3965407,18,43,Manchester_City,Home,42256,56827,Costel Pantilimon,costel-pantilimon,G,True,,,,,
2013-14,3965407,18,43,Manchester_City,Home,98440,84702,Matija Nastasić,matija-nastasic,D,True,,,,,
2013-14,3965407,18,43,Manchester_City,Home,103928,80235,Dedryck Boyata,dedryck-boyata,D,True,,,,,
2013-14,3965427,19,43,Manchester_City,Home,532,17336,Gaël Clichy,gael-clichy,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965427,19,43,Manchester_City,Home,791,15157,James Milner,james-milner,M,False,0.0,0.0,75.0,0.0,0.0
2013-14,3965427,19,43,Manchester_City,Home,3544,28554,Samir Nasri,samir-nasri,M,True,0.0,0.0,35.0,0.0,0.0
2013-14,3965427,19,43,Manchester_City,Home,6019,17476,Vincent Kompany,vincent-kompany,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965427,19,43,Manchester_City,Home,10607,7551,Joleon Lescott,joleon-lescott,D,True,,,,,
2013-14,3965427,19,43,Manchester_City,Home,11781,20664,David Silva,david-silva,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965427,19,43,Manchester_City,Home,11869,17740,Jesús Navas,jesus-navas,D,False,1.0,0.0,90.0,0.0,0.0
2013-14,3965427,19,43,Manchester_City,Home,13630,27789,Fernandinho,fernandinho,M,False,0.0,0.0,55.0,0.0,0.0
2013-14,3965427,19,43,Manchester_City,Home,13989,19534,Javi García,javi-garcia,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965427,19,43,Manchester_City,Home,14468,14664,Yaya Touré,yaya-toure,M,True,,,,,
2013-14,3965427,19,43,Manchester_City,Home,14990,42544,Edin Džeko,edin-dzeko,F,False,0.0,1.0,90.0,0.0,0.0
2013-14,3965427,19,43,Manchester_City,Home,16817,15749,Joe Hart,joe-hart,G,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965427,19,43,Manchester_City,Home,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,True,0.0,0.0,15.0,0.0,0.0
2013-14,3965427,19,43,Manchester_City,Home,27838,42892,Álvaro Negredo,alvaro-negredo,F,True,0.0,0.0,35.0,0.0,0.0
2013-14,3965427,19,43,Manchester_City,Home,32002,49384,Jack Rodwell,jack-rodwell,D,True,,,,,
2013-14,3965427,19,43,Manchester_City,Home,42256,56827,Costel Pantilimon,costel-pantilimon,G,True,,,,,
2013-14,3965427,19,43,Manchester_City,Home,98440,84702,Matija Nastasić,matija-nastasic,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965427,19,43,Manchester_City,Home,103928,80235,Dedryck Boyata,dedryck-boyata,D,False,0.0,0.0,55.0,0.0,0.0
2013-14,3965453,20,43,Manchester_City,Away,532,17336,Gaël Clichy,gael-clichy,D,True,,,,,
2013-14,3965453,20,43,Manchester_City,Away,791,15157,James Milner,james-milner,M,True,0.0,0.0,20.0,0.0,0.0
2013-14,3965453,20,43,Manchester_City,Away,3544,28554,Samir Nasri,samir-nasri,M,False,0.0,0.0,70.0,0.0,0.0
2013-14,3965453,20,43,Manchester_City,Away,6019,17476,Vincent Kompany,vincent-kompany,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965453,20,43,Manchester_City,Away,10607,7551,Joleon Lescott,joleon-lescott,D,True,,,,,
2013-14,3965453,20,43,Manchester_City,Away,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965453,20,43,Manchester_City,Away,11869,17740,Jesús Navas,jesus-navas,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965453,20,43,Manchester_City,Away,13630,27789,Fernandinho,fernandinho,M,False,0.0,1.0,90.0,0.0,0.0
2013-14,3965453,20,43,Manchester_City,Away,13989,19534,Javi García,javi-garcia,D,True,0.0,0.0,30.0,0.0,0.0
2013-14,3965453,20,43,Manchester_City,Away,14468,14664,Yaya Touré,yaya-toure,M,False,0.0,1.0,90.0,0.0,0.0
2013-14,3965453,20,43,Manchester_City,Away,14990,42544,Edin Džeko,edin-dzeko,F,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965453,20,43,Manchester_City,Away,16817,15749,Joe Hart,joe-hart,G,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965453,20,43,Manchester_City,Away,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,False,0.0,1.0,90.0,0.0,0.0
2013-14,3965453,20,43,Manchester_City,Away,27838,42892,Álvaro Negredo,alvaro-negredo,F,False,0.0,0.0,60.0,0.0,0.0
2013-14,3965453,20,43,Manchester_City,Away,32002,49384,Jack Rodwell,jack-rodwell,D,True,0.0,0.0,1.0,0.0,0.0
2013-14,3965453,20,43,Manchester_City,Away,42256,56827,Costel Pantilimon,costel-pantilimon,G,True,,,,,
2013-14,3965453,20,43,Manchester_City,Away,98440,84702,Matija Nastasić,matija-nastasic,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965453,20,43,Manchester_City,Away,103928,80235,Dedryck Boyata,dedryck-boyata,D,True,,,,,
2013-14,3965469,21,43,Manchester_City,Away,301,15312,Martín Demichelis,martin-demichelis,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965469,21,43,Manchester_City,Away,532,17336,Gaël Clichy,gael-clichy,D,True,,,,,
2013-14,3965469,21,43,Manchester_City,Away,791,15157,James Milner,james-milner,M,True,0.0,0.0,11.0,0.0,0.0
2013-14,3965469,21,43,Manchester_City,Away,3544,28554,Samir Nasri,samir-nasri,M,False,0.0,0.0,79.0,0.0,0.0
2013-14,3965469,21,43,Manchester_City,Away,6019,17476,Vincent Kompany,vincent-kompany,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965469,21,43,Manchester_City,Away,9680,20492,Micah Richards,micah-richards,D,True,,,,,
2013-14,3965469,21,43,Manchester_City,Away,10607,7551,Joleon Lescott,joleon-lescott,D,True,,,,,
2013-14,3965469,21,43,Manchester_City,Away,11781,20664,David Silva,david-silva,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965469,21,43,Manchester_City,Away,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965469,21,43,Manchester_City,Away,11869,17740,Jesús Navas,jesus-navas,D,True,0.0,0.0,38.0,0.0,0.0
2013-14,3965469,21,43,Manchester_City,Away,13630,27789,Fernandinho,fernandinho,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965469,21,43,Manchester_City,Away,13989,19534,Javi García,javi-garcia,D,True,0.0,0.0,29.0,0.0,0.0
2013-14,3965469,21,43,Manchester_City,Away,14468,14664,Yaya Touré,yaya-toure,M,False,0.0,0.0,61.0,0.0,0.0
2013-14,3965469,21,43,Manchester_City,Away,14990,42544,Edin Džeko,edin-dzeko,F,False,0.0,1.0,52.0,0.0,0.0
2013-14,3965469,21,43,Manchester_City,Away,16817,15749,Joe Hart,joe-hart,G,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965469,21,43,Manchester_City,Away,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,False,1.0,0.0,90.0,0.0,0.0
2013-14,3965469,21,43,Manchester_City,Away,27838,42892,Álvaro Negredo,alvaro-negredo,F,False,0.0,1.0,90.0,0.0,0.0
2013-14,3965469,21,43,Manchester_City,Away,42256,56827,Costel Pantilimon,costel-pantilimon,G,True,,,,,
2013-14,3965485,22,43,Manchester_City,Home,301,15312,Martín Demichelis,martin-demichelis,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965485,22,43,Manchester_City,Home,532,17336,Gaël Clichy,gael-clichy,D,True,0.0,0.0,8.0,0.0,0.0
2013-14,3965485,22,43,Manchester_City,Home,791,15157,James Milner,james-milner,M,True,0.0,0.0,10.0,0.0,0.0
2013-14,3965485,22,43,Manchester_City,Home,6019,17476,Vincent Kompany,vincent-kompany,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965485,22,43,Manchester_City,Home,10607,7551,Joleon Lescott,joleon-lescott,D,True,,,,,
2013-14,3965485,22,43,Manchester_City,Home,11781,20664,David Silva,david-silva,M,False,1.0,0.0,80.0,0.0,0.0
2013-14,3965485,22,43,Manchester_City,Home,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965485,22,43,Manchester_City,Home,11869,17740,Jesús Navas,jesus-navas,D,False,0.0,1.0,82.0,0.0,0.0
2013-14,3965485,22,43,Manchester_City,Home,13630,27789,Fernandinho,fernandinho,M,True,,,,,
2013-14,3965485,22,43,Manchester_City,Home,13989,19534,Javi García,javi-garcia,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965485,22,43,Manchester_City,Home,14468,14664,Yaya Touré,yaya-toure,M,False,1.0,1.0,90.0,0.0,0.0
2013-14,3965485,22,43,Manchester_City,Home,14990,42544,Edin Džeko,edin-dzeko,F,False,0.0,1.0,90.0,0.0,0.0
2013-14,3965485,22,43,Manchester_City,Home,16817,15749,Joe Hart,joe-hart,G,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965485,22,43,Manchester_City,Home,17094,37572,Sergio Agüero,sergio-aguero,F,True,1.0,1.0,28.0,0.0,0.0
2013-14,3965485,22,43,Manchester_City,Home,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965485,22,43,Manchester_City,Home,27838,42892,Álvaro Negredo,alvaro-negredo,F,False,0.0,0.0,62.0,0.0,0.0
2013-14,3965485,22,43,Manchester_City,Home,42256,56827,Costel Pantilimon,costel-pantilimon,G,True,,,,,
2013-14,3965485,22,43,Manchester_City,Home,98440,84702,Matija Nastasić,matija-nastasic,D,True,,,,,
2013-14,3965515,23,43,Manchester_City,Away,301,15312,Martín Demichelis,martin-demichelis,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965515,23,43,Manchester_City,Away,532,17336,Gaël Clichy,gael-clichy,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965515,23,43,Manchester_City,Away,6019,17476,Vincent Kompany,vincent-kompany,D,False,0.0,1.0,90.0,0.0,0.0
2013-14,3965515,23,43,Manchester_City,Away,10607,7551,Joleon Lescott,joleon-lescott,D,True,,,,,
2013-14,3965515,23,43,Manchester_City,Away,11781,20664,David Silva,david-silva,M,False,0.0,0.0,80.0,0.0,0.0
2013-14,3965515,23,43,Manchester_City,Away,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965515,23,43,Manchester_City,Away,11869,17740,Jesús Navas,jesus-navas,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965515,23,43,Manchester_City,Away,13630,27789,Fernandinho,fernandinho,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965515,23,43,Manchester_City,Away,14468,14664,Yaya Touré,yaya-toure,M,False,0.0,1.0,64.0,0.0,0.0
2013-14,3965515,23,43,Manchester_City,Away,14990,42544,Edin Džeko,edin-dzeko,F,False,0.0,1.0,90.0,0.0,0.0
2013-14,3965515,23,43,Manchester_City,Away,16817,15749,Joe Hart,joe-hart,G,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965515,23,43,Manchester_City,Away,17094,37572,Sergio Agüero,sergio-aguero,F,False,0.0,1.0,45.0,0.0,0.0
2013-14,3965515,23,43,Manchester_City,Away,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,True,0.0,0.0,10.0,0.0,0.0
2013-14,3965515,23,43,Manchester_City,Away,27838,42892,Álvaro Negredo,alvaro-negredo,F,True,,,,,
2013-14,3965515,23,43,Manchester_City,Away,32002,49384,Jack Rodwell,jack-rodwell,D,True,,,,,
2013-14,3965515,23,43,Manchester_City,Away,37126,50442,Stevan Jovetić,stevan-jovetic,F,True,0.0,1.0,45.0,0.0,0.0
2013-14,3965515,23,43,Manchester_City,Away,42256,56827,Costel Pantilimon,costel-pantilimon,G,True,,,,,
2013-14,3965515,23,43,Manchester_City,Away,98440,84702,Matija Nastasić,matija-nastasic,D,True,0.0,0.0,26.0,0.0,0.0
2013-14,3965527,24,43,Manchester_City,Home,301,15312,Martín Demichelis,martin-demichelis,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965527,24,43,Manchester_City,Home,532,17336,Gaël Clichy,gael-clichy,D,True,,,,,
2013-14,3965527,24,43,Manchester_City,Home,791,15157,James Milner,james-milner,M,True,,,,,
2013-14,3965527,24,43,Manchester_City,Home,6019,17476,Vincent Kompany,vincent-kompany,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965527,24,43,Manchester_City,Home,11781,20664,David Silva,david-silva,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965527,24,43,Manchester_City,Home,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965527,24,43,Manchester_City,Home,11869,17740,Jesús Navas,jesus-navas,D,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965527,24,43,Manchester_City,Home,14468,14664,Yaya Touré,yaya-toure,M,False,0.0,0.0,90.0,0.0,0.0
2013-14,3965527,24,43,Manchester_City,Home,14990,42544,Edin Džeko,edin-dzeko,F,False,0.0,0.0,90.0,0.0,0.0
