playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,awayGoals,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,homeGoals,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,putthroughBlockedDistribution,fiftyFifty,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,throughBalls,successfulFiftyFifty,goals,offsides,oboxBlocked,iboxTarget,shotsOnTargetInBox,keyPassesAttemptAssists,shotsBlockedInBox,rightFootGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,totalFoulsConceded,clearancesOffTheLine,backwardPasses,throwInsToOwnPlayer,handballsConceded,secondGoalAssists,successfulCrossesOpenPlay,totalShots,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCrossesAndCorners,penaltiesConceded,totalTouchesInOppositionBox,throwInsToOppositionPlayer,putthroughBlockedDistributionWon,oboxTarget,tacklesLost,headedGoals,iboxBlocked,successfulDribbles,blocks,interceptions,substituteOff,shotsBlockedOutsideBox,foulAttemptedTackle,expectedGoals,successfulCornersIntoBox,ownGoalScored,unsuccessfulCornersIntoBox,redCards2ndYellow,substituteOn,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,unsuccessfulLayoffs,foulWonPenalty,penaltiesTaken,penaltyGoals,hitWoodwork
98980,Emiliano Martínez,Goalkeeper,Aston Villa,7,Argentina,2021-22,3.0,1.0,0.0319,0.0,30.0,1.0,35.0,4.0,36.0,36.0,277.0,937.0,0.0,7.0,11.0,11.0,6.0,3240.0,1.0,12.0,9.0,2.0,487.0,1.0,3.0,4.0,43.2092,34.0,9.0,48.0,2.0,196.0,95.0,3.0,0.0,15.0,0.0,5.0,499.0,291.0,36.0,4.0,1.0,93.0,39.0,4.0,10.0,0.0,368.0,499.0,1.0,287.0,1.0,69.0,29.0,242.0,173.0,1259.0,74.0,567.0,59.0,4.0,273.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79852,Jed Steer,Goalkeeper,Peterborough United,73,England,2021-22,,,0.0003,0.0,1.0,,1.0,,1.0,1.0,8.0,31.0,0.0,1.0,,,,90.0,,,,,19.0,,,,2.1918,2.0,,3.0,,7.0,1.0,,0.0,,0.0,,21.0,11.0,1.0,,,3.0,3.0,,,0.0,12.0,21.0,,8.0,,1.0,,3.0,4.0,40.0,3.0,20.0,,0.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111782,Robin Olsen,Goalkeeper,Aston Villa,7,Sweden,2021-22,,,0.0019,0.0,5.0,,,1.0,1.0,1.0,21.0,39.0,0.0,,,,,90.0,,,1.0,,8.0,,1.0,,2.2154,,1.0,3.0,,7.0,2.0,,0.0,,0.0,,25.0,14.0,1.0,,,7.0,2.0,,,0.0,20.0,13.0,,22.0,,7.0,,7.0,10.0,55.0,5.0,11.0,2.0,0.0,20.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248164,Viljami Sinisalo,Goalkeeper,Celtic,61,Finland,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462381,Filip Marschall,Goalkeeper,Aston Villa,7,England,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199796,Matty Cash,Defender,Aston Villa,7,Poland,2021-22,170.0,,2.4148,0.0,,89.0,,185.0,38.0,38.0,336.0,1219.0,3.0,,87.0,10.0,,3380.0,45.0,202.0,9.0,160.0,830.0,,,4.0,44.6113,11.0,82.0,50.0,125.0,60.0,,38.0,2.0,372.0,1.0,,489.0,190.0,38.0,,,441.0,41.0,285.0,42.0,0.0,,1189.0,25.0,631.0,50.0,,,407.0,53.0,2214.0,78.0,461.0,,8.0,151.0,105.0,87.0,79.0,9.0,13.0,2.5139,2.0,47.0,4.0,2.0,1.0,8.0,8.0,25.0,8.0,1.0,2.0,26.0,79.0,57.0,15.0,38.0,2.0,263.0,211.0,1.0,1.0,19.0,28.0,3.0,1.0,78.0,1.0,1.0,19.0,1.0,98.0,94.0,38.0,1.0,39.0,1.0,8.0,33.0,16.0,49.0,3.0,1.0,23.0,2.6609,,,,,,,,,,,,,
169359,Matt Targett,Defender,Newcastle United U21,12970,England,2021-22,105.0,,1.6275,0.0,,75.0,,196.0,33.0,33.0,310.0,1194.0,1.0,,77.0,8.0,,2873.0,26.0,160.0,6.0,109.0,825.0,,,3.0,25.4267,4.0,60.0,47.0,79.0,396.0,,23.0,0.0,265.0,0.0,,571.0,145.0,33.0,,,510.0,41.0,188.0,51.0,0.0,,1167.0,19.0,497.0,44.0,,,66.0,59.0,1983.0,44.0,415.0,,3.0,114.0,92.0,53.0,63.0,3.0,6.0,0.1321,4.0,37.0,1.0,1.0,,1.0,1.0,40.0,1.0,,1.0,12.0,94.0,21.0,4.0,24.0,1.0,161.0,233.0,,1.0,16.0,10.0,1.0,,63.0,44.0,,41.0,1.0,26.0,44.0,18.0,,31.0,,1.0,11.0,13.0,48.0,3.0,,15.0,0.5237,19.0,1.0,24.0,,,,,,,,,,
199798,Ezri Konsa,Defender,Aston Villa,7,England,2021-22,71.0,,0.5374,2.0,,25.0,,80.0,29.0,29.0,137.0,1005.0,0.0,,100.0,8.0,,2481.0,42.0,125.0,7.0,67.0,835.0,,,3.0,33.9263,5.0,82.0,41.0,29.0,194.0,,36.0,1.0,196.0,2.0,,360.0,105.0,29.0,,,198.0,34.0,96.0,58.0,1.0,1.0,974.0,3.0,157.0,15.0,,,383.0,33.0,1286.0,35.0,670.0,,4.0,57.0,53.0,17.0,43.0,2.0,6.0,2.2975,,20.0,2.0,1.0,,4.0,4.0,4.0,2.0,1.0,,3.0,1.0,9.0,7.0,18.0,,68.0,7.0,,,,13.0,,1.0,1.0,,,,1.0,37.0,,9.0,,10.0,1.0,2.0,6.0,22.0,15.0,3.0,,6.0,1.5763,,,,1.0,,,,,,,,,
149484,Tyrone Mings,Defender,Aston Villa U21,15986,England,2021-22,86.0,,1.1436,0.0,,23.0,,159.0,36.0,35.0,338.0,1659.0,0.0,,130.0,11.0,,3188.0,47.0,139.0,8.0,56.0,1221.0,,,4.0,44.5816,19.0,150.0,49.0,39.0,504.0,,24.0,0.0,225.0,1.0,,699.0,191.0,36.0,,,357.0,41.0,95.0,83.0,0.0,1.0,1611.0,4.0,370.0,12.0,,,349.0,100.0,2086.0,77.0,964.0,,11.0,179.0,110.0,29.0,62.0,5.0,5.0,0.842,3.0,37.0,1.0,1.0,2.0,3.0,3.0,7.0,3.0,1.0,,1.0,4.0,5.0,11.0,27.0,4.0,107.0,15.0,1.0,,,16.0,3.0,,4.0,,1.0,,1.0,53.0,3.0,17.0,1.0,11.0,,3.0,11.0,30.0,46.0,,2.0,14.0,1.6499,,,,,1.0,,,,,,,,
101188,Lucas Digne,Defender,Aston Villa,7,France,2021-22,121.0,,1.6886,0.0,,46.0,,182.0,29.0,29.0,235.0,1109.0,0.0,,85.0,7.0,,2442.0,36.0,129.0,4.0,80.0,851.0,,,2.0,17.3368,6.0,62.0,42.0,85.0,409.0,,25.0,0.0,250.0,0.0,,488.0,160.0,29.0,,,527.0,38.0,165.0,49.0,0.0,,1075.0,22.0,475.0,29.0,,,35.0,23.0,1886.0,26.0,388.0,,6.0,53.0,88.0,61.0,62.0,7.0,3.0,0.0678,1.0,37.0,,3.0,1.0,1.0,1.0,48.0,2.0,,,19.0,131.0,38.0,8.0,33.0,1.0,177.0,211.0,3.0,,21.0,11.0,4.0,3.0,88.0,60.0,1.0,41.0,,40.0,45.0,18.0,1.0,17.0,,2.0,11.0,13.0,37.0,3.0,1.0,20.0,0.5095,15.0,1.0,29.0,,,1.0,4.0,0.1004,,,,,
