season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,goalAssist,goals,minutesPlayed,ownGoals,penaltyMiss,totalShots
2010-11,1379621,3,56,Sunderland,Home,33902,50175,Danny Welbeck,danny-welbeck,F,True,0.0,0.0,44.0,0.0,,0.0
2010-11,1379621,3,56,Sunderland,Home,40686,58771,Jack Colback,jack-colback,M,True,,,,,,
2010-11,1379621,3,56,Sunderland,Home,42694,56979,Jordan Henderson,jordan-henderson,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379801,4,56,Sunderland,Away,664,6596,Steed Malbranque,steed-malbranque,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379801,4,56,Sunderland,Away,764,15073,Kieran Richardson,kieran-richardson,M,False,0.0,0.0,80.0,0.0,,0.0
2010-11,1379801,4,56,Sunderland,Away,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,
2010-11,1379801,4,56,Sunderland,Away,793,1131,Titus Bramble,titus-bramble,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379801,4,56,Sunderland,Away,829,4073,Boudewijn Zenden,boudewijn-zenden,F,True,,,,,,
2010-11,1379801,4,56,Sunderland,Away,1082,19053,Nedum Onuoha,nedum-onuoha,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379801,4,56,Sunderland,Away,1967,7195,John Mensah,john-mensah,D,True,0.0,0.0,10.0,0.0,,0.0
2010-11,1379801,4,56,Sunderland,Away,9663,10738,Darren Bent,darren-bent,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379801,4,56,Sunderland,Away,9727,13898,Anton Ferdinand,anton-ferdinand,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379801,4,56,Sunderland,Away,10406,66797,Simon Mignolet,simon-mignolet,G,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379801,4,56,Sunderland,Away,13456,32275,Cristian Riveros,cristian-riveros,M,True,0.0,0.0,57.0,0.0,,0.0
2010-11,1379801,4,56,Sunderland,Away,14210,28448,Lee Cattermole,lee-cattermole,M,False,0.0,0.0,22.0,0.0,,0.0
2010-11,1379801,4,56,Sunderland,Away,15162,19478,Trevor Carson,trevor-carson,G,True,,,,,,
2010-11,1379801,4,56,Sunderland,Away,17936,33223,Asamoah Gyan,asamoah-gyan,F,True,0.0,1.0,44.0,0.0,,0.0
2010-11,1379801,4,56,Sunderland,Away,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,False,0.0,0.0,33.0,0.0,,0.0
2010-11,1379801,4,56,Sunderland,Away,33902,50175,Danny Welbeck,danny-welbeck,F,False,0.0,0.0,46.0,0.0,,0.0
2010-11,1379801,4,56,Sunderland,Away,40686,58771,Jack Colback,jack-colback,M,True,,,,,,
2010-11,1379801,4,56,Sunderland,Away,42694,56979,Jordan Henderson,jordan-henderson,M,False,1.0,0.0,90.0,0.0,,0.0
2010-11,1379808,5,56,Sunderland,Home,664,6596,Steed Malbranque,steed-malbranque,M,False,0.0,0.0,86.0,0.0,,0.0
2010-11,1379808,5,56,Sunderland,Home,764,15073,Kieran Richardson,kieran-richardson,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379808,5,56,Sunderland,Home,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,
2010-11,1379808,5,56,Sunderland,Home,793,1131,Titus Bramble,titus-bramble,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379808,5,56,Sunderland,Home,829,4073,Boudewijn Zenden,boudewijn-zenden,F,True,0.0,0.0,14.0,0.0,,0.0
2010-11,1379808,5,56,Sunderland,Home,937,8411,Andy Reid,andy-reid,M,True,0.0,0.0,4.0,0.0,,0.0
2010-11,1379808,5,56,Sunderland,Home,1082,19053,Nedum Onuoha,nedum-onuoha,D,False,0.0,0.0,76.0,0.0,,0.0
2010-11,1379808,5,56,Sunderland,Home,9663,10738,Darren Bent,darren-bent,F,False,0.0,1.0,90.0,0.0,,0.0
2010-11,1379808,5,56,Sunderland,Home,9727,13898,Anton Ferdinand,anton-ferdinand,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379808,5,56,Sunderland,Home,10406,66797,Simon Mignolet,simon-mignolet,G,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379808,5,56,Sunderland,Home,13456,32275,Cristian Riveros,cristian-riveros,M,False,0.0,0.0,63.0,0.0,,0.0
2010-11,1379808,5,56,Sunderland,Home,13459,32272,Paulo da Silva,paulo-da-silva,D,True,,,,,,
2010-11,1379808,5,56,Sunderland,Home,15162,19478,Trevor Carson,trevor-carson,G,True,,,,,,
2010-11,1379808,5,56,Sunderland,Home,17936,33223,Asamoah Gyan,asamoah-gyan,F,True,0.0,0.0,27.0,0.0,,0.0
2010-11,1379808,5,56,Sunderland,Home,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379808,5,56,Sunderland,Home,33902,50175,Danny Welbeck,danny-welbeck,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379808,5,56,Sunderland,Home,40686,58771,Jack Colback,jack-colback,M,True,,,,,,
2010-11,1379808,5,56,Sunderland,Home,42694,56979,Jordan Henderson,jordan-henderson,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379817,6,56,Sunderland,Away,664,6596,Steed Malbranque,steed-malbranque,M,False,0.0,0.0,89.0,0.0,,0.0
2010-11,1379817,6,56,Sunderland,Away,768,17997,Phil Bardsley,phil-bardsley,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379817,6,56,Sunderland,Away,793,1131,Titus Bramble,titus-bramble,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379817,6,56,Sunderland,Away,829,4073,Boudewijn Zenden,boudewijn-zenden,F,True,0.0,0.0,1.0,0.0,,0.0
2010-11,1379817,6,56,Sunderland,Away,937,8411,Andy Reid,andy-reid,M,True,,,,,,
2010-11,1379817,6,56,Sunderland,Away,1082,19053,Nedum Onuoha,nedum-onuoha,D,False,1.0,0.0,90.0,0.0,,0.0
2010-11,1379817,6,56,Sunderland,Away,9370,5207,Craig Gordon,craig-gordon,G,True,,,,,,
2010-11,1379817,6,56,Sunderland,Away,9663,10738,Darren Bent,darren-bent,F,False,0.0,2.0,90.0,0.0,,0.0
2010-11,1379817,6,56,Sunderland,Away,10406,66797,Simon Mignolet,simon-mignolet,G,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379817,6,56,Sunderland,Away,13456,32275,Cristian Riveros,cristian-riveros,M,True,0.0,0.0,1.0,0.0,,0.0
2010-11,1379817,6,56,Sunderland,Away,13459,32272,Paulo da Silva,paulo-da-silva,D,True,,,,,,
2010-11,1379817,6,56,Sunderland,Away,14210,28448,Lee Cattermole,lee-cattermole,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379817,6,56,Sunderland,Away,16501,15864,Michael Turner,michael-turner,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379817,6,56,Sunderland,Away,17936,33223,Asamoah Gyan,asamoah-gyan,F,True,0.0,0.0,8.0,0.0,,0.0
2010-11,1379817,6,56,Sunderland,Away,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379817,6,56,Sunderland,Away,33902,50175,Danny Welbeck,danny-welbeck,F,False,0.0,0.0,82.0,0.0,,0.0
2010-11,1379817,6,56,Sunderland,Away,40686,58771,Jack Colback,jack-colback,M,True,,,,,,
2010-11,1379817,6,56,Sunderland,Away,42694,56979,Jordan Henderson,jordan-henderson,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379827,7,56,Sunderland,Home,664,6596,Steed Malbranque,steed-malbranque,M,False,0.0,0.0,82.0,0.0,,0.0
2010-11,1379827,7,56,Sunderland,Home,768,17997,Phil Bardsley,phil-bardsley,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379827,7,56,Sunderland,Home,793,1131,Titus Bramble,titus-bramble,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379827,7,56,Sunderland,Home,829,4073,Boudewijn Zenden,boudewijn-zenden,F,False,0.0,0.0,82.0,0.0,,0.0
2010-11,1379827,7,56,Sunderland,Home,937,8411,Andy Reid,andy-reid,M,True,0.0,0.0,8.0,0.0,,0.0
2010-11,1379827,7,56,Sunderland,Home,1082,19053,Nedum Onuoha,nedum-onuoha,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379827,7,56,Sunderland,Home,1967,7195,John Mensah,john-mensah,D,True,,,,,,
2010-11,1379827,7,56,Sunderland,Home,9370,5207,Craig Gordon,craig-gordon,G,True,,,,,,
2010-11,1379827,7,56,Sunderland,Home,9663,10738,Darren Bent,darren-bent,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379827,7,56,Sunderland,Home,9727,13898,Anton Ferdinand,anton-ferdinand,D,True,,,,,,
2010-11,1379827,7,56,Sunderland,Home,10406,66797,Simon Mignolet,simon-mignolet,G,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379827,7,56,Sunderland,Home,13456,32275,Cristian Riveros,cristian-riveros,M,True,,,,,,
2010-11,1379827,7,56,Sunderland,Home,13459,32272,Paulo da Silva,paulo-da-silva,D,True,,,,,,
2010-11,1379827,7,56,Sunderland,Home,14210,28448,Lee Cattermole,lee-cattermole,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379827,7,56,Sunderland,Home,16501,15864,Michael Turner,michael-turner,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379827,7,56,Sunderland,Home,17936,33223,Asamoah Gyan,asamoah-gyan,F,True,0.0,0.0,8.0,0.0,,0.0
2010-11,1379827,7,56,Sunderland,Home,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379827,7,56,Sunderland,Home,42694,56979,Jordan Henderson,jordan-henderson,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379834,8,56,Sunderland,Away,664,6596,Steed Malbranque,steed-malbranque,M,False,0.0,0.0,75.0,0.0,,0.0
2010-11,1379834,8,56,Sunderland,Away,768,17997,Phil Bardsley,phil-bardsley,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379834,8,56,Sunderland,Away,793,1131,Titus Bramble,titus-bramble,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379834,8,56,Sunderland,Away,829,4073,Boudewijn Zenden,boudewijn-zenden,F,True,0.0,0.0,15.0,0.0,,0.0
2010-11,1379834,8,56,Sunderland,Away,1082,19053,Nedum Onuoha,nedum-onuoha,D,False,0.0,0.0,64.0,0.0,,0.0
2010-11,1379834,8,56,Sunderland,Away,1967,7195,John Mensah,john-mensah,D,True,,,,,,
2010-11,1379834,8,56,Sunderland,Away,9370,5207,Craig Gordon,craig-gordon,G,True,,,,,,
2010-11,1379834,8,56,Sunderland,Away,9663,10738,Darren Bent,darren-bent,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379834,8,56,Sunderland,Away,9727,13898,Anton Ferdinand,anton-ferdinand,D,True,,,,,,
2010-11,1379834,8,56,Sunderland,Away,10406,66797,Simon Mignolet,simon-mignolet,G,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379834,8,56,Sunderland,Away,13456,32275,Cristian Riveros,cristian-riveros,M,True,,,,,,
2010-11,1379834,8,56,Sunderland,Away,13459,32272,Paulo da Silva,paulo-da-silva,D,True,,,,,,
2010-11,1379834,8,56,Sunderland,Away,14210,28448,Lee Cattermole,lee-cattermole,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379834,8,56,Sunderland,Away,16501,15864,Michael Turner,michael-turner,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379834,8,56,Sunderland,Away,17936,33223,Asamoah Gyan,asamoah-gyan,F,True,0.0,0.0,26.0,0.0,,0.0
2010-11,1379834,8,56,Sunderland,Away,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379834,8,56,Sunderland,Away,33902,50175,Danny Welbeck,danny-welbeck,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379834,8,56,Sunderland,Away,42694,56979,Jordan Henderson,jordan-henderson,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379847,9,56,Sunderland,Home,664,6596,Steed Malbranque,steed-malbranque,M,False,0.0,0.0,81.0,0.0,,0.0
2010-11,1379847,9,56,Sunderland,Home,768,17997,Phil Bardsley,phil-bardsley,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379847,9,56,Sunderland,Home,793,1131,Titus Bramble,titus-bramble,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379847,9,56,Sunderland,Home,829,4073,Boudewijn Zenden,boudewijn-zenden,F,True,0.0,0.0,1.0,0.0,,0.0
2010-11,1379847,9,56,Sunderland,Home,1082,19053,Nedum Onuoha,nedum-onuoha,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379847,9,56,Sunderland,Home,1967,7195,John Mensah,john-mensah,D,True,0.0,0.0,9.0,0.0,,0.0
2010-11,1379847,9,56,Sunderland,Home,9370,5207,Craig Gordon,craig-gordon,G,True,,,,,,
2010-11,1379847,9,56,Sunderland,Home,9663,10738,Darren Bent,darren-bent,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379847,9,56,Sunderland,Home,9727,13898,Anton Ferdinand,anton-ferdinand,D,True,,,,,,
2010-11,1379847,9,56,Sunderland,Home,10406,66797,Simon Mignolet,simon-mignolet,G,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379847,9,56,Sunderland,Home,13456,32275,Cristian Riveros,cristian-riveros,M,True,,,,,,
2010-11,1379847,9,56,Sunderland,Home,13459,32272,Paulo da Silva,paulo-da-silva,D,True,,,,,,
2010-11,1379847,9,56,Sunderland,Home,14210,28448,Lee Cattermole,lee-cattermole,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379847,9,56,Sunderland,Home,16501,15864,Michael Turner,michael-turner,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379847,9,56,Sunderland,Home,17936,33223,Asamoah Gyan,asamoah-gyan,F,True,0.0,0.0,24.0,0.0,,0.0
2010-11,1379847,9,56,Sunderland,Home,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379847,9,56,Sunderland,Home,33902,50175,Danny Welbeck,danny-welbeck,F,False,0.0,0.0,66.0,0.0,,0.0
2010-11,1379847,9,56,Sunderland,Home,42694,56979,Jordan Henderson,jordan-henderson,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379860,10,56,Sunderland,Away,664,6596,Steed Malbranque,steed-malbranque,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379860,10,56,Sunderland,Away,764,15073,Kieran Richardson,kieran-richardson,M,True,0.0,0.0,35.0,0.0,,0.0
2010-11,1379860,10,56,Sunderland,Away,768,17997,Phil Bardsley,phil-bardsley,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379860,10,56,Sunderland,Away,793,1131,Titus Bramble,titus-bramble,D,False,0.0,0.0,53.0,0.0,,0.0
2010-11,1379860,10,56,Sunderland,Away,829,4073,Boudewijn Zenden,boudewijn-zenden,F,True,,,,,,
2010-11,1379860,10,56,Sunderland,Away,1082,19053,Nedum Onuoha,nedum-onuoha,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379860,10,56,Sunderland,Away,1967,7195,John Mensah,john-mensah,D,True,0.0,0.0,14.0,0.0,,0.0
2010-11,1379860,10,56,Sunderland,Away,9370,5207,Craig Gordon,craig-gordon,G,True,,,,,,
2010-11,1379860,10,56,Sunderland,Away,9663,10738,Darren Bent,darren-bent,F,False,0.0,1.0,90.0,0.0,,0.0
2010-11,1379860,10,56,Sunderland,Away,9727,13898,Anton Ferdinand,anton-ferdinand,D,True,,,,,,
2010-11,1379860,10,56,Sunderland,Away,10406,66797,Simon Mignolet,simon-mignolet,G,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379860,10,56,Sunderland,Away,13459,32272,Paulo da Silva,paulo-da-silva,D,True,,,,,,
2010-11,1379860,10,56,Sunderland,Away,14210,28448,Lee Cattermole,lee-cattermole,M,False,0.0,0.0,76.0,0.0,,0.0
2010-11,1379860,10,56,Sunderland,Away,16501,15864,Michael Turner,michael-turner,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379860,10,56,Sunderland,Away,17936,33223,Asamoah Gyan,asamoah-gyan,F,True,0.0,0.0,50.0,0.0,,0.0
2010-11,1379860,10,56,Sunderland,Away,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,False,0.0,0.0,40.0,0.0,,0.0
2010-11,1379860,10,56,Sunderland,Away,33902,50175,Danny Welbeck,danny-welbeck,F,False,0.0,0.0,55.0,0.0,,0.0
2010-11,1379860,10,56,Sunderland,Away,42694,56979,Jordan Henderson,jordan-henderson,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379870,11,56,Sunderland,Home,664,6596,Steed Malbranque,steed-malbranque,M,False,0.0,0.0,61.0,0.0,1.0,0.0
2010-11,1379870,11,56,Sunderland,Home,764,15073,Kieran Richardson,kieran-richardson,M,True,0.0,0.0,29.0,0.0,,0.0
2010-11,1379870,11,56,Sunderland,Home,768,17997,Phil Bardsley,phil-bardsley,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379870,11,56,Sunderland,Home,829,4073,Boudewijn Zenden,boudewijn-zenden,F,True,0.0,0.0,15.0,0.0,,0.0
2010-11,1379870,11,56,Sunderland,Home,1082,19053,Nedum Onuoha,nedum-onuoha,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379870,11,56,Sunderland,Home,1967,7195,John Mensah,john-mensah,D,False,0.0,0.0,67.0,0.0,,0.0
2010-11,1379870,11,56,Sunderland,Home,9370,5207,Craig Gordon,craig-gordon,G,True,,,,,,
2010-11,1379870,11,56,Sunderland,Home,9727,13898,Anton Ferdinand,anton-ferdinand,D,True,0.0,0.0,23.0,0.0,,0.0
2010-11,1379870,11,56,Sunderland,Home,10406,66797,Simon Mignolet,simon-mignolet,G,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379870,11,56,Sunderland,Home,13456,32275,Cristian Riveros,cristian-riveros,M,True,,,,,,
2010-11,1379870,11,56,Sunderland,Home,13459,32272,Paulo da Silva,paulo-da-silva,D,True,,,,,,
2010-11,1379870,11,56,Sunderland,Home,14210,28448,Lee Cattermole,lee-cattermole,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379870,11,56,Sunderland,Home,16501,15864,Michael Turner,michael-turner,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379870,11,56,Sunderland,Home,17936,33223,Asamoah Gyan,asamoah-gyan,F,False,0.0,2.0,90.0,0.0,,0.0
2010-11,1379870,11,56,Sunderland,Home,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,False,0.0,0.0,75.0,0.0,,0.0
2010-11,1379870,11,56,Sunderland,Home,33902,50175,Danny Welbeck,danny-welbeck,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379870,11,56,Sunderland,Home,33953,55658,Marcos Angeleri,marcos-angeleri,D,True,,,,,,
2010-11,1379870,11,56,Sunderland,Home,42694,56979,Jordan Henderson,jordan-henderson,M,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379873,12,56,Sunderland,Away,664,6596,Steed Malbranque,steed-malbranque,M,True,0.0,0.0,4.0,0.0,,0.0
2010-11,1379873,12,56,Sunderland,Away,764,15073,Kieran Richardson,kieran-richardson,M,False,0.0,0.0,86.0,0.0,,0.0
2010-11,1379873,12,56,Sunderland,Away,768,17997,Phil Bardsley,phil-bardsley,D,True,0.0,0.0,72.0,0.0,,0.0
2010-11,1379873,12,56,Sunderland,Away,793,1131,Titus Bramble,titus-bramble,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379873,12,56,Sunderland,Away,829,4073,Boudewijn Zenden,boudewijn-zenden,F,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379873,12,56,Sunderland,Away,1082,19053,Nedum Onuoha,nedum-onuoha,D,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379873,12,56,Sunderland,Away,9370,5207,Craig Gordon,craig-gordon,G,False,0.0,0.0,90.0,0.0,,0.0
2010-11,1379873,12,56,Sunderland,Away,9727,13898,Anton Ferdinand,anton-ferdinand,D,False,0.0,0.0,18.0,0.0,,0.0
2010-11,1379873,12,56,Sunderland,Away,10406,66797,Simon Mignolet,simon-mignolet,G,True,,,,,,
2010-11,1379873,12,56,Sunderland,Away,13456,32275,Cristian Riveros,cristian-riveros,M,False,0.0,0.0,46.0,0.0,,0.0
2010-11,1379873,12,56,Sunderland,Away,13459,32272,Paulo da Silva,paulo-da-silva,D,True,,,,,,
