season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243421,2,45,Norwich_City,Home,15823,37614,Mario Vrančić,mario-vrancic,M,True,,,1.0,3.0,4.0,7.0,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,11.0,,,,,,,,,,,6.5,,,,,,,,,,1.0,,3.0,4.0,7.0,,,1,,8.0,,,,
2019-20,8243421,2,45,Norwich_City,Home,75756,78607,Kenny McLean,kenny-mclean,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243421,2,45,Norwich_City,Home,101789,71738,Marco Stiepermann,marco-stiepermann,M,False,,,1.0,22.0,12.0,34.0,2.0,2.0,,7.0,,,1.0,,,1.0,5.0,5.0,,,2.0,,,,,1.0,2.0,,84.0,1.0,,,,,,,13.0,,,7.1,,,,,,3.0,,,,2.0,,30.0,13.0,43.0,,,2,1.0,61.0,3.0,2.0,,1.0
2019-20,8243421,2,45,Norwich_City,Home,129916,90440,Tom Trybull,tom-trybull,M,False,,,4.0,30.0,36.0,66.0,2.0,4.0,,4.0,,,,2.0,,,5.0,9.0,,,1.0,,,,,2.0,1.0,,87.0,,,,,,,,4.0,,,7.5,,,1.0,,,1.0,,,,5.0,,32.0,38.0,70.0,,,1,5.0,83.0,,1.0,,4.0
2019-20,8243421,2,45,Norwich_City,Home,361326,124165,Patrick Roberts,patrick-roberts,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243421,2,45,Norwich_City,Home,783126,195546,Emiliano Buendía,emiliano-buendia,M,False,3.0,,1.0,37.0,16.0,50.0,,,,3.0,,,1.0,1.0,,5.0,8.0,4.0,,,1.0,,,,,,4.0,,90.0,,,,,,,,26.0,,,6.7,,,,,,,3.0,11.0,,4.0,,55.0,16.0,60.0,,,1,1.0,86.0,2.0,1.0,2.0,
2019-20,8243421,2,45,Norwich_City,Home,891803,194799,Jamal Lewis,jamal-lewis,M,False,1.0,,2.0,24.0,19.0,42.0,,,,3.0,,,,,,,2.0,4.0,,,,,,,,1.0,,,89.0,,1.0,,,,,,11.0,,,7.0,,,,,,1.0,5.0,1.0,,2.0,,28.0,22.0,49.0,,,0,1.0,65.0,1.0,,3.0,1.0
2019-20,8243421,2,45,Norwich_City,Home,907070,193111,Todd Cantwell,todd-cantwell,M,False,,,1.0,33.0,8.0,41.0,1.0,,,2.0,1.0,1.0,,1.0,,1.0,6.0,3.0,,,2.0,2.0,,,,,5.0,,90.0,1.0,,,,,,,13.0,,,7.7,,,,,,,2.0,,,3.0,,38.0,10.0,48.0,,,1,1.0,63.0,4.0,1.0,1.0,
2019-20,8243421,2,45,Norwich_City,Home,2022918,87396,Mo Leitner,mo-leitner,M,False,,,5.0,53.0,42.0,95.0,1.0,,,12.0,,,,1.0,,1.0,3.0,7.0,,,,,,,,,,,90.0,,,,,,,,14.0,,,7.3,,,,,,1.0,3.0,,,8.0,,60.0,45.0,105.0,,,0,2.0,118.0,,2.0,3.0,2.0
2019-20,8243423,3,45,Norwich_City,Home,512,18665,Alexander Tettey,alexander-tettey,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243423,3,45,Norwich_City,Home,15823,37614,Mario Vrančić,mario-vrancic,M,True,,,,3.0,1.0,4.0,1.0,1.0,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,9.0,,,,,,,,3.0,,,6.3,,,,,,,,,,,,5.0,1.0,6.0,,,0,,7.0,,,,
2019-20,8243423,3,45,Norwich_City,Home,75756,78607,Kenny McLean,kenny-mclean,M,True,,,,6.0,6.0,12.0,,,,2.0,,,,,,,,2.0,,,,,,,,,,,9.0,,,,,,,,3.0,,,6.8,,,,,,1.0,1.0,,,1.0,,9.0,6.0,15.0,,,0,,18.0,,1.0,1.0,
2019-20,8243423,3,45,Norwich_City,Home,101789,71738,Marco Stiepermann,marco-stiepermann,M,False,,,,7.0,8.0,15.0,3.0,2.0,,4.0,,,,,,,6.0,2.0,,,2.0,,,,,1.0,,,81.0,,,,,,,,14.0,,,6.2,,,,,,2.0,1.0,1.0,,,,16.0,11.0,26.0,,,0,,34.0,1.0,,,
2019-20,8243423,3,45,Norwich_City,Home,129916,90440,Tom Trybull,tom-trybull,M,False,,,2.0,14.0,22.0,36.0,,,,3.0,,,,6.0,,,9.0,2.0,,,3.0,,,,,,,,81.0,,,,,,,,2.0,,,6.0,,,,,,3.0,,,,2.0,,14.0,23.0,37.0,,,0,2.0,50.0,1.0,,,2.0
2019-20,8243423,3,45,Norwich_City,Home,783126,195546,Emiliano Buendía,emiliano-buendia,M,False,1.0,,3.0,26.0,17.0,42.0,2.0,,,7.0,,,,5.0,,3.0,11.0,7.0,,,,1.0,,,,,3.0,,90.0,1.0,1.0,,,,,,15.0,,,7.0,,,,,,,3.0,4.0,,3.0,,33.0,17.0,46.0,,,1,3.0,74.0,3.0,2.0,2.0,1.0
2019-20,8243423,3,45,Norwich_City,Home,891803,194799,Jamal Lewis,jamal-lewis,M,False,1.0,,,13.0,20.0,32.0,,1.0,,6.0,,,,2.0,,,7.0,3.0,,,1.0,,,,,2.0,,,90.0,,1.0,,,,,,19.0,,,5.9,,,,,,3.0,5.0,2.0,,4.0,,19.0,25.0,42.0,,,0,1.0,71.0,3.0,,1.0,
2019-20,8243423,3,45,Norwich_City,Home,907070,193111,Todd Cantwell,todd-cantwell,M,False,,,1.0,13.0,17.0,30.0,3.0,,,5.0,,,,2.0,,2.0,8.0,2.0,,,,,1.0,,,1.0,,,90.0,1.0,,,,,,,15.0,,,6.4,,,,,,,1.0,,,3.0,,20.0,18.0,38.0,,,1,1.0,54.0,2.0,1.0,,1.0
2019-20,8243423,3,45,Norwich_City,Home,2022918,87396,Mo Leitner,mo-leitner,M,False,,,1.0,22.0,36.0,58.0,,,,9.0,,,,4.0,,1.0,7.0,1.0,,,2.0,,,,,2.0,1.0,,81.0,,2.0,,,,,,10.0,,,6.4,,,,,,2.0,,,,4.0,,28.0,38.0,66.0,,,0,1.0,79.0,1.0,,,
2019-20,8243439,4,45,Norwich_City,Away,512,18665,Alexander Tettey,alexander-tettey,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243439,4,45,Norwich_City,Away,15823,37614,Mario Vrančić,mario-vrancic,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243439,4,45,Norwich_City,Away,75756,78607,Kenny McLean,kenny-mclean,M,True,2.0,,,6.0,2.0,6.0,1.0,,,,1.0,,,,,,1.0,2.0,,,,,,,,,2.0,,12.0,,,,,,,,1.0,,,7.4,,,,,,,1.0,3.0,,,,7.0,2.0,6.0,,,0,,12.0,,1.0,1.0,
2019-20,8243439,4,45,Norwich_City,Away,101789,71738,Marco Stiepermann,marco-stiepermann,M,False,,,1.0,14.0,9.0,23.0,3.0,,,3.0,,,1.0,1.0,,2.0,8.0,6.0,,,1.0,,,,,,,,77.0,1.0,,,,,,,10.0,,,6.4,,,,,,,2.0,,,1.0,,20.0,9.0,29.0,,,2,3.0,45.0,,2.0,1.0,2.0
2019-20,8243439,4,45,Norwich_City,Away,129916,90440,Tom Trybull,tom-trybull,M,False,,,3.0,22.0,46.0,68.0,4.0,1.0,,8.0,,,,3.0,,,10.0,5.0,,,3.0,,,,,1.0,,,90.0,,,,,,,,3.0,,,6.6,,,,,,2.0,,,,3.0,,23.0,47.0,70.0,,,0,3.0,81.0,1.0,1.0,,3.0
2019-20,8243439,4,45,Norwich_City,Away,257421,,Ibrahim Amadou,ibrahim-amadou,M,True,,,1.0,4.0,15.0,19.0,2.0,2.0,,,,,,1.0,,,3.0,2.0,,,1.0,,,,,1.0,,,54.0,,1.0,,,,,,2.0,,,6.6,,,,,,1.0,,,,1.0,,4.0,17.0,21.0,,,0,,25.0,,,,
2019-20,8243439,4,45,Norwich_City,Away,783126,195546,Emiliano Buendía,emiliano-buendia,M,False,,,3.0,37.0,13.0,50.0,1.0,1.0,,6.0,,,,6.0,1.0,6.0,15.0,3.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,,28.0,,,6.1,,,,,,,3.0,5.0,,5.0,,52.0,15.0,62.0,,,0,,89.0,4.0,,2.0,
2019-20,8243439,4,45,Norwich_City,Away,891803,194799,Jamal Lewis,jamal-lewis,M,False,1.0,,,19.0,22.0,40.0,,,,11.0,,,,,,3.0,5.0,12.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,13.0,,,6.7,,,,,,3.0,7.0,3.0,,2.0,,26.0,22.0,45.0,,,0,1.0,83.0,,6.0,5.0,1.0
2019-20,8243439,4,45,Norwich_City,Away,907070,193111,Todd Cantwell,todd-cantwell,M,False,,,,15.0,10.0,25.0,2.0,,,4.0,,1.0,,3.0,,2.0,8.0,7.0,,,1.0,,,,,1.0,,,78.0,,,,,,,,9.0,,,5.8,,,2.0,,,,2.0,,,2.0,1.0,19.0,13.0,32.0,,,2,1.0,47.0,,4.0,2.0,
2019-20,8243439,4,45,Norwich_City,Away,2022918,87396,Mo Leitner,mo-leitner,M,False,,,3.0,44.0,30.0,74.0,,1.0,,7.0,,,,4.0,,2.0,7.0,4.0,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,,21.0,,,6.3,,,,,,,1.0,1.0,,6.0,,55.0,34.0,88.0,,,0,2.0,110.0,2.0,,1.0,1.0
2019-20,8243446,5,45,Norwich_City,Home,512,18665,Alexander Tettey,alexander-tettey,M,False,,,,2.0,13.0,15.0,,,,3.0,,,,2.0,,,2.0,2.0,,,,,,,,2.0,,,90.0,,2.0,,,,,,4.0,,,6.7,,,,,,,2.0,1.0,,1.0,,3.0,16.0,18.0,,,0,,27.0,,,2.0,
2019-20,8243446,5,45,Norwich_City,Home,75756,78607,Kenny McLean,kenny-mclean,M,False,,,2.0,10.0,26.0,36.0,,3.0,,5.0,,,,,,,,6.0,,,,,1.0,,,3.0,,,90.0,1.0,1.0,,,,,,6.0,,,7.9,,,,,,7.0,,,,6.0,,12.0,29.0,41.0,,,1,2.0,61.0,,1.0,,2.0
2019-20,8243446,5,45,Norwich_City,Home,101789,71738,Marco Stiepermann,marco-stiepermann,M,False,,,1.0,15.0,8.0,23.0,7.0,1.0,,4.0,1.0,,,3.0,,,15.0,3.0,,,2.0,,,,,2.0,2.0,,89.0,,,,,,,,12.0,,,5.8,,,,,,1.0,3.0,,,5.0,,21.0,10.0,31.0,,,0,1.0,44.0,,1.0,,
2019-20,8243446,5,45,Norwich_City,Home,257421,,Ibrahim Amadou,ibrahim-amadou,M,False,,,1.0,1.0,20.0,21.0,1.0,2.0,,,,,,2.0,,,3.0,2.0,,,,,,,,3.0,,,90.0,,,,,,,,6.0,,,6.4,,,,,,10.0,,,,3.0,,2.0,24.0,26.0,,,0,,40.0,,,,
2019-20,8243446,5,45,Norwich_City,Home,783126,195546,Emiliano Buendía,emiliano-buendia,M,False,2.0,,2.0,15.0,13.0,26.0,2.0,,,9.0,1.0,,,5.0,,4.0,14.0,10.0,,,2.0,2.0,,,,,3.0,,83.0,,1.0,,,,,,15.0,,,7.9,,,1.0,,,1.0,6.0,5.0,,2.0,1.0,20.0,17.0,32.0,,,1,4.0,61.0,1.0,1.0,5.0,3.0
2019-20,8243446,5,45,Norwich_City,Home,891803,194799,Jamal Lewis,jamal-lewis,M,False,,,2.0,8.0,11.0,19.0,1.0,1.0,,6.0,,,,1.0,,,4.0,4.0,,,1.0,,,,,,,,90.0,,1.0,,,,,,13.0,,,6.5,,,,,,4.0,2.0,,,4.0,,9.0,20.0,29.0,,,0,1.0,53.0,,1.0,1.0,1.0
2019-20,8243446,5,45,Norwich_City,Home,907070,193111,Todd Cantwell,todd-cantwell,M,False,,,1.0,7.0,10.0,17.0,1.0,,,6.0,,,,,,2.0,6.0,1.0,,,1.0,,1.0,,,1.0,1.0,,90.0,1.0,,,,,,,14.0,,,6.8,,,,,,6.0,2.0,,,5.0,,10.0,13.0,23.0,,,1,1.0,43.0,4.0,,,1.0
2019-20,8243447,6,45,Norwich_City,Away,512,18665,Alexander Tettey,alexander-tettey,M,False,,,,,7.0,7.0,,,,2.0,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,1.0,,,6.4,,,,,,,,,,,,,7.0,7.0,,,0,,9.0,1.0,,,
2019-20,8243447,6,45,Norwich_City,Away,75756,78607,Kenny McLean,kenny-mclean,M,False,,,2.0,24.0,27.0,51.0,1.0,4.0,,6.0,,,,1.0,,,2.0,7.0,,,,,,,,,,,90.0,,,,,,,,7.0,,,6.8,,,,,,,,1.0,,2.0,,25.0,30.0,54.0,,,0,2.0,65.0,3.0,1.0,,2.0
2019-20,8243447,6,45,Norwich_City,Away,101789,71738,Marco Stiepermann,marco-stiepermann,M,False,,,,9.0,7.0,16.0,5.0,,,2.0,,,,,,1.0,7.0,4.0,,,1.0,,,,,,1.0,,75.0,,1.0,,,,,,8.0,,,6.6,,,,,,,2.0,1.0,,,,15.0,8.0,22.0,,,0,,31.0,,2.0,2.0,
2019-20,8243447,6,45,Norwich_City,Away,257421,,Ibrahim Amadou,ibrahim-amadou,M,False,,,1.0,9.0,37.0,46.0,4.0,3.0,,7.0,,,,,,2.0,10.0,9.0,,,4.0,,,,,1.0,,,90.0,,1.0,,,,,,14.0,,,6.7,,,,,,7.0,1.0,,,7.0,,14.0,43.0,57.0,,,0,5.0,76.0,,,1.0,3.0
2019-20,8243447,6,45,Norwich_City,Away,361326,124165,Patrick Roberts,patrick-roberts,M,True,,,1.0,1.0,1.0,2.0,,,,2.0,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,2.0,,2.0,1.0,3.0,,,0,,4.0,,1.0,,
2019-20,8243447,6,45,Norwich_City,Away,783126,195546,Emiliano Buendía,emiliano-buendia,M,False,,,4.0,29.0,16.0,45.0,,,,2.0,,,1.0,2.0,,1.0,4.0,3.0,,,,,,,,,1.0,,90.0,,,,,,,,23.0,,,6.6,,,1.0,,,2.0,3.0,4.0,,7.0,,41.0,21.0,58.0,,,2,,80.0,4.0,1.0,2.0,
2019-20,8243447,6,45,Norwich_City,Away,891803,194799,Jamal Lewis,jamal-lewis,M,False,,,1.0,18.0,25.0,43.0,,1.0,,7.0,,,,1.0,,1.0,4.0,4.0,,,1.0,,,,,,2.0,,90.0,,1.0,,,,,,13.0,,,6.2,,,,,,3.0,2.0,1.0,,5.0,,21.0,30.0,50.0,,,0,2.0,73.0,2.0,,1.0,2.0
2019-20,8243447,6,45,Norwich_City,Away,907070,193111,Todd Cantwell,todd-cantwell,M,False,,,2.0,33.0,6.0,39.0,,1.0,,7.0,,,1.0,,,1.0,2.0,8.0,,,,,,,,,1.0,,89.0,,,,,,,,15.0,,,7.0,,,1.0,,,,3.0,1.0,,4.0,,43.0,7.0,49.0,,,2,2.0,65.0,2.0,3.0,2.0,2.0
2019-20,8243447,6,45,Norwich_City,Away,2022918,87396,Mo Leitner,mo-leitner,M,True,,,2.0,30.0,29.0,59.0,,,,5.0,,,,1.0,,,1.0,2.0,,,,,,,1.0,1.0,3.0,,77.0,,,,,,,,9.0,,,7.3,,,3.0,,,,1.0,,,3.0,,35.0,30.0,65.0,,,3,1.0,77.0,2.0,,1.0,
2019-20,8243457,7,45,Norwich_City,Away,75756,78607,Kenny McLean,kenny-mclean,M,False,,,3.0,27.0,30.0,57.0,4.0,4.0,,5.0,,,,,,,4.0,9.0,,,,,,,,3.0,,,90.0,,,,,,,,11.0,,,6.9,,,,,,1.0,,,,7.0,,35.0,32.0,67.0,,,0,2.0,82.0,,3.0,,
2019-20,8243457,7,45,Norwich_City,Away,101789,71738,Marco Stiepermann,marco-stiepermann,M,False,,,2.0,11.0,6.0,17.0,2.0,1.0,,3.0,,,1.0,2.0,,,5.0,5.0,,,1.0,,,,,,1.0,,66.0,,,,,,,,12.0,,,6.6,,,1.0,,,,2.0,,,3.0,,15.0,11.0,26.0,,,2,1.0,36.0,3.0,1.0,2.0,
2019-20,8243457,7,45,Norwich_City,Away,257421,,Ibrahim Amadou,ibrahim-amadou,M,False,,,3.0,7.0,47.0,54.0,1.0,2.0,,4.0,,,,2.0,,,4.0,5.0,,,1.0,,,,,3.0,,,90.0,,1.0,,1.0,,,,4.0,,,6.3,,,,,,6.0,,,,5.0,,9.0,49.0,58.0,,,0,2.0,71.0,,1.0,,2.0
2019-20,8243457,7,45,Norwich_City,Away,361326,124165,Patrick Roberts,patrick-roberts,M,True,,,,1.0,,1.0,,,,,,,,,,,,4.0,,,,,,,,,,,9.0,,,,,,,,1.0,,,6.9,,,,,,,3.0,,,,,2.0,,2.0,,,0,,6.0,,1.0,3.0,
2019-20,8243457,7,45,Norwich_City,Away,783126,195546,Emiliano Buendía,emiliano-buendia,M,False,2.0,,7.0,35.0,10.0,43.0,,1.0,,7.0,,,1.0,2.0,,3.0,8.0,9.0,,,1.0,,,,,1.0,3.0,,90.0,1.0,,,,,,,22.0,,,7.3,,,,,,1.0,5.0,7.0,,9.0,,45.0,11.0,49.0,,,2,3.0,86.0,5.0,2.0,3.0,
2019-20,8243457,7,45,Norwich_City,Away,891803,194799,Jamal Lewis,jamal-lewis,M,False,,,,16.0,17.0,33.0,,1.0,,7.0,1.0,,,1.0,,,2.0,4.0,,,,,,,,2.0,2.0,,90.0,,1.0,,,,,,19.0,,,6.9,,,,,,3.0,1.0,3.0,,2.0,,26.0,22.0,45.0,,,0,2.0,66.0,3.0,1.0,,1.0
2019-20,8243457,7,45,Norwich_City,Away,907070,193111,Todd Cantwell,todd-cantwell,M,False,,,,13.0,8.0,21.0,5.0,,,,,1.0,1.0,2.0,,1.0,14.0,2.0,,,3.0,,,,,1.0,,,81.0,1.0,,,,,,,11.0,,,5.5,,,,,,2.0,3.0,,,,,14.0,10.0,24.0,,,2,,47.0,4.0,2.0,,
2019-20,8243457,7,45,Norwich_City,Away,2022918,87396,Mo Leitner,mo-leitner,M,False,1.0,,4.0,36.0,38.0,73.0,1.0,,,8.0,,,1.0,,,,3.0,6.0,,,1.0,,,,,2.0,,,90.0,,,,,,,,12.0,,,7.0,,,,,,3.0,2.0,1.0,,9.0,,43.0,41.0,83.0,,,1,4.0,103.0,1.0,1.0,1.0,1.0
2019-20,8243485,8,45,Norwich_City,Home,75756,78607,Kenny McLean,kenny-mclean,M,False,,,6.0,31.0,21.0,52.0,2.0,3.0,,4.0,,,,,,,4.0,8.0,,,2.0,,,,,2.0,1.0,,90.0,,,,1.0,,,,10.0,,,6.4,,,1.0,,,1.0,1.0,,,7.0,,36.0,26.0,62.0,,,1,2.0,75.0,,2.0,1.0,1.0
2019-20,8243485,8,45,Norwich_City,Home,101789,71738,Marco Stiepermann,marco-stiepermann,M,False,,,,7.0,3.0,10.0,4.0,1.0,,4.0,,,2.0,,,2.0,8.0,6.0,,,1.0,,,,,,1.0,,76.0,1.0,,,,,,,11.0,,,6.6,,,1.0,,,1.0,4.0,1.0,,,,12.0,4.0,15.0,,,4,2.0,33.0,2.0,,3.0,2.0
2019-20,8243485,8,45,Norwich_City,Home,257421,,Ibrahim Amadou,ibrahim-amadou,M,False,,,,3.0,27.0,30.0,,1.0,,4.0,,1.0,,,,,,5.0,,,,,,,,1.0,,,90.0,,,,,,,,4.0,,,6.2,,,1.0,,,5.0,,,,1.0,,3.0,31.0,34.0,,,1,4.0,45.0,,,,3.0
2019-20,8243485,8,45,Norwich_City,Home,361326,124165,Patrick Roberts,patrick-roberts,M,True,,,,2.0,1.0,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,14.0,,,,,,,,1.0,,,6.5,,,,,,,1.0,,,1.0,,3.0,1.0,4.0,,,0,,5.0,,,1.0,
2019-20,8243485,8,45,Norwich_City,Home,783126,195546,Emiliano Buendía,emiliano-buendia,M,False,,,5.0,38.0,18.0,56.0,,1.0,,6.0,,,2.0,1.0,,3.0,6.0,13.0,1.0,,1.0,,,,,,3.0,,90.0,,,,,,,,32.0,,,6.7,,,,,,2.0,5.0,11.0,,7.0,,62.0,19.0,70.0,,,2,4.0,117.0,3.0,4.0,4.0,2.0
2019-20,8243485,8,45,Norwich_City,Home,891803,194799,Jamal Lewis,jamal-lewis,M,False,1.0,,,22.0,20.0,41.0,,,,8.0,,,,,,2.0,3.0,4.0,,,1.0,,,,,1.0,,,90.0,1.0,,,,,,,14.0,,,6.1,,,,,,2.0,2.0,5.0,,2.0,,31.0,22.0,48.0,,,1,1.0,70.0,1.0,1.0,2.0,1.0
2019-20,8243485,8,45,Norwich_City,Home,907070,193111,Todd Cantwell,todd-cantwell,M,False,,,,23.0,5.0,28.0,1.0,1.0,,7.0,,,1.0,1.0,,,3.0,9.0,,,,,,,,1.0,3.0,,80.0,2.0,,,,,,,10.0,,,7.5,,,1.0,,,1.0,4.0,,,2.0,,29.0,8.0,37.0,,,4,2.0,58.0,,3.0,3.0,1.0
2019-20,8243485,8,45,Norwich_City,Home,2022918,87396,Mo Leitner,mo-leitner,M,False,,,3.0,33.0,33.0,66.0,1.0,1.0,,7.0,,,1.0,1.0,,1.0,5.0,10.0,,1.0,2.0,,,,,1.0,,,90.0,,1.0,,,,,,18.0,,,6.6,,,1.0,,,,2.0,2.0,,5.0,,44.0,35.0,77.0,,,2,4.0,105.0,3.0,4.0,1.0,3.0
2019-20,8243477,9,45,Norwich_City,Away,512,18665,Alexander Tettey,alexander-tettey,M,False,,,3.0,10.0,36.0,46.0,1.0,2.0,,7.0,,,,,,1.0,2.0,6.0,,,,,,,,,,,90.0,,,,,,,,7.0,,,7.0,,,,,,4.0,1.0,,,5.0,,14.0,38.0,52.0,,,0,3.0,62.0,,,1.0,2.0
2019-20,8243477,9,45,Norwich_City,Away,75756,78607,Kenny McLean,kenny-mclean,M,False,,,2.0,22.0,15.0,37.0,5.0,7.0,,3.0,,,3.0,1.0,,,9.0,9.0,,,2.0,,,,,2.0,1.0,,90.0,,,,,,,,22.0,,,6.5,,,2.0,,,3.0,1.0,1.0,,7.0,,36.0,20.0,55.0,,,5,,76.0,1.0,2.0,,
