matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPenPost,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2128391,11,2020-12-05 15:00:00,54,Fulham,Away,159.0,12.0,2.0,2.0,,,,117.0,11.0,,6.0,1.0,3.0,16.0,274.0,,,8.0,8.0,9.0,3.0,2.0,2.0,,0.0,,,,,1.0,,4.0,0.0,,,,,,,,4.0,13.0,2.0,4.0,2.0,65.0,55.0,,,,,12.0,1.0,12.0,,,3.0,1.0,3.0,0.0,12.0,3.0,42.0,52.0,,23.0,7.0,,,,,,,32.0,43.0,6.0,7.0,,,,1.0,,137.0,,,,,,,15.0,0.0,,1.0,7.0,,18.0,18.0,5.0,0.0,6.0,86.0,45.0,24.0,9.0,0.0,3.0,2.0,1.0,325.0,2.0,,0.0,57.0,48.0,17.0,1.0,1.0,1.0,,118.0,118.0,3.0,22.0,23.0,31.1,,,,1.0,12.0,0.0,63.0,3.0,,4.0,2.0,,4.0,,0.0,3.0,18.0,50.0,254.0,8.0,5.0,181.0,36.0,23.0,24.0,2.0,7.0,5.0,,88.0,1.0,177.0,,,7.0,3.0,45.0,1.0,351.0,,0.0,6.0,17.0,2.0,10.0,0.0,531.0,6.0,16.0,0.0,19.0,3.0,12.0,0.0
2128399,12,2020-12-13 16:30:00,54,Fulham,Home,66.0,15.0,1.0,3.0,2.0,1.0,,90.0,6.0,,2.0,5.0,,28.0,153.0,,1.0,14.0,12.0,19.0,5.0,1.0,2.0,,,,,,,,,7.0,,,,,,,,1.0,5.0,7.0,5.0,6.0,4.0,24.0,60.0,3.0,4.0,,5.0,11.0,1.0,14.0,,1.0,6.0,8.0,3.0,,11.0,3.0,54.0,51.0,5.0,42.0,25.0,,,,,,,33.0,47.0,9.0,4.0,,,2.0,,,118.0,1.0,,1.0,,1.0,,8.0,,1.0,2.0,25.0,,17.0,17.0,1.0,,2.0,30.0,51.0,20.0,8.0,1.0,2.0,5.0,5.0,206.0,2.0,3.0,,35.0,37.0,29.0,1.0,1.0,1.0,,141.0,141.0,5.0,31.0,13.0,24.9,,2.0,,1.0,11.0,0.0,55.0,2.0,3.0,5.0,,,4.0,,,3.0,15.0,61.0,139.0,5.0,7.0,85.0,23.0,42.0,21.0,6.0,17.0,11.0,,96.0,6.0,159.0,1.0,,26.0,1.0,63.0,2.0,227.0,,0.0,10.0,17.0,1.0,19.0,3.0,452.0,21.0,22.0,,11.0,6.0,8.0,0.0
2128408,13,2020-12-16 20:00:00,54,Fulham,Home,162.0,21.0,1.0,1.0,,1.0,,151.0,4.0,,4.0,3.0,6.0,21.0,312.0,,,13.0,15.0,13.0,4.0,3.0,1.0,,,,,,,,,6.0,,,,,,,,1.0,6.0,5.0,4.0,7.0,2.0,58.0,80.0,1.0,2.0,,2.0,18.0,2.0,9.0,,,1.0,6.0,2.0,,9.0,1.0,53.0,52.0,2.0,23.0,9.0,,,,,,,31.0,67.0,15.0,10.0,,,,,,175.0,,,,,,,6.0,,,1.0,9.0,,17.0,17.0,2.0,,4.0,91.0,81.0,29.0,8.0,,2.0,5.0,4.0,404.0,1.0,,,47.0,71.0,18.0,,,,,173.0,173.0,7.0,37.0,29.0,46.4,,,,1.0,18.0,0.0,102.0,2.0,2.0,4.0,2.0,,3.0,,,3.0,18.0,93.0,300.0,8.0,7.0,195.0,43.0,23.0,20.0,1.0,9.0,8.0,,143.0,5.0,240.0,,,37.0,6.0,76.0,1.0,426.0,,0.0,9.0,16.0,,22.0,1.0,637.0,13.0,25.0,,13.0,1.0,11.0,0.0
2128422,14,2020-12-19 20:00:00,54,Fulham,Away,220.0,21.0,3.0,6.0,3.0,1.0,,181.0,6.0,,1.0,2.0,5.0,33.0,395.0,,,5.0,22.0,16.0,6.0,1.0,3.0,,,,,1.0,,,,5.0,,,,,,,,1.0,11.0,6.0,6.0,6.0,5.0,87.0,52.0,2.0,2.0,,3.0,16.0,3.0,5.0,,1.0,9.0,9.0,2.0,,7.0,2.0,55.0,43.0,3.0,20.0,17.0,,,,,,,33.0,62.0,17.0,7.0,,,3.0,2.0,1.0,143.0,,,,,,,9.0,,1.0,1.0,17.0,,12.0,12.0,1.0,,1.0,119.0,76.0,44.0,2.0,,3.0,4.0,4.0,460.0,2.0,1.0,,87.0,46.0,34.0,1.0,1.0,1.0,,143.0,143.0,1.0,24.0,22.0,50.5,,2.0,,,16.0,0.0,131.0,3.0,1.0,4.0,3.0,,4.0,,,3.0,13.0,79.0,383.0,7.0,7.0,235.0,41.0,20.0,18.0,9.0,22.0,13.0,,123.0,2.0,267.0,1.0,,15.0,5.0,64.0,,480.0,1.0,1.0,11.0,7.0,,18.0,3.0,649.0,20.0,16.0,,13.0,9.0,4.0,0.0
2128428,15,2020-12-26 15:00:00,54,Fulham,Home,109.0,21.0,1.0,4.0,3.0,2.0,,133.0,7.0,2.0,6.0,5.0,2.0,26.0,238.0,2.0,,25.0,16.0,20.0,7.0,1.0,1.0,,,,,,,,,8.0,,,,,,,,1.0,8.0,1.0,2.0,7.0,3.0,49.0,54.0,1.0,1.0,,3.0,8.0,5.0,9.0,,,6.0,11.0,5.0,,19.0,1.0,72.0,67.0,3.0,22.0,15.0,,,,,,,34.0,42.0,15.0,11.0,,,1.0,2.0,,142.0,,,,,,,8.0,,,2.0,15.0,,15.0,15.0,1.0,,6.0,65.0,75.0,39.0,3.0,,3.0,5.0,1.0,308.0,,2.0,,62.0,51.0,26.0,,,,,182.0,182.0,8.0,27.0,13.0,46.7,,,,,8.0,0.0,75.0,,2.0,2.0,2.0,,4.0,,,2.0,17.0,72.0,221.0,3.0,8.0,136.0,37.0,22.0,27.0,6.0,24.0,18.0,,107.0,4.0,219.0,,2.0,23.0,4.0,55.0,1.0,331.0,2.0,0.0,10.0,24.0,,33.0,2.0,573.0,21.0,24.0,,12.0,6.0,14.0,0.0
2128444,16,2021-01-13 20:15:00,54,Fulham,Away,192.0,27.0,2.0,3.0,2.0,3.0,,187.0,4.0,,6.0,4.0,6.0,32.0,376.0,,,6.0,19.0,24.0,9.0,2.0,4.0,1.0,,,,1.0,,,,10.0,,,,,,,,,7.0,10.0,5.0,10.0,5.0,76.0,68.0,1.0,1.0,,1.0,19.0,6.0,13.0,,,5.0,13.0,3.0,,4.0,3.0,60.0,68.0,1.0,20.0,12.0,,,,,,,30.0,44.0,15.0,13.0,1.0,,2.0,1.0,1.0,168.0,1.0,,1.0,1.0,,,6.0,1.0,1.0,1.0,12.0,,13.0,13.0,1.0,,7.0,109.0,66.0,41.0,6.0,,4.0,8.0,4.0,443.0,3.0,3.0,,79.0,56.0,25.0,,,,,148.0,148.0,3.0,26.0,31.0,47.6,,,1.0,1.0,19.0,0.0,114.0,3.0,2.0,5.0,,1.0,5.0,,,3.0,16.0,82.0,359.0,5.0,12.0,222.0,42.0,20.0,28.0,4.0,20.0,17.0,1.0,113.0,6.0,265.0,1.0,,15.0,6.0,57.0,2.0,467.0,,0.0,15.0,13.0,,8.0,2.0,664.0,21.0,18.0,,18.0,5.0,7.0,0.0
2128447,17,2021-02-17 18:00:00,54,Fulham,Away,227.0,13.0,3.0,4.0,2.0,2.0,,126.0,5.0,,4.0,5.0,2.0,13.0,349.0,,,9.0,27.0,33.0,5.0,2.0,3.0,,,,,,,,,5.0,,,,,,,,,7.0,7.0,1.0,5.0,3.0,62.0,65.0,,,,3.0,23.0,1.0,6.0,,1.0,5.0,7.0,3.0,1.0,6.0,,56.0,63.0,3.0,30.0,13.0,,1.0,,,,,30.0,39.0,13.0,7.0,,,,,,166.0,1.0,,1.0,,1.0,,7.0,,1.0,,13.0,,8.0,8.0,,,4.0,134.0,79.0,29.0,5.0,,4.0,4.0,3.0,452.0,,2.0,,43.0,63.0,15.0,,,,,178.0,178.0,2.0,30.0,27.0,54.0,,2.0,,1.0,23.0,0.0,115.0,1.0,1.0,2.0,1.0,,4.0,,,3.0,14.0,49.0,330.0,6.0,8.0,281.0,42.0,30.0,13.0,5.0,14.0,10.0,,79.0,7.0,210.0,1.0,,28.0,3.0,63.0,,477.0,1.0,0.0,8.0,14.0,,18.0,1.0,647.0,13.0,19.0,,9.0,5.0,9.0,0.0
2128458,18,2021-01-20 20:15:00,54,Fulham,Home,209.0,14.0,,4.0,4.0,,,118.0,12.0,,3.0,,2.0,14.0,323.0,,1.0,10.0,10.0,11.0,9.0,,1.0,1.0,,,,,,,1.0,11.0,,,,,,,,,3.0,10.0,5.0,8.0,4.0,42.0,58.0,1.0,,1.0,4.0,14.0,3.0,10.0,,,2.0,8.0,3.0,,10.0,3.0,44.0,44.0,4.0,29.0,18.0,1.0,,,,,,,41.0,6.0,10.0,1.0,,2.0,2.0,,137.0,1.0,,1.0,1.0,,,14.0,1.0,1.0,,18.0,,15.0,15.0,1.0,,3.0,119.0,61.0,35.0,8.0,,3.0,7.0,5.0,373.0,4.0,1.0,,32.0,41.0,23.0,,,,,133.0,133.0,4.0,32.0,19.0,38.4,,3.0,,,14.0,0.0,102.0,2.0,1.0,3.0,,1.0,4.0,,,3.0,,46.0,298.0,7.0,10.0,244.0,36.0,29.0,19.0,2.0,15.0,13.0,1.0,74.0,6.0,171.0,2.0,,14.0,2.0,46.0,1.0,400.0,,0.0,12.0,12.0,2.0,17.0,3.0,601.0,15.0,18.0,,11.0,2.0,9.0,0.0
2128468,19,2021-01-16 17:30:00,54,Fulham,Home,114.0,16.0,,3.0,3.0,1.0,1.0,127.0,4.0,,4.0,8.0,7.0,25.0,238.0,1.0,,19.0,14.0,22.0,5.0,,1.0,,,1.0,,1.0,,1.0,,8.0,,,,,,,,,8.0,13.0,8.0,7.0,3.0,55.0,60.0,1.0,1.0,,2.0,14.0,2.0,7.0,,1.0,1.0,8.0,1.0,,12.0,4.0,49.0,62.0,2.0,33.0,13.0,,,,,,,30.0,50.0,11.0,10.0,,,1.0,1.0,1.0,141.0,,,,,,,8.0,,1.0,,13.0,,18.0,18.0,2.0,,4.0,70.0,67.0,39.0,12.0,,4.0,1.0,3.0,306.0,8.0,2.0,,69.0,38.0,20.0,,,,,147.0,147.0,8.0,32.0,14.0,30.2,,,,1.0,14.0,0.0,62.0,3.0,2.0,5.0,,,5.0,,,3.0,10.0,57.0,227.0,5.0,5.0,139.0,44.0,33.0,15.0,1.0,11.0,10.0,,102.0,9.0,200.0,1.0,,17.0,9.0,56.0,1.0,328.0,2.0,1.0,10.0,20.0,,25.0,2.0,557.0,18.0,23.0,,10.0,1.0,10.0,0.0
2128476,20,2021-01-27 19:30:00,54,Fulham,Away,188.0,20.0,,3.0,3.0,2.0,,139.0,3.0,,5.0,4.0,1.0,18.0,324.0,,,15.0,28.0,26.0,9.0,,,1.0,,,,,,,,10.0,,,,,,,,,9.0,12.0,4.0,8.0,2.0,72.0,57.0,,,,3.0,29.0,2.0,13.0,,,,5.0,6.0,,14.0,2.0,78.0,58.0,3.0,20.0,8.0,,1.0,,,,,36.0,36.0,14.0,10.0,,,1.0,,,178.0,,,,,,,9.0,,1.0,,8.0,,16.0,16.0,5.0,,5.0,94.0,75.0,38.0,10.0,,4.0,5.0,3.0,414.0,6.0,3.0,,60.0,50.0,12.0,,,,,169.0,169.0,,27.0,22.0,50.5,,,,4.0,29.0,0.0,95.0,4.0,1.0,5.0,,1.0,5.0,,,3.0,16.0,66.0,310.0,10.0,9.0,233.0,36.0,20.0,20.0,,11.0,11.0,1.0,90.0,3.0,217.0,1.0,,25.0,2.0,56.0,,439.0,,0.0,10.0,12.0,1.0,18.0,1.0,646.0,15.0,17.0,,11.0,,7.0,0.0
2128494,21,2021-01-30 15:00:00,54,Fulham,Away,245.0,19.0,1.0,2.0,1.0,1.0,,221.0,5.0,,3.0,5.0,6.0,27.0,464.0,,,13.0,20.0,36.0,8.0,1.0,1.0,,,,,,,,,10.0,,,,,,1.0,,1.0,5.0,4.0,1.0,8.0,4.0,84.0,65.0,3.0,1.0,2.0,2.0,6.0,2.0,8.0,,,3.0,5.0,8.0,,8.0,1.0,50.0,63.0,2.0,17.0,9.0,,,0.76922,1.34965,1.0982,1.3247,32.0,61.0,10.0,9.0,,,3.0,2.0,,175.0,2.0,,2.0,2.0,,,8.0,2.0,,1.0,9.0,1.0,6.0,6.0,,,3.0,153.0,74.0,41.0,2.0,1.0,3.0,8.0,7.0,554.0,,3.0,,55.0,58.0,28.0,,,,,166.0,166.0,6.0,36.0,19.0,62.5,1.0,2.0,1.0,,14.0,0.0,162.0,1.0,,1.0,2.0,,3.0,,1.0,3.0,20.0,93.0,450.0,6.0,11.0,286.0,39.0,17.0,15.0,3.0,18.0,15.0,,135.0,5.0,306.0,,,21.0,6.0,62.0,1.0,574.0,,0.0,12.0,8.0,1.0,20.0,0.0,742.0,18.0,16.0,,10.0,3.0,5.0,0.0
2128498,22,2021-02-03 18:00:00,54,Fulham,Home,275.0,19.0,1.0,6.0,5.0,2.0,,229.0,3.0,,4.0,3.0,4.0,27.0,498.0,,1.0,20.0,15.0,16.0,5.0,2.0,1.0,1.0,,,,,,,,7.0,,,,,,,,,7.0,7.0,2.0,4.0,4.0,87.0,68.0,1.0,1.0,,3.0,18.0,3.0,9.0,,,5.0,9.0,10.0,,8.0,2.0,57.0,66.0,3.0,16.0,14.0,,,,,,,37.0,70.0,17.0,10.0,,,1.0,1.0,,166.0,,,,,,,3.0,,,1.0,14.0,,13.0,13.0,,,4.0,174.0,88.0,62.0,2.0,,3.0,4.0,1.0,580.0,2.0,1.0,,51.0,91.0,34.0,,,,,155.0,155.0,9.0,27.0,28.0,57.5,,,,,18.0,0.0,171.0,2.0,1.0,3.0,,1.0,4.0,1.0,,3.0,17.0,102.0,480.0,8.0,7.0,293.0,49.0,16.0,28.0,5.0,25.0,20.0,1.0,161.0,4.0,330.0,,,7.0,4.0,57.0,1.0,598.0,,0.0,8.0,22.0,1.0,27.0,3.0,802.0,26.0,9.0,,18.0,5.0,13.0,0.0
2128508,23,2021-02-06 17:30:00,54,Fulham,Home,277.0,19.0,2.0,5.0,3.0,,,191.0,4.0,,4.0,1.0,4.0,21.0,463.0,,1.0,13.0,26.0,11.0,12.0,2.0,2.0,,,1.0,,2.0,,,1.0,16.0,,,,,,,,,6.0,7.0,1.0,13.0,7.0,80.0,62.0,2.0,2.0,,,14.0,6.0,4.0,,,7.0,8.0,4.0,,6.0,1.0,49.0,42.0,,11.0,7.0,,,,,,,27.0,56.0,11.0,10.0,,,2.0,1.0,2.0,162.0,,,,,,,6.0,,,1.0,7.0,,11.0,11.0,1.0,,4.0,152.0,81.0,51.0,3.0,,9.0,5.0,2.0,530.0,1.0,2.0,,52.0,57.0,36.0,,,,,132.0,132.0,7.0,20.0,31.0,60.6,,,,,14.0,0.0,156.0,1.0,,1.0,,,12.0,1.0,,3.0,12.0,91.0,448.0,10.0,14.0,295.0,33.0,11.0,11.0,5.0,18.0,13.0,,139.0,2.0,273.0,,,20.0,6.0,52.0,1.0,550.0,2.0,0.0,20.0,13.0,1.0,15.0,1.0,722.0,29.0,18.0,,8.0,7.0,9.0,0.0
2128520,24,2021-02-14 19:00:00,54,Fulham,Away,229.0,16.0,1.0,3.0,2.0,1.0,1.0,240.0,5.0,,2.0,3.0,7.0,24.0,466.0,,,20.0,15.0,9.0,7.0,1.0,1.0,,,,,,,,,9.0,,,,,,,,2.0,6.0,4.0,3.0,8.0,4.0,93.0,62.0,1.0,1.0,2.0,3.0,17.0,3.0,8.0,,,4.0,7.0,3.0,,11.0,,56.0,34.0,3.0,24.0,13.0,,,,,,,,58.0,16.0,7.0,2.0,,1.0,2.0,,176.0,1.0,,1.0,1.0,,,6.0,2.0,,,13.0,2.0,12.0,12.0,1.0,,2.0,139.0,63.0,43.0,5.0,,5.0,4.0,3.0,527.0,2.0,,,100.0,53.0,28.0,,,,,126.0,126.0,8.0,24.0,24.0,50.3,,,,1.0,17.0,0.0,137.0,1.0,1.0,2.0,,,6.0,1.0,,3.0,,125.0,454.0,8.0,9.0,260.0,34.0,24.0,14.0,3.0,15.0,12.0,,158.0,5.0,300.0,,,16.0,7.0,53.0,2.0,545.0,,0.0,12.0,10.0,1.0,21.0,1.0,722.0,29.0,15.0,,8.0,4.0,4.0,0.0
2128530,25,2021-02-20 20:00:00,54,Fulham,Home,262.0,23.0,1.0,4.0,3.0,4.0,,236.0,5.0,,3.0,6.0,1.0,32.0,494.0,,,21.0,27.0,26.0,9.0,1.0,2.0,,,,,,,,,13.0,,,,,,,,,1.0,4.0,,7.0,8.0,89.0,60.0,,1.0,1.0,1.0,19.0,2.0,3.0,,,6.0,12.0,5.0,,7.0,,60.0,72.0,1.0,19.0,11.0,,,,,,,35.0,63.0,11.0,14.0,,,3.0,1.0,,190.0,,,,,,,6.0,1.0,,1.0,11.0,,7.0,7.0,1.0,,3.0,157.0,74.0,42.0,4.0,1.0,5.0,5.0,7.0,572.0,,1.0,,57.0,96.0,28.0,,,,,168.0,168.0,4.0,31.0,22.0,65.1,,,,,19.0,0.0,161.0,2.0,,2.0,2.0,,6.0,,,3.0,20.0,127.0,473.0,6.0,10.0,298.0,45.0,19.0,39.0,4.0,22.0,18.0,,168.0,9.0,321.0,,,29.0,1.0,72.0,1.0,597.0,,0.0,15.0,6.0,,22.0,1.0,800.0,28.0,24.0,,26.0,6.0,3.0,0.0
2128537,26,2021-02-28 12:00:00,54,Fulham,Away,223.0,19.0,2.0,11.0,9.0,4.0,3.0,236.0,,,3.0,2.0,9.0,31.0,448.0,,,27.0,22.0,19.0,8.0,4.0,4.0,,,1.0,,1.0,,,,8.0,,,,,,,,3.0,12.0,2.0,1.0,8.0,8.0,90.0,59.0,1.0,1.0,,1.0,22.0,2.0,8.0,,,3.0,9.0,4.0,,11.0,,63.0,63.0,1.0,16.0,7.0,,,,,,,29.0,66.0,14.0,10.0,,,5.0,4.0,1.0,169.0,,,,,,,,,,,7.0,,4.0,4.0,1.0,,3.0,147.0,73.0,56.0,1.0,,8.0,4.0,4.0,532.0,2.0,2.0,,80.0,104.0,27.0,,,,,141.0,141.0,5.0,22.0,28.0,59.6,,,,,22.0,0.0,134.0,,,1.0,,,10.0,1.0,,3.0,14.0,91.0,442.0,4.0,12.0,251.0,37.0,16.0,25.0,3.0,20.0,17.0,,138.0,6.0,309.0,,,11.0,10.0,52.0,,540.0,1.0,0.0,16.0,18.0,,31.0,1.0,737.0,18.0,14.0,,16.0,3.0,10.0,0.0
2128550,27,2021-03-07 14:00:00,54,Fulham,Away,205.0,28.0,,3.0,3.0,2.0,,119.0,5.0,,8.0,6.0,6.0,32.0,321.0,,,10.0,17.0,16.0,7.0,,,3.0,,,,,,,,9.0,,,,,,,,1.0,4.0,10.0,6.0,9.0,1.0,70.0,65.0,,1.0,,3.0,16.0,2.0,7.0,,,4.0,9.0,3.0,,5.0,1.0,43.0,49.0,3.0,42.0,17.0,,,,,,,26.0,47.0,8.0,10.0,,,3.0,2.0,,161.0,,,,,,,10.0,,,2.0,17.0,,19.0,19.0,3.0,,8.0,82.0,84.0,42.0,9.0,1.0,4.0,3.0,3.0,389.0,2.0,,,66.0,39.0,21.0,,,,,142.0,142.0,2.0,29.0,24.0,36.9,,,,3.0,16.0,0.0,101.0,2.0,1.0,3.0,,3.0,5.0,1.0,,3.0,15.0,50.0,307.0,9.0,7.0,236.0,48.0,42.0,16.0,3.0,17.0,14.0,3.0,83.0,4.0,195.0,,,23.0,6.0,69.0,1.0,414.0,,0.0,10.0,15.0,1.0,14.0,3.0,629.0,18.0,17.0,,8.0,4.0,5.0,0.0
2128559,28,2021-03-13 20:00:00,54,Fulham,Home,241.0,25.0,1.0,3.0,2.0,2.0,,119.0,4.0,,5.0,3.0,2.0,29.0,357.0,,1.0,17.0,8.0,10.0,3.0,,,,,,,,,,,3.0,,,,,,,,,9.0,7.0,1.0,3.0,,79.0,60.0,,,,,18.0,3.0,15.0,,,4.0,8.0,3.0,,8.0,1.0,56.0,56.0,,7.0,5.0,1.0,,,,,,32.0,38.0,14.0,12.0,,,3.0,2.0,,150.0,,,,,,,5.0,,,1.0,5.0,,8.0,8.0,2.0,,5.0,109.0,54.0,34.0,2.0,,,3.0,,421.0,,,,56.0,34.0,25.0,1.0,1.0,1.0,,148.0,148.0,6.0,26.0,22.0,46.1,,,,1.0,18.0,0.0,106.0,4.0,,4.0,,,,1.0,,3.0,17.0,59.0,338.0,7.0,3.0,279.0,54.0,7.0,24.0,4.0,17.0,13.0,,88.0,4.0,182.0,,,10.0,2.0,61.0,1.0,444.0,,0.0,3.0,22.0,1.0,23.0,0.0,632.0,15.0,20.0,,12.0,4.0,7.0,0.0
2128569,29,2021-03-19 20:00:00,54,Fulham,Home,130.0,17.0,4.0,5.0,1.0,,,121.0,5.0,,6.0,10.0,6.0,25.0,246.0,,,21.0,13.0,19.0,7.0,3.0,6.0,,,,,,,,,6.0,,,,,,,,1.0,9.0,8.0,5.0,11.0,2.0,53.0,55.0,1.0,,1.0,,17.0,3.0,9.0,,,13.0,7.0,2.0,1.0,12.0,1.0,60.0,64.0,,32.0,12.0,,,,,,,,45.0,13.0,12.0,,,2.0,2.0,,121.0,1.0,1.0,1.0,,1.0,,5.0,,,,12.0,,9.0,9.0,,,6.0,80.0,63.0,35.0,7.0,,2.0,9.0,6.0,316.0,2.0,,,32.0,35.0,42.0,,,,,178.0,178.0,6.0,22.0,20.0,51.2,,,,1.0,17.0,0.0,85.0,2.0,,2.0,,,4.0,1.0,,3.0,,54.0,229.0,11.0,11.0,157.0,35.0,32.0,26.0,13.0,24.0,11.0,,92.0,5.0,206.0,,,22.0,8.0,48.0,1.0,339.0,,0.0,13.0,20.0,,29.0,2.0,590.0,30.0,32.0,,13.0,13.0,10.0,0.0
2128577,30,2021-04-04 16:30:00,54,Fulham,Away,180.0,12.0,1.0,4.0,3.0,1.0,,112.0,6.0,,7.0,7.0,5.0,25.0,288.0,,,10.0,19.0,19.0,10.0,,,1.0,,,,,,1.0,,14.0,,,,,,,,1.0,11.0,7.0,7.0,8.0,7.0,64.0,62.0,,,1.0,2.0,17.0,3.0,12.0,,,4.0,5.0,1.0,,7.0,1.0,65.0,67.0,2.0,25.0,12.0,1.0,,,,,,31.0,55.0,20.0,13.0,1.0,,2.0,1.0,,153.0,,,,,,,7.0,1.0,2.0,1.0,12.0,,4.0,4.0,,,7.0,85.0,66.0,39.0,4.0,,4.0,6.0,7.0,353.0,5.0,1.0,,62.0,23.0,15.0,,,,,148.0,148.0,4.0,28.0,19.0,47.5,,3.0,,2.0,17.0,0.0,82.0,,1.0,1.0,,1.0,5.0,,,3.0,15.0,47.0,264.0,5.0,10.0,218.0,33.0,25.0,20.0,4.0,11.0,7.0,1.0,86.0,7.0,177.0,2.0,,18.0,8.0,55.0,2.0,384.0,1.0,0.0,15.0,23.0,,15.0,2.0,582.0,15.0,22.0,,12.0,4.0,13.0,0.0
2128589,31,2021-04-09 20:00:00,54,Fulham,Home,207.0,23.0,,9.0,9.0,2.0,,171.0,12.0,,5.0,6.0,5.0,39.0,369.0,,,19.0,16.0,24.0,9.0,1.0,1.0,,,,,,,,,9.0,,,,,,1.0,,4.0,6.0,5.0,2.0,9.0,5.0,68.0,47.0,1.0,1.0,,4.0,11.0,4.0,8.0,,,3.0,10.0,13.0,,12.0,1.0,54.0,55.0,4.0,10.0,6.0,1.0,,,,,,29.0,62.0,11.0,8.0,,,2.0,2.0,,138.0,,,,,,,13.0,,,,6.0,1.0,9.0,9.0,,,5.0,109.0,74.0,55.0,4.0,,5.0,5.0,3.0,417.0,,1.0,,47.0,64.0,45.0,,,,,141.0,141.0,4.0,12.0,26.0,49.6,1.0,,,,11.0,0.0,124.0,2.0,,2.0,1.0,,7.0,,,3.0,13.0,80.0,351.0,6.0,10.0,222.0,42.0,10.0,12.0,3.0,28.0,25.0,,117.0,4.0,245.0,,,14.0,7.0,69.0,3.0,439.0,,0.0,14.0,18.0,,23.0,0.0,641.0,26.0,25.0,,5.0,3.0,8.0,0.0
2128596,32,2021-04-18 13:30:00,54,Fulham,Away,150.0,15.0,,,,3.0,,62.0,8.0,,1.0,2.0,,15.0,212.0,,,6.0,19.0,17.0,1.0,,,,,,,,,,,2.0,1.0,,,,,,,,7.0,12.0,6.0,2.0,1.0,40.0,40.0,,,1.0,2.0,10.0,2.0,11.0,,1.0,1.0,3.0,2.0,,8.0,2.0,59.0,49.0,2.0,32.0,15.0,,,,,,,26.0,35.0,11.0,9.0,1.0,,1.0,,,108.0,,,,,,,16.0,,2.0,,15.0,,11.0,11.0,1.0,,1.0,63.0,50.0,18.0,11.0,,,1.0,1.0,254.0,5.0,2.0,,26.0,33.0,11.0,,,,1.0,118.0,118.0,3.0,22.0,13.0,30.5,,2.0,,1.0,10.0,0.0,75.0,4.0,,4.0,2.0,,,,,3.0,13.0,33.0,194.0,5.0,1.0,171.0,31.0,32.0,21.0,1.0,6.0,5.0,,64.0,9.0,121.0,2.0,,14.0,,50.0,,286.0,2.0,0.0,3.0,12.0,,13.0,3.0,448.0,15.0,11.0,,11.0,1.0,8.0,0.0
