matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgRight,attObxdLeft,attOpenplay,attPenGoal,attPostHigh,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,rightsidePass,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
321808,16,2010-12-04 15:00:00,41,Birmingham,Home,121.0,17.0,2.0,8.0,6.0,3.0,,154.0,5.0,,2.0,15.0,7.0,31.0,267.0,,,31.0,24.0,22.0,7.0,3.0,,,,,,,,,8.0,,,,3.0,9.0,5.0,51.0,55.0,2.0,1.0,1.0,4.0,1.0,16.0,,6.0,20.0,14.0,,5.0,3.0,67.0,59.0,4.0,13.0,8.0,1.0,,88.0,15.0,7.0,,,1.0,1.0,,177.0,1.0,,1.0,1.0,,,10.0,1.0,,1.0,14.0,,13.0,9.0,2.0,2.0,78.0,102.0,44.0,11.0,1.0,7.0,4.0,4.0,3.0,2.0,,56.0,74.0,32.0,,,,,,189.0,175.0,2.0,24.0,22.0,49.3,,,0.0,75.0,2.0,1.0,,,,9.0,,3.0,87.0,11.0,134.0,34.0,27.0,15.0,6.0,41.0,35.0,,158.0,16.0,288.0,,,39.0,8.0,66.0,,381.0,,0.0,14.0,23.0,2.0,33.0,1.0,595.0,6.0,7.0,6.0,16.0,0.0
321826,17,2010-12-12 13:30:00,41,Birmingham,Away,140.0,21.0,,1.0,1.0,4.0,,125.0,6.0,2.0,3.0,5.0,5.0,43.0,264.0,,,28.0,23.0,25.0,1.0,,,1.0,,,1.0,,,,1.0,,,,,11.0,6.0,54.0,42.0,1.0,1.0,,7.0,,,,2.0,11.0,9.0,,8.0,5.0,48.0,46.0,7.0,13.0,9.0,,1.0,93.0,16.0,11.0,,,1.0,,1.0,162.0,,,,,,,8.0,,4.0,1.0,18.0,,13.0,6.0,1.0,3.0,89.0,95.0,37.0,7.0,,1.0,,,2.0,1.0,,41.0,62.0,29.0,,,,,,200.0,183.0,1.0,18.0,11.0,54.1,,,0.0,82.0,5.0,2.0,,,,3.0,,3.0,60.0,1.0,166.0,47.0,30.0,2.0,2.0,22.0,20.0,,130.0,16.0,243.0,4.0,2.0,44.0,5.0,96.0,5.0,387.0,1.0,0.0,3.0,10.0,2.0,41.0,4.0,570.0,8.0,,2.0,7.0,0.0
321828,18,2011-02-15 19:45:00,41,Birmingham,Home,127.0,11.0,1.0,7.0,6.0,4.0,1.0,153.0,3.0,1.0,4.0,24.0,6.0,46.0,273.0,,,22.0,20.0,26.0,10.0,2.0,1.0,,,,,,,,10.0,,,,1.0,6.0,5.0,52.0,66.0,1.0,1.0,,3.0,3.0,3.0,,4.0,12.0,9.0,,5.0,,46.0,67.0,2.0,19.0,12.0,,,95.0,14.0,13.0,,,1.0,1.0,,146.0,,,,,,,9.0,,,,25.0,,12.0,8.0,1.0,4.0,104.0,83.0,38.0,6.0,,6.0,6.0,3.0,3.0,2.0,,56.0,58.0,24.0,,,,,,171.0,153.0,6.0,27.0,18.0,53.1,,,0.0,64.0,1.0,1.0,,1.0,1.0,6.0,,3.0,89.0,12.0,140.0,23.0,36.0,17.0,4.0,26.0,22.0,1.0,150.0,11.0,252.0,,1.0,49.0,7.0,85.0,8.0,366.0,,0.0,12.0,15.0,,25.0,1.0,573.0,13.0,13.0,4.0,11.0,0.0
321842,19,2011-03-09 20:00:00,41,Birmingham,Away,92.0,8.0,,1.0,1.0,3.0,1.0,106.0,6.0,,,7.0,12.0,26.0,197.0,,,17.0,15.0,16.0,4.0,1.0,,,,,,,,,5.0,,,,1.0,13.0,9.0,41.0,68.0,1.0,,1.0,5.0,,6.0,,1.0,6.0,2.0,,11.0,4.0,46.0,43.0,5.0,23.0,11.0,,,91.0,14.0,8.0,,,1.0,2.0,,156.0,1.0,,1.0,1.0,,,10.0,1.0,1.0,2.0,28.0,,16.0,13.0,1.0,,59.0,90.0,36.0,9.0,1.0,3.0,3.0,3.0,8.0,,,56.0,45.0,23.0,,,,,,189.0,163.0,1.0,26.0,17.0,41.0,,3.0,0.0,51.0,4.0,4.0,,,,3.0,,2.0,60.0,6.0,115.0,22.0,49.0,4.0,1.0,11.0,10.0,,129.0,12.0,203.0,1.0,,29.0,15.0,70.0,3.0,307.0,,0.0,6.0,17.0,,22.0,3.0,536.0,18.0,2.0,1.0,11.0,0.0
321847,20,2010-12-28 20:00:00,41,Birmingham,Home,111.0,22.0,2.0,8.0,6.0,4.0,,162.0,2.0,,1.0,8.0,19.0,30.0,265.0,,1.0,25.0,16.0,9.0,7.0,,,1.0,,,2.0,,,,6.0,,,,,7.0,7.0,75.0,66.0,1.0,,1.0,1.0,4.0,6.0,,4.0,9.0,7.0,,10.0,1.0,48.0,32.0,1.0,14.0,6.0,,,91.0,11.0,11.0,,,3.0,1.0,2.0,178.0,1.0,,1.0,1.0,,,13.0,1.0,,1.0,8.0,,29.0,21.0,2.0,1.0,68.0,108.0,39.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,,70.0,53.0,27.0,,,,,,182.0,178.0,4.0,21.0,33.0,42.7,,,0.0,65.0,2.0,1.0,,1.0,,5.0,,3.0,91.0,8.0,123.0,38.0,18.0,7.0,3.0,20.0,17.0,,163.0,13.0,283.0,,,40.0,21.0,70.0,,386.0,1.0,0.0,11.0,11.0,3.0,28.0,3.0,576.0,13.0,1.0,4.0,9.0,0.0
321857,21,2011-01-01 17:30:00,41,Birmingham,Home,154.0,19.0,2.0,4.0,2.0,7.0,,143.0,2.0,,5.0,10.0,11.0,34.0,293.0,,,31.0,17.0,22.0,4.0,1.0,,,,1.0,1.0,1.0,,,3.0,,1.0,,2.0,15.0,5.0,73.0,64.0,1.0,1.0,,2.0,1.0,4.0,,4.0,6.0,7.0,,9.0,6.0,41.0,59.0,2.0,15.0,8.0,,,92.0,8.0,9.0,,,1.0,,1.0,177.0,,,,,,,9.0,,,,15.0,1.0,8.0,6.0,2.0,6.0,78.0,96.0,43.0,5.0,,4.0,1.0,1.0,1.0,4.0,1.0,44.0,77.0,22.0,,,,,,188.0,181.0,2.0,25.0,26.0,50.4,1.0,,0.0,84.0,9.0,,,,,5.0,,3.0,81.0,5.0,175.0,40.0,22.0,5.0,4.0,17.0,13.0,,154.0,21.0,254.0,,,33.0,15.0,68.0,6.0,412.0,,0.0,7.0,27.0,,37.0,3.0,607.0,12.0,1.0,4.0,16.0,0.0
321868,22,2011-01-04 20:00:00,41,Birmingham,Away,92.0,11.0,,4.0,4.0,2.0,,145.0,5.0,1.0,2.0,9.0,7.0,25.0,233.0,,1.0,12.0,21.0,11.0,11.0,,3.0,,1.0,,1.0,,,,12.0,,,2.0,1.0,12.0,12.0,48.0,63.0,6.0,5.0,2.0,3.0,4.0,7.0,,7.0,10.0,4.0,1.0,7.0,5.0,49.0,49.0,3.0,14.0,6.0,,,76.0,9.0,9.0,,1.0,2.0,,1.0,146.0,1.0,,1.0,,1.0,,13.0,1.0,2.0,2.0,15.0,2.0,24.0,21.0,3.0,3.0,72.0,84.0,38.0,3.0,1.0,4.0,8.0,5.0,7.0,4.0,,50.0,57.0,18.0,,,,,,187.0,169.0,6.0,21.0,21.0,41.0,2.0,,0.0,72.0,3.0,5.0,,,3.0,7.0,,3.0,82.0,12.0,113.0,27.0,32.0,21.0,5.0,19.0,14.0,3.0,143.0,12.0,244.0,2.0,1.0,33.0,7.0,62.0,4.0,338.0,1.0,0.0,16.0,15.0,3.0,18.0,1.0,561.0,11.0,14.0,7.0,11.0,0.0
321877,23,2011-01-16 12:00:00,41,Birmingham,Home,123.0,23.0,1.0,2.0,1.0,1.0,,171.0,,,3.0,7.0,8.0,28.0,292.0,2.0,,21.0,25.0,17.0,9.0,2.0,,2.0,,,2.0,,,,11.0,,,,4.0,10.0,7.0,61.0,55.0,2.0,2.0,1.0,6.0,5.0,11.0,1.0,5.0,12.0,3.0,1.0,12.0,2.0,69.0,57.0,6.0,23.0,16.0,,1.0,107.0,14.0,14.0,,,5.0,,2.0,186.0,,,,,,,13.0,,2.0,,22.0,,8.0,5.0,1.0,3.0,74.0,87.0,31.0,7.0,,6.0,5.0,4.0,2.0,3.0,,65.0,64.0,25.0,,,,,,192.0,182.0,2.0,22.0,20.0,52.4,,1.0,0.0,83.0,2.0,1.0,,1.0,,10.0,,2.0,110.0,11.0,148.0,53.0,33.0,13.0,3.0,18.0,15.0,,182.0,6.0,274.0,2.0,,39.0,9.0,64.0,1.0,404.0,2.0,0.0,19.0,20.0,4.0,26.0,1.0,618.0,13.0,6.0,5.0,13.0,0.0
321894,24,2011-01-22 15:00:00,41,Birmingham,Away,144.0,12.0,,3.0,3.0,3.0,,149.0,5.0,,4.0,2.0,13.0,19.0,290.0,,1.0,8.0,14.0,5.0,2.0,1.0,,,,,,,,,3.0,,,,,15.0,8.0,70.0,48.0,,2.0,,6.0,,10.0,,3.0,12.0,5.0,,3.0,1.0,40.0,30.0,6.0,10.0,6.0,1.0,3.0,71.0,5.0,11.0,,,3.0,4.0,,146.0,,,,,,,17.0,,,,14.0,,23.0,17.0,2.0,5.0,79.0,80.0,30.0,10.0,,3.0,,1.0,2.0,1.0,,38.0,51.0,15.0,,,,,,145.0,134.0,2.0,21.0,15.0,44.1,,,0.0,73.0,1.0,2.0,,1.0,,4.0,,3.0,69.0,3.0,158.0,32.0,21.0,13.0,2.0,23.0,21.0,,109.0,4.0,233.0,,,27.0,14.0,50.0,2.0,368.0,,0.0,5.0,9.0,5.0,9.0,0.0,535.0,8.0,5.0,3.0,6.0,0.0
321898,25,2011-02-02 19:45:00,41,Birmingham,Home,105.0,21.0,1.0,8.0,7.0,2.0,1.0,168.0,,2.0,7.0,8.0,11.0,26.0,265.0,,,33.0,23.0,15.0,10.0,1.0,1.0,,,,3.0,,,,8.0,1.0,,,3.0,6.0,9.0,64.0,53.0,1.0,,2.0,4.0,4.0,6.0,,5.0,15.0,12.0,,7.0,1.0,58.0,40.0,4.0,25.0,10.0,,1.0,87.0,9.0,12.0,1.0,,7.0,2.0,3.0,138.0,1.0,1.0,1.0,,1.0,,4.0,,1.0,,16.0,,21.0,15.0,2.0,7.0,78.0,78.0,25.0,4.0,1.0,9.0,3.0,5.0,4.0,,,61.0,69.0,26.0,,,,,1.0,187.0,174.0,2.0,16.0,20.0,46.7,,1.0,0.0,91.0,3.0,2.0,,,1.0,9.0,,2.0,96.0,12.0,127.0,38.0,38.0,14.0,3.0,32.0,29.0,1.0,159.0,6.0,276.0,1.0,2.0,37.0,15.0,64.0,1.0,371.0,1.0,0.0,18.0,12.0,1.0,37.0,0.0,610.0,15.0,1.0,6.0,9.0,0.0
321914,26,2011-02-06 13:30:00,41,Birmingham,Away,91.0,15.0,2.0,8.0,6.0,4.0,1.0,119.0,7.0,,6.0,6.0,7.0,21.0,202.0,,,17.0,23.0,28.0,6.0,1.0,,,,,,,,,4.0,,,,1.0,9.0,9.0,44.0,73.0,1.0,,1.0,4.0,,3.0,,4.0,16.0,4.0,,7.0,1.0,52.0,74.0,4.0,30.0,21.0,,1.0,96.0,13.0,18.0,1.0,,3.0,2.0,,158.0,1.0,1.0,1.0,,1.0,,14.0,,2.0,,35.0,,12.0,9.0,1.0,6.0,52.0,88.0,34.0,5.0,,6.0,2.0,2.0,6.0,2.0,,44.0,51.0,26.0,,,,,,191.0,165.0,4.0,18.0,28.0,45.2,,1.0,0.0,59.0,1.0,3.0,,3.0,,6.0,,1.0,64.0,8.0,112.0,31.0,56.0,11.0,4.0,26.0,22.0,,138.0,18.0,227.0,3.0,,39.0,8.0,68.0,5.0,313.0,,0.0,8.0,23.0,,18.0,1.0,547.0,8.0,5.0,5.0,15.0,0.0
321918,27,2011-02-12 15:00:00,41,Birmingham,Home,114.0,17.0,,2.0,2.0,4.0,,166.0,4.0,,6.0,8.0,6.0,29.0,278.0,,1.0,16.0,17.0,14.0,6.0,1.0,2.0,,,,,,,,,,,,3.0,6.0,10.0,41.0,60.0,,,1.0,2.0,1.0,3.0,,3.0,18.0,10.0,,11.0,3.0,49.0,50.0,2.0,20.0,12.0,,1.0,92.0,16.0,15.0,1.0,,,,,168.0,,,,,,,14.0,,2.0,2.0,28.0,,13.0,8.0,1.0,6.0,100.0,86.0,38.0,5.0,,5.0,2.0,4.0,3.0,1.0,,66.0,47.0,32.0,,,,,,204.0,180.0,,28.0,21.0,60.6,,1.0,0.0,82.0,1.0,3.0,,1.0,2.0,5.0,,1.0,77.0,7.0,137.0,38.0,44.0,9.0,2.0,31.0,29.0,,143.0,12.0,285.0,2.0,,44.0,7.0,66.0,,391.0,,0.0,10.0,16.0,3.0,20.0,1.0,596.0,8.0,5.0,3.0,13.0,0.0
321928,28,2011-04-20 19:45:00,41,Birmingham,Away,162.0,22.0,1.0,2.0,1.0,2.0,,169.0,5.0,1.0,4.0,8.0,11.0,39.0,329.0,,1.0,16.0,17.0,7.0,5.0,1.0,1.0,,,,,,,,6.0,1.0,,,,13.0,7.0,92.0,44.0,,,1.0,3.0,3.0,7.0,,4.0,3.0,3.0,,10.0,2.0,49.0,37.0,2.0,16.0,10.0,,,79.0,12.0,9.0,,,2.0,1.0,,152.0,,,,,,,13.0,,1.0,,20.0,,21.0,15.0,2.0,4.0,86.0,88.0,43.0,7.0,1.0,2.0,4.0,2.0,2.0,,,62.0,63.0,16.0,,,,,1.0,146.0,132.0,3.0,24.0,9.0,42.9,,,0.0,82.0,2.0,1.0,,,1.0,3.0,,3.0,78.0,6.0,177.0,32.0,29.0,6.0,4.0,11.0,7.0,1.0,126.0,6.0,246.0,1.0,1.0,28.0,12.0,70.0,1.0,412.0,,0.0,8.0,19.0,1.0,20.0,1.0,589.0,13.0,2.0,4.0,14.0,0.0
321938,29,2011-03-05 12:45:00,41,Birmingham,Home,181.0,17.0,2.0,7.0,5.0,5.0,,169.0,4.0,1.0,3.0,6.0,11.0,46.0,343.0,,,18.0,15.0,11.0,5.0,2.0,,,,,,,,,8.0,,,,1.0,5.0,5.0,63.0,60.0,1.0,,1.0,1.0,2.0,6.0,,7.0,16.0,12.0,,16.0,,53.0,51.0,1.0,24.0,13.0,,1.0,64.0,10.0,10.0,,,1.0,1.0,,147.0,1.0,,1.0,1.0,,,6.0,1.0,1.0,1.0,22.0,,14.0,8.0,,3.0,115.0,74.0,37.0,3.0,1.0,3.0,5.0,4.0,1.0,1.0,,62.0,70.0,24.0,,,,,,181.0,168.0,3.0,27.0,20.0,50.1,,,0.0,111.0,1.0,1.0,,,,6.0,,2.0,78.0,8.0,203.0,33.0,37.0,13.0,5.0,34.0,29.0,,126.0,7.0,267.0,1.0,1.0,27.0,14.0,75.0,1.0,436.0,,0.0,12.0,24.0,,24.0,3.0,656.0,15.0,6.0,7.0,17.0,0.0
321956,30,2011-03-19 15:00:00,41,Birmingham,Away,63.0,5.0,1.0,4.0,3.0,7.0,3.0,124.0,5.0,,2.0,10.0,4.0,30.0,183.0,,1.0,14.0,22.0,23.0,7.0,2.0,1.0,,1.0,1.0,2.0,,,,5.0,,1.0,,3.0,13.0,9.0,42.0,48.0,2.0,1.0,1.0,4.0,2.0,9.0,,4.0,2.0,4.0,1.0,16.0,2.0,65.0,62.0,3.0,18.0,9.0,1.0,,88.0,14.0,13.0,,,6.0,4.0,2.0,143.0,1.0,,1.0,,1.0,,7.0,,5.0,1.0,19.0,1.0,17.0,12.0,4.0,2.0,50.0,96.0,45.0,9.0,,4.0,6.0,5.0,8.0,2.0,,33.0,61.0,22.0,,,,,,177.0,160.0,1.0,11.0,15.0,39.3,1.0,,0.0,56.0,3.0,5.0,,1.0,1.0,5.0,,3.0,74.0,10.0,77.0,25.0,34.0,9.0,3.0,12.0,10.0,1.0,137.0,16.0,226.0,5.0,,32.0,4.0,68.0,1.0,291.0,,0.0,12.0,22.0,3.0,20.0,1.0,509.0,12.0,4.0,4.0,19.0,0.0
321958,31,2011-04-02 15:00:00,41,Birmingham,Home,104.0,10.0,3.0,4.0,1.0,2.0,,145.0,5.0,1.0,,13.0,10.0,29.0,245.0,,2.0,16.0,32.0,17.0,6.0,1.0,,,,,,,,,9.0,,,,,14.0,6.0,52.0,65.0,1.0,1.0,,2.0,2.0,5.0,,8.0,3.0,2.0,,15.0,5.0,69.0,50.0,2.0,23.0,19.0,,,112.0,13.0,15.0,1.0,,1.0,3.0,,196.0,2.0,1.0,1.0,1.0,1.0,,11.0,1.0,2.0,2.0,32.0,,18.0,13.0,1.0,,61.0,113.0,44.0,9.0,1.0,2.0,7.0,5.0,5.0,1.0,,58.0,48.0,28.0,,,,,,213.0,192.0,2.0,27.0,22.0,52.3,,1.0,0.0,71.0,5.0,3.0,,1.0,,5.0,,3.0,72.0,9.0,123.0,28.0,44.0,15.0,8.0,16.0,8.0,,160.0,8.0,273.0,2.0,1.0,46.0,13.0,83.0,3.0,380.0,1.0,0.0,12.0,9.0,7.0,24.0,0.0,592.0,6.0,9.0,8.0,6.0,0.0
321968,32,2011-04-09 15:00:00,41,Birmingham,Away,92.0,8.0,,3.0,3.0,10.0,1.0,142.0,6.0,,4.0,17.0,8.0,29.0,231.0,,,20.0,28.0,16.0,3.0,,,,1.0,1.0,2.0,,,,4.0,,,1.0,,12.0,3.0,56.0,47.0,1.0,,1.0,3.0,2.0,11.0,1.0,2.0,10.0,1.0,,11.0,,64.0,42.0,3.0,18.0,10.0,1.0,,79.0,12.0,10.0,,,4.0,3.0,2.0,160.0,1.0,,1.0,1.0,,,14.0,1.0,6.0,2.0,21.0,1.0,18.0,10.0,1.0,4.0,65.0,92.0,44.0,8.0,1.0,1.0,3.0,2.0,4.0,1.0,,32.0,60.0,16.0,,,,,,177.0,160.0,1.0,18.0,13.0,52.9,1.0,1.0,0.0,55.0,,,,,,2.0,,1.0,84.0,4.0,116.0,22.0,35.0,5.0,2.0,16.0,14.0,,136.0,20.0,236.0,6.0,1.0,41.0,10.0,61.0,1.0,336.0,,0.0,6.0,15.0,1.0,28.0,3.0,528.0,9.0,1.0,2.0,10.0,0.0
321978,33,2011-04-16 15:00:00,41,Birmingham,Home,108.0,9.0,3.0,3.0,,3.0,,111.0,4.0,,,12.0,5.0,28.0,216.0,,1.0,21.0,10.0,26.0,3.0,2.0,1.0,1.0,,,1.0,,,,7.0,,,,,12.0,11.0,40.0,33.0,2.0,2.0,,6.0,1.0,6.0,1.0,4.0,5.0,3.0,,11.0,2.0,36.0,64.0,6.0,21.0,14.0,,,92.0,7.0,10.0,,,2.0,1.0,1.0,156.0,2.0,,1.0,2.0,,,17.0,2.0,1.0,,30.0,,16.0,15.0,2.0,1.0,58.0,94.0,29.0,9.0,2.0,4.0,3.0,3.0,8.0,,,42.0,67.0,21.0,,,,,,189.0,171.0,1.0,19.0,11.0,44.8,,,0.0,69.0,2.0,2.0,,,1.0,6.0,,3.0,56.0,7.0,135.0,24.0,39.0,7.0,4.0,13.0,9.0,1.0,110.0,13.0,201.0,1.0,,47.0,6.0,75.0,4.0,323.0,,0.0,10.0,22.0,1.0,26.0,0.0,534.0,18.0,5.0,4.0,12.0,0.0
321992,34,2011-04-23 15:00:00,41,Birmingham,Away,119.0,15.0,,2.0,2.0,1.0,,200.0,4.0,,6.0,3.0,11.0,33.0,317.0,,,19.0,11.0,6.0,13.0,,,,,,,,,,13.0,,,,,13.0,7.0,75.0,39.0,,,,3.0,3.0,10.0,,2.0,8.0,9.0,,11.0,3.0,54.0,33.0,3.0,7.0,3.0,1.0,,67.0,12.0,7.0,,,2.0,2.0,,158.0,,,,,,,7.0,,3.0,,6.0,,19.0,16.0,2.0,6.0,86.0,79.0,31.0,5.0,,5.0,8.0,5.0,6.0,,,73.0,70.0,20.0,,,,,,156.0,151.0,1.0,17.0,10.0,46.5,,1.0,0.0,92.0,4.0,2.0,,,,5.0,,3.0,94.0,13.0,141.0,25.0,12.0,15.0,2.0,21.0,19.0,,137.0,4.0,291.0,3.0,,30.0,11.0,71.0,2.0,411.0,,0.0,13.0,14.0,3.0,23.0,0.0,594.0,8.0,5.0,2.0,10.0,0.0
321998,35,2011-05-01 12:00:00,41,Birmingham,Home,77.0,11.0,,1.0,1.0,3.0,,99.0,6.0,,1.0,16.0,5.0,26.0,175.0,,,18.0,18.0,26.0,4.0,,,2.0,1.0,,3.0,,,,,,1.0,,,7.0,4.0,52.0,39.0,,,1.0,1.0,1.0,3.0,,,4.0,4.0,,9.0,1.0,42.0,58.0,1.0,12.0,7.0,,,77.0,12.0,14.0,,,,,3.0,148.0,,,,,,,12.0,,3.0,1.0,21.0,1.0,11.0,9.0,,1.0,43.0,96.0,35.0,2.0,1.0,3.0,1.0,1.0,4.0,,,53.0,51.0,20.0,1.0,1.0,1.0,,,180.0,161.0,2.0,18.0,6.0,42.9,1.0,1.0,0.0,44.0,,1.0,1.0,3.0,,6.0,,1.0,69.0,4.0,106.0,28.0,31.0,5.0,,10.0,10.0,,128.0,13.0,191.0,3.0,1.0,46.0,5.0,69.0,1.0,287.0,,1.0,8.0,15.0,,28.0,2.0,459.0,12.0,3.0,,10.0,0.0
322012,36,2011-05-07 15:00:00,41,Birmingham,Away,94.0,9.0,,2.0,2.0,4.0,,106.0,3.0,,3.0,15.0,12.0,23.0,198.0,,,13.0,15.0,10.0,3.0,,,,,,,,,,6.0,,,,,16.0,5.0,44.0,34.0,,1.0,,,2.0,7.0,2.0,2.0,7.0,3.0,,7.0,4.0,44.0,33.0,,16.0,9.0,,,67.0,13.0,11.0,,,,,,126.0,1.0,,,1.0,,,14.0,1.0,1.0,1.0,19.0,,10.0,5.0,,4.0,52.0,84.0,37.0,8.0,1.0,2.0,2.0,1.0,3.0,,,32.0,32.0,23.0,1.0,1.0,1.0,,,143.0,128.0,1.0,16.0,4.0,37.4,,,0.0,57.0,6.0,2.0,,2.0,,3.0,,1.0,45.0,4.0,108.0,20.0,31.0,7.0,2.0,12.0,10.0,,93.0,14.0,183.0,1.0,,33.0,14.0,52.0,4.0,279.0,,1.0,6.0,8.0,,17.0,4.0,439.0,7.0,4.0,2.0,4.0,0.0
322018,37,2011-05-15 16:00:00,41,Birmingham,Home,155.0,17.0,1.0,5.0,4.0,8.0,1.0,194.0,4.0,2.0,6.0,10.0,13.0,30.0,344.0,,,28.0,18.0,8.0,6.0,3.0,,,,,,,,,8.0,,,1.0,1.0,11.0,10.0,73.0,54.0,,,,1.0,2.0,3.0,1.0,5.0,8.0,12.0,,9.0,2.0,45.0,37.0,1.0,18.0,8.0,,,88.0,7.0,15.0,,,5.0,5.0,,185.0,,,,,,,9.0,,2.0,,17.0,1.0,16.0,12.0,1.0,6.0,93.0,96.0,49.0,5.0,,7.0,2.0,1.0,5.0,,,58.0,82.0,25.0,,,,,,179.0,167.0,3.0,22.0,16.0,57.2,1.0,1.0,0.0,94.0,3.0,4.0,,1.0,,8.0,,3.0,92.0,9.0,175.0,35.0,30.0,15.0,5.0,30.0,25.0,,148.0,17.0,300.0,2.0,2.0,34.0,16.0,61.0,5.0,445.0,,0.0,11.0,7.0,,31.0,0.0,661.0,11.0,7.0,5.0,3.0,0.0
322034,38,2011-05-22 16:00:00,41,Birmingham,Away,82.0,8.0,2.0,2.0,,3.0,,107.0,4.0,1.0,1.0,12.0,6.0,19.0,187.0,,,15.0,17.0,15.0,,2.0,,1.0,,,1.0,,,,,,,,,7.0,17.0,53.0,59.0,,,,2.0,1.0,13.0,,5.0,9.0,,,15.0,1.0,61.0,59.0,2.0,10.0,5.0,,,86.0,16.0,5.0,,,,,1.0,140.0,,,,,,,12.0,,3.0,1.0,13.0,,18.0,15.0,2.0,2.0,50.0,93.0,36.0,7.0,1.0,2.0,,2.0,10.0,3.0,,50.0,56.0,12.0,,,,,,164.0,155.0,,28.0,19.0,32.2,,,0.0,42.0,1.0,4.0,,2.0,,4.0,,1.0,48.0,2.0,97.0,22.0,19.0,6.0,5.0,15.0,10.0,,109.0,14.0,203.0,3.0,1.0,36.0,7.0,61.0,1.0,285.0,,0.0,7.0,35.0,,19.0,4.0,487.0,10.0,4.0,5.0,20.0,0.0
