playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,oboxBlocked,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,redCards2ndYellow,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,overruns,shotsOnTargetOutsideBox,shotsBlockedInBox,oboxTarget,unsuccessfulDribbles,iboxBlocked,clearancesOffTheLine,handballsConceded,expectedGoalsFreekick,goals,awayGoals,unsuccessfulLayoffs,homeGoals,rightFootGoals,headedGoals,otherGoals,freekickTotal,attemptsFromSetPieces,hitWoodwork,punches,catches,savesMade,goalkeeperSmother,savesMadeFromOutsideBox,goalKicks,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,throughBalls,setPiecesGoals,successfulCornersIntoBox,leftFootGoals,unsuccessfulCornersIntoBox,secondGoalAssists,goalAssists,cornersTakenInclShortCorners,ownGoalScored,penaltiesTaken,penaltyGoals,savesMadeCaught,penaltiesFaced,drops,crossesNotClaimed
42996,Angel Rangel,Defender,Swansea,80,Spain,2014-15,91.0,5.0,0.7877,1.0,1.0,2.0,0.3489,54.0,6.0,166.0,27.0,7.0,22.0,236.0,19.0,1343.0,1.0,1.0,5.0,53.0,6.0,5.0,2.0,2036.0,2.0,24.0,99.0,2.0,1.0,51.0,70.0,1038.0,16.0,18.0,2.0,30.988,13.0,10.0,87.0,25.0,67.0,42.0,12.0,0.0,190.0,19.0,513.0,123.0,27.0,13.0,485.0,23.0,1.0,19.0,10.0,137.0,29.0,0.0,1321.0,4.0,6.0,296.0,41.0,5.0,13.0,629.0,28.0,68.0,69.0,159.0,1891.0,190.0,3.0,1.0,33.0,627.0,21.0,0.2401,1.0,70.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19159,Ashley Williams,Defender,Swansea,80,Wales,2014-15,110.0,,0.1818,0.0,4.0,1.0,0.0582,43.0,3.0,126.0,37.0,,37.0,265.0,,1812.0,2.0,,,144.0,13.0,,,3330.0,,61.0,141.0,6.0,,19.0,58.0,1370.0,16.0,,2.0,56.4872,6.0,24.0,372.0,48.0,49.0,635.0,12.0,0.0,251.0,11.0,681.0,176.0,37.0,12.0,345.0,42.0,,,6.0,107.0,83.0,0.0,1769.0,2.0,2.0,282.0,31.0,4.0,40.0,417.0,29.0,101.0,177.0,79.0,2447.0,1.0,,,76.0,1202.0,18.0,0.3607,6.0,139.0,79.0,1.0,1.0,4.0,1.0,2.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37998,Bafétimbi Gomis,Forward,Swansea,80,France,2014-15,170.0,,0.3838,0.0,15.0,24.0,6.0396,13.0,54.0,88.0,31.0,68.0,18.0,93.0,,453.0,22.0,9.0,13.0,122.0,1.0,,9.0,1640.0,9.0,80.0,119.0,5.0,,18.0,77.0,346.0,79.0,,,30.491,13.0,,33.0,26.0,90.0,99.0,37.0,5.0,289.0,6.0,94.0,36.0,31.0,5.0,241.0,21.0,,,67.0,167.0,42.0,0.0,415.0,30.0,11.0,204.0,8.0,30.0,2.0,107.0,24.0,1.0,14.0,153.0,773.0,,7.0,9.0,3.0,119.0,8.0,7.1067,0.0,5.0,13.0,4.0,8.0,6.0,8.0,26.0,6.0,,1.0,0.0527,7.0,2.0,16.0,5.0,4.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
60084,David Cornell,Goalkeeper,Swansea,80,Wales,2014-15,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39221,Dwight Tiendalli,Defender,Swansea,80,Netherlands,2014-15,8.0,,0.0099,0.0,,,,8.0,,6.0,3.0,,1.0,7.0,1.0,66.0,,,2.0,6.0,,,,128.0,,2.0,15.0,1.0,,1.0,11.0,59.0,,5.0,,3.6712,2.0,,5.0,5.0,6.0,8.0,2.0,0.0,23.0,1.0,18.0,10.0,3.0,3.0,18.0,4.0,,1.0,2.0,17.0,4.0,0.0,62.0,,,15.0,5.0,1.0,1.0,24.0,2.0,4.0,,16.0,104.0,7.0,,,1.0,41.0,1.0,,0.0,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57145,Federico Fernández,Defender,Swansea,80,Argentina,2014-15,102.0,,0.1862,0.0,3.0,4.0,0.789,53.0,10.0,118.0,28.0,1.0,27.0,215.0,2.0,1381.0,1.0,,1.0,116.0,10.0,,4.0,2475.0,4.0,49.0,147.0,5.0,,25.0,80.0,1095.0,20.0,,1.0,44.7265,3.0,15.0,169.0,37.0,53.0,262.0,23.0,0.0,249.0,11.0,651.0,133.0,28.0,13.0,320.0,32.0,,2.0,5.0,133.0,67.0,0.0,1343.0,6.0,3.0,233.0,40.0,6.0,16.0,376.0,18.0,87.0,71.0,92.0,1802.0,5.0,,,50.0,846.0,7.0,0.7189,0.0,97.0,91.0,,,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5288,Gerhard Tremmel,Goalkeeper,Swansea,80,Germany,2014-15,,,0.0004,0.0,,,,,,,2.0,,1.0,7.0,,27.0,,,1.0,,,,,109.0,,,,,,,,10.0,,,,2.6856,,5.0,3.0,3.0,,3.0,,0.0,,,18.0,10.0,2.0,,4.0,3.0,,,,,,0.0,22.0,,,9.0,,,,6.0,,,10.0,,45.0,,,,6.0,16.0,,,0.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,1.0,1.0,3.0,9.0,1.0,1.0,3.0,,,,,,,,,,,,,,,
55422,Gylfi Sigurdsson,Midfielder,Swansea,80,Iceland,2014-15,201.0,4.0,5.5242,0.0,20.0,24.0,6.5972,34.0,47.0,161.0,32.0,90.0,32.0,173.0,24.0,1147.0,2.0,10.0,,47.0,4.0,45.0,4.0,2697.0,4.0,39.0,112.0,5.0,,66.0,104.0,964.0,56.0,,2.0,46.4354,63.0,1.0,22.0,43.0,162.0,279.0,40.0,2.0,313.0,36.0,318.0,121.0,32.0,10.0,696.0,38.0,,108.0,85.0,266.0,8.0,0.0,1087.0,23.0,23.0,435.0,24.0,31.0,6.0,247.0,23.0,41.0,10.0,303.0,1758.0,2.0,15.0,10.0,5.0,323.0,7.0,5.2503,2.0,12.0,36.0,4.0,13.0,10.0,13.0,41.0,10.0,,1.0,0.7216,7.0,4.0,8.0,3.0,5.0,,,12.0,12.0,3.0,,,,,,,,,,,16.0,2.0,32.0,2.0,55.0,2.0,10.0,105.0,,,,,,,
40145,Jack Cork,Defender,Swansea,80,England,2014-15,120.0,1.0,0.4843,0.0,,5.0,1.1499,43.0,8.0,133.0,27.0,17.0,20.0,161.0,9.0,1137.0,1.0,,7.0,96.0,5.0,1.0,2.0,1801.0,2.0,43.0,139.0,3.0,,33.0,86.0,923.0,18.0,,,24.963,12.0,4.0,43.0,19.0,77.0,294.0,37.0,1.0,259.0,16.0,336.0,148.0,27.0,18.0,444.0,16.0,,9.0,34.0,163.0,53.0,0.0,1114.0,3.0,5.0,229.0,25.0,12.0,9.0,304.0,23.0,53.0,53.0,203.0,1446.0,,5.0,,11.0,533.0,9.0,1.2029,1.0,28.0,57.0,2.0,,,,9.0,,,,,3.0,1.0,1.0,2.0,2.0,,,,,1.0,,,,,,,,,,,2.0,,,1.0,,1.0,,,,,,,,,
96305,Jay Fulton,Midfielder,Swansea,80,Scotland,2014-15,6.0,,0.0084,0.0,,,,2.0,,12.0,2.0,,1.0,15.0,,65.0,,,1.0,7.0,1.0,,,114.0,,4.0,5.0,,,3.0,2.0,49.0,,,,2.8787,,,5.0,1.0,2.0,23.0,,0.0,11.0,1.0,22.0,6.0,2.0,2.0,16.0,1.0,,,,4.0,3.0,0.0,61.0,,,16.0,,,1.0,14.0,1.0,8.0,1.0,6.0,84.0,,,,1.0,34.0,,,0.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
