playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,oboxBlocked,substituteOn,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,cornersTakenInclShortCorners,iboxTarget,shotsOnTargetInBox,successfulCornersIntoBox,shotsBlockedInBox,iboxBlocked,unsuccessfulCornersIntoBox,setPiecesGoals,goals,offsides,awayGoals,rightFootGoals,leftFootGoals,freekickTotal,attemptsFromSetPieces,handballsConceded,expectedGoalsFreekick,goalAssists,unsuccessfulLayoffs,throwInsToOppositionPlayer,homeGoals,headedGoals,hitWoodwork,foulWonPenalty,penaltiesTaken,clearancesOffTheLine,penaltyGoals,secondGoalAssists,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,ownGoalScored,lastPlayerTackle,penaltiesConceded,crossesNotClaimed
18665,Alexander Tettey,Midfielder,Norwich,45,Norway,2012-13,100.0,1.0,0.5206,0.0,8.0,2.0,2.0,0.5196,55.0,13.0,3.0,152.0,27.0,8.0,21.0,179.0,9.0,1071.0,12.0,6.0,71.0,7.0,4.0,1.0,1902.0,40.0,116.0,5.0,85.0,836.0,12.0,2.0,28.6067,7.0,4.0,49.0,26.0,60.0,292.0,20.0,0.0,216.0,362.0,110.0,27.0,4.0,9.0,6.0,458.0,21.0,9.0,18.0,145.0,31.0,0.0,1068.0,11.0,5.0,226.0,46.0,10.0,9.0,261.0,25.0,61.0,56.0,156.0,1380.0,1.0,4.0,12.0,19.0,435.0,0.7012,4.0,27.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15237,Andrew Surman,Midfielder,Norwich,45,England,2012-13,11.0,,0.3672,0.0,3.0,2.0,,0.4008,1.0,6.0,,20.0,4.0,7.0,4.0,21.0,5.0,99.0,4.0,,3.0,1.0,,3.0,273.0,1.0,6.0,2.0,4.0,77.0,9.0,,4.6026,5.0,,3.0,6.0,10.0,24.0,2.0,0.0,17.0,34.0,5.0,4.0,,1.0,,57.0,4.0,9.0,5.0,14.0,2.0,0.0,98.0,4.0,2.0,39.0,,1.0,,19.0,4.0,,1.0,22.0,139.0,1.0,3.0,4.0,3.0,24.0,0.751,0.0,1.0,4.0,7.0,4.0,4.0,3.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40451,Anthony Pilkington,Midfielder,Norwich,45,Ireland,2012-13,109.0,19.0,2.5544,0.0,8.0,19.0,3.0,3.8875,34.0,34.0,1.0,92.0,30.0,32.0,25.0,112.0,67.0,578.0,8.0,5.0,33.0,6.0,11.0,25.0,2157.0,22.0,74.0,6.0,63.0,459.0,61.0,2.0,35.1802,21.0,2.0,16.0,34.0,87.0,172.0,15.0,4.0,183.0,127.0,46.0,30.0,11.0,15.0,31.0,302.0,28.0,104.0,61.0,150.0,11.0,0.0,571.0,15.0,24.0,313.0,19.0,14.0,3.0,54.0,14.0,15.0,7.0,225.0,995.0,17.0,5.0,8.0,11.0,189.0,4.0871,2.0,20.0,33.0,37.0,17.0,17.0,5.0,4.0,4.0,26.0,1.0,5.0,5.0,1.0,3.0,1.0,8.0,4.0,2.0,0.2821,3.0,3.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
19569,Bradley Johnson,Midfielder,Norwich,45,England,2012-13,198.0,4.0,2.2605,0.0,11.0,10.0,4.0,1.6745,93.0,30.0,7.0,327.0,37.0,24.0,37.0,468.0,16.0,1664.0,12.0,,112.0,10.0,7.0,4.0,3228.0,34.0,219.0,12.0,141.0,1036.0,32.0,2.0,49.4086,19.0,15.0,89.0,52.0,164.0,390.0,34.0,2.0,417.0,763.0,174.0,37.0,7.0,19.0,10.0,679.0,40.0,16.0,43.0,305.0,78.0,0.0,1644.0,20.0,10.0,573.0,74.0,14.0,16.0,331.0,69.0,86.0,160.0,180.0,2198.0,2.0,5.0,12.0,46.0,521.0,2.2616,10.0,141.0,75.0,1.0,9.0,9.0,,6.0,6.0,,,1.0,,0.0,,,2.0,1.0,3.0,0.1736,2.0,4.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
39776,Chris Martin,Forward,Norwich,45,Scotland,2012-13,1.0,,0.0009,0.0,,,,,,,,1.0,1.0,,,1.0,,3.0,,1.0,1.0,,,,2.0,1.0,,,,2.0,,,,,,,,,2.0,,0.0,1.0,,,1.0,,,,2.0,,,,,,0.0,3.0,,,1.0,,,,,,,,1.0,3.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17812,David Fox,Midfielder,Norwich,45,England,2012-13,1.0,,0.0012,0.0,,,,,,1.0,,2.0,2.0,,,4.0,1.0,13.0,,2.0,,,,,35.0,,,1.0,,9.0,,1.0,2.2227,,,,3.0,1.0,2.0,,0.0,1.0,8.0,,2.0,,,,5.0,2.0,1.0,,1.0,,0.0,11.0,1.0,1.0,7.0,,,1.0,2.0,,,,1.0,18.0,,,,2.0,4.0,0.0153,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50264,Declan Rudd,Goalkeeper,Norwich,45,England,2012-13,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41262,Elliott Bennett,Midfielder,Norwich,45,England,2012-13,53.0,14.0,1.3307,0.0,4.0,1.0,3.0,0.2785,35.0,11.0,,51.0,24.0,8.0,9.0,62.0,40.0,242.0,7.0,15.0,22.0,,,17.0,935.0,14.0,71.0,3.0,63.0,175.0,16.0,2.0,19.8122,11.0,1.0,12.0,19.0,39.0,37.0,17.0,2.0,124.0,76.0,29.0,24.0,,8.0,6.0,144.0,16.0,44.0,20.0,102.0,8.0,0.0,238.0,10.0,13.0,148.0,27.0,11.0,2.0,47.0,9.0,16.0,5.0,82.0,471.0,1.0,5.0,7.0,7.0,53.0,0.4385,3.0,11.0,16.0,6.0,,,2.0,1.0,1.0,3.0,,1.0,2.0,0.0,1.0,,2.0,1.0,,0.0452,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
5741,Grant Holt,Forward,Norwich,45,England,2012-13,272.0,6.0,1.6337,0.0,7.0,19.0,,8.3452,28.0,46.0,5.0,261.0,34.0,81.0,28.0,282.0,30.0,791.0,3.0,6.0,211.0,3.0,2.0,6.0,2570.0,132.0,171.0,11.0,92.0,492.0,108.0,1.0,39.3845,27.0,3.0,40.0,42.0,140.0,162.0,55.0,4.0,443.0,253.0,37.0,34.0,2.0,9.0,11.0,380.0,31.0,30.0,46.0,232.0,79.0,0.0,787.0,27.0,9.0,417.0,19.0,9.0,5.0,170.0,82.0,12.0,17.0,206.0,1191.0,9.0,13.0,3.0,7.0,135.0,9.6232,8.0,21.0,26.0,,23.0,23.0,,9.0,9.0,,,8.0,44.0,3.0,6.0,1.0,,,3.0,,3.0,8.0,1.0,5.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
47420,Jacob Butterfield,Midfielder,Norwich,45,England,2012-13,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
