playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,awayGoals,goalKicks,savesMadeCaught,substituteOn,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,totalTackles,penaltiesConceded,penaltyGoalsConceded,groundDuelsLost,goalkeeperSmother,drops,crossesNotClaimed,tacklesLost,totalFoulsConceded,interceptions,substituteOff,foulAttemptedTackle,successfulCrossesOpenPlay,fiftyFifty,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalShots,successfulFiftyFifty,unsuccessfulCrossesOpenPlay,offsides,oboxBlocked,shotsOnTargetOutsideBox,successfulCrossesAndCorners,putthroughBlockedDistribution,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,shotsBlockedInBox,putthroughBlockedDistributionWon,oboxTarget,lastPlayerTackle,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,backwardPasses,throwInsToOwnPlayer,shotsBlockedOutsideBox,expectedGoals,throughBalls,goalAssists,foulWonPenalty,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,handballsConceded,goals,iboxTarget,shotsOnTargetInBox,rightFootGoals,leftFootGoals,clearancesOffTheLine,expectedGoalsFreekick,ownGoalScored,freekickTotal,attemptsFromSetPieces,secondGoalAssists,successfulLayoffs,setPiecesGoals,unsuccessfulLayoffs,headedGoals,hitWoodwork,redCards2ndYellow,penaltiesTaken,penaltyGoals
105666,Jack Butland,Goalkeeper,Rangers,67,England,2021-22,2.0,1.0,0.0047,0.0,11.0,7.0,1.0,9.0,8.0,73.0,247.0,0.0,66.0,2.0,1.0,3.0,1.0,1.0,765.0,2.0,3.0,2.0,2.0,143.0,1.0,7.0,9.7874,10.0,8.0,13.0,73.0,17.0,2.0,0.0,5.0,0.0,114.0,58.0,9.0,20.0,11.0,2.0,1.0,0.0,88.0,145.0,73.0,18.0,2.0,60.0,31.0,326.0,42.0,154.0,10.0,0.0,72.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40836,Vicente Guaita,Goalkeeper,Celta de Vigo,176,Spain,2021-22,2.0,,0.0114,0.0,15.0,33.0,3.0,30.0,30.0,200.0,797.0,0.0,201.0,8.0,,10.0,11.0,3.0,2655.0,1.0,11.0,7.0,2.0,461.0,,14.0,29.1907,39.0,22.0,33.0,236.0,84.0,2.0,0.0,13.0,0.0,336.0,251.0,30.0,61.0,26.0,3.0,9.0,0.0,331.0,518.0,207.0,52.0,15.0,225.0,136.0,1117.0,77.0,536.0,50.0,2.0,197.0,68.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169593,Remi Matthews,Goalkeeper,Crystal Palace U21,18257,England,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55494,Joel Ward,Defender,Crystal Palace,31,England,2021-22,112.0,,1.2659,0.0,,,173.0,28.0,27.0,301.0,1445.0,0.0,,,1.0,97.0,9.0,,2486.0,39.0,143.0,8.0,85.0,1078.0,,,30.2407,6.0,95.0,37.0,202.0,,21.0,0.0,255.0,0.0,623.0,140.0,28.0,478.0,29.0,158.0,58.0,0.0,,1417.0,424.0,,,449.0,66.0,2105.0,58.0,670.0,,8.0,128.0,120.0,44.0,,3.0,73.0,,,,18.0,22.0,32.0,,12.0,4.0,44.0,2.0,1.0,2.0,0.0116,8.0,19.0,39.0,1.0,1.0,1.0,4.0,48.0,12.0,25.0,7.0,1.0,13.0,1.0,1.0,6.0,39.0,24.0,1.0,7.0,6.0,26.0,20.0,11.0,171.0,224.0,1.0,0.3277,,,,,,,,,,,,,,,,,,,,,,,,,,
244723,Tyrick Mitchell,Defender,Crystal Palace,31,England,2021-22,106.0,,1.7222,0.0,,,266.0,36.0,35.0,419.0,1493.0,0.0,,,1.0,61.0,10.0,,3102.0,32.0,163.0,9.0,134.0,1009.0,,,37.1061,28.0,83.0,43.0,372.0,,14.0,0.0,269.0,0.0,802.0,237.0,36.0,549.0,34.0,208.0,29.0,0.0,,1464.0,623.0,,,58.0,65.0,2411.0,74.0,548.0,,1.0,153.0,177.0,104.0,,3.0,74.0,,,,47.0,15.0,41.0,3.0,9.0,20.0,106.0,3.0,,2.0,,1.0,64.0,38.0,2.0,,,23.0,96.0,31.0,71.0,19.0,3.0,42.0,,1.0,13.0,39.0,39.0,3.0,1.0,12.0,57.0,16.0,5.0,261.0,296.0,,0.2199,1.0,2.0,1.0,4.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
49413,James Tomkins,Defender,Crystal Palace,31,England,2021-22,13.0,,0.1245,0.0,,,18.0,8.0,6.0,43.0,319.0,0.0,1.0,,2.0,15.0,,,546.0,5.0,21.0,4.0,11.0,250.0,,,8.2072,2.0,18.0,11.0,103.0,,2.0,1.0,34.0,1.0,79.0,33.0,8.0,40.0,7.0,19.0,10.0,0.0,1.0,301.0,45.0,,,113.0,26.0,378.0,13.0,236.0,,2.0,25.0,18.0,8.0,,1.0,8.0,,,,5.0,7.0,4.0,1.0,4.0,,10.0,1.0,2.0,,0.9716,3.0,7.0,,,1.0,,,2.0,8.0,,2.0,,,,,,,,,1.0,,3.0,1.0,8.0,24.0,1.0,1.0,0.4956,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
209036,Marc Guéhi,Defender,Manchester City,43,England,2021-22,75.0,,0.9588,0.0,,,151.0,36.0,36.0,295.0,2346.0,1.0,,,,122.0,10.0,,3223.0,54.0,149.0,9.0,81.0,1894.0,,,36.4007,16.0,126.0,43.0,946.0,,34.0,0.0,224.0,1.0,858.0,192.0,36.0,539.0,34.0,102.0,68.0,0.0,,2287.0,325.0,,,383.0,157.0,2720.0,50.0,1512.0,,4.0,144.0,121.0,35.0,1.0,3.0,21.0,,,,18.0,14.0,30.0,1.0,5.0,,53.0,7.0,5.0,,0.9171,12.0,28.0,3.0,,,,,13.0,34.0,,5.0,7.0,8.0,,,1.0,3.0,8.0,7.0,7.0,5.0,17.0,12.0,26.0,159.0,6.0,,2.4769,1.0,1.0,,,,,2.0,2.0,3.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,
174874,Joachim Andersen,Defender,Fulham,54,Denmark,2021-22,88.0,,1.9171,0.0,,,160.0,34.0,32.0,430.0,2334.0,0.0,4.0,,2.0,104.0,11.0,,2915.0,48.0,101.0,4.0,45.0,1651.0,,,32.5789,28.0,123.0,37.0,476.0,,8.0,0.0,189.0,0.0,803.0,152.0,34.0,489.0,33.0,85.0,56.0,0.0,1.0,2244.0,458.0,3.0,,948.0,253.0,2652.0,88.0,1417.0,,4.0,270.0,123.0,30.0,,2.0,40.0,,,,7.0,19.0,37.0,1.0,7.0,2.0,51.0,1.0,3.0,,1.0185,7.0,27.0,6.0,1.0,,1.0,2.0,21.0,33.0,,17.0,1.0,10.0,1.0,,2.0,6.0,10.0,1.0,4.0,2.0,23.0,7.0,19.0,107.0,5.0,,0.6581,3.0,3.0,,,,,,,2.0,2.0,,,,0.1319,1.0,1.0,1.0,1.0,,,,,,,,
57328,Nathaniel Clyne,Defender,Crystal Palace,31,England,2021-22,26.0,,0.4521,0.0,,,67.0,16.0,15.0,116.0,558.0,0.0,,,1.0,17.0,6.0,,1351.0,7.0,40.0,1.0,30.0,427.0,,,10.8588,6.0,30.0,12.0,47.0,,5.0,0.0,66.0,0.0,246.0,73.0,16.0,170.0,11.0,49.0,10.0,0.0,,544.0,183.0,,,141.0,15.0,849.0,31.0,275.0,,1.0,49.0,47.0,21.0,,,19.0,,,,11.0,3.0,15.0,,2.0,3.0,23.0,,2.0,1.0,0.0491,3.0,15.0,14.0,,,2.0,3.0,22.0,1.0,34.0,5.0,,5.0,2.0,,2.0,14.0,6.0,,1.0,2.0,10.0,4.0,2.0,124.0,116.0,,0.0993,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
58786,Martin Kelly,Defender,Salford City,3448,England,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
