playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,penaltiesConceded,groundDuelsLost,foulAttemptedTackle,successfulCrossesOpenPlay,fiftyFifty,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,successfulLayoffs,successfulFiftyFifty,unsuccessfulCrossesOpenPlay,goals,awayGoals,oboxBlocked,substituteOn,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,putthroughBlockedDistribution,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,shotsBlockedInBox,putthroughBlockedDistributionWon,homeGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,interceptions,backwardPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,expectedGoals,goalAssists,offsides,redCards2ndYellow,headedGoals,overruns,throughBalls,ownGoalScored,rightFootGoals,lastPlayerTackle,expectedGoalsFreekick,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,oboxTarget,freekickTotal,attemptsFromSetPieces,clearancesOffTheLine,unsuccessfulLayoffs,unsuccessfulCornersIntoBox,handballsConceded,setPiecesGoals,successfulCornersIntoBox,hitWoodwork,foulWonPenalty,penaltiesTaken,penaltyGoals,otherGoals,secondGoalAssists
427623,Chris Richards,Defender,Crystal Palace U21,18257,United States,2022-23,10.0,0.0302,0.0,,,21.0,9.0,4.0,31.0,195.0,,,18.0,1.0,,443.0,4.0,24.0,,10.0,153.0,,2.0,10.5358,,30.0,11.0,27.0,,1.0,0.0,34.0,,74.0,15.0,9.0,,,51.0,11.0,16.0,14.0,0.0,,190.0,39.0,,,63.0,2.0,11.0,279.0,5.0,113.0,,0.0,10.0,12.0,,6.0,1.0,,14.0,1.0,,,9.0,3.0,,6.0,,,,,5.0,,,,10.0,7.0,3.0,1.0,1.0,9.0,,3.0,,,,2.0,1.0,3.0,,6.0,,1.0,8.0,31.0,5.0,,,0.7146,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
501468,Tayo Adaramola,Defender,Crystal Palace,31,Ireland,2022-23,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422287,Kofi Balmer,Defender,Bristol Rovers,96,Northern Ireland,2022-23,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66975,Luka Milivojevic,Midfielder,Crystal Palace,31,Serbia,2022-23,32.0,0.222,0.0,,,32.0,18.0,5.0,48.0,252.0,,,15.0,1.0,,504.0,9.0,23.0,,17.0,192.0,,,5.922,2.0,10.0,7.0,72.0,,3.0,0.0,55.0,,90.0,34.0,18.0,,,99.0,7.0,40.0,6.0,0.0,,245.0,63.0,,,57.0,15.0,12.0,336.0,9.0,107.0,,2.0,16.0,19.0,,23.0,7.0,1.0,16.0,2.0,,,13.0,5.0,3.0,9.0,2.0,,,2.0,13.0,2.0,,,9.0,1.0,,2.0,,9.0,,6.0,,,4.0,6.0,,5.0,1.0,7.0,1.0,4.0,12.0,33.0,1.0,4.0,2.0,0.3362,,,,,,,,,,0.053,2.0,,,1.0,1.0,,,2.0,1.0,,,,,,,,
443661,Michael Olise,Midfielder,FC Bayern München,156,France,2022-23,206.0,6.4406,0.0,,,213.0,37.0,31.0,250.0,1158.0,,,57.0,4.0,,2756.0,39.0,202.0,2.0,184.0,859.0,,4.0,36.7993,4.0,13.0,38.0,107.0,,69.0,1.0,408.0,,311.0,165.0,37.0,,,651.0,36.0,351.0,18.0,0.0,,1092.0,635.0,,,407.0,28.0,49.0,2011.0,10.0,318.0,,2.0,37.0,56.0,1.0,167.0,15.0,21.0,61.0,22.0,14.0,2.5801,58.0,29.0,19.0,27.0,76.0,2.0,1.0,12.0,6.0,61.0,3.0,3.0,94.0,87.0,2.0,61.0,10.0,45.0,1.0,24.0,2.0,57.0,181.0,103.0,10.0,15.0,44.0,34.0,58.0,1.0,26.0,333.0,16.0,14.0,12.0,2.8635,11.0,7.0,,,12.0,4.0,,,,0.3353,127.0,9.0,9.0,7.0,7.0,,,79.0,,1.0,30.0,2.0,,,,,
437742,Albert Sambi Lokonga,Midfielder,Arsenal,3,Belgium,2022-23,36.0,0.1025,0.0,,,25.0,15.0,8.0,40.0,399.0,,,21.0,1.0,,732.0,13.0,41.0,2.0,33.0,342.0,,1.0,4.8147,,11.0,8.0,124.0,,17.0,0.0,77.0,,107.0,48.0,15.0,,,175.0,6.0,56.0,8.0,0.0,,385.0,57.0,,,108.0,8.0,17.0,501.0,4.0,184.0,,2.0,15.0,12.0,,23.0,6.0,,15.0,,1.0,0.1325,14.0,2.0,3.0,10.0,,,,,7.0,,1.0,1.0,9.0,2.0,,2.0,,6.0,,3.0,,2.0,,9.0,,1.0,,11.0,2.0,3.0,12.0,60.0,1.0,4.0,,0.1592,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
232413,Eberechi Eze,Midfielder,Arsenal,3,England,2022-23,175.0,3.0989,0.0,,,154.0,38.0,30.0,191.0,1083.0,,,51.0,4.0,,2642.0,32.0,191.0,3.0,172.0,858.0,,2.0,29.2709,,8.0,35.0,282.0,,57.0,4.0,366.0,,320.0,180.0,38.0,,,581.0,32.0,315.0,19.0,0.0,,1009.0,423.0,,,186.0,27.0,34.0,1701.0,9.0,335.0,,3.0,37.0,51.0,,143.0,17.0,2.0,68.0,19.0,26.0,9.9676,42.0,52.0,31.0,34.0,8.0,10.0,5.0,11.0,8.0,24.0,5.0,5.0,37.0,96.0,,53.0,8.0,22.0,5.0,18.0,2.0,41.0,54.0,95.0,8.0,26.0,25.0,24.0,73.0,,13.0,295.0,7.0,15.0,11.0,7.2533,4.0,4.0,,2.0,2.0,11.0,,6.0,,0.6485,51.0,11.0,11.0,14.0,14.0,,,22.0,,,13.0,1.0,1.0,1.0,1.0,,
86417,Jeffrey Schlupp,Midfielder,Crystal Palace,31,Ghana,2022-23,164.0,0.9539,0.0,,,149.0,34.0,30.0,209.0,854.0,,,70.0,4.0,,2546.0,44.0,155.0,4.0,129.0,618.0,,3.0,37.4478,4.0,35.0,38.0,153.0,,33.0,0.0,319.0,,303.0,149.0,34.0,,,348.0,34.0,249.0,26.0,0.0,,838.0,321.0,,,208.0,51.0,27.0,1307.0,29.0,298.0,,7.0,60.0,66.0,,120.0,35.0,1.0,54.0,9.0,9.0,1.6148,66.0,19.0,9.0,28.0,15.0,3.0,2.0,3.0,4.0,1.0,2.0,2.0,52.0,52.0,5.0,17.0,6.0,31.0,1.0,20.0,3.0,19.0,15.0,52.0,6.0,10.0,10.0,46.0,30.0,8.0,23.0,190.0,19.0,19.0,3.0,3.2155,1.0,,,,1.0,3.0,,,,,,4.0,4.0,,,,1.0,,3.0,,,1.0,,,,,
50471,James McArthur,Midfielder,Crystal Palace,31,Scotland,2022-23,3.0,0.0067,0.0,,,9.0,4.0,,11.0,52.0,,,,,,51.0,,3.0,,3.0,40.0,,,0.4171,,1.0,,16.0,,1.0,0.0,6.0,,13.0,5.0,4.0,,,13.0,,6.0,,0.0,,49.0,15.0,,,14.0,,1.0,65.0,,28.0,,0.0,2.0,5.0,,3.0,,,5.0,,,,1.0,,,2.0,,,,,4.0,,,,2.0,,,,,1.0,,,,,,3.0,,,,1.0,1.0,1.0,1.0,9.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
108413,Will Hughes,Midfielder,Crystal Palace,31,England,2022-23,53.0,0.6548,0.0,,,53.0,27.0,7.0,65.0,357.0,,,18.0,,,827.0,13.0,46.0,1.0,41.0,283.0,,2.0,11.0259,3.0,8.0,11.0,87.0,,7.0,0.0,99.0,,107.0,66.0,27.0,,,167.0,10.0,81.0,5.0,0.0,,350.0,105.0,,,93.0,19.0,9.0,508.0,7.0,127.0,,4.0,12.0,19.0,1.0,40.0,14.0,,23.0,2.0,4.0,1.0169,29.0,4.0,9.0,14.0,5.0,1.0,0.0,2.0,20.0,2.0,2.0,2.0,21.0,13.0,,5.0,,9.0,1.0,13.0,,4.0,10.0,14.0,,,,16.0,5.0,7.0,16.0,70.0,2.0,6.0,2.0,0.3445,1.0,,,,,1.0,,,,,4.0,1.0,1.0,,,,,3.0,2.0,,1.0,,,,,1.0,
450535,Malcolm Ebiowei,Forward,Crystal Palace,31,England,2022-23,4.0,0.0075,0.0,,,2.0,3.0,,2.0,7.0,,,,,,31.0,,4.0,,4.0,4.0,,,0.2368,,,1.0,,,1.0,0.0,8.0,,2.0,,3.0,,,3.0,1.0,8.0,,0.0,,7.0,13.0,,,2.0,,1.0,24.0,,2.0,,0.0,,1.0,,4.0,,,,,,,1.0,,,,3.0,,,,3.0,,,,4.0,2.0,,,,2.0,,,,3.0,3.0,3.0,,,1.0,1.0,2.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438464,Cheick Doucouré,Midfielder,Crystal Palace U21,18257,Mali,2022-23,117.0,1.2125,1.0,,,163.0,34.0,34.0,203.0,1239.0,,,59.0,4.0,,2784.0,29.0,137.0,3.0,107.0,987.0,,2.0,36.9663,8.0,47.0,41.0,324.0,,13.0,0.0,254.0,,395.0,220.0,34.0,,,517.0,38.0,195.0,30.0,0.0,,1223.0,266.0,,,318.0,38.0,49.0,1649.0,27.0,521.0,,9.0,40.0,70.0,,88.0,33.0,2.0,89.0,12.0,7.0,1.1256,77.0,24.0,7.0,50.0,4.0,,,8.0,,2.0,1.0,1.0,64.0,15.0,,23.0,4.0,34.0,,31.0,,6.0,4.0,26.0,4.0,17.0,5.0,46.0,17.0,13.0,56.0,202.0,,17.0,8.0,1.4357,3.0,,1.0,,3.0,3.0,,,,,,6.0,6.0,,,1.0,1.0,,1.0,,,1.0,,,,,
466117,Naouirou Ahamada,Midfielder,Crystal Palace U21,18257,France,2022-23,7.0,0.0271,0.0,,,6.0,8.0,,7.0,44.0,,,1.0,,,87.0,1.0,4.0,,4.0,36.0,,1.0,2.0149,1.0,,2.0,6.0,,,0.0,11.0,,11.0,8.0,8.0,,,21.0,2.0,10.0,,0.0,,43.0,17.0,,,19.0,2.0,1.0,66.0,,16.0,,1.0,1.0,2.0,,6.0,1.0,,4.0,,,,3.0,3.0,,1.0,2.0,,,,8.0,,,,2.0,4.0,,1.0,,2.0,,1.0,,1.0,2.0,2.0,,3.0,1.0,2.0,1.0,,,8.0,,,,0.1546,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
532135,Killian Phillips,Midfielder,Crystal Palace,31,Ireland,2022-23,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173954,Jairo Riedewald,Midfielder,Sheffield United,49,Netherlands,2022-23,3.0,0.0091,0.0,,,7.0,6.0,,9.0,41.0,,,3.0,,,60.0,1.0,5.0,,3.0,32.0,,,0.3737,,4.0,,15.0,,1.0,0.0,8.0,,17.0,8.0,6.0,,,17.0,,5.0,2.0,0.0,,38.0,11.0,,,2.0,2.0,,56.0,,15.0,,0.0,2.0,3.0,,2.0,1.0,,3.0,,,,2.0,1.0,,2.0,,,,,6.0,,,,4.0,1.0,2.0,,,2.0,,1.0,,,,,,1.0,,1.0,,,,7.0,2.0,,,0.0721,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,
515503,Jack Wells-Morrison,Midfielder,Wealdstone,3096,England,2022-23,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531989,David Ozoh,Midfielder,Crystal Palace,31,England,2022-23,,0.0018,0.0,,,,1.0,,,3.0,,,,,,1.0,,,,,3.0,,,,,,,2.0,,,0.0,,,,,1.0,,,3.0,,,,0.0,,3.0,1.0,,,,,,4.0,,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530318,Kaden Rodney,Midfielder,Crystal Palace U21,18257,England,2022-23,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80146,Jordan Ayew,Forward,Leicester City,13,Ghana,2022-23,313.0,2.5883,0.0,,,144.0,38.0,31.0,160.0,821.0,,,143.0,6.0,,2720.0,92.0,273.0,4.0,222.0,655.0,,4.0,38.5636,2.0,30.0,41.0,141.0,,90.0,2.0,586.0,,193.0,166.0,38.0,,,434.0,37.0,443.0,51.0,0.0,,817.0,457.0,,,192.0,48.0,6.0,1550.0,9.0,237.0,,5.0,16.0,37.0,,221.0,29.0,10.0,90.0,10.0,11.0,3.0057,66.0,22.0,27.0,39.0,33.0,4.0,3.0,,7.0,10.0,4.0,4.0,65.0,106.0,4.0,28.0,10.0,31.0,1.0,25.0,,59.0,33.0,142.0,10.0,11.0,25.0,41.0,67.0,4.0,15.0,295.0,5.0,14.0,,3.1559,3.0,4.0,,2.0,9.0,5.0,,2.0,,,,3.0,3.0,,,,2.0,,2.0,,,1.0,,,,,
82403,Wilfried Zaha,Forward,Galatasaray,208,Cote d’Ivoire,2022-23,212.0,2.9525,0.0,,,104.0,27.0,27.0,113.0,604.0,,,22.0,3.0,,2294.0,16.0,173.0,3.0,167.0,483.0,,1.0,28.2673,1.0,6.0,34.0,252.0,,77.0,2.0,385.0,,112.0,97.0,27.0,,,349.0,31.0,363.0,6.0,0.0,,589.0,396.0,,,48.0,35.0,8.0,1232.0,5.0,148.0,,5.0,9.0,18.0,,196.0,18.0,6.0,104.0,26.0,22.0,6.0082,31.0,40.0,20.0,37.0,33.0,7.0,2.0,6.0,,6.0,11.0,11.0,45.0,161.0,,24.0,20.0,20.0,5.0,11.0,2.0,63.0,33.0,146.0,20.0,18.0,23.0,20.0,59.0,1.0,16.0,192.0,5.0,6.0,6.0,6.6683,2.0,14.0,,,7.0,3.0,,5.0,,,,4.0,4.0,,,,6.0,,1.0,,,3.0,1.0,2.0,,,2.0
231747,Jean-Philippe Mateta,Forward,Crystal Palace,31,France,2022-23,83.0,0.1642,0.0,,,41.0,29.0,6.0,43.0,146.0,,,70.0,,,754.0,44.0,44.0,1.0,18.0,103.0,,1.0,11.472,,18.0,10.0,38.0,,8.0,1.0,127.0,,28.0,23.0,29.0,,,69.0,9.0,57.0,26.0,0.0,,140.0,95.0,,,24.0,16.0,,293.0,2.0,35.0,,3.0,2.0,10.0,,39.0,9.0,1.0,26.0,8.0,7.0,2.1528,7.0,19.0,4.0,9.0,2.0,2.0,0.0,1.0,23.0,1.0,4.0,4.0,11.0,40.0,,5.0,7.0,2.0,2.0,6.0,1.0,5.0,2.0,23.0,7.0,12.0,10.0,1.0,3.0,1.0,3.0,56.0,,6.0,1.0,3.3535,,8.0,,,,,,1.0,,,,1.0,1.0,,,,2.0,,2.0,,,1.0,,,,,
199670,Odsonne Édouard,Forward,Crystal Palace,31,France,2022-23,187.0,0.7949,0.0,,,107.0,35.0,20.0,111.0,406.0,,,118.0,,,1805.0,77.0,101.0,1.0,60.0,294.0,,3.0,22.7819,,22.0,25.0,107.0,,17.0,1.0,288.0,,96.0,55.0,35.0,,,192.0,24.0,170.0,41.0,0.0,,386.0,257.0,,,82.0,28.0,1.0,751.0,2.0,103.0,,3.0,4.0,17.0,,110.0,13.0,,67.0,13.0,15.0,6.2562,25.0,26.0,27.0,26.0,4.0,5.0,2.0,,15.0,,6.0,6.0,24.0,104.0,,15.0,13.0,12.0,3.0,12.0,3.0,28.0,4.0,79.0,13.0,11.0,11.0,13.0,18.0,5.0,3.0,121.0,,18.0,,4.1815,2.0,13.0,,1.0,1.0,1.0,,1.0,,,,4.0,4.0,,,,4.0,,2.0,,,1.0,,,,,
461382,John-Kymani Gordon,Forward,Colchester United,99,England,2022-23,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
