season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attCorner,attFreekickTarget,attObxdRight,ptsGainedLosingPos,attPenMiss,goalFastbreak,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,successfulFiftyFifty
2015-16,803485,33,2016-04-09 15:00:00,57,Watford,Home,84.0,12.0,3.0,6.0,3.0,8.0,,148.0,2.0,,6.0,19.0,16.0,35.0,226.0,,,15.0,19.0,28.0,7.0,2.0,,,1.0,,2.0,,,,,5.0,,,,,,2.0,7.0,7.0,5.0,,,47.0,65.0,,,,3.0,15.0,3.0,8.0,,,7.0,12.0,2.0,,10.0,4.0,52.0,62.0,3.0,15.0,9.0,1.0,1.0,65.0,13.0,8.0,,,3.0,,2.0,142.0,,,,,,5.0,,2.0,1.0,10.0,,17.0,17.0,2.0,6.0,65.0,80.0,40.0,6.0,,4.0,5.0,4.0,303.0,2.0,3.0,,32.0,55.0,31.0,,,,,,151.0,147.0,2.0,32.0,19.0,41.9,,,1.0,15.0,0.0,72.0,2.0,4.0,6.0,,1.0,,6.0,,3.0,85.0,213.0,6.0,9.0,111.0,18.0,19.0,12.0,7.0,21.0,14.0,,127.0,17.0,236.0,2.0,,57.0,17.0,87.0,3.0,326.0,,0.0,13.0,19.0,,20.0,2.0,509.0,,7.0,8.0,7.0,11.0,0.0,,,,,,,,,,,,,
2015-16,803500,34,2016-04-16 15:00:00,57,Watford,Away,121.0,17.0,2.0,3.0,1.0,8.0,,111.0,3.0,2.0,4.0,11.0,17.0,30.0,229.0,,,18.0,23.0,23.0,8.0,1.0,,,,,,,,,,9.0,,,,,,,11.0,12.0,5.0,,,51.0,64.0,,,,11.0,16.0,3.0,17.0,,1.0,3.0,2.0,2.0,,11.0,3.0,69.0,56.0,11.0,24.0,15.0,,1.0,69.0,17.0,11.0,,,1.0,,,168.0,1.0,1.0,1.0,,1.0,10.0,,3.0,,18.0,,15.0,15.0,4.0,7.0,65.0,101.0,36.0,9.0,1.0,3.0,7.0,4.0,323.0,5.0,1.0,,45.0,47.0,25.0,,2.0,2.0,2.0,,172.0,165.0,4.0,32.0,18.0,43.3,,,1.0,16.0,0.0,65.0,3.0,1.0,4.0,,2.0,,4.0,,2.0,50.0,218.0,8.0,10.0,146.0,29.0,31.0,8.0,3.0,7.0,4.0,,114.0,28.0,210.0,3.0,2.0,57.0,20.0,93.0,,349.0,,0.0,11.0,17.0,,22.0,3.0,554.0,,20.0,6.0,3.0,12.0,0.0,,,,,,,,,,,,,
2015-16,803510,35,2016-05-11 19:45:00,57,Watford,Away,114.0,24.0,,2.0,2.0,6.0,,181.0,3.0,,7.0,16.0,20.0,39.0,293.0,,1.0,14.0,12.0,17.0,8.0,,,,1.0,,1.0,1.0,,,,11.0,,,,,,,8.0,10.0,9.0,6.0,6.0,48.0,58.0,2.0,1.0,2.0,5.0,14.0,3.0,9.0,,,1.0,8.0,4.0,,5.0,3.0,41.0,64.0,5.0,8.0,5.0,2.0,2.0,80.0,13.0,8.0,2.0,1.0,3.0,1.0,1.0,176.0,1.0,,1.0,1.0,,7.0,2.0,1.0,1.0,6.0,,17.0,17.0,1.0,7.0,84.0,83.0,38.0,5.0,,1.0,8.0,7.0,375.0,5.0,1.0,1.0,44.0,49.0,30.0,,,,,,151.0,146.0,1.0,28.0,19.0,44.4,,3.0,1.0,14.0,0.0,92.0,1.0,2.0,3.0,,,,2.0,1.0,3.0,98.0,278.0,11.0,9.0,145.0,37.0,13.0,14.0,,13.0,13.0,,150.0,15.0,268.0,1.0,,40.0,22.0,80.0,3.0,400.0,,0.0,12.0,29.0,2.0,21.0,3.0,585.0,15.0,8.0,11.0,1.0,22.0,0.0,,,,,,,,,,,,,
2015-16,803512,36,2016-04-30 15:00:00,57,Watford,Home,202.0,28.0,3.0,7.0,4.0,6.0,,305.0,3.0,,6.0,13.0,21.0,48.0,500.0,,,26.0,23.0,19.0,8.0,2.0,,1.0,,,2.0,,,,,12.0,,,1.0,,,1.0,8.0,5.0,2.0,,,78.0,60.0,1.0,,1.0,2.0,18.0,5.0,13.0,,,8.0,20.0,9.0,,6.0,,65.0,51.0,2.0,10.0,8.0,,,70.0,14.0,9.0,2.0,,3.0,1.0,2.0,200.0,1.0,,1.0,1.0,,5.0,2.0,1.0,,9.0,1.0,11.0,11.0,,6.0,154.0,74.0,51.0,4.0,1.0,4.0,7.0,6.0,568.0,1.0,1.0,,117.0,75.0,48.0,,,,,,156.0,152.0,2.0,28.0,24.0,64.7,1.0,,1.0,18.0,0.0,156.0,,,,,1.0,,7.0,,2.0,154.0,484.0,5.0,11.0,214.0,43.0,14.0,21.0,6.0,36.0,30.0,,203.0,11.0,410.0,1.0,,27.0,22.0,74.0,1.0,588.0,,0.0,18.0,14.0,,29.0,2.0,778.0,,13.0,10.0,8.0,11.0,0.0,,,,,,,,,,,,,
2015-16,803530,37,2016-05-08 16:00:00,57,Watford,Away,76.0,15.0,3.0,9.0,6.0,5.0,,126.0,4.0,,5.0,5.0,12.0,25.0,193.0,,,15.0,19.0,14.0,7.0,2.0,,,1.0,,1.0,,1.0,,,9.0,,,,,,,10.0,13.0,6.0,,,37.0,51.0,,,,2.0,9.0,2.0,13.0,,,8.0,10.0,4.0,,8.0,2.0,68.0,60.0,2.0,19.0,8.0,,1.0,59.0,15.0,10.0,,,1.0,1.0,1.0,116.0,,,,,,12.0,,2.0,1.0,9.0,,21.0,21.0,4.0,6.0,55.0,66.0,36.0,8.0,,6.0,3.0,3.0,242.0,6.0,1.0,,41.0,33.0,38.0,,,,,,138.0,132.0,4.0,19.0,17.0,33.9,,,1.0,9.0,0.0,63.0,3.0,,3.0,,,,9.0,,3.0,63.0,178.0,6.0,9.0,96.0,31.0,25.0,34.0,8.0,23.0,15.0,,107.0,14.0,198.0,2.0,,16.0,13.0,57.0,1.0,271.0,,0.0,14.0,17.0,,20.0,2.0,487.0,,10.0,20.0,8.0,15.0,0.0,,,,,,,,,,,,,
2015-16,803539,38,2016-05-15 15:00:00,57,Watford,Home,124.0,17.0,3.0,10.0,7.0,4.0,,195.0,5.0,1.0,5.0,13.0,9.0,32.0,309.0,1.0,,16.0,12.0,14.0,11.0,2.0,,,,,,,,,,13.0,1.0,,,,1.0,,6.0,4.0,2.0,,,48.0,58.0,1.0,,2.0,1.0,7.0,4.0,9.0,,1.0,7.0,14.0,7.0,1.0,18.0,1.0,51.0,40.0,1.0,20.0,9.0,,1.0,73.0,11.0,7.0,1.0,,1.0,,,166.0,1.0,1.0,1.0,,1.0,8.0,,,,11.0,1.0,24.0,24.0,1.0,5.0,78.0,74.0,42.0,4.0,,8.0,6.0,6.0,377.0,1.0,3.0,,33.0,74.0,38.0,,,,,1.0,159.0,153.0,3.0,25.0,22.0,54.2,1.0,,1.0,7.0,0.0,109.0,1.0,1.0,2.0,,,,11.0,,3.0,101.0,293.0,6.0,14.0,153.0,34.0,26.0,8.0,7.0,28.0,21.0,,137.0,11.0,276.0,,1.0,29.0,11.0,62.0,1.0,401.0,1.0,0.0,21.0,13.0,3.0,22.0,1.0,615.0,,13.0,6.0,7.0,11.0,0.0,,,,,,,,,,,,,
2016-17,855181,1,2016-08-13 15:00:00,57,Watford,Away,104.0,19.0,2.0,2.0,1.0,1.0,,122.0,3.0,,3.0,11.0,12.0,31.0,224.0,,,5.0,9.0,19.0,2.0,1.0,,,,,,,,,,4.0,,,,,,,7.0,11.0,13.0,1.0,4.0,46.0,74.0,,,,2.0,13.0,,11.0,,,2.0,9.0,5.0,,12.0,5.0,44.0,60.0,2.0,32.0,13.0,,,58.0,12.0,8.0,,,,,,142.0,1.0,,1.0,1.0,,12.0,1.0,3.0,1.0,13.0,,18.0,18.0,2.0,3.0,63.0,86.0,36.0,6.0,1.0,3.0,1.0,1.0,297.0,8.0,2.0,,60.0,34.0,21.0,,,,,,145.0,145.0,2.0,33.0,23.0,35.7,,2.0,4.0,13.0,0.0,74.0,1.0,4.0,6.0,,1.0,,4.0,,3.0,53.0,211.0,10.0,4.0,129.0,37.0,36.0,9.0,2.0,15.0,14.0,,99.0,10.0,211.0,3.0,,34.0,12.0,80.0,,325.0,,1.0,5.0,25.0,1.0,12.0,2.0,522.0,10.0,9.0,8.0,2.0,17.0,0.0,1.0,,,,,,,,,,,,
2016-17,855189,2,2016-08-20 15:00:00,57,Watford,Home,148.0,17.0,,3.0,3.0,,,106.0,4.0,,11.0,9.0,9.0,26.0,251.0,,,13.0,12.0,9.0,1.0,1.0,,,,,1.0,,,,,4.0,,,,,,,10.0,6.0,7.0,3.0,3.0,55.0,56.0,,1.0,,3.0,16.0,2.0,11.0,,,,10.0,2.0,,11.0,1.0,58.0,52.0,3.0,22.0,14.0,,,46.0,20.0,9.0,,,1.0,1.0,1.0,112.0,1.0,,1.0,1.0,,5.0,1.0,1.0,1.0,16.0,,15.0,15.0,2.0,11.0,89.0,47.0,20.0,5.0,1.0,,3.0,2.0,309.0,3.0,1.0,,49.0,24.0,21.0,,,,,,122.0,122.0,2.0,23.0,16.0,37.6,,3.0,1.0,16.0,0.0,74.0,,2.0,2.0,,2.0,,2.0,,3.0,40.0,237.0,8.0,3.0,169.0,31.0,31.0,15.0,,13.0,13.0,,77.0,5.0,174.0,1.0,1.0,30.0,9.0,59.0,1.0,330.0,1.0,0.0,6.0,25.0,2.0,20.0,4.0,530.0,10.0,7.0,9.0,,17.0,0.0,,,,,,,,,,,,,
2016-17,855200,3,2016-08-27 15:00:00,57,Watford,Home,144.0,17.0,2.0,5.0,3.0,5.0,,172.0,4.0,2.0,6.0,9.0,10.0,36.0,311.0,,,19.0,14.0,19.0,6.0,2.0,,,,,,,,,,11.0,,,,,,,13.0,6.0,4.0,8.0,6.0,58.0,57.0,,,1.0,,13.0,2.0,22.0,,,3.0,15.0,6.0,,14.0,3.0,75.0,57.0,,9.0,4.0,,,60.0,18.0,13.0,,,2.0,2.0,,150.0,,,,,,8.0,1.0,1.0,,7.0,,11.0,11.0,,6.0,91.0,74.0,38.0,2.0,,5.0,3.0,6.0,370.0,1.0,2.0,,48.0,55.0,33.0,1.0,1.0,1.0,,,145.0,145.0,5.0,23.0,20.0,45.3,,,,13.0,0.0,98.0,3.0,1.0,4.0,,,,6.0,,3.0,85.0,291.0,6.0,8.0,163.0,32.0,17.0,19.0,3.0,26.0,23.0,,127.0,10.0,260.0,1.0,2.0,29.0,11.0,74.0,1.0,397.0,1.0,0.0,14.0,14.0,,24.0,6.0,584.0,28.0,8.0,11.0,3.0,9.0,0.0,2.0,,,,,,,,,,,,
2016-17,855211,4,2016-09-10 15:00:00,57,Watford,Away,129.0,7.0,1.0,4.0,3.0,1.0,,108.0,4.0,3.0,3.0,6.0,10.0,17.0,233.0,,,9.0,16.0,16.0,6.0,,,,,,,,,,,13.0,,,,,,,7.0,8.0,11.0,10.0,3.0,48.0,62.0,3.0,3.0,,5.0,9.0,2.0,10.0,,,4.0,7.0,3.0,1.0,6.0,1.0,51.0,57.0,5.0,24.0,12.0,,,52.0,15.0,10.0,2.0,,1.0,,,138.0,3.0,,2.0,3.0,,10.0,4.0,3.0,,14.0,1.0,5.0,5.0,1.0,6.0,66.0,67.0,24.0,4.0,1.0,,9.0,8.0,297.0,4.0,2.0,,47.0,27.0,28.0,,,,,,133.0,133.0,2.0,25.0,26.0,42.1,,,1.0,9.0,0.0,73.0,1.0,1.0,2.0,,,,3.0,,3.0,60.0,216.0,5.0,9.0,151.0,26.0,33.0,14.0,3.0,13.0,10.0,,104.0,7.0,187.0,3.0,3.0,28.0,10.0,59.0,1.0,325.0,,0.0,13.0,24.0,,14.0,2.0,502.0,25.0,9.0,8.0,4.0,21.0,0.0,,,,3.0,,,,,,,,,
2016-17,855220,5,2016-09-18 12:00:00,57,Watford,Home,67.0,18.0,,5.0,5.0,5.0,1.0,120.0,6.0,4.0,2.0,8.0,6.0,25.0,182.0,2.0,1.0,18.0,21.0,16.0,4.0,,,,,,1.0,,,,,5.0,1.0,,,,,3.0,10.0,8.0,7.0,6.0,4.0,55.0,58.0,1.0,1.0,2.0,6.0,16.0,2.0,8.0,,,5.0,3.0,3.0,,8.0,1.0,58.0,56.0,6.0,14.0,7.0,,1.0,43.0,14.0,17.0,1.0,,9.0,4.0,1.0,138.0,2.0,,2.0,2.0,,10.0,2.0,1.0,,11.0,,13.0,13.0,,3.0,46.0,72.0,30.0,7.0,1.0,1.0,5.0,5.0,248.0,4.0,3.0,,57.0,49.0,25.0,,,,,1.0,149.0,149.0,4.0,18.0,23.0,39.9,,,,16.0,0.0,45.0,1.0,,1.0,,,,3.0,,3.0,56.0,161.0,5.0,6.0,91.0,27.0,20.0,12.0,3.0,13.0,10.0,,99.0,10.0,206.0,1.0,4.0,29.0,6.0,68.0,,284.0,2.0,0.0,10.0,19.0,1.0,28.0,3.0,462.0,19.0,10.0,5.0,5.0,15.0,0.0,,1.0,,,,,,,,,,,
2016-17,855224,6,2016-09-26 20:00:00,57,Watford,Away,195.0,20.0,4.0,3.0,1.0,4.0,,156.0,3.0,,4.0,12.0,17.0,31.0,348.0,,,16.0,31.0,34.0,4.0,2.0,,,,,1.0,,,,,5.0,,,,,,3.0,7.0,10.0,3.0,5.0,7.0,76.0,60.0,1.0,1.0,,2.0,10.0,6.0,3.0,,,6.0,8.0,1.0,,4.0,1.0,66.0,69.0,2.0,29.0,19.0,,,66.0,15.0,10.0,,,2.0,,1.0,173.0,,,,,,5.0,,,,19.0,,13.0,13.0,2.0,5.0,118.0,89.0,41.0,7.0,,3.0,3.0,2.0,444.0,6.0,,,58.0,42.0,24.0,,,,,,169.0,169.0,1.0,25.0,28.0,56.5,,,,10.0,0.0,102.0,2.0,,2.0,,2.0,,4.0,1.0,3.0,63.0,329.0,5.0,6.0,227.0,37.0,29.0,24.0,6.0,13.0,9.0,,116.0,11.0,255.0,1.0,,48.0,20.0,76.0,,469.0,1.0,0.0,12.0,15.0,2.0,22.0,3.0,658.0,12.0,13.0,10.0,6.0,14.0,0.0,3.0,,,,,,,,,,,,
2016-17,855240,7,2016-10-01 15:00:00,57,Watford,Home,97.0,17.0,1.0,6.0,5.0,10.0,2.0,179.0,7.0,,1.0,9.0,9.0,34.0,270.0,1.0,,18.0,14.0,18.0,11.0,1.0,,,,,,,,,,14.0,,,,,,2.0,9.0,4.0,7.0,9.0,8.0,55.0,47.0,1.0,,1.0,3.0,17.0,5.0,12.0,,,4.0,12.0,4.0,,13.0,,56.0,55.0,3.0,16.0,11.0,,,65.0,17.0,11.0,1.0,,3.0,5.0,,143.0,2.0,1.0,2.0,1.0,1.0,10.0,1.0,2.0,1.0,12.0,,15.0,15.0,5.0,2.0,65.0,69.0,40.0,5.0,,5.0,9.0,7.0,324.0,3.0,1.0,,67.0,53.0,35.0,,,,,,132.0,132.0,4.0,17.0,21.0,48.0,,,1.0,17.0,0.0,86.0,,,,,,,5.0,,2.0,94.0,252.0,6.0,14.0,111.0,27.0,25.0,10.0,4.0,25.0,21.0,,138.0,17.0,263.0,2.0,,29.0,10.0,67.0,,349.0,1.0,0.0,17.0,18.0,,23.0,3.0,546.0,24.0,12.0,8.0,4.0,13.0,0.0,1.0,,,1.0,,,,,,,,,
2016-17,855248,8,2016-10-16 13:30:00,57,Watford,Away,120.0,8.0,,2.0,2.0,2.0,1.0,68.0,6.0,1.0,5.0,6.0,4.0,28.0,186.0,,,15.0,12.0,17.0,3.0,,,,,,,,,,,2.0,,,,,,1.0,4.0,6.0,4.0,2.0,2.0,57.0,59.0,,,,3.0,16.0,1.0,8.0,,3.0,6.0,4.0,3.0,1.0,14.0,,48.0,59.0,3.0,27.0,17.0,,1.0,44.0,10.0,15.0,,1.0,3.0,3.0,,116.0,,,,,,11.0,1.0,4.0,1.0,19.0,,15.0,15.0,1.0,7.0,52.0,67.0,27.0,4.0,,1.0,2.0,2.0,237.0,,3.0,,39.0,18.0,20.0,,,,,,141.0,141.0,2.0,23.0,21.0,36.1,,,,16.0,0.0,40.0,2.0,1.0,3.0,,,,1.0,,3.0,32.0,167.0,7.0,3.0,137.0,24.0,30.0,14.0,5.0,15.0,10.0,,73.0,9.0,143.0,4.0,1.0,27.0,5.0,67.0,1.0,265.0,,0.0,4.0,21.0,,26.0,1.0,467.0,15.0,10.0,7.0,6.0,14.0,0.0,1.0,,,,,,,,,,,,
2016-17,855260,9,2016-10-22 15:00:00,57,Watford,Away,166.0,17.0,,4.0,4.0,3.0,,125.0,7.0,,3.0,17.0,12.0,31.0,287.0,,,11.0,19.0,15.0,6.0,1.0,1.0,,1.0,,2.0,,,,,8.0,,,,,,,7.0,4.0,7.0,5.0,5.0,59.0,79.0,,,,2.0,18.0,5.0,7.0,,,2.0,5.0,9.0,,13.0,4.0,54.0,48.0,2.0,20.0,13.0,,,52.0,16.0,14.0,,,2.0,,2.0,152.0,,,,,,11.0,,1.0,2.0,14.0,,20.0,20.0,3.0,3.0,91.0,71.0,39.0,7.0,,2.0,5.0,2.0,355.0,3.0,5.0,,48.0,19.0,21.0,,,,,,160.0,160.0,4.0,37.0,29.0,46.2,,,1.0,18.0,0.0,83.0,2.0,3.0,5.0,,4.0,1.0,3.0,,2.0,60.0,270.0,7.0,7.0,195.0,23.0,25.0,7.0,1.0,15.0,14.0,1.0,101.0,10.0,205.0,1.0,,43.0,15.0,67.0,4.0,385.0,1.0,0.0,10.0,15.0,2.0,19.0,1.0,588.0,22.0,19.0,5.0,2.0,8.0,0.0,,,,,,,,,,,,,
2016-17,855270,10,2016-10-29 15:00:00,57,Watford,Home,158.0,11.0,1.0,8.0,7.0,3.0,1.0,224.0,6.0,1.0,3.0,5.0,15.0,27.0,374.0,1.0,1.0,18.0,15.0,24.0,18.0,1.0,,,,,,,,,,17.0,,,1.0,,1.0,,7.0,3.0,5.0,11.0,12.0,73.0,58.0,1.0,1.0,,3.0,14.0,7.0,3.0,,,7.0,17.0,6.0,,9.0,2.0,41.0,51.0,3.0,21.0,11.0,,,67.0,13.0,8.0,,,1.0,2.0,,169.0,,,,,,10.0,,,1.0,11.0,2.0,19.0,19.0,1.0,3.0,102.0,79.0,44.0,2.0,,15.0,4.0,,454.0,2.0,1.0,,31.0,101.0,38.0,,,,,,149.0,149.0,1.0,24.0,30.0,54.4,2.0,,1.0,14.0,0.0,132.0,1.0,1.0,2.0,,,,16.0,,3.0,108.0,357.0,4.0,19.0,182.0,26.0,21.0,10.0,4.0,29.0,25.0,,155.0,12.0,323.0,,1.0,28.0,16.0,64.0,,476.0,3.0,0.0,23.0,13.0,1.0,20.0,1.0,672.0,32.0,11.0,7.0,7.0,8.0,0.0,6.0,,,,,,,,,,,,
2016-17,855278,11,2016-11-06 14:15:00,57,Watford,Away,123.0,19.0,,4.0,4.0,4.0,1.0,143.0,8.0,,2.0,12.0,9.0,33.0,262.0,,1.0,11.0,14.0,19.0,6.0,,,,,,,,1.0,,1.0,8.0,,,,,,1.0,6.0,22.0,6.0,4.0,7.0,64.0,80.0,1.0,1.0,,1.0,23.0,1.0,6.0,,,3.0,5.0,8.0,1.0,14.0,7.0,48.0,55.0,1.0,19.0,13.0,,1.0,57.0,10.0,13.0,,,2.0,2.0,,159.0,1.0,,1.0,1.0,,12.0,1.0,1.0,,13.0,,17.0,17.0,3.0,2.0,82.0,85.0,43.0,6.0,,,7.0,8.0,340.0,2.0,4.0,,49.0,46.0,25.0,,,,,,173.0,173.0,2.0,34.0,35.0,40.4,,,,23.0,0.0,73.0,8.0,3.0,11.0,,1.0,,2.0,,3.0,54.0,235.0,14.0,7.0,158.0,31.0,19.0,20.0,2.0,17.0,15.0,,95.0,15.0,237.0,1.0,,46.0,11.0,83.0,2.0,378.0,,0.0,11.0,9.0,1.0,17.0,2.0,578.0,13.0,13.0,15.0,3.0,5.0,0.0,2.0,,,,,,,,,,,,
2016-17,855290,12,2016-11-19 15:00:00,57,Watford,Home,98.0,23.0,3.0,5.0,2.0,5.0,,129.0,4.0,,2.0,7.0,4.0,30.0,222.0,,,20.0,20.0,28.0,4.0,4.0,,,,,,,,,,6.0,,,,,,1.0,4.0,7.0,4.0,7.0,3.0,40.0,65.0,1.0,1.0,,4.0,18.0,,10.0,,,4.0,7.0,3.0,,11.0,1.0,57.0,72.0,4.0,34.0,18.0,,1.0,61.0,12.0,18.0,1.0,,4.0,3.0,,170.0,2.0,,1.0,2.0,,7.0,2.0,3.0,,18.0,,19.0,19.0,3.0,4.0,60.0,93.0,28.0,6.0,1.0,7.0,3.0,3.0,326.0,6.0,4.0,,50.0,57.0,23.0,1.0,1.0,1.0,,,198.0,198.0,4.0,27.0,25.0,45.8,,,1.0,18.0,0.0,83.0,1.0,,1.0,,3.0,,7.0,,2.0,62.0,209.0,13.0,10.0,127.0,33.0,34.0,18.0,4.0,17.0,13.0,,109.0,16.0,243.0,3.0,,40.0,5.0,77.0,1.0,353.0,1.0,0.0,10.0,15.0,,27.0,2.0,592.0,22.0,24.0,12.0,4.0,10.0,0.0,3.0,,,,,,,,,,,,
2016-17,855301,13,2016-11-27 12:00:00,57,Watford,Home,115.0,15.0,,7.0,7.0,2.0,3.0,142.0,6.0,,5.0,14.0,4.0,34.0,250.0,,,18.0,25.0,17.0,6.0,3.0,,,,,,1.0,,,,8.0,,,,,,2.0,12.0,8.0,7.0,7.0,4.0,35.0,63.0,,,,3.0,18.0,1.0,8.0,,,3.0,8.0,14.0,,10.0,1.0,73.0,60.0,3.0,15.0,9.0,,,58.0,24.0,13.0,,,2.0,3.0,,153.0,,,,,,7.0,,,1.0,9.0,,13.0,13.0,2.0,5.0,78.0,73.0,42.0,3.0,,7.0,2.0,2.0,328.0,6.0,1.0,1.0,46.0,58.0,40.0,,,,,,164.0,164.0,6.0,26.0,24.0,49.8,,,1.0,18.0,0.0,90.0,1.0,,1.0,1.0,,,8.0,,3.0,68.0,229.0,6.0,9.0,141.0,43.0,15.0,19.0,2.0,27.0,25.0,,120.0,7.0,242.0,,,32.0,5.0,67.0,1.0,356.0,1.0,1.0,11.0,18.0,,23.0,3.0,556.0,24.0,14.0,12.0,3.0,14.0,0.0,,,,,,,,,,,,,
2016-17,855310,14,2016-12-03 15:00:00,57,Watford,Away,164.0,28.0,1.0,4.0,3.0,2.0,,183.0,3.0,,2.0,10.0,11.0,42.0,343.0,,,18.0,31.0,19.0,7.0,1.0,,,,,,,,,,14.0,,,,,,1.0,2.0,6.0,5.0,10.0,7.0,78.0,65.0,1.0,,1.0,3.0,20.0,7.0,8.0,,,4.0,14.0,7.0,1.0,7.0,,56.0,46.0,3.0,23.0,13.0,,,68.0,8.0,12.0,,,3.0,3.0,,149.0,1.0,,1.0,,1.0,9.0,,,2.0,13.0,,11.0,11.0,,3.0,103.0,92.0,46.0,3.0,,2.0,7.0,5.0,417.0,,3.0,,61.0,68.0,31.0,,,,,,162.0,162.0,4.0,27.0,31.0,59.7,,,1.0,20.0,0.0,112.0,,,,,2.0,,5.0,1.0,2.0,89.0,325.0,11.0,9.0,183.0,52.0,23.0,9.0,2.0,26.0,24.0,,141.0,6.0,285.0,,,38.0,12.0,85.0,2.0,442.0,,1.0,17.0,11.0,,27.0,1.0,633.0,30.0,14.0,4.0,4.0,11.0,0.0,2.0,,1.0,,,,,,,,,,
2016-17,855321,15,2016-12-10 12:30:00,57,Watford,Home,117.0,19.0,2.0,6.0,4.0,4.0,2.0,151.0,3.0,,7.0,9.0,9.0,27.0,262.0,,,18.0,22.0,23.0,4.0,3.0,,,,,,,,,,5.0,,,,,,3.0,5.0,8.0,3.0,10.0,1.0,58.0,67.0,3.0,1.0,2.0,2.0,17.0,1.0,9.0,,,2.0,10.0,6.0,1.0,17.0,1.0,64.0,65.0,2.0,28.0,11.0,,,63.0,11.0,14.0,2.0,,6.0,3.0,,169.0,3.0,2.0,3.0,1.0,2.0,7.0,1.0,2.0,,11.0,,14.0,14.0,2.0,7.0,51.0,75.0,40.0,4.0,,4.0,6.0,6.0,326.0,3.0,5.0,,48.0,58.0,33.0,,,,,,172.0,172.0,6.0,25.0,24.0,47.3,,,4.0,17.0,0.0,79.0,,2.0,2.0,,,,4.0,,3.0,80.0,242.0,11.0,10.0,130.0,39.0,28.0,19.0,2.0,21.0,19.0,,134.0,12.0,248.0,2.0,,29.0,9.0,63.0,3.0,357.0,,0.0,11.0,16.0,1.0,25.0,2.0,596.0,23.0,25.0,14.0,2.0,13.0,0.0,2.0,,,3.0,,,,,,,,,
