season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attFreekickGoal,attLgLeft,attPenTarget,penaltySave,secondYellow,attCorner,attFreekickPost,attOneOnOne,attPenMiss,contentiousDecision,attLgRight,attObxdRight,attemptedTackleFoul,blockedPass,putThrough,successfulPutThrough,ptsDroppedWinningPos,ptsGainedLosingPos,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,keeperGoals,subsGoals,successfulFiftyFifty,winningGoal,totalDistance
2010-11,321757,11.0,2010-11-07 13:30:00,4,Newcastle,Away,176.0,13.0,1.0,3.0,2.0,2.0,,131.0,5.0,2.0,4.0,15.0,23.0,35.0,304.0,,,17.0,6.0,20.0,3.0,1.0,,,1.0,1.0,,,,3.0,,,,,1.0,7.0,4.0,,,,68.0,71.0,1.0,,1.0,5.0,1.0,7.0,,2.0,7.0,6.0,,21.0,2.0,57.0,58.0,5.0,26.0,15.0,,1.0,63.0,13.0,15.0,1.0,,2.0,,1.0,146.0,1.0,1.0,1.0,,1.0,,7.0,,,,1.0,,,,1.0,30.0,,17.0,17.0,3.0,4.0,84.0,89.0,54.0,12.0,,4.0,1.0,2.0,,,,6.0,2.0,,52.0,39.0,14.0,,,,,178.0,153.0,1.0,35.0,22.0,42.4,,2.0,0.0,,,,91.0,3.0,,,,,4.0,,1.0,58.0,,5.0,201.0,26.0,51.0,16.0,2.0,15.0,13.0,,94.0,12.0,203.0,2.0,2.0,28.0,24.0,59.0,2.0,389.0,,0.0,7.0,18.0,,24.0,2.0,617.0,,11.0,5.0,2.0,17.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,321776,12.0,2010-11-10 19:45:00,4,Newcastle,Home,173.0,17.0,1.0,5.0,4.0,2.0,,205.0,,,4.0,9.0,22.0,32.0,373.0,,,22.0,17.0,13.0,3.0,,,,,,,,,,,,,,1.0,3.0,4.0,,,,71.0,59.0,,,1.0,,3.0,10.0,,4.0,11.0,13.0,,6.0,,63.0,46.0,,10.0,5.0,1.0,,76.0,16.0,18.0,1.0,,,,,202.0,1.0,1.0,1.0,,1.0,,3.0,,,,1.0,,,,1.0,11.0,,21.0,17.0,1.0,4.0,114.0,111.0,56.0,1.0,,2.0,2.0,1.0,,,,2.0,3.0,,89.0,48.0,29.0,,,,,190.0,180.0,2.0,20.0,25.0,64.3,,2.0,0.0,,,,101.0,,1.0,,,,4.0,,2.0,82.0,,4.0,193.0,34.0,20.0,18.0,4.0,32.0,28.0,,133.0,12.0,327.0,2.0,,34.0,23.0,67.0,2.0,488.0,,0.0,8.0,12.0,,24.0,3.0,668.0,,7.0,3.0,4.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,321781,13.0,2010-11-13 15:00:00,4,Newcastle,Home,136.0,21.0,2.0,8.0,6.0,5.0,,188.0,2.0,1.0,3.0,15.0,22.0,35.0,316.0,,2.0,18.0,16.0,24.0,10.0,1.0,,,,1.0,,,,10.0,,,,,2.0,6.0,6.0,,,,66.0,51.0,3.0,3.0,,2.0,5.0,8.0,,5.0,8.0,16.0,,8.0,4.0,56.0,71.0,2.0,9.0,5.0,,,75.0,11.0,22.0,,,1.0,1.0,1.0,169.0,,,,,,,5.0,,,,,,,,,21.0,,20.0,15.0,1.0,3.0,87.0,82.0,42.0,5.0,,5.0,6.0,4.0,,,,3.0,1.0,,55.0,44.0,34.0,,,,,196.0,172.0,1.0,21.0,19.0,54.0,,1.0,0.0,,,,98.0,2.0,2.0,,1.0,,7.0,1.0,2.0,89.0,,11.0,153.0,40.0,33.0,28.0,5.0,30.0,25.0,,147.0,16.0,297.0,,1.0,50.0,25.0,73.0,1.0,420.0,1.0,0.0,16.0,10.0,5.0,23.0,2.0,641.0,,15.0,15.0,5.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,321791,14.0,2010-11-20 15:00:00,4,Newcastle,Away,131.0,12.0,1.0,4.0,3.0,7.0,,140.0,6.0,,2.0,17.0,15.0,25.0,267.0,,2.0,24.0,18.0,14.0,4.0,1.0,,,,,,,,5.0,,,1.0,,,14.0,7.0,,,,48.0,69.0,3.0,4.0,1.0,2.0,,11.0,,3.0,12.0,6.0,,18.0,2.0,70.0,50.0,2.0,14.0,7.0,1.0,,75.0,12.0,13.0,1.0,,,1.0,,166.0,,,,,,,12.0,,,,1.0,,,,2.0,20.0,1.0,17.0,12.0,2.0,2.0,86.0,86.0,44.0,2.0,,4.0,1.0,2.0,,,,3.0,4.0,,48.0,39.0,31.0,2.0,2.0,2.0,,190.0,171.0,2.0,30.0,24.0,50.7,1.0,,0.0,,,,64.0,3.0,,,2.0,,5.0,,3.0,76.0,,5.0,152.0,30.0,33.0,25.0,3.0,22.0,19.0,,128.0,21.0,234.0,1.0,1.0,36.0,17.0,56.0,2.0,364.0,,1.0,7.0,11.0,5.0,26.0,2.0,582.0,,11.0,12.0,3.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,321802,15.0,2010-11-28 13:30:00,4,Newcastle,Home,135.0,15.0,,2.0,2.0,5.0,1.0,147.0,7.0,,4.0,12.0,18.0,23.0,280.0,,,18.0,13.0,15.0,1.0,1.0,,,,,,,,3.0,,,,,2.0,15.0,5.0,,,,63.0,73.0,,1.0,1.0,6.0,,10.0,1.0,6.0,11.0,10.0,,14.0,4.0,55.0,56.0,6.0,22.0,7.0,,,61.0,10.0,11.0,1.0,,3.0,1.0,,150.0,,,,,,,13.0,,,1.0,1.0,,,,,14.0,,12.0,11.0,2.0,4.0,85.0,93.0,49.0,7.0,,1.0,1.0,3.0,,,,8.0,5.0,,60.0,47.0,17.0,,,,,180.0,166.0,2.0,40.0,18.0,43.0,,,0.0,,,,77.0,6.0,,,4.0,,2.0,,1.0,58.0,,2.0,158.0,31.0,36.0,16.0,6.0,28.0,22.0,,96.0,13.0,245.0,2.0,,37.0,20.0,55.0,2.0,375.0,,0.0,5.0,22.0,2.0,19.0,2.0,603.0,,9.0,8.0,6.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,321815,16.0,2010-12-05 13:30:00,4,Newcastle,Away,131.0,14.0,2.0,6.0,4.0,3.0,,129.0,10.0,,,9.0,14.0,29.0,254.0,,1.0,18.0,15.0,10.0,7.0,2.0,,,,,,,,8.0,,,,,1.0,13.0,8.0,,,,63.0,55.0,,,1.0,5.0,3.0,9.0,,3.0,11.0,7.0,,13.0,3.0,53.0,47.0,4.0,14.0,7.0,1.0,1.0,56.0,9.0,11.0,1.0,,3.0,1.0,,151.0,,,,,,,18.0,,,1.0,1.0,,,,,12.0,,10.0,8.0,1.0,,61.0,84.0,43.0,7.0,,4.0,5.0,4.0,,,,4.0,2.0,,55.0,28.0,17.0,,,,,151.0,141.0,,24.0,25.0,42.4,,1.0,0.0,,,,59.0,1.0,2.0,,3.0,,5.0,,3.0,43.0,,9.0,150.0,23.0,23.0,14.0,3.0,22.0,19.0,,83.0,15.0,206.0,1.0,1.0,29.0,17.0,53.0,,334.0,,0.0,12.0,19.0,2.0,20.0,5.0,530.0,,13.0,7.0,3.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,321822,17.0,2010-12-11 17:30:00,4,Newcastle,Home,117.0,18.0,1.0,3.0,2.0,7.0,,164.0,5.0,,1.0,22.0,9.0,42.0,278.0,,1.0,17.0,7.0,24.0,3.0,,,,,,,,,5.0,,,,,2.0,13.0,8.0,4.0,3.0,,48.0,61.0,3.0,2.0,2.0,2.0,1.0,9.0,1.0,2.0,6.0,4.0,,23.0,1.0,63.0,59.0,2.0,18.0,8.0,1.0,,71.0,21.0,13.0,1.0,,4.0,2.0,,165.0,2.0,,1.0,1.0,1.0,,10.0,,,1.0,,,,,2.0,18.0,,17.0,14.0,,1.0,88.0,88.0,55.0,5.0,2.0,3.0,2.0,3.0,355.0,,,5.0,,,73.0,37.0,27.0,,,,,184.0,165.0,2.0,20.0,30.0,44.9,,,0.0,,,,80.0,4.0,,3.0,2.0,,3.0,,3.0,71.0,261.0,5.0,136.0,31.0,37.0,8.0,2.0,14.0,12.0,,119.0,23.0,259.0,,,44.0,10.0,64.0,2.0,381.0,,0.0,7.0,19.0,1.0,23.0,2.0,583.0,14.0,15.0,3.0,2.0,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,321828,18.0,2011-02-15 19:45:00,4,Newcastle,Away,88.0,8.0,,5.0,5.0,3.0,,144.0,4.0,,1.0,10.0,17.0,26.0,227.0,,,14.0,26.0,20.0,6.0,,,1.0,,1.0,,,,10.0,,,,,,8.0,4.0,,,,51.0,51.0,2.0,,2.0,4.0,3.0,13.0,,6.0,12.0,1.0,,9.0,1.0,67.0,46.0,4.0,25.0,13.0,,,86.0,14.0,14.0,2.0,,2.0,,1.0,159.0,2.0,,2.0,2.0,,,13.0,,,2.0,2.0,,,,1.0,23.0,,4.0,3.0,,1.0,60.0,90.0,36.0,4.0,,2.0,6.0,4.0,,,,3.0,2.0,,59.0,52.0,21.0,,,,,173.0,161.0,2.0,16.0,18.0,46.9,,1.0,0.0,,,,55.0,3.0,,,3.0,,4.0,,3.0,72.0,,8.0,105.0,30.0,37.0,9.0,5.0,18.0,13.0,,134.0,11.0,238.0,2.0,,29.0,20.0,63.0,5.0,325.0,,0.0,11.0,9.0,1.0,23.0,3.0,505.0,,10.0,3.0,6.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,321845,19.0,2010-12-26 15:00:00,4,Newcastle,Home,145.0,23.0,3.0,14.0,11.0,5.0,,215.0,2.0,1.0,5.0,20.0,15.0,47.0,346.0,,,29.0,11.0,12.0,13.0,2.0,,,1.0,1.0,1.0,,,14.0,,,,,2.0,5.0,6.0,,,,52.0,55.0,1.0,1.0,,1.0,6.0,8.0,,6.0,12.0,21.0,,19.0,,51.0,63.0,1.0,11.0,5.0,1.0,,88.0,8.0,15.0,1.0,,4.0,5.0,1.0,161.0,1.0,1.0,1.0,,1.0,,6.0,,,,,,,,1.0,11.0,,16.0,13.0,1.0,5.0,119.0,88.0,49.0,3.0,,9.0,7.0,5.0,,,,2.0,,1.0,65.0,57.0,46.0,,,,,190.0,181.0,1.0,21.0,24.0,56.6,,1.0,0.0,,,,116.0,,1.0,,,,13.0,,1.0,90.0,,16.0,155.0,39.0,20.0,14.0,6.0,44.0,38.0,,158.0,11.0,337.0,,1.0,36.0,16.0,64.0,1.0,448.0,,0.0,24.0,28.0,1.0,34.0,1.0,697.0,,14.0,8.0,6.0,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,321853,20.0,2010-12-28 15:00:00,4,Newcastle,Away,81.0,8.0,2.0,5.0,3.0,5.0,,134.0,4.0,,2.0,9.0,18.0,22.0,210.0,,,15.0,12.0,20.0,5.0,1.0,1.0,1.0,,2.0,,,,6.0,,,,,1.0,7.0,9.0,,,,51.0,54.0,1.0,1.0,,2.0,3.0,11.0,,7.0,13.0,6.0,,13.0,4.0,57.0,49.0,2.0,12.0,8.0,,,71.0,16.0,9.0,,,4.0,3.0,2.0,149.0,,,,,,,9.0,,,,,,,,,17.0,,15.0,10.0,3.0,2.0,53.0,78.0,41.0,9.0,,3.0,3.0,4.0,,,,2.0,2.0,,24.0,55.0,27.0,,,,,164.0,148.0,5.0,16.0,24.0,45.0,,,0.0,,,,49.0,2.0,4.0,,,1.0,5.0,,2.0,54.0,,6.0,90.0,19.0,28.0,7.0,7.0,29.0,22.0,1.0,117.0,17.0,241.0,1.0,,22.0,18.0,45.0,2.0,302.0,,0.0,12.0,18.0,2.0,17.0,4.0,489.0,,3.0,2.0,7.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,321866,21.0,2011-01-02 16:00:00,4,Newcastle,Away,91.0,10.0,1.0,6.0,5.0,7.0,1.0,148.0,6.0,,,12.0,8.0,22.0,233.0,,,20.0,17.0,15.0,7.0,2.0,1.0,1.0,,1.0,,,1.0,9.0,,2.0,1.0,,3.0,5.0,4.0,,,,50.0,57.0,3.0,4.0,1.0,,1.0,7.0,,3.0,11.0,7.0,,15.0,1.0,61.0,67.0,,17.0,2.0,,,68.0,16.0,15.0,1.0,,4.0,6.0,1.0,146.0,,,,,,,11.0,,,1.0,,,,,1.0,13.0,3.0,20.0,14.0,1.0,,63.0,85.0,47.0,3.0,,6.0,3.0,4.0,,,,2.0,,,41.0,75.0,17.0,,,,,184.0,171.0,5.0,20.0,23.0,48.8,3.0,,0.0,,,,64.0,1.0,1.0,,1.0,1.0,10.0,1.0,3.0,76.0,,9.0,113.0,13.0,30.0,20.0,3.0,27.0,24.0,1.0,113.0,13.0,237.0,,,33.0,9.0,44.0,3.0,323.0,,0.0,15.0,24.0,1.0,34.0,2.0,557.0,,16.0,13.0,3.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,321876,22.0,2011-01-05 19:45:00,4,Newcastle,Home,167.0,17.0,,3.0,3.0,8.0,,156.0,5.0,1.0,3.0,11.0,13.0,32.0,320.0,1.0,3.0,19.0,16.0,11.0,8.0,,,,,,,,,12.0,,,,,1.0,4.0,9.0,,,,54.0,69.0,4.0,1.0,4.0,2.0,1.0,8.0,,4.0,10.0,4.0,,16.0,2.0,57.0,57.0,2.0,11.0,3.0,,,72.0,12.0,12.0,4.0,1.0,3.0,2.0,,151.0,3.0,,3.0,3.0,,,10.0,,,4.0,1.0,,,,2.0,11.0,,17.0,14.0,2.0,3.0,111.0,87.0,49.0,3.0,1.0,4.0,7.0,9.0,,,,3.0,,,58.0,41.0,24.0,,,,,155.0,141.0,1.0,35.0,24.0,51.6,,1.0,0.0,,,,78.0,2.0,1.0,,3.0,,4.0,,3.0,64.0,,11.0,179.0,27.0,25.0,18.0,2.0,18.0,16.0,,105.0,18.0,233.0,1.0,1.0,29.0,17.0,57.0,3.0,394.0,1.0,0.0,14.0,23.0,4.0,19.0,0.0,600.0,,20.0,11.0,4.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,321882,23.0,2011-01-16 12:00:00,4,Newcastle,Away,94.0,16.0,3.0,5.0,2.0,11.0,,111.0,7.0,1.0,1.0,9.0,7.0,22.0,200.0,,2.0,19.0,30.0,22.0,7.0,2.0,,1.0,,1.0,,,,6.0,,,,,,9.0,4.0,,,,33.0,65.0,1.0,1.0,1.0,5.0,1.0,3.0,,6.0,10.0,10.0,,16.0,2.0,65.0,62.0,4.0,21.0,12.0,1.0,,70.0,7.0,16.0,,,2.0,1.0,1.0,164.0,,,,,,,11.0,,,,,,,,,19.0,,10.0,10.0,2.0,1.0,51.0,97.0,45.0,5.0,1.0,7.0,2.0,2.0,,,,5.0,,,43.0,30.0,28.0,,,,,185.0,171.0,1.0,32.0,24.0,51.6,,2.0,0.0,,,,48.0,1.0,2.0,,2.0,,8.0,,3.0,53.0,,9.0,115.0,33.0,34.0,14.0,6.0,27.0,21.0,,105.0,19.0,208.0,,1.0,34.0,9.0,62.0,4.0,296.0,1.0,0.0,11.0,19.0,4.0,23.0,1.0,515.0,,16.0,5.0,6.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,321895,24.0,2011-01-22 15:00:00,4,Newcastle,Home,100.0,13.0,1.0,6.0,5.0,4.0,,124.0,8.0,,4.0,6.0,10.0,18.0,218.0,,2.0,16.0,12.0,7.0,11.0,1.0,1.0,,,,,,,13.0,,1.0,,,,8.0,6.0,,,,38.0,64.0,4.0,4.0,,2.0,3.0,10.0,,1.0,10.0,2.0,1.0,12.0,2.0,50.0,39.0,2.0,11.0,5.0,,,70.0,12.0,7.0,,,,2.0,,149.0,1.0,,1.0,1.0,,,10.0,,,1.0,3.0,,,,,8.0,1.0,27.0,23.0,1.0,4.0,69.0,76.0,35.0,4.0,,6.0,7.0,4.0,,,,3.0,2.0,,34.0,43.0,19.0,,,,,138.0,130.0,6.0,26.0,23.0,35.9,1.0,,0.0,,,,47.0,3.0,1.0,,1.0,1.0,8.0,,3.0,53.0,,13.0,111.0,23.0,19.0,10.0,1.0,15.0,14.0,1.0,104.0,14.0,207.0,3.0,,24.0,12.0,41.0,1.0,303.0,,0.0,15.0,19.0,4.0,24.0,0.0,493.0,,7.0,6.0,1.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,321905,25.0,2011-02-02 20:00:00,4,Newcastle,Away,105.0,12.0,3.0,5.0,2.0,2.0,,143.0,2.0,3.0,4.0,9.0,9.0,21.0,243.0,,,25.0,18.0,23.0,4.0,,,,,,,,,4.0,,,,,,11.0,5.0,,,,36.0,73.0,2.0,2.0,,3.0,1.0,9.0,,7.0,7.0,4.0,,18.0,4.0,74.0,65.0,3.0,17.0,10.0,,,89.0,20.0,14.0,,,2.0,3.0,,191.0,,,,,,,6.0,,,,2.0,,,,,13.0,,10.0,6.0,1.0,4.0,80.0,106.0,43.0,5.0,,1.0,3.0,3.0,,,,4.0,,,63.0,53.0,26.0,,,,,204.0,199.0,4.0,29.0,26.0,50.9,,1.0,0.0,,,,74.0,5.0,3.0,,1.0,,1.0,,2.0,70.0,,4.0,126.0,35.0,22.0,17.0,7.0,21.0,14.0,,152.0,17.0,276.0,2.0,3.0,40.0,10.0,66.0,,381.0,,0.0,5.0,20.0,3.0,25.0,3.0,578.0,,14.0,8.0,7.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,321911,26.0,2011-02-05 15:00:00,4,Newcastle,Home,127.0,20.0,7.0,14.0,8.0,3.0,,161.0,3.0,3.0,4.0,6.0,12.0,27.0,274.0,,2.0,12.0,12.0,20.0,13.0,3.0,1.0,,,1.0,,,,13.0,2.0,,,,1.0,9.0,4.0,,,,51.0,55.0,4.0,4.0,3.0,2.0,5.0,11.0,,12.0,14.0,9.0,,6.0,1.0,50.0,60.0,2.0,6.0,3.0,,1.0,68.0,15.0,15.0,1.0,,5.0,3.0,1.0,130.0,,,,,,,7.0,,,1.0,1.0,,,,2.0,7.0,,26.0,21.0,3.0,4.0,83.0,59.0,36.0,6.0,3.0,8.0,8.0,9.0,,,,3.0,4.0,,56.0,55.0,28.0,,,,2.0,144.0,139.0,4.0,20.0,26.0,48.5,,1.0,0.0,,,,91.0,2.0,1.0,,,1.0,10.0,,2.0,80.0,,16.0,144.0,33.0,11.0,17.0,11.0,36.0,26.0,1.0,123.0,8.0,247.0,1.0,3.0,19.0,12.0,47.0,7.0,355.0,,0.0,24.0,16.0,5.0,15.0,2.0,543.0,,4.0,9.0,12.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,321919,27.0,2011-02-12 15:00:00,4,Newcastle,Away,99.0,9.0,4.0,8.0,5.0,6.0,,172.0,3.0,,7.0,6.0,19.0,30.0,263.0,,1.0,23.0,18.0,24.0,7.0,4.0,,,,,,,,10.0,,1.0,,,,7.0,,,,,41.0,58.0,2.0,2.0,,2.0,6.0,2.0,,11.0,21.0,12.0,,11.0,,51.0,54.0,2.0,11.0,7.0,,,66.0,11.0,11.0,,,,,,148.0,,,,,,,10.0,,,,2.0,,,,1.0,15.0,1.0,16.0,13.0,,8.0,91.0,81.0,34.0,2.0,,5.0,6.0,2.0,,,,1.0,2.0,,69.0,63.0,24.0,,,,,198.0,188.0,4.0,17.0,24.0,57.2,1.0,1.0,0.0,,,,81.0,,,,2.0,,7.0,,3.0,93.0,,11.0,120.0,30.0,21.0,18.0,11.0,43.0,33.0,,136.0,16.0,284.0,2.0,,28.0,20.0,57.0,1.0,361.0,1.0,0.0,15.0,11.0,3.0,33.0,3.0,576.0,,13.0,8.0,11.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,321931,28.0,2011-02-26 15:00:00,4,Newcastle,Home,104.0,10.0,2.0,8.0,6.0,3.0,1.0,110.0,4.0,1.0,3.0,9.0,4.0,18.0,206.0,,1.0,14.0,19.0,20.0,8.0,2.0,,,,,,,,10.0,,,,,1.0,10.0,10.0,,,,48.0,70.0,2.0,4.0,,3.0,3.0,13.0,,3.0,13.0,4.0,,10.0,1.0,64.0,67.0,3.0,14.0,8.0,,,67.0,10.0,14.0,,,1.0,2.0,,147.0,1.0,,1.0,,1.0,,13.0,,,,2.0,,,,,18.0,,22.0,18.0,,3.0,71.0,86.0,31.0,6.0,1.0,6.0,5.0,4.0,,,,6.0,3.0,,28.0,55.0,19.0,,,,,184.0,172.0,4.0,27.0,24.0,44.9,,1.0,0.0,,,,41.0,2.0,2.0,,,,6.0,,3.0,48.0,,11.0,127.0,25.0,26.0,27.0,3.0,22.0,19.0,,99.0,10.0,202.0,2.0,1.0,35.0,4.0,51.0,6.0,307.0,,1.0,13.0,18.0,2.0,18.0,0.0,530.0,,13.0,15.0,3.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,321944,29.0,2011-03-05 15:00:00,4,Newcastle,Home,127.0,10.0,,8.0,8.0,9.0,1.0,186.0,5.0,1.0,3.0,12.0,13.0,28.0,305.0,,1.0,21.0,14.0,18.0,8.0,,1.0,,,1.0,,,,6.0,,,,,4.0,13.0,5.0,,,,53.0,59.0,,,1.0,2.0,4.0,10.0,,5.0,13.0,15.0,,10.0,4.0,57.0,56.0,2.0,16.0,12.0,,,81.0,12.0,15.0,1.0,,3.0,3.0,1.0,181.0,,,,,,,11.0,,,1.0,1.0,,,,,24.0,,8.0,7.0,2.0,3.0,94.0,82.0,50.0,4.0,,4.0,4.0,3.0,,,,5.0,3.0,,77.0,25.0,38.0,,,,,186.0,173.0,1.0,20.0,30.0,59.7,,,0.0,,,,73.0,3.0,2.0,,,1.0,6.0,,3.0,81.0,,8.0,149.0,20.0,29.0,18.0,4.0,35.0,31.0,1.0,139.0,19.0,287.0,1.0,1.0,35.0,16.0,56.0,6.0,401.0,,0.0,13.0,16.0,3.0,23.0,2.0,611.0,,12.0,7.0,5.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,321952,30.0,2011-03-19 15:00:00,4,Newcastle,Away,135.0,24.0,3.0,3.0,1.0,,1.0,148.0,1.0,1.0,6.0,6.0,7.0,27.0,280.0,,,24.0,18.0,11.0,7.0,2.0,1.0,1.0,1.0,2.0,,,,8.0,,,,,2.0,6.0,2.0,,,,50.0,53.0,,,,2.0,8.0,4.0,,7.0,13.0,7.0,,16.0,2.0,51.0,55.0,2.0,13.0,5.0,1.0,2.0,60.0,11.0,16.0,,,6.0,4.0,2.0,127.0,,,,,,,3.0,,,,1.0,,,,2.0,18.0,,13.0,13.0,2.0,6.0,88.0,72.0,35.0,3.0,,1.0,8.0,4.0,,,,,1.0,,57.0,47.0,24.0,,,,,169.0,151.0,3.0,29.0,11.0,60.4,,2.0,0.0,,,,97.0,1.0,1.0,,,1.0,3.0,1.0,3.0,56.0,,9.0,154.0,37.0,31.0,12.0,7.0,30.0,24.0,1.0,97.0,4.0,238.0,2.0,1.0,34.0,8.0,57.0,2.0,362.0,,0.0,15.0,20.0,1.0,29.0,1.0,568.0,,12.0,8.0,7.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,321962,31.0,2011-04-02 15:00:00,4,Newcastle,Home,85.0,8.0,2.0,8.0,6.0,3.0,1.0,106.0,4.0,,5.0,14.0,3.0,19.0,183.0,,3.0,19.0,20.0,14.0,8.0,3.0,4.0,1.0,,1.0,,,,14.0,,,1.0,,2.0,10.0,6.0,,,,35.0,51.0,4.0,3.0,3.0,3.0,5.0,1.0,1.0,5.0,11.0,7.0,,10.0,1.0,57.0,40.0,3.0,16.0,11.0,,,72.0,18.0,10.0,2.0,,3.0,1.0,1.0,140.0,4.0,,3.0,4.0,,1.0,9.0,,,4.0,2.0,,,,1.0,19.0,1.0,18.0,14.0,3.0,5.0,49.0,83.0,31.0,4.0,2.0,3.0,12.0,8.0,,,,8.0,2.0,,50.0,44.0,25.0,,,,,161.0,148.0,2.0,18.0,16.0,42.6,1.0,2.0,0.0,,,,49.0,2.0,,,3.0,4.0,5.0,,3.0,55.0,,15.0,105.0,20.0,29.0,11.0,4.0,23.0,19.0,5.0,100.0,9.0,191.0,2.0,,39.0,3.0,51.0,3.0,273.0,,0.0,18.0,14.0,5.0,25.0,5.0,476.0,,8.0,2.0,5.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
