season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsGainedLosingPos,punches,redCard,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,winningGoal,wonContest,wonCorners,wonTackle,yellowCard,backwardPass,bigChanceCreated,bigChanceMissed,bigChanceScored,fwdPass,goalFastbreak,leftsidePass,overrun,rightsidePass,totalFastbreak,unsuccessfulTouch,attOneOnOne,contentiousDecision,ptsDroppedWinningPos,attemptedTackleFoul,blockedPass,putThrough,successfulPutThrough,attFreekickPost,attPenMiss,attPenPost,fiftyFifty,successfulFiftyFifty,totalDistance
2014-15,755452,15,2014-12-07 13:30:00,21,West Ham,Home,120.0,15.0,4.0,11.0,7.0,4.0,1.0,204.0,4.0,,4.0,20.0,11.0,51.0,313.0,,1.0,21.0,17.0,28.0,8.0,2.0,,,,,,,,,,,,8.0,,,,1.0,,3.0,7.0,4.0,,,47.0,2.0,5.0,9.0,,7.0,19.0,7.0,,12.0,,57.0,63.0,2.0,29.0,15.0,,1.0,,,,,,91.0,11.0,16.0,2.0,,2.0,2.0,,3.0,1.0,2.0,2.0,1.0,8.0,2.0,1.0,,15.0,1.0,15.0,15.0,,,4.0,73.0,43.0,4.0,,3.0,10.0,7.0,376.0,5.0,,61.0,68.0,25.0,,,,,,155.0,155.0,4.0,11.0,26.0,55.8,1.0,,1.0,0.0,1.0,,1.0,,1.0,,3.0,,,3.0,97.0,295.0,13.0,126.0,22.0,29.0,22.0,7.0,35.0,28.0,161.0,18.0,314.0,1.0,,42.0,14.0,81.0,3.0,405.0,,0.0,15.0,9.0,2.0,23.0,0.0,627.0,,,12.0,7.0,7.0,0.0,71.0,4.0,3.0,1.0,168.0,,79.0,1.0,87.0,,11.0,1.0,1.0,,7.0,16.0,16.0,8.0,,,,,,
2014-15,755460,16,2014-12-13 15:00:00,21,West Ham,Away,81.0,17.0,4.0,9.0,5.0,4.0,,191.0,7.0,1.0,2.0,11.0,7.0,38.0,263.0,,,12.0,12.0,18.0,11.0,3.0,,,,,1.0,1.0,,,,,1.0,15.0,,,,,,1.0,6.0,7.0,,,51.0,6.0,5.0,6.0,,8.0,15.0,7.0,,5.0,1.0,48.0,51.0,6.0,32.0,19.0,,,,,,,,65.0,18.0,10.0,,,2.0,1.0,1.0,1.0,,,1.0,,9.0,1.0,1.0,1.0,19.0,,13.0,13.0,,,2.0,72.0,56.0,6.0,1.0,5.0,10.0,7.0,310.0,5.0,,49.0,48.0,26.0,1.0,1.0,1.0,,,127.0,127.0,1.0,22.0,21.0,43.1,,,,0.0,1.0,2.0,3.0,,1.0,,7.0,,,1.0,73.0,248.0,15.0,99.0,24.0,32.0,21.0,8.0,31.0,23.0,117.0,13.0,267.0,1.0,1.0,23.0,7.0,61.0,1.0,335.0,,0.0,19.0,11.0,2.0,14.0,2.0,543.0,,,12.0,8.0,9.0,0.0,52.0,,,,140.0,,73.0,2.0,70.0,1.0,14.0,,1.0,,8.0,13.0,13.0,9.0,,,,,,
2014-15,755472,17,2014-12-20 15:00:00,21,West Ham,Home,140.0,9.0,3.0,4.0,1.0,4.0,,114.0,2.0,,6.0,21.0,12.0,40.0,250.0,1.0,1.0,28.0,26.0,49.0,5.0,1.0,,,,,,,,,,,,4.0,,,,,,3.0,6.0,4.0,,,70.0,3.0,3.0,13.0,,9.0,9.0,3.0,,10.0,2.0,61.0,90.0,3.0,52.0,30.0,,1.0,,,,,,76.0,8.0,17.0,1.0,,1.0,1.0,,1.0,,,1.0,,3.0,2.0,3.0,3.0,30.0,,10.0,10.0,2.0,,7.0,77.0,42.0,4.0,1.0,4.0,3.0,2.0,326.0,4.0,,40.0,41.0,24.0,,,,,,160.0,160.0,2.0,30.0,28.0,47.8,,,,0.0,4.0,,4.0,,3.0,,5.0,,,3.0,60.0,236.0,7.0,156.0,23.0,52.0,16.0,9.0,22.0,13.0,126.0,8.0,213.0,3.0,,47.0,13.0,78.0,3.0,347.0,1.0,0.0,10.0,16.0,3.0,35.0,0.0,593.0,,,8.0,9.0,9.0,0.0,61.0,1.0,1.0,1.0,150.0,,69.0,5.0,67.0,4.0,11.0,1.0,,,1.0,14.0,14.0,11.0,,,,,,
2014-15,755475,18,2014-12-26 12:45:00,21,West Ham,Away,119.0,8.0,1.0,2.0,1.0,5.0,,97.0,4.0,1.0,7.0,10.0,2.0,29.0,214.0,,,8.0,25.0,22.0,5.0,,,,,1.0,,1.0,,,,,,5.0,,,,1.0,,,16.0,12.0,,,67.0,1.0,,12.0,,6.0,12.0,3.0,,8.0,4.0,72.0,57.0,1.0,31.0,10.0,,1.0,,,,,,53.0,14.0,8.0,,,2.0,1.0,1.0,,,,,,11.0,,3.0,1.0,10.0,1.0,18.0,18.0,3.0,,7.0,83.0,41.0,8.0,,5.0,,,277.0,6.0,,36.0,44.0,8.0,,,,,,150.0,150.0,2.0,30.0,20.0,35.3,1.0,,,0.0,3.0,4.0,7.0,,,,6.0,,,3.0,43.0,203.0,5.0,138.0,19.0,31.0,27.0,6.0,22.0,16.0,74.0,11.0,184.0,3.0,1.0,35.0,2.0,72.0,2.0,300.0,,0.0,6.0,15.0,,10.0,3.0,508.0,,,13.0,6.0,12.0,0.0,42.0,1.0,1.0,,150.0,,52.0,3.0,56.0,,15.0,,,,9.0,15.0,15.0,10.0,,,,,,
2014-15,755492,19,2014-12-28 15:00:00,21,West Ham,Home,119.0,17.0,1.0,5.0,4.0,2.0,,179.0,6.0,,5.0,16.0,4.0,41.0,293.0,,1.0,15.0,26.0,34.0,9.0,,,,,,,,,,,,,9.0,,,,,,3.0,15.0,6.0,,,64.0,4.0,1.0,12.0,,7.0,20.0,11.0,,14.0,3.0,75.0,70.0,4.0,37.0,26.0,,1.0,,,,,,70.0,12.0,13.0,,,5.0,3.0,,1.0,,1.0,,1.0,9.0,,1.0,,26.0,,12.0,12.0,1.0,,5.0,82.0,45.0,8.0,1.0,7.0,3.0,4.0,359.0,6.0,,65.0,82.0,29.0,1.0,1.0,1.0,,,171.0,171.0,5.0,25.0,25.0,57.8,,,,0.0,3.0,2.0,5.0,,,,9.0,1.0,,3.0,96.0,274.0,10.0,132.0,30.0,37.0,18.0,7.0,41.0,34.0,149.0,9.0,294.0,1.0,,36.0,4.0,76.0,2.0,385.0,,0.0,14.0,18.0,1.0,21.0,3.0,621.0,,,7.0,7.0,16.0,0.0,52.0,2.0,2.0,,188.0,,65.0,,80.0,,10.0,,1.0,,7.0,16.0,16.0,7.0,,,,,,
2014-15,755502,20,2015-01-01 15:00:00,21,West Ham,Home,159.0,23.0,,6.0,6.0,3.0,,154.0,3.0,,4.0,7.0,4.0,30.0,307.0,1.0,2.0,25.0,13.0,10.0,6.0,,,1.0,,,,1.0,,,,,,7.0,,,,,1.0,,8.0,6.0,,,74.0,4.0,2.0,4.0,,,19.0,6.0,,13.0,2.0,40.0,50.0,4.0,41.0,19.0,,,,,,,,72.0,6.0,13.0,1.0,,3.0,,1.0,1.0,,1.0,1.0,,8.0,1.0,1.0,,19.0,1.0,14.0,14.0,3.0,,4.0,86.0,44.0,1.0,,2.0,5.0,3.0,375.0,3.0,,65.0,41.0,19.0,,,,,,154.0,154.0,5.0,28.0,35.0,45.8,1.0,,,0.0,1.0,1.0,2.0,,,1.0,3.0,,,3.0,80.0,296.0,7.0,175.0,37.0,41.0,15.0,,25.0,25.0,133.0,11.0,248.0,1.0,,22.0,4.0,68.0,6.0,398.0,1.0,0.0,8.0,18.0,4.0,31.0,1.0,623.0,,,11.0,,13.0,0.0,46.0,1.0,,1.0,176.0,,89.0,,87.0,2.0,15.0,,,,6.0,17.0,17.0,7.0,1.0,,,,,
2014-15,755511,21,2015-01-10 15:00:00,21,West Ham,Away,137.0,10.0,3.0,8.0,5.0,4.0,1.0,171.0,4.0,1.0,6.0,12.0,8.0,31.0,300.0,,,13.0,9.0,20.0,6.0,2.0,,1.0,,,1.0,1.0,1.0,,,,,6.0,,,,,,1.0,8.0,12.0,,,60.0,1.0,1.0,11.0,,5.0,18.0,3.0,,8.0,,40.0,52.0,1.0,25.0,15.0,,,,,,,,56.0,7.0,9.0,1.0,,2.0,1.0,1.0,1.0,,,1.0,,8.0,1.0,,,15.0,,19.0,19.0,2.0,,6.0,86.0,42.0,4.0,,4.0,5.0,5.0,364.0,11.0,1.0,55.0,57.0,9.0,,,,,,136.0,136.0,2.0,23.0,24.0,39.2,,,,0.0,2.0,1.0,3.0,,,1.0,5.0,,,2.0,67.0,288.0,9.0,151.0,28.0,25.0,12.0,5.0,27.0,22.0,110.0,8.0,264.0,,1.0,32.0,9.0,72.0,1.0,388.0,,0.0,11.0,18.0,1.0,17.0,1.0,582.0,,,7.0,5.0,13.0,0.0,65.0,,,,137.0,,92.0,1.0,94.0,3.0,10.0,,,,4.0,16.0,16.0,11.0,,,,,,
2014-15,755522,22,2015-01-18 13:30:00,21,West Ham,Home,193.0,7.0,1.0,5.0,4.0,7.0,,194.0,3.0,,8.0,13.0,9.0,27.0,382.0,,2.0,31.0,22.0,36.0,8.0,2.0,,,,1.0,,1.0,,,,,,12.0,,,,,1.0,1.0,4.0,5.0,,,57.0,2.0,4.0,12.0,,4.0,13.0,7.0,,10.0,1.0,59.0,81.0,2.0,30.0,21.0,,,,,,,,78.0,5.0,14.0,1.0,,1.0,,1.0,2.0,,2.0,2.0,,5.0,3.0,2.0,,21.0,2.0,11.0,11.0,1.0,,8.0,102.0,47.0,7.0,1.0,4.0,8.0,6.0,480.0,3.0,,67.0,62.0,24.0,,,,,,185.0,185.0,5.0,30.0,14.0,54.1,1.0,,,0.0,1.0,2.0,3.0,,,,7.0,1.0,,3.0,102.0,368.0,12.0,212.0,16.0,30.0,25.0,3.0,23.0,20.0,157.0,17.0,313.0,3.0,,44.0,9.0,68.0,1.0,502.0,,0.0,17.0,18.0,3.0,39.0,1.0,739.0,,,15.0,4.0,12.0,0.0,88.0,3.0,1.0,3.0,203.0,,104.0,2.0,107.0,1.0,16.0,2.0,1.0,,5.0,15.0,15.0,4.0,,,,,,
2014-15,755527,23,2015-01-31 15:00:00,21,West Ham,Away,76.0,11.0,3.0,6.0,3.0,1.0,1.0,93.0,2.0,1.0,3.0,5.0,5.0,22.0,163.0,,,13.0,14.0,19.0,3.0,2.0,,,,,,1.0,,,,,,3.0,,,,,,,12.0,9.0,,,69.0,2.0,3.0,15.0,,7.0,8.0,,,13.0,4.0,66.0,58.0,2.0,25.0,5.0,,2.0,,,,,,70.0,12.0,11.0,,,3.0,2.0,1.0,,,,,,10.0,,,1.0,5.0,,20.0,20.0,,,3.0,72.0,24.0,5.0,,2.0,3.0,2.0,240.0,4.0,,41.0,39.0,15.0,,,,,,166.0,166.0,3.0,30.0,25.0,33.9,,,1.0,0.0,3.0,2.0,5.0,,,,2.0,,,3.0,40.0,156.0,5.0,90.0,33.0,25.0,19.0,7.0,17.0,10.0,106.0,10.0,195.0,,1.0,25.0,5.0,73.0,1.0,268.0,,0.0,7.0,23.0,3.0,20.0,1.0,483.0,,,6.0,7.0,18.0,0.0,28.0,,,,137.0,,55.0,1.0,48.0,,15.0,,,,5.0,19.0,19.0,10.0,,,,,,
2014-15,755542,24,2015-02-08 16:15:00,21,West Ham,Home,85.0,15.0,4.0,8.0,4.0,2.0,1.0,114.0,4.0,,4.0,6.0,6.0,23.0,191.0,,,15.0,30.0,39.0,4.0,4.0,,,,,,,,,,,,5.0,,,,,,2.0,11.0,7.0,,,53.0,4.0,1.0,8.0,,9.0,13.0,2.0,1.0,12.0,2.0,65.0,72.0,4.0,49.0,29.0,1.0,,,,,,,57.0,7.0,12.0,,,3.0,3.0,,,,,,,12.0,,2.0,,29.0,,15.0,15.0,1.0,,4.0,70.0,28.0,9.0,,3.0,5.0,6.0,258.0,5.0,,46.0,41.0,20.0,,,,,,148.0,148.0,4.0,16.0,26.0,41.2,,,1.0,0.0,4.0,1.0,5.0,,1.0,,6.0,,,1.0,62.0,177.0,8.0,102.0,29.0,49.0,12.0,7.0,25.0,18.0,113.0,13.0,208.0,2.0,,27.0,8.0,59.0,3.0,285.0,,0.0,13.0,18.0,1.0,22.0,2.0,520.0,,,4.0,9.0,16.0,0.0,40.0,1.0,1.0,,138.0,,63.0,2.0,44.0,,5.0,,,,4.0,23.0,23.0,17.0,,,,,,
2014-15,755548,25,2015-02-11 19:45:00,21,West Ham,Away,81.0,8.0,,1.0,1.0,3.0,,86.0,4.0,,5.0,16.0,2.0,30.0,166.0,,,13.0,14.0,20.0,3.0,,1.0,,,,,,,,,,,3.0,,,,,,,10.0,11.0,1.0,3.0,53.0,,3.0,10.0,,2.0,5.0,2.0,,3.0,3.0,45.0,48.0,,34.0,18.0,,1.0,,,,,,45.0,11.0,11.0,,,1.0,,,,,,,,12.0,,2.0,1.0,18.0,,24.0,24.0,6.0,,6.0,79.0,33.0,8.0,,,3.0,1.0,223.0,7.0,,58.0,25.0,16.0,,,,,,138.0,138.0,1.0,29.0,11.0,33.2,,,,0.0,6.0,1.0,7.0,,,,,1.0,,3.0,42.0,148.0,3.0,100.0,15.0,34.0,12.0,2.0,9.0,7.0,79.0,17.0,166.0,2.0,,44.0,2.0,74.0,,257.0,,1.0,4.0,17.0,,24.0,1.0,449.0,8.0,,2.0,2.0,8.0,0.0,53.0,,,,134.0,,38.0,1.0,32.0,,13.0,,1.0,,5.0,11.0,11.0,5.0,,,,,,
2014-15,755562,26,2015-02-22 12:00:00,21,West Ham,Away,69.0,10.0,1.0,6.0,5.0,3.0,,126.0,6.0,,1.0,1.0,1.0,27.0,189.0,,1.0,20.0,11.0,25.0,8.0,,,,,,,,,1.0,,,,10.0,,,,,,1.0,12.0,15.0,,,49.0,5.0,3.0,8.0,,9.0,13.0,3.0,,20.0,4.0,57.0,58.0,5.0,48.0,25.0,1.0,,,,,,,62.0,12.0,6.0,1.0,,2.0,,,2.0,,2.0,2.0,,11.0,2.0,3.0,2.0,25.0,,17.0,17.0,,,2.0,71.0,32.0,7.0,1.0,3.0,7.0,5.0,239.0,7.0,,67.0,44.0,11.0,,1.0,1.0,1.0,,149.0,149.0,3.0,15.0,23.0,35.2,,,1.0,0.0,2.0,4.0,6.0,,,,4.0,,,3.0,60.0,171.0,10.0,81.0,18.0,48.0,12.0,8.0,24.0,16.0,108.0,13.0,211.0,3.0,,21.0,1.0,63.0,4.0,268.0,,0.0,12.0,24.0,2.0,29.0,2.0,514.0,,,4.0,9.0,16.0,0.0,54.0,3.0,3.0,1.0,120.0,,41.0,1.0,53.0,2.0,9.0,,,,7.0,11.0,11.0,9.0,,,,,,
2014-15,755572,27,2015-02-28 12:45:00,21,West Ham,Home,109.0,6.0,2.0,9.0,8.0,1.0,1.0,246.0,2.0,,3.0,7.0,6.0,17.0,346.0,1.0,2.0,14.0,26.0,21.0,16.0,2.0,,,,,,1.0,,,,,,15.0,,,1.0,1.0,,1.0,9.0,3.0,,,49.0,3.0,6.0,3.0,,11.0,18.0,8.0,,13.0,,63.0,61.0,3.0,29.0,15.0,,1.0,,,,,,75.0,12.0,19.0,1.0,,5.0,3.0,1.0,1.0,,1.0,1.0,,8.0,1.0,,1.0,15.0,2.0,5.0,5.0,1.0,,3.0,72.0,34.0,7.0,,8.0,11.0,5.0,390.0,3.0,,55.0,66.0,33.0,,,,,,150.0,150.0,5.0,22.0,19.0,66.4,2.0,,,0.0,2.0,,2.0,,,,11.0,,,1.0,142.0,322.0,19.0,116.0,14.0,29.0,16.0,7.0,35.0,29.0,189.0,5.0,347.0,,,30.0,7.0,55.0,,428.0,1.0,0.0,22.0,15.0,2.0,16.0,2.0,631.0,,,6.0,11.0,12.0,0.0,66.0,1.0,1.0,,183.0,,87.0,5.0,92.0,,12.0,,1.0,,8.0,7.0,7.0,4.0,1.0,,,,,
2014-15,755578,28,2015-03-04 19:45:00,21,West Ham,Home,85.0,9.0,,5.0,5.0,4.0,,155.0,3.0,1.0,7.0,8.0,8.0,23.0,235.0,,1.0,18.0,28.0,17.0,11.0,1.0,,,,1.0,,1.0,,,,,1.0,14.0,,,,,,1.0,9.0,3.0,,,56.0,1.0,7.0,12.0,1.0,5.0,18.0,4.0,,11.0,1.0,65.0,50.0,1.0,49.0,27.0,,,,,,,,81.0,10.0,10.0,,,3.0,1.0,1.0,,,,,,7.0,,2.0,1.0,27.0,,9.0,9.0,1.0,,7.0,73.0,30.0,4.0,,5.0,7.0,5.0,312.0,6.0,,62.0,68.0,22.0,,,,,,162.0,162.0,3.0,18.0,25.0,44.9,,,,0.0,2.0,,1.0,,2.0,,6.0,1.0,,2.0,86.0,226.0,12.0,99.0,24.0,49.0,13.0,5.0,28.0,23.0,147.0,12.0,260.0,2.0,1.0,39.0,8.0,69.0,4.0,331.0,,0.0,18.0,15.0,1.0,23.0,3.0,564.0,,,8.0,5.0,12.0,0.0,44.0,1.0,1.0,,174.0,,56.0,2.0,57.0,1.0,16.0,,1.0,,8.0,16.0,16.0,8.0,,,,,,
2014-15,755583,29,2015-03-14 15:00:00,21,West Ham,Away,87.0,9.0,1.0,1.0,,1.0,,102.0,3.0,1.0,2.0,5.0,4.0,18.0,188.0,1.0,2.0,16.0,20.0,14.0,2.0,1.0,,1.0,,,,,,,,,,5.0,,,,,,,19.0,,,,55.0,4.0,2.0,13.0,,5.0,11.0,2.0,,10.0,4.0,57.0,56.0,4.0,52.0,27.0,,,,,,,,47.0,9.0,9.0,,,3.0,1.0,,,,,,,6.0,,1.0,,27.0,,15.0,15.0,2.0,,2.0,63.0,24.0,8.0,,1.0,2.0,1.0,245.0,5.0,,41.0,53.0,12.0,,,,,,141.0,141.0,4.0,20.0,26.0,32.1,,,,0.0,6.0,,6.0,,,1.0,4.0,,,2.0,52.0,173.0,3.0,104.0,22.0,52.0,22.0,3.0,17.0,14.0,90.0,5.0,185.0,1.0,1.0,17.0,4.0,46.0,3.0,272.0,1.0,0.0,7.0,18.0,2.0,27.0,1.0,502.0,,,16.0,5.0,11.0,0.0,43.0,,,,131.0,,46.0,2.0,52.0,3.0,9.0,,,,5.0,23.0,23.0,11.0,,,,,,
2014-15,755602,30,2015-03-21 17:30:00,21,West Ham,Home,110.0,5.0,1.0,6.0,5.0,4.0,,170.0,1.0,1.0,3.0,14.0,5.0,27.0,274.0,,,34.0,19.0,29.0,11.0,1.0,,,,,,,,,,,,12.0,,,,,,1.0,4.0,3.0,,,54.0,1.0,7.0,5.0,,6.0,23.0,12.0,,12.0,1.0,59.0,51.0,1.0,46.0,31.0,,,,,,,,70.0,14.0,11.0,1.0,,3.0,1.0,,1.0,,1.0,1.0,,7.0,1.0,1.0,,31.0,,8.0,8.0,1.0,,3.0,62.0,30.0,4.0,,4.0,9.0,4.0,344.0,1.0,,75.0,72.0,22.0,,,,,,174.0,174.0,1.0,16.0,30.0,53.9,,,,0.0,2.0,1.0,3.0,,1.0,,4.0,,,3.0,101.0,262.0,13.0,125.0,13.0,46.0,11.0,6.0,42.0,36.0,151.0,12.0,282.0,1.0,1.0,28.0,6.0,55.0,1.0,365.0,1.0,0.0,15.0,10.0,,44.0,0.0,610.0,,,1.0,6.0,4.0,0.0,66.0,1.0,,1.0,165.0,,65.0,1.0,69.0,1.0,13.0,,2.0,,8.0,19.0,19.0,10.0,,,,,,
2014-15,755608,31,2015-04-04 15:00:00,21,West Ham,Away,100.0,12.0,3.0,7.0,4.0,10.0,1.0,177.0,6.0,,3.0,9.0,6.0,31.0,270.0,,,17.0,32.0,39.0,9.0,2.0,,1.0,,,,,,,,,,11.0,,,,1.0,,1.0,14.0,6.0,,,52.0,6.0,,7.0,1.0,6.0,16.0,3.0,,12.0,2.0,61.0,73.0,6.0,56.0,41.0,,,,,,,,75.0,10.0,11.0,,,4.0,3.0,,1.0,,1.0,1.0,,16.0,1.0,,1.0,41.0,1.0,12.0,12.0,1.0,,3.0,88.0,47.0,7.0,1.0,7.0,5.0,7.0,337.0,5.0,,54.0,61.0,20.0,,1.0,1.0,1.0,,156.0,156.0,5.0,13.0,28.0,50.4,1.0,,,0.0,5.0,,4.0,,2.0,1.0,7.0,,,3.0,83.0,253.0,12.0,116.0,17.0,56.0,11.0,6.0,28.0,22.0,135.0,21.0,282.0,,,31.0,6.0,73.0,1.0,370.0,,0.0,14.0,16.0,,24.0,3.0,605.0,,,9.0,6.0,11.0,0.0,48.0,4.0,3.0,1.0,192.0,,61.0,,69.0,1.0,13.0,,,,5.0,15.0,15.0,9.0,,,,,,
2014-15,755622,32,2015-04-11 15:00:00,21,West Ham,Home,55.0,13.0,2.0,4.0,2.0,1.0,,101.0,6.0,1.0,3.0,3.0,5.0,21.0,152.0,,,9.0,27.0,20.0,7.0,1.0,,2.0,1.0,,,1.0,,,,,,7.0,,,,,,,7.0,11.0,,,53.0,5.0,3.0,11.0,,4.0,13.0,2.0,1.0,5.0,,63.0,53.0,5.0,59.0,40.0,,3.0,,,,,,48.0,17.0,12.0,,,4.0,2.0,1.0,,,,,,15.0,,4.0,,40.0,,10.0,10.0,,,3.0,64.0,25.0,10.0,,5.0,3.0,3.0,200.0,6.0,,43.0,40.0,16.0,,,,,,130.0,130.0,3.0,21.0,22.0,35.3,,,,0.0,,1.0,1.0,,,2.0,5.0,1.0,,3.0,58.0,138.0,8.0,76.0,24.0,59.0,9.0,4.0,21.0,17.0,91.0,5.0,180.0,4.0,1.0,27.0,5.0,65.0,2.0,235.0,,0.0,11.0,15.0,,15.0,3.0,439.0,,,6.0,4.0,11.0,0.0,38.0,,,,128.0,,36.0,2.0,33.0,2.0,12.0,,,,12.0,13.0,13.0,7.0,,,,,,
2014-15,755630,33,2015-04-19 13:30:00,21,West Ham,Away,132.0,8.0,1.0,3.0,2.0,2.0,,132.0,5.0,3.0,6.0,11.0,4.0,29.0,261.0,1.0,,9.0,12.0,15.0,5.0,1.0,,,,,,,1.0,,,,,7.0,,,,,,2.0,15.0,4.0,,,53.0,5.0,3.0,4.0,,3.0,4.0,4.0,,7.0,,38.0,47.0,5.0,27.0,7.0,1.0,,,,,,,50.0,6.0,10.0,,,,,,,,,,,9.0,,1.0,,7.0,,14.0,14.0,4.0,,6.0,66.0,35.0,6.0,,2.0,4.0,3.0,305.0,7.0,1.0,41.0,55.0,14.0,,,,,,121.0,121.0,4.0,28.0,11.0,33.2,,,,0.0,2.0,,2.0,,1.0,,3.0,,,2.0,57.0,240.0,6.0,146.0,17.0,27.0,16.0,1.0,9.0,8.0,97.0,10.0,199.0,1.0,3.0,33.0,4.0,64.0,4.0,336.0,2.0,0.0,9.0,15.0,,11.0,2.0,511.0,,,7.0,3.0,12.0,0.0,57.0,1.0,2.0,,132.0,,72.0,3.0,75.0,,15.0,1.0,,,3.0,10.0,10.0,4.0,,,,,,
2014-15,755639,34,2015-04-25 15:00:00,21,West Ham,Away,65.0,5.0,1.0,2.0,1.0,1.0,,91.0,3.0,,3.0,3.0,6.0,18.0,154.0,,,26.0,34.0,27.0,4.0,1.0,,1.0,,,1.0,1.0,,,,,,5.0,,,,,,1.0,12.0,6.0,,,43.0,4.0,1.0,4.0,,6.0,7.0,1.0,,8.0,3.0,62.0,60.0,4.0,71.0,39.0,,,,,,,,66.0,12.0,13.0,,,2.0,,1.0,,,,,,12.0,,2.0,2.0,39.0,1.0,9.0,9.0,1.0,,3.0,88.0,26.0,6.0,,3.0,2.0,2.0,232.0,3.0,,35.0,66.0,19.0,,1.0,1.0,1.0,,176.0,176.0,1.0,14.0,17.0,46.2,,,1.0,0.0,6.0,1.0,7.0,,1.0,1.0,5.0,1.0,,1.0,52.0,143.0,5.0,85.0,12.0,71.0,9.0,5.0,13.0,8.0,106.0,9.0,197.0,2.0,,39.0,6.0,76.0,4.0,269.0,2.0,0.0,8.0,20.0,1.0,40.0,0.0,514.0,,,3.0,6.0,14.0,0.0,40.0,1.0,1.0,,139.0,,43.0,2.0,47.0,2.0,16.0,,,,7.0,15.0,15.0,5.0,,,,,,
2014-15,755652,35,2015-05-02 15:00:00,21,West Ham,Home,166.0,17.0,5.0,9.0,6.0,4.0,,205.0,2.0,1.0,6.0,8.0,9.0,32.0,362.0,1.0,,23.0,19.0,18.0,14.0,5.0,,,,,,,,1.0,,,,22.0,1.0,,,,,1.0,6.0,3.0,,,52.0,3.0,14.0,7.0,,13.0,26.0,11.0,,3.0,,43.0,32.0,3.0,29.0,18.0,,,,,,,,56.0,11.0,5.0,,,1.0,,,,,,,,8.0,,2.0,1.0,18.0,,10.0,10.0,1.0,,6.0,79.0,33.0,3.0,1.0,8.0,11.0,7.0,429.0,1.0,,91.0,74.0,23.0,,,,,1.0,150.0,150.0,4.0,17.0,24.0,60.2,,,,0.0,2.0,,2.0,,3.0,,8.0,2.0,,2.0,122.0,348.0,20.0,188.0,30.0,29.0,12.0,8.0,43.0,37.0,160.0,8.0,309.0,2.0,1.0,30.0,10.0,70.0,2.0,454.0,2.0,0.0,29.0,5.0,1.0,26.0,3.0,658.0,,,5.0,13.0,3.0,0.0,93.0,3.0,3.0,1.0,167.0,,101.0,2.0,93.0,,7.0,,,,3.0,21.0,21.0,8.0,,,,,,
