season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7438025,33,110,Stoke_City,Home,27314,37869,Ryan Shawcross,ryan-shawcross,D,False,,,2.0,5.0,,5.0,1.0,3.0,4.0,,,,,,,,2.0,6.0,,,1.0,,,,,1.0,,2.0,90.0,1.0,,,,,,,8.0,,7.1,,,1.0,5.0,,,,4.0,,10.0,3.0,13.0,2,2.0,27.0,,1.0,,1.0
2017-18,7438025,33,110,Stoke_City,Home,48988,50089,Geoff Cameron,geoff-cameron,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438025,33,110,Stoke_City,Home,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,2.0,,1.0,12.0,6.0,16.0,,,4.0,,,,1.0,,,1.0,5.0,1.0,,,3.0,,,,1.0,2.0,1.0,,90.0,,,,,,,,16.0,,6.9,,,1.0,,,10.0,,2.0,,23.0,7.0,20.0,1,,38.0,1.0,1.0,,
2017-18,7438025,33,110,Stoke_City,Home,98448,105666,Jack Butland,jack-butland,G,False,,1.0,9.0,9.0,,9.0,,,6.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,25.0,1.0,6.4,2.0,2.0,,2.0,,,1.0,34.0,,30.0,4.0,34.0,0,,38.0,,,,
2017-18,7438025,33,110,Stoke_City,Home,116947,85352,Bruno Martins Indi,bruno-martins-indi,D,False,,,1.0,1.0,12.0,13.0,2.0,,10.0,,,,2.0,,,,5.0,3.0,,,1.0,,,,,5.0,,,90.0,,2.0,,,,,,7.0,,6.9,,,,7.0,,,,4.0,,8.0,12.0,20.0,0,3.0,38.0,,,,1.0
2017-18,7438025,33,110,Stoke_City,Home,139227,103192,Kurt Zouma,kurt-zouma,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,0,,2.0,1.0,,,
2017-18,7438025,33,110,Stoke_City,Home,150201,112316,Jakob Haugaard,jakob-haugaard,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438025,33,110,Stoke_City,Home,157433,102366,Moritz Bauer,moritz-bauer,D,False,1.0,,2.0,7.0,7.0,13.0,1.0,,3.0,,,,2.0,,,1.0,8.0,6.0,,,2.0,,,,,,1.0,,89.0,,,,,,,,12.0,,6.3,,,,1.0,3.0,2.0,,4.0,,12.0,8.0,18.0,0,2.0,38.0,2.0,3.0,1.0,2.0
2017-18,7438025,33,110,Stoke_City,Home,228342,163463,Badou Ndiaye,badou-ndiaye,M,False,,,2.0,16.0,7.0,23.0,1.0,,6.0,,,,3.0,,,2.0,9.0,9.0,,,2.0,,,,,1.0,2.0,,90.0,,,,,,,,13.0,,6.7,,,,,4.0,,,2.0,,22.0,9.0,31.0,0,6.0,50.0,2.0,,3.0,3.0
2017-18,7438025,33,110,Stoke_City,Home,826145,200884,Tyrese Campbell,tyrese-campbell,F,True,1.0,,,3.0,1.0,3.0,1.0,1.0,,,,,,,,1.0,2.0,1.0,,,,,,,,1.0,,,21.0,,1.0,,,,,,3.0,,6.8,,,1.0,,,2.0,,,,4.0,1.0,3.0,1,,11.0,1.0,,,
2017-18,7438025,33,110,Stoke_City,Home,844763,205102,Ramadan Sobhi,ramadan-sobhi,M,False,,,,13.0,3.0,16.0,2.0,,6.0,,,,3.0,,,,10.0,3.0,,,2.0,,,,,,,,69.0,,,,,,,,11.0,,5.8,,,,,4.0,1.0,,1.0,1.0,15.0,6.0,20.0,0,2.0,30.0,3.0,,1.0,2.0
2017-18,7438039,34,110,Stoke_City,Away,765,14295,Darren Fletcher,darren-fletcher,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438039,34,110,Stoke_City,Away,917,3773,Peter Crouch,peter-crouch,F,True,,,,1.0,,1.0,1.0,5.0,1.0,,,,1.0,,,,2.0,5.0,,,,,1.0,,,,,,20.0,1.0,,,,,,,6.0,,7.2,,,,1.0,,,,1.0,,5.0,2.0,7.0,1,,10.0,,,,
2017-18,7438039,34,110,Stoke_City,Away,9682,20481,Stephen Ireland,stephen-ireland,M,True,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,2.0,,6.4,,,,1.0,,,,,,,2.0,2.0,0,,4.0,,,,
2017-18,7438039,34,110,Stoke_City,Away,10011,6744,Lee Grant,lee-grant,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438039,34,110,Stoke_City,Away,17063,39487,Erik Pieters,erik-pieters,D,False,,,3.0,16.0,8.0,24.0,2.0,,7.0,,,,2.0,,,,6.0,4.0,,,2.0,,,,,,1.0,,90.0,,,,,,,,13.0,,6.6,,,,8.0,1.0,1.0,,9.0,,25.0,9.0,33.0,0,1.0,62.0,1.0,2.0,1.0,1.0
2017-18,7438039,34,110,Stoke_City,Away,20602,40555,Joe Allen,joe-allen,M,False,,,1.0,15.0,6.0,21.0,3.0,,12.0,,,,4.0,,,2.0,14.0,3.0,,,4.0,,,,,2.0,1.0,,90.0,,2.0,,,,,,16.0,,5.9,,,,2.0,2.0,1.0,,5.0,,25.0,8.0,32.0,0,,47.0,1.0,2.0,1.0,
2017-18,7438039,34,110,Stoke_City,Away,22481,61858,Mame Biram Diouf,mame-biram-diouf,F,False,,,,7.0,3.0,10.0,10.0,17.0,1.0,,,1.0,1.0,,,1.0,13.0,18.0,,,1.0,,,,,,2.0,,87.0,2.0,,,,,,,14.0,,7.3,,,1.0,2.0,,,,,2.0,18.0,3.0,21.0,4,1.0,34.0,2.0,,,1.0
2017-18,7438039,34,110,Stoke_City,Away,27314,37869,Ryan Shawcross,ryan-shawcross,D,False,,,4.0,4.0,12.0,16.0,1.0,5.0,1.0,,,,1.0,,,,4.0,7.0,,,2.0,,,,,1.0,,,90.0,,,,,,,,8.0,,7.0,,,,17.0,,,,7.0,,11.0,13.0,24.0,0,1.0,46.0,,1.0,,
2017-18,7438039,34,110,Stoke_City,Away,48988,50089,Geoff Cameron,geoff-cameron,D,True,,,,,3.0,3.0,1.0,,2.0,,,,,,,,4.0,,,,4.0,,,,,1.0,,,28.0,,,,,,,,1.0,,6.3,,,,3.0,,,,,,,4.0,4.0,0,,10.0,,,,
2017-18,7438039,34,110,Stoke_City,Away,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,3.0,,3.0,18.0,11.0,26.0,2.0,,4.0,,,1.0,1.0,,,,7.0,8.0,,,2.0,,,,,,3.0,,90.0,1.0,,,,,,,15.0,,7.6,,,,,6.0,6.0,,4.0,,24.0,11.0,29.0,2,1.0,55.0,6.0,3.0,4.0,1.0
2017-18,7438039,34,110,Stoke_City,Away,98448,105666,Jack Butland,jack-butland,G,False,,,14.0,12.0,3.0,15.0,,,7.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,18.0,2.0,7.2,1.0,5.0,,4.0,,,,31.0,,29.0,3.0,32.0,0,,43.0,,,,
2017-18,7438039,34,110,Stoke_City,Away,116947,85352,Bruno Martins Indi,bruno-martins-indi,D,False,,,1.0,3.0,12.0,15.0,2.0,2.0,6.0,,,,,,,,4.0,5.0,,,2.0,,,,,1.0,,,90.0,1.0,1.0,,,,,,3.0,,7.3,,,,9.0,,,,3.0,,4.0,13.0,17.0,1,3.0,34.0,1.0,,,
2017-18,7438039,34,110,Stoke_City,Away,139227,103192,Kurt Zouma,kurt-zouma,D,False,,,2.0,11.0,10.0,21.0,1.0,,5.0,,,,,,,,2.0,5.0,,,1.0,,,,,,,,90.0,,2.0,,,,,,10.0,,7.3,,,,8.0,1.0,,,6.0,1.0,17.0,12.0,29.0,0,3.0,57.0,,1.0,1.0,3.0
2017-18,7438039,34,110,Stoke_City,Away,157433,102366,Moritz Bauer,moritz-bauer,D,False,1.0,,1.0,6.0,3.0,8.0,1.0,1.0,2.0,,,,1.0,,,,4.0,4.0,,,1.0,,,,,,2.0,,70.0,1.0,,,,,,,6.0,,6.9,,,,1.0,2.0,1.0,,2.0,,9.0,4.0,12.0,1,1.0,21.0,1.0,1.0,1.0,1.0
2017-18,7438039,34,110,Stoke_City,Away,228342,163463,Badou Ndiaye,badou-ndiaye,M,False,,,3.0,20.0,9.0,29.0,1.0,,11.0,,,,5.0,,,,9.0,5.0,,,2.0,,,,,,,,90.0,,3.0,,,,,,9.0,,6.5,,,,3.0,1.0,,,3.0,,23.0,9.0,32.0,0,2.0,50.0,3.0,3.0,,1.0
2017-18,7438039,34,110,Stoke_City,Away,826063,226029,Lasse Sørensen,lasse-sorensen,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438039,34,110,Stoke_City,Away,826145,200884,Tyrese Campbell,tyrese-campbell,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438039,34,110,Stoke_City,Away,844763,205102,Ramadan Sobhi,ramadan-sobhi,M,False,,,,7.0,1.0,8.0,2.0,4.0,4.0,,,1.0,,,,1.0,3.0,6.0,,,,,,,,,1.0,,62.0,1.0,,,,,,,9.0,,6.9,,,,2.0,1.0,2.0,,,,12.0,3.0,13.0,2,,24.0,1.0,1.0,1.0,
2017-18,7438022,35,110,Stoke_City,Home,765,14295,Darren Fletcher,darren-fletcher,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438022,35,110,Stoke_City,Home,917,3773,Peter Crouch,peter-crouch,F,False,1.0,,,14.0,4.0,17.0,16.0,11.0,1.0,,,,,,,1.0,19.0,11.0,,,2.0,,,,,,,,90.0,,,,,,,,26.0,,6.5,,,,5.0,,1.0,,1.0,,32.0,7.0,38.0,0,,49.0,3.0,,,
2017-18,7438022,35,110,Stoke_City,Home,1204,9047,Glen Johnson,glen-johnson,D,False,,,2.0,5.0,5.0,10.0,,1.0,4.0,,,,,,,,,1.0,,,,,,,,1.0,,,59.0,,,,,,,,20.0,,6.6,,,,,,1.0,,7.0,,16.0,6.0,21.0,0,,37.0,1.0,,,
2017-18,7438022,35,110,Stoke_City,Home,9682,20481,Stephen Ireland,stephen-ireland,M,True,,,,3.0,,3.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,21.0,,,,,,,,2.0,,6.8,,,1.0,,1.0,,,,,4.0,,4.0,1,,10.0,,,1.0,
2017-18,7438022,35,110,Stoke_City,Home,17063,39487,Erik Pieters,erik-pieters,D,False,,,,7.0,7.0,14.0,4.0,3.0,6.0,,,,1.0,,,,8.0,9.0,,,3.0,,,,,1.0,,,90.0,,1.0,,,,,,19.0,,7.1,,,1.0,3.0,1.0,2.0,,6.0,,22.0,11.0,31.0,1,5.0,59.0,,,1.0,5.0
2017-18,7438022,35,110,Stoke_City,Home,20602,40555,Joe Allen,joe-allen,M,False,,,1.0,17.0,14.0,31.0,1.0,3.0,6.0,,,,1.0,,,1.0,7.0,7.0,,,3.0,,,,,3.0,1.0,,90.0,,,,,,,,12.0,,6.8,,,,6.0,3.0,2.0,,3.0,,25.0,16.0,39.0,0,1.0,58.0,,1.0,2.0,1.0
2017-18,7438022,35,110,Stoke_City,Home,22481,61858,Mame Biram Diouf,mame-biram-diouf,F,False,,,,11.0,1.0,12.0,2.0,,4.0,,1.0,,,,,,3.0,2.0,,,,1.0,,,,,2.0,,75.0,1.0,,,,,,,8.0,,6.8,,,,,2.0,1.0,,,,16.0,1.0,16.0,1,1.0,23.0,2.0,,1.0,1.0
2017-18,7438022,35,110,Stoke_City,Home,27314,37869,Ryan Shawcross,ryan-shawcross,D,False,,,1.0,5.0,15.0,20.0,6.0,11.0,5.0,,,,,,,,6.0,12.0,,,,,,,,,,,90.0,,1.0,,,,,,14.0,,6.9,,,1.0,7.0,,,,7.0,,12.0,22.0,34.0,1,1.0,45.0,,,,
2017-18,7438022,35,110,Stoke_City,Home,48988,50089,Geoff Cameron,geoff-cameron,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438022,35,110,Stoke_City,Home,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,3.0,,2.0,20.0,4.0,21.0,2.0,,6.0,,,,1.0,,,1.0,5.0,1.0,,,1.0,,,,,,3.0,,90.0,,,,,,,,14.0,,7.0,,,1.0,,1.0,9.0,,3.0,,31.0,5.0,27.0,1,,41.0,,,1.0,
2017-18,7438022,35,110,Stoke_City,Home,98448,105666,Jack Butland,jack-butland,G,False,,2.0,18.0,16.0,2.0,18.0,,,18.0,,,,,,,,,,,,,,,4.0,,,,,90.0,,,,,,,,28.0,,7.9,4.0,6.0,,1.0,,,2.0,46.0,,40.0,6.0,46.0,0,,59.0,,,,
2017-18,7438022,35,110,Stoke_City,Home,116947,85352,Bruno Martins Indi,bruno-martins-indi,D,False,,,1.0,2.0,8.0,10.0,5.0,7.0,2.0,,,,,,,,6.0,9.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,,11.0,,7.0,,,,12.0,,,,7.0,,10.0,11.0,21.0,0,1.0,37.0,,1.0,,1.0
2017-18,7438022,35,110,Stoke_City,Home,139227,103192,Kurt Zouma,kurt-zouma,D,True,,,1.0,2.0,2.0,4.0,,2.0,3.0,,,,,,,,2.0,4.0,,,2.0,,,,,,,,31.0,,,,,,,,5.0,,6.5,,,,3.0,,,,5.0,,7.0,2.0,9.0,0,2.0,17.0,,,,1.0
2017-18,7438022,35,110,Stoke_City,Home,150201,112316,Jakob Haugaard,jakob-haugaard,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438022,35,110,Stoke_City,Home,157433,102366,Moritz Bauer,moritz-bauer,D,False,,,,3.0,2.0,5.0,1.0,,,1.0,,,,,,,3.0,,,,,,,,,,1.0,,69.0,,,,,,,,15.0,,6.5,,,,2.0,2.0,6.0,,1.0,1.0,14.0,3.0,11.0,0,,31.0,,,,
2017-18,7438022,35,110,Stoke_City,Home,228342,163463,Badou Ndiaye,badou-ndiaye,M,False,,,2.0,15.0,8.0,23.0,3.0,2.0,8.0,,,1.0,1.0,,,1.0,7.0,14.0,,,3.0,,1.0,,,,1.0,,90.0,1.0,,,,,,,6.0,,8.1,,,,2.0,4.0,,,3.0,,19.0,8.0,27.0,2,6.0,49.0,1.0,2.0,4.0,4.0
2017-18,7438022,35,110,Stoke_City,Home,826145,200884,Tyrese Campbell,tyrese-campbell,F,True,,,,,1.0,1.0,1.0,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,15.0,1.0,,,,,,,2.0,,6.7,,,,,,,,,1.0,1.0,1.0,2.0,1,1.0,6.0,,,,
2017-18,7438022,35,110,Stoke_City,Home,844763,205102,Ramadan Sobhi,ramadan-sobhi,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438066,36,110,Stoke_City,Away,765,14295,Darren Fletcher,darren-fletcher,M,True,,,,,2.0,2.0,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,25.0,,,,,,,,2.0,,6.6,,,,1.0,,,,,,1.0,3.0,4.0,0,,7.0,,1.0,,
2017-18,7438066,36,110,Stoke_City,Away,917,3773,Peter Crouch,peter-crouch,F,False,,,,9.0,6.0,15.0,4.0,9.0,5.0,,,,,,,,6.0,9.0,,,2.0,,,,,,1.0,,65.0,,,,,,,,15.0,,6.7,,,,,,,,,,20.0,7.0,27.0,0,,30.0,3.0,,,
2017-18,7438066,36,110,Stoke_City,Away,9360,20208,Charlie Adam,charlie-adam,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438066,36,110,Stoke_City,Away,9682,20481,Stephen Ireland,stephen-ireland,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438066,36,110,Stoke_City,Away,17063,39487,Erik Pieters,erik-pieters,D,False,,,2.0,5.0,8.0,13.0,1.0,3.0,7.0,,,,,,,,4.0,6.0,,,3.0,,,,,1.0,1.0,,90.0,,3.0,,,,,,19.0,,7.8,,,,10.0,1.0,2.0,,9.0,,14.0,12.0,24.0,0,1.0,61.0,1.0,1.0,1.0,1.0
2017-18,7438066,36,110,Stoke_City,Away,20602,40555,Joe Allen,joe-allen,M,False,,,1.0,11.0,12.0,23.0,1.0,1.0,10.0,,,,,,,,1.0,6.0,,,,,,,,3.0,,,90.0,,1.0,,,,,,12.0,,7.4,,,,2.0,1.0,,,3.0,,17.0,15.0,32.0,0,3.0,47.0,2.0,1.0,1.0,3.0
2017-18,7438066,36,110,Stoke_City,Away,22481,61858,Mame Biram Diouf,mame-biram-diouf,F,False,,,1.0,6.0,3.0,9.0,4.0,5.0,3.0,1.0,,,,,,,6.0,7.0,,,3.0,,,,,2.0,1.0,,90.0,,,,,,,,10.0,,7.1,,,2.0,3.0,,,,2.0,2.0,11.0,4.0,15.0,2,1.0,30.0,3.0,2.0,,1.0
2017-18,7438066,36,110,Stoke_City,Away,27314,37869,Ryan Shawcross,ryan-shawcross,D,False,,,2.0,3.0,5.0,8.0,1.0,1.0,5.0,,1.0,,,,,,2.0,5.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,,4.0,,7.5,,,1.0,9.0,,,,4.0,,5.0,7.0,12.0,1,4.0,28.0,,,,2.0
2017-18,7438066,36,110,Stoke_City,Away,48988,50089,Geoff Cameron,geoff-cameron,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438066,36,110,Stoke_City,Away,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,,,2.0,6.0,5.0,11.0,,,6.0,,,,,,,,3.0,2.0,,,2.0,,,,,,,,90.0,,,,,,,,23.0,,6.4,,,,,1.0,4.0,,5.0,,19.0,7.0,22.0,0,1.0,38.0,6.0,1.0,,1.0
2017-18,7438066,36,110,Stoke_City,Away,98448,105666,Jack Butland,jack-butland,G,False,,2.0,10.0,10.0,,10.0,,,10.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,27.0,,7.1,2.0,2.0,,,,,2.0,35.0,,34.0,2.0,36.0,0,,42.0,1.0,,,
2017-18,7438066,36,110,Stoke_City,Away,116947,85352,Bruno Martins Indi,bruno-martins-indi,D,False,,,1.0,1.0,5.0,6.0,,1.0,2.0,,,,,,,,,1.0,,,,,,,,2.0,,,52.0,,,,,,,,4.0,,6.7,,,,1.0,,,,3.0,,4.0,6.0,10.0,0,,14.0,,,,
2017-18,7438066,36,110,Stoke_City,Away,139227,103192,Kurt Zouma,kurt-zouma,D,False,,,1.0,3.0,7.0,10.0,,3.0,5.0,,,,,,,,3.0,3.0,,,3.0,,,,,2.0,1.0,,90.0,,3.0,,,,,,13.0,,7.5,,,,8.0,,1.0,,7.0,,10.0,9.0,18.0,0,,41.0,1.0,,,
2017-18,7438066,36,110,Stoke_City,Away,150201,112316,Jakob Haugaard,jakob-haugaard,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438066,36,110,Stoke_City,Away,157433,102366,Moritz Bauer,moritz-bauer,D,False,1.0,,2.0,4.0,10.0,13.0,,,5.0,,,,,,,,2.0,2.0,,,,,,,,,1.0,,90.0,,,,,,,,15.0,,6.6,,,,3.0,3.0,2.0,,4.0,,11.0,12.0,21.0,0,,39.0,1.0,1.0,1.0,
2017-18,7438066,36,110,Stoke_City,Away,228342,163463,Badou Ndiaye,badou-ndiaye,M,False,,,2.0,8.0,10.0,18.0,,2.0,4.0,,,,2.0,,,,2.0,8.0,,,,,,,,3.0,,,90.0,,2.0,,,,,,7.0,,7.4,,,,3.0,,,,6.0,,11.0,12.0,23.0,0,6.0,42.0,2.0,,,5.0
2017-18,7438066,36,110,Stoke_City,Away,826145,200884,Tyrese Campbell,tyrese-campbell,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438066,36,110,Stoke_City,Away,844763,205102,Ramadan Sobhi,ramadan-sobhi,M,True,,,,2.0,2.0,4.0,,,2.0,,,1.0,1.0,,,1.0,2.0,2.0,,,,,,,,,,,38.0,1.0,,,,,,,8.0,,6.6,,,,1.0,1.0,,,,,3.0,6.0,9.0,2,1.0,19.0,1.0,,1.0,1.0
2017-18,7438026,37,110,Stoke_City,Home,765,14295,Darren Fletcher,darren-fletcher,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438026,37,110,Stoke_City,Home,917,3773,Peter Crouch,peter-crouch,F,False,,,,14.0,5.0,19.0,4.0,10.0,5.0,,,,1.0,,,2.0,10.0,10.0,,,4.0,,,,,,1.0,,67.0,,,,,,,,18.0,,6.6,,,,2.0,1.0,,,,1.0,26.0,6.0,32.0,0,,40.0,2.0,,,
2017-18,7438026,37,110,Stoke_City,Home,1204,9047,Glen Johnson,glen-johnson,D,False,1.0,,1.0,9.0,2.0,10.0,1.0,1.0,2.0,,,,3.0,,,,5.0,4.0,,,1.0,,,,,1.0,,,77.0,,1.0,,,,,,10.0,,6.4,,,,3.0,1.0,1.0,,5.0,,15.0,4.0,18.0,0,1.0,33.0,1.0,1.0,1.0,1.0
2017-18,7438026,37,110,Stoke_City,Home,9360,20208,Charlie Adam,charlie-adam,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438026,37,110,Stoke_City,Home,9682,20481,Stephen Ireland,stephen-ireland,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438026,37,110,Stoke_City,Home,17063,39487,Erik Pieters,erik-pieters,D,False,1.0,,1.0,14.0,10.0,23.0,3.0,1.0,8.0,,,,,,,,6.0,5.0,,,3.0,,,,,1.0,,,90.0,,1.0,,,,,,12.0,,6.8,,,,2.0,,3.0,,3.0,,21.0,11.0,29.0,0,3.0,51.0,,1.0,,2.0
2017-18,7438026,37,110,Stoke_City,Home,20602,40555,Joe Allen,joe-allen,M,False,,,1.0,16.0,8.0,24.0,2.0,1.0,5.0,,,,4.0,,,1.0,9.0,5.0,,,2.0,,,,,1.0,,,90.0,,,,,,,,11.0,,6.2,,,1.0,1.0,,,,2.0,,19.0,10.0,29.0,1,4.0,47.0,5.0,,,2.0
2017-18,7438026,37,110,Stoke_City,Home,22481,61858,Mame Biram Diouf,mame-biram-diouf,F,False,,,,3.0,3.0,6.0,6.0,3.0,1.0,,,,,,,,8.0,4.0,,,1.0,,,,,,,,90.0,1.0,,,,,,,15.0,,6.7,,,1.0,2.0,1.0,,,,,12.0,5.0,17.0,2,1.0,28.0,2.0,,,1.0
2017-18,7438026,37,110,Stoke_City,Home,27314,37869,Ryan Shawcross,ryan-shawcross,D,False,,,1.0,8.0,5.0,13.0,3.0,3.0,3.0,,,,2.0,,,,5.0,4.0,1.0,,,,,,,3.0,,,90.0,,,,,,,,8.0,,6.0,,,2.0,11.0,,,,4.0,,13.0,7.0,20.0,2,,43.0,1.0,1.0,,
2017-18,7438026,37,110,Stoke_City,Home,48988,50089,Geoff Cameron,geoff-cameron,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438026,37,110,Stoke_City,Home,65953,68312,Xherdan Shaqiri,xherdan-shaqiri,M,False,4.0,,3.0,16.0,3.0,15.0,,,7.0,,,,2.0,,,,5.0,6.0,,,2.0,,1.0,,,,3.0,,90.0,1.0,,,,,,,11.0,,7.6,,,,,3.0,5.0,,5.0,1.0,22.0,3.0,20.0,1,2.0,38.0,4.0,2.0,2.0,
2017-18,7438026,37,110,Stoke_City,Home,98448,105666,Jack Butland,jack-butland,G,False,,,21.0,21.0,,21.0,,,7.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,15.0,,6.1,,,,,,,,36.0,,36.0,,36.0,0,,37.0,,,,
2017-18,7438026,37,110,Stoke_City,Home,139227,103192,Kurt Zouma,kurt-zouma,D,False,,,5.0,9.0,17.0,26.0,,2.0,4.0,,,1.0,1.0,,,,3.0,5.0,,,2.0,,,,,2.0,,,90.0,,1.0,,,,,,5.0,,6.9,,,,6.0,1.0,,,6.0,,11.0,20.0,31.0,1,,45.0,,2.0,1.0,
2017-18,7438026,37,110,Stoke_City,Home,150201,112316,Jakob Haugaard,jakob-haugaard,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7438026,37,110,Stoke_City,Home,157433,102366,Moritz Bauer,moritz-bauer,D,False,,,1.0,4.0,2.0,6.0,1.0,1.0,3.0,,,,1.0,,,,3.0,6.0,,,1.0,,,,,,2.0,,90.0,,,,,,,,14.0,,6.7,,,,,1.0,2.0,,1.0,,12.0,2.0,12.0,0,2.0,29.0,3.0,2.0,1.0,1.0
2017-18,7438026,37,110,Stoke_City,Home,228342,163463,Badou Ndiaye,badou-ndiaye,M,False,,,2.0,12.0,8.0,20.0,,,5.0,,,,2.0,,,,4.0,4.0,,,2.0,,,,,,,,90.0,,1.0,,,,,,10.0,,6.5,,,,1.0,,1.0,,3.0,,20.0,8.0,27.0,0,3.0,37.0,,1.0,,1.0
2017-18,7438026,37,110,Stoke_City,Home,826145,200884,Tyrese Campbell,tyrese-campbell,F,True,,,,1.0,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,13.0,,,,,,,,4.0,,6.6,,,,,,,,,,5.0,,5.0,0,1.0,6.0,,,,1.0
2017-18,7438026,37,110,Stoke_City,Home,844763,205102,Ramadan Sobhi,ramadan-sobhi,M,True,,,,1.0,,1.0,,,1.0,,,,2.0,,,,3.0,4.0,,,,,,,,,,,23.0,,,,,,,,11.0,,6.5,,,,1.0,4.0,1.0,,,,7.0,1.0,7.0,0,1.0,18.0,2.0,,3.0,
2017-18,7438080,38,110,Stoke_City,Away,765,14295,Darren Fletcher,darren-fletcher,M,True,1.0,,2.0,15.0,28.0,42.0,,2.0,5.0,,,,4.0,,,,4.0,3.0,,,,,,,,1.0,2.0,,82.0,,,,,,,,8.0,,6.6,,,,,1.0,1.0,,3.0,,21.0,29.0,49.0,0,,56.0,,,1.0,
