season,matchId,gameweek,team_id,team,venue,playerId,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,blockedScoringAttempt,challengeLost,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyMiss,possessionLostCtrl,punches,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,wasFouled,wonContest,wonTackle
2009-10,1296870,21,30,Bolton_Wanderers,Away,17604,Rahamat Riga Mustapha,rahamat-riga-mustapha,Unknown,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062676,22,30,Bolton_Wanderers,Home,546,Gavin McCann,gavin-mccann,Unknown,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,29.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062679,22,90,Burnley,Away,571,Robert Blake,robert-blake,Unknown,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,7.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062681,22,110,Stoke_City,Home,10553,Steve Simonsen,steve-simonsen,Unknown,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062683,22,111,Wigan_Athletic,Away,5430,Paul Scharner,paul-scharner,Unknown,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,47.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062684,23,90,Burnley,Away,571,Robert Blake,robert-blake,Unknown,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062684,23,90,Burnley,Away,5446,Christian Kalvenes,christian-kalvenes,Unknown,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062688,23,54,Fulham,Away,1147,Simon Davies,simon-davies,Unknown,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,26.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062691,23,111,Wigan_Athletic,Away,5430,Paul Scharner,paul-scharner,Unknown,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062696,24,90,Burnley,Home,571,Robert Blake,robert-blake,Unknown,False,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,72.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062696,24,90,Burnley,Home,5446,Christian Kalvenes,christian-kalvenes,Unknown,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,35.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062697,24,54,Fulham,Home,1147,Simon Davies,simon-davies,Unknown,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,24.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062701,24,110,Stoke_City,Away,10553,Steve Simonsen,steve-simonsen,Unknown,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062703,24,111,Wigan_Athletic,Home,5430,Paul Scharner,paul-scharner,Unknown,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,32.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062706,25,90,Burnley,Home,571,Robert Blake,robert-blake,Unknown,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,71.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062712,25,111,Wigan_Athletic,Away,5430,Paul Scharner,paul-scharner,Unknown,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,74.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062715,26,90,Burnley,Away,571,Robert Blake,robert-blake,Unknown,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062715,26,54,Fulham,Home,1147,Simon Davies,simon-davies,Unknown,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,61.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062718,26,111,Wigan_Athletic,Home,5430,Paul Scharner,paul-scharner,Unknown,False,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062725,27,90,Burnley,Away,571,Robert Blake,robert-blake,Unknown,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062728,27,54,Fulham,Home,1147,Simon Davies,simon-davies,Unknown,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,83.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062732,27,111,Wigan_Athletic,Home,5430,Paul Scharner,paul-scharner,Unknown,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062734,28,111,Wigan_Athletic,Away,5430,Paul Scharner,paul-scharner,Unknown,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,46.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062735,28,30,Bolton_Wanderers,Home,17604,Rahamat Riga Mustapha,rahamat-riga-mustapha,Unknown,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062736,28,90,Burnley,Home,571,Robert Blake,robert-blake,Unknown,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,80.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062738,28,88,Hull_City,Home,9765,Jimmy Bullard,jimmy-bullard,Unknown,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062742,28,54,Fulham,Away,1147,Simon Davies,simon-davies,Unknown,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062744,29,90,Burnley,Away,571,Robert Blake,robert-blake,Unknown,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062747,29,88,Hull_City,Away,9765,Jimmy Bullard,jimmy-bullard,Unknown,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,62.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062751,29,30,Bolton_Wanderers,Away,17604,Rahamat Riga Mustapha,rahamat-riga-mustapha,Unknown,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062752,29,111,Wigan_Athletic,Home,5430,Paul Scharner,paul-scharner,Unknown,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1346005,29,54,Fulham,Home,1147,Simon Davies,simon-davies,Unknown,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1346005,29,110,Stoke_City,Away,10553,Steve Simonsen,steve-simonsen,Unknown,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062755,30,111,Wigan_Athletic,Away,5430,Paul Scharner,paul-scharner,Unknown,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,54.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062755,30,30,Bolton_Wanderers,Home,17604,Rahamat Riga Mustapha,rahamat-riga-mustapha,Unknown,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062756,30,90,Burnley,Home,571,Robert Blake,robert-blake,Unknown,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,36.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062758,30,88,Hull_City,Home,9765,Jimmy Bullard,jimmy-bullard,Unknown,False,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062760,30,54,Fulham,Away,1147,Simon Davies,simon-davies,Unknown,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,45.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062767,31,30,Bolton_Wanderers,Away,17604,Rahamat Riga Mustapha,rahamat-riga-mustapha,Unknown,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062768,31,54,Fulham,Home,1147,Simon Davies,simon-davies,Unknown,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062770,31,88,Hull_City,Away,9765,Jimmy Bullard,jimmy-bullard,Unknown,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062773,31,90,Burnley,Away,571,Robert Blake,robert-blake,Unknown,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,22.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062773,31,111,Wigan_Athletic,Home,5430,Paul Scharner,paul-scharner,Unknown,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,33.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062775,32,30,Bolton_Wanderers,Home,17604,Rahamat Riga Mustapha,rahamat-riga-mustapha,Unknown,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062776,32,90,Burnley,Home,571,Robert Blake,robert-blake,Unknown,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,31.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062778,32,54,Fulham,Away,1147,Simon Davies,simon-davies,Unknown,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062778,32,88,Hull_City,Home,9765,Jimmy Bullard,jimmy-bullard,Unknown,False,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,84.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062780,32,111,Wigan_Athletic,Away,5430,Paul Scharner,paul-scharner,Unknown,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062787,33,90,Burnley,Home,571,Robert Blake,robert-blake,Unknown,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,46.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062789,33,54,Fulham,Home,1147,Simon Davies,simon-davies,Unknown,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062789,33,111,Wigan_Athletic,Away,5430,Paul Scharner,paul-scharner,Unknown,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062792,33,88,Hull_City,Away,9765,Jimmy Bullard,jimmy-bullard,Unknown,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062797,34,88,Hull_City,Home,9765,Jimmy Bullard,jimmy-bullard,Unknown,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062802,34,111,Wigan_Athletic,Home,5430,Paul Scharner,paul-scharner,Unknown,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,56.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062804,35,88,Hull_City,Away,9765,Jimmy Bullard,jimmy-bullard,Unknown,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062806,35,54,Fulham,Home,1147,Simon Davies,simon-davies,Unknown,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062811,35,90,Burnley,Away,571,Robert Blake,robert-blake,Unknown,True,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,9.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062813,35,111,Wigan_Athletic,Home,5430,Paul Scharner,paul-scharner,Unknown,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062817,36,90,Burnley,Home,571,Robert Blake,robert-blake,Unknown,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,27.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062820,36,88,Hull_City,Home,9765,Jimmy Bullard,jimmy-bullard,Unknown,False,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,46.0,,,0.0,1.0,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062822,36,111,Wigan_Athletic,Away,5430,Paul Scharner,paul-scharner,Unknown,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062824,37,90,Burnley,Away,571,Robert Blake,robert-blake,Unknown,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,25.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062824,37,41,Birmingham_City,Home,1163,Lee Carsley,lee-carsley,Unknown,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062826,37,54,Fulham,Home,1147,Simon Davies,simon-davies,Unknown,False,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,70.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062833,37,111,Wigan_Athletic,Home,5430,Paul Scharner,paul-scharner,Unknown,True,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,8.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062834,38,54,Fulham,Away,1147,Simon Davies,simon-davies,Unknown,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062836,38,41,Birmingham_City,Away,1163,Lee Carsley,lee-carsley,Unknown,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,1062837,38,90,Burnley,Home,571,Robert Blake,robert-blake,Unknown,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,11.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062838,38,111,Wigan_Athletic,Away,5430,Paul Scharner,paul-scharner,Unknown,True,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,18.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,
2009-10,1062841,38,110,Stoke_City,Away,10553,Steve Simonsen,steve-simonsen,Unknown,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
