playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,totalFoulsWon,winningGoal,duels,homeGoals,recoveries,appearances,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,offsides,goalsConcededOutsideBox,penaltyGoalsConceded,ownGoalScored,headedGoals,handballsConceded,penaltiesConceded,lastPlayerTackle,hitWoodwork,foulWonPenalty,successfulCornersIntoBox,throwInsToOppositionPlayer,attemptsFromSetPieces,setPiecesGoals,penaltiesTaken,penaltyGoals,clearancesOffTheLine,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,punches,savesMade,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesSaved,penaltiesFaced,savesFromPenalty,forwardPasses
41792,Aaron Ramsey,Midfielder,Arsenal,3,Wales,2009-10,65.0,2.0,0.0,6.0,6.0,26.0,14.0,14.0,77.0,18.0,3.0,36.0,7.0,90.0,13.0,627.0,3.0,1.0,11.0,1.0,22.0,2.0,2.0,780.0,3.0,9.0,61.0,48.0,494.0,24.0,12.0,1.0,7.0,5.0,56.0,12.0,0.0,126.0,2.0,54.0,18.0,2.0,9.0,1.0,8.0,352.0,5.0,14.0,37.0,104.0,13.0,0.0,611.0,8.0,4.0,148.0,17.0,10.0,1.0,12.0,18.0,1.0,43.0,807.0,6.0,3.0,3.0,187.0,0.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28566,Abou Diaby,Midfielder,Arsenal,3,France,2009-10,277.0,2.0,0.0,11.0,15.0,78.0,27.0,26.0,244.0,29.0,3.0,82.0,26.0,261.0,16.0,1545.0,6.0,0.0,3.0,,132.0,8.0,2.0,2322.0,8.0,78.0,256.0,202.0,1244.0,67.0,32.0,,57.0,30.0,199.0,47.0,6.0,533.0,6.0,165.0,29.0,4.0,18.0,1.0,45.0,851.0,27.0,16.0,130.0,401.0,54.0,0.0,1535.0,12.0,15.0,443.0,60.0,77.0,1.0,53.0,77.0,,40.0,2196.0,3.0,5.0,8.0,435.0,2.0,17.0,61.0,4.0,3.0,5.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21091,Alexandre Song,Midfielder,Arsenal,3,Cameroon,2009-10,171.0,1.0,0.0,3.0,3.0,87.0,10.0,18.0,203.0,26.0,1.0,38.0,25.0,227.0,4.0,1487.0,1.0,1.0,1.0,,74.0,9.0,1.0,2239.0,1.0,34.0,199.0,159.0,1179.0,18.0,22.0,1.0,57.0,24.0,137.0,40.0,0.0,370.0,0.0,241.0,26.0,,15.0,,5.0,768.0,24.0,4.0,47.0,296.0,40.0,0.0,1471.0,7.0,1.0,313.0,72.0,32.0,6.0,57.0,81.0,,81.0,1922.0,4.0,3.0,12.0,493.0,10.0,24.0,67.0,,,3.0,,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
13227,Andrey Arshavin,Midfielder,Arsenal,3,Russia,2009-10,177.0,8.0,0.0,30.0,29.0,35.0,56.0,46.0,217.0,30.0,1.0,106.0,25.0,232.0,69.0,879.0,10.0,4.0,5.0,30.0,30.0,4.0,15.0,2265.0,18.0,24.0,112.0,106.0,623.0,157.0,38.0,,,28.0,153.0,29.0,8.0,289.0,6.0,65.0,30.0,8.0,12.0,2.0,40.0,502.0,26.0,94.0,110.0,259.0,6.0,0.0,869.0,27.0,32.0,445.0,23.0,42.0,,39.0,24.0,20.0,24.0,1427.0,28.0,12.0,5.0,160.0,2.0,15.0,18.0,22.0,2.0,5.0,,,2.0,,,3.0,1.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,
20488,Armand Traore,Defender,Arsenal,3,Senegal,2009-10,45.0,1.0,0.0,1.0,,23.0,,1.0,61.0,9.0,,2.0,9.0,73.0,24.0,448.0,,,,,29.0,2.0,1.0,805.0,,12.0,53.0,36.0,358.0,4.0,3.0,3.0,44.0,10.0,33.0,5.0,0.0,98.0,,55.0,9.0,,7.0,,10.0,195.0,8.0,24.0,20.0,69.0,17.0,0.0,444.0,,2.0,140.0,16.0,8.0,,6.0,26.0,,17.0,697.0,61.0,2.0,9.0,181.0,2.0,12.0,28.0,,2.0,,,,1.0,,1.0,,,,9.0,,,,,,,,,,,,,,,,,,,,,
37748,Bacary Sagna,Defender,Arsenal,3,France,2009-10,119.0,30.0,0.0,2.0,1.0,62.0,7.0,2.0,186.0,35.0,3.0,3.0,31.0,235.0,135.0,1605.0,,,4.0,5.0,90.0,10.0,30.0,2760.0,,34.0,168.0,112.0,1331.0,21.0,26.0,5.0,135.0,36.0,85.0,41.0,0.0,287.0,,144.0,35.0,,17.0,,15.0,840.0,32.0,139.0,52.0,197.0,56.0,0.0,1577.0,6.0,29.0,541.0,45.0,9.0,7.0,24.0,78.0,3.0,39.0,2569.0,288.0,4.0,52.0,560.0,3.0,49.0,61.0,,4.0,5.0,,,,,1.0,,,,51.0,,,,,,,,,,,,,,,,,,,,,
38401,Carlos Vela,Forward,Arsenal,3,Mexico,2009-10,26.0,1.0,0.0,1.0,2.0,3.0,4.0,2.0,18.0,11.0,,3.0,1.0,18.0,6.0,100.0,1.0,0.0,10.0,1.0,8.0,,1.0,226.0,1.0,7.0,15.0,14.0,79.0,19.0,5.0,,1.0,3.0,19.0,7.0,0.0,41.0,1.0,14.0,11.0,,,1.0,3.0,71.0,1.0,6.0,13.0,33.0,1.0,0.0,99.0,2.0,3.0,37.0,3.0,4.0,,7.0,1.0,,3.0,160.0,4.0,1.0,,12.0,0.0,,1.0,2.0,2.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
17878,Cesc Fàbregas,Midfielder,Arsenal,3,Spain,2009-10,185.0,6.0,0.0,23.0,32.0,62.0,63.0,87.0,317.0,27.0,13.0,142.0,26.0,370.0,29.0,1784.0,15.0,6.0,1.0,103.0,35.0,9.0,29.0,2193.0,8.0,22.0,174.0,161.0,1301.0,119.0,82.0,3.0,24.0,26.0,163.0,48.0,6.0,359.0,9.0,140.0,27.0,13.0,19.0,2.0,31.0,1057.0,25.0,128.0,104.0,324.0,13.0,0.0,1686.0,31.0,32.0,640.0,43.0,51.0,4.0,34.0,62.0,71.0,113.0,2516.0,20.0,6.0,9.0,386.0,5.0,53.0,43.0,3.0,1.0,3.0,,,2.0,,,2.0,1.0,14.0,2.0,10.0,1.0,4.0,3.0,,,,,,,,,,,,,,,,,
59937,Conor Henderson,Midfielder,Arsenal,3,Ireland,2009-10,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66587,Craig Eastmond,Midfielder,Arsenal,3,England,2009-10,19.0,,0.0,,2.0,7.0,2.0,,18.0,4.0,,2.0,2.0,19.0,,104.0,,,2.0,,13.0,,,170.0,,7.0,16.0,10.0,82.0,4.0,2.0,1.0,2.0,2.0,12.0,3.0,0.0,35.0,,13.0,4.0,,,,3.0,41.0,2.0,,6.0,22.0,6.0,0.0,103.0,,,26.0,7.0,,3.0,4.0,9.0,,3.0,146.0,,2.0,1.0,44.0,0.0,1.0,7.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
