playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,expectedAssists,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,expectedGoalsFreekick,substituteOn,shotsOnTargetOutsideBox,oboxTarget,rightFootGoals,headedGoals,freekickTotal,attemptsFromSetPieces,substituteOff,throughBalls,ownGoalScored,setPiecesGoals,unsuccessfulLayoffs,foulWonPenalty,penaltyGoalsConceded,penaltiesTaken,penaltyGoals,hitWoodwork,unsuccessfulCornersIntoBox,redCards2ndYellow,lastPlayerTackle,penaltiesConceded,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,otherGoals
135363,Andreas Christensen,Defender,Chelsea,8,Denmark,2012-13,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3785,Ashley Cole,Defender,Chelsea,8,England,2012-13,0.0,0.0,3.0,90.0,4.0,1.5649,7.0,3.0,4.0,0.6763,64.0,14.0,123.0,31.0,2.0,4.0,31.0,147.0,47.0,1316.0,1.0,2.0,0.0,6.0,2.0,40.0,13.0,5.0,4.0,2790.0,4.0,19.0,120.0,5.0,99.0,1104.0,1.0,44.0,17.0,32.8774,16.0,4.0,84.0,30.0,6.0,71.0,608.0,22.0,2.0,210.0,1.0,390.0,154.0,31.0,17.0,1.0,12.0,595.0,25.0,47.0,36.0,6.0,170.0,21.0,1288.0,11.0,13.0,277.0,47.0,13.0,5.0,83.0,14.0,38.0,1.0,65.0,235.0,2018.0,266.0,6.0,10.0,579.0,1.0,1.5719,24.0,39.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41135,Branislav Ivanovic,Defender,Chelsea,8,Serbia,2012-13,1.0,1.0,5.0,103.0,9.0,1.4704,4.0,7.0,1.0,2.7429,60.0,21.0,134.0,34.0,1.0,2.0,33.0,215.0,43.0,1327.0,5.0,,1.0,3.0,,125.0,12.0,9.0,2.0,2944.0,2.0,49.0,167.0,7.0,91.0,1008.0,,50.0,23.0,37.256,13.0,13.0,196.0,33.0,4.0,54.0,186.0,25.0,4.0,270.0,4.0,509.0,128.0,34.0,12.0,,13.0,446.0,26.0,44.0,23.0,4.0,145.0,76.0,1292.0,14.0,14.0,323.0,48.0,6.0,12.0,465.0,23.0,49.0,,104.0,167.0,1969.0,108.0,3.0,62.0,675.0,,2.7654,81.0,49.0,,0.0547,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41328,César Azpilicueta,Defender,Chelsea,8,Spain,2012-13,0.0,0.0,4.0,94.0,24.0,1.9013,5.0,2.0,7.0,0.2481,69.0,5.0,178.0,27.0,4.0,5.0,24.0,220.0,62.0,1213.0,,,,4.0,,57.0,8.0,25.0,2.0,2196.0,2.0,32.0,121.0,4.0,96.0,943.0,,23.0,50.0,25.7402,20.0,12.0,68.0,24.0,5.0,62.0,43.0,20.0,0.0,215.0,,466.0,92.0,27.0,12.0,,18.0,626.0,20.0,62.0,28.0,5.0,158.0,25.0,1195.0,3.0,19.0,382.0,57.0,7.0,5.0,537.0,21.0,42.0,,50.0,167.0,1904.0,239.0,4.0,45.0,392.0,1.0,0.3081,42.0,58.0,,,3.0,2.0,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
41270,David Luiz,Defender,Chelsea,8,Brazil,2012-13,0.0,0.0,8.0,141.0,6.0,1.7421,16.0,14.0,3.0,2.693,44.0,40.0,159.0,30.0,2.0,19.0,29.0,287.0,19.0,1515.0,2.0,,1.0,27.0,1.0,105.0,13.0,6.0,2.0,2634.0,2.0,46.0,156.0,3.0,97.0,1071.0,,22.0,1.0,29.127,20.0,15.0,135.0,23.0,4.0,95.0,421.0,43.0,2.0,297.0,1.0,679.0,159.0,30.0,7.0,,27.0,556.0,20.0,19.0,43.0,4.0,192.0,59.0,1457.0,26.0,8.0,389.0,37.0,10.0,11.0,291.0,41.0,72.0,,157.0,124.0,2045.0,6.0,27.0,79.0,678.0,4.0,2.5846,128.0,43.0,,1.5904,1.0,22.0,22.0,2.0,,49.0,25.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
19419,Gary Cahill,Defender,Chelsea,8,England,2012-13,0.0,0.0,1.0,62.0,1.0,0.3779,4.0,7.0,1.0,0.3974,28.0,12.0,88.0,26.0,2.0,2.0,24.0,128.0,2.0,1103.0,2.0,,1.0,2.0,,107.0,6.0,1.0,10.0,2216.0,10.0,30.0,124.0,6.0,47.0,892.0,,38.0,,31.8983,5.0,16.0,168.0,32.0,2.0,32.0,214.0,15.0,0.0,186.0,1.0,462.0,104.0,26.0,4.0,,5.0,268.0,26.0,2.0,10.0,2.0,79.0,77.0,1086.0,5.0,2.0,151.0,24.0,4.0,32.0,358.0,14.0,27.0,,83.0,69.0,1446.0,4.0,2.0,43.0,708.0,,1.1908,40.0,30.0,,,2.0,,,2.0,,,,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
1718,John Terry,Defender,Chelsea,8,England,2012-13,0.0,0.0,1.0,25.0,,0.1077,,4.0,,1.6874,12.0,7.0,38.0,14.0,,1.0,11.0,62.0,1.0,557.0,4.0,,3.0,,,48.0,4.0,,,950.0,,15.0,49.0,3.0,16.0,472.0,,10.0,,9.8019,,6.0,71.0,10.0,,10.0,156.0,4.0,0.0,74.0,1.0,245.0,53.0,14.0,2.0,,,116.0,7.0,1.0,2.0,,26.0,33.0,547.0,3.0,,69.0,10.0,,10.0,104.0,6.0,18.0,,23.0,52.0,694.0,1.0,,16.0,379.0,,1.5731,24.0,16.0,,,3.0,,,,4.0,,,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
126184,Nathan Aké,Defender,Chelsea,8,Netherlands,2012-13,0.0,0.0,0.0,1.0,,0.0111,,,,,3.0,1.0,9.0,3.0,,,1.0,9.0,1.0,51.0,,,,,,1.0,,,,92.0,,,4.0,,3.0,38.0,,,,2.4786,1.0,,1.0,1.0,,1.0,16.0,,0.0,5.0,,21.0,3.0,3.0,1.0,,,21.0,1.0,1.0,1.0,,4.0,1.0,51.0,1.0,,11.0,2.0,,2.0,12.0,,2.0,,4.0,2.0,62.0,,,1.0,21.0,,0.0262,,4.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16734,Paulo Ferreira,Defender,Chelsea,8,Portugal,2012-13,0.0,0.0,0.0,,,0.0027,,,,,,,1.0,2.0,,1.0,,1.0,,8.0,,,,,,,,,,8.0,,,,,,7.0,,,,,,1.0,,,,,2.0,,0.0,,,4.0,1.0,2.0,,,,4.0,,,,,,,8.0,,,1.0,,,,1.0,,2.0,,,1.0,11.0,1.0,,,3.0,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40146,Ryan Bertrand,Defender,Chelsea,8,England,2012-13,0.0,0.0,1.0,58.0,6.0,1.1388,4.0,3.0,1.0,0.1444,23.0,4.0,71.0,19.0,,12.0,14.0,74.0,35.0,473.0,,2.0,,4.0,,34.0,4.0,6.0,4.0,1280.0,4.0,22.0,54.0,4.0,42.0,382.0,,29.0,4.0,20.4771,12.0,1.0,24.0,17.0,2.0,36.0,205.0,13.0,0.0,112.0,,136.0,37.0,19.0,9.0,,7.0,252.0,13.0,36.0,19.0,2.0,78.0,12.0,471.0,1.0,10.0,151.0,14.0,6.0,1.0,32.0,14.0,10.0,,17.0,100.0,746.0,76.0,4.0,6.0,153.0,,0.3856,3.0,21.0,,,5.0,2.0,2.0,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
