matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
1059911,21,2020-01-01 17:30:00,91,Bournemouth,Away,361.0,21.0,,1.0,1.0,2.0,,179.0,8.0,,3.0,4.0,10.0,19.0,539.0,,1.0,18.0,18.0,22.0,3.0,,,1.0,,,,,,,,,3.0,,,,1.0,,4.0,10.0,4.0,3.0,,93.0,62.0,1.0,1.0,,4.0,17.0,,10.0,,1.0,2.0,5.0,8.0,,16.0,2.0,62.0,58.0,4.0,21.0,12.0,,,57.0,12.0,3.0,,,,,,179.0,,,,,,,8.0,,1.0,1.0,12.0,1.0,6.0,6.0,1.0,3.0,169.0,64.0,40.0,9.0,,1.0,2.0,2.0,600.0,2.0,2.0,67.0,65.0,25.0,1.0,1.0,1.0,,,148.0,148.0,4.0,29.0,25.0,57.4,1.0,,,,17.0,0.0,177.0,3.0,,3.0,,2.0,1.0,1.0,,3.0,83.0,521.0,6.0,3.0,386.0,33.0,21.0,20.0,2.0,15.0,13.0,1.0,120.0,3.0,247.0,1.0,,13.0,11.0,40.0,3.0,618.0,,0.0,3.0,20.0,2.0,19.0,2.0,808.0,14.0,26.0,13.0,2.0,10.0,0.0
1059912,22,2020-01-12 14:00:00,91,Bournemouth,Home,213.0,16.0,1.0,3.0,2.0,,,210.0,4.0,,5.0,4.0,7.0,20.0,420.0,,,22.0,42.0,30.0,5.0,1.0,1.0,,,,,1.0,1.0,,,,7.0,,,,,1.0,1.0,13.0,5.0,2.0,8.0,59.0,59.0,,,,1.0,22.0,2.0,10.0,1.0,,5.0,11.0,3.0,,14.0,1.0,81.0,59.0,1.0,15.0,9.0,1.0,,61.0,3.0,13.0,,,5.0,2.0,1.0,188.0,,,,,,,7.0,,,,9.0,,11.0,11.0,1.0,5.0,142.0,74.0,38.0,5.0,,4.0,2.0,1.0,510.0,7.0,2.0,92.0,53.0,33.0,,,,,,188.0,188.0,1.0,29.0,24.0,56.7,,,,,22.0,0.0,147.0,3.0,,2.0,,1.0,,7.0,,3.0,103.0,400.0,8.0,6.0,249.0,41.0,15.0,22.0,5.0,21.0,16.0,,156.0,2.0,308.0,,,20.0,7.0,56.0,,536.0,,0.0,10.0,8.0,,25.0,1.0,742.0,18.0,22.0,9.0,5.0,6.0,0.0
1059928,23,2020-01-18 15:00:00,91,Bournemouth,Away,121.0,10.0,2.0,5.0,3.0,4.0,,98.0,6.0,1.0,6.0,13.0,4.0,29.0,214.0,1.0,,13.0,22.0,28.0,3.0,2.0,3.0,,,,,,,,,,2.0,,,,,1.0,8.0,7.0,9.0,5.0,1.0,51.0,61.0,2.0,2.0,,3.0,14.0,2.0,13.0,,,5.0,6.0,2.0,,8.0,3.0,57.0,59.0,3.0,21.0,9.0,,,48.0,10.0,8.0,,,3.0,1.0,,138.0,,,,,,,12.0,,1.0,1.0,9.0,,18.0,18.0,1.0,6.0,65.0,59.0,29.0,4.0,,1.0,4.0,3.0,293.0,5.0,,55.0,42.0,20.0,1.0,1.0,1.0,,,144.0,144.0,6.0,25.0,23.0,34.0,,,,1.0,14.0,0.0,62.0,3.0,1.0,3.0,,2.0,,1.0,2.0,3.0,46.0,201.0,8.0,6.0,144.0,22.0,21.0,9.0,5.0,14.0,9.0,,93.0,15.0,186.0,1.0,1.0,32.0,6.0,64.0,3.0,316.0,1.0,1.0,6.0,19.0,,17.0,2.0,493.0,17.0,13.0,4.0,5.0,9.0,0.0
1059932,24,2020-01-21 19:30:00,91,Bournemouth,Home,102.0,11.0,,1.0,1.0,1.0,1.0,104.0,4.0,1.0,3.0,4.0,3.0,19.0,205.0,2.0,,6.0,18.0,18.0,7.0,1.0,1.0,1.0,,,,,,,,,9.0,,,,,1.0,4.0,9.0,12.0,8.0,3.0,50.0,69.0,1.0,1.0,1.0,3.0,25.0,4.0,14.0,,,5.0,4.0,,,10.0,4.0,56.0,44.0,3.0,20.0,10.0,,,42.0,9.0,12.0,1.0,,2.0,2.0,,146.0,1.0,,1.0,1.0,,1.0,11.0,2.0,1.0,1.0,10.0,,21.0,21.0,3.0,3.0,46.0,51.0,21.0,8.0,1.0,3.0,6.0,3.0,272.0,7.0,1.0,62.0,27.0,23.0,,,,,,148.0,148.0,6.0,26.0,26.0,34.7,,,,,25.0,0.0,61.0,3.0,4.0,7.0,,,1.0,4.0,1.0,2.0,63.0,189.0,13.0,9.0,134.0,25.0,20.0,10.0,4.0,10.0,6.0,1.0,108.0,8.0,179.0,1.0,1.0,22.0,3.0,54.0,2.0,303.0,2.0,0.0,11.0,10.0,,12.0,1.0,495.0,28.0,16.0,4.0,5.0,5.0,0.0
1059942,25,2020-02-01 15:00:00,91,Bournemouth,Home,73.0,4.0,,4.0,4.0,2.0,3.0,119.0,5.0,,2.0,11.0,,25.0,188.0,2.0,,20.0,27.0,31.0,5.0,2.0,,1.0,,,,1.0,2.0,,,,8.0,,1.0,,,6.0,2.0,15.0,3.0,8.0,8.0,33.0,54.0,3.0,2.0,2.0,4.0,17.0,5.0,10.0,,1.0,1.0,8.0,1.0,1.0,3.0,,51.0,63.0,4.0,36.0,22.0,1.0,,57.0,10.0,13.0,,,6.0,4.0,2.0,155.0,1.0,,1.0,,1.0,,14.0,,1.0,,22.0,1.0,21.0,21.0,2.0,2.0,56.0,59.0,25.0,8.0,1.0,3.0,5.0,6.0,272.0,4.0,3.0,48.0,64.0,21.0,,,,,,152.0,152.0,4.0,31.0,10.0,39.6,1.0,,,,17.0,0.0,59.0,4.0,,4.0,1.0,,1.0,5.0,,,70.0,174.0,7.0,8.0,101.0,18.0,36.0,9.0,,13.0,13.0,1.0,125.0,7.0,215.0,1.0,,36.0,2.0,73.0,1.0,303.0,2.0,1.0,16.0,12.0,1.0,23.0,1.0,524.0,25.0,16.0,7.0,1.0,10.0,0.0
1059959,26,2020-02-09 14:00:00,91,Bournemouth,Away,135.0,15.0,1.0,3.0,2.0,3.0,,151.0,3.0,,4.0,7.0,8.0,21.0,283.0,1.0,,18.0,41.0,28.0,7.0,1.0,2.0,,,,,,,,,,7.0,,,,,1.0,3.0,14.0,2.0,8.0,2.0,55.0,69.0,,,1.0,7.0,13.0,1.0,13.0,1.0,,4.0,7.0,4.0,,9.0,2.0,78.0,53.0,7.0,47.0,23.0,,1.0,65.0,8.0,10.0,1.0,,2.0,2.0,,166.0,,,,,,,8.0,1.0,,,23.0,,7.0,7.0,,4.0,91.0,65.0,23.0,8.0,,6.0,2.0,2.0,369.0,6.0,3.0,79.0,46.0,25.0,,,,,,163.0,163.0,5.0,32.0,25.0,45.7,,3.0,,1.0,13.0,0.0,79.0,4.0,,3.0,,,,7.0,1.0,3.0,96.0,268.0,6.0,8.0,167.0,34.0,47.0,13.0,2.0,15.0,13.0,,147.0,9.0,239.0,,,25.0,9.0,61.0,1.0,391.0,1.0,0.0,10.0,10.0,,22.0,3.0,613.0,24.0,18.0,5.0,4.0,5.0,0.0
1059963,27,2020-02-22 15:00:00,91,Bournemouth,Away,170.0,9.0,1.0,7.0,6.0,4.0,1.0,176.0,3.0,,8.0,4.0,3.0,15.0,339.0,,1.0,19.0,18.0,21.0,9.0,,2.0,1.0,,,,,1.0,,,,8.0,,,,,,4.0,7.0,9.0,8.0,4.0,61.0,59.0,4.0,4.0,,2.0,17.0,4.0,7.0,,1.0,3.0,11.0,7.0,,12.0,3.0,53.0,49.0,2.0,33.0,17.0,1.0,1.0,44.0,9.0,8.0,,,2.0,2.0,1.0,168.0,,,,,,,5.0,,1.0,3.0,17.0,,6.0,6.0,1.0,9.0,105.0,59.0,32.0,7.0,,3.0,6.0,4.0,412.0,4.0,1.0,99.0,35.0,31.0,1.0,1.0,1.0,,,146.0,146.0,7.0,17.0,22.0,57.9,,,,1.0,17.0,0.0,96.0,3.0,4.0,7.0,,,1.0,4.0,,3.0,104.0,326.0,9.0,9.0,205.0,26.0,33.0,18.0,2.0,22.0,20.0,1.0,139.0,9.0,247.0,1.0,,24.0,3.0,45.0,1.0,430.0,1.0,0.0,12.0,12.0,1.0,22.0,3.0,639.0,23.0,12.0,8.0,4.0,6.0,0.0
1059972,28,2020-02-29 15:00:00,91,Bournemouth,Home,100.0,12.0,1.0,5.0,4.0,2.0,,111.0,5.0,,2.0,6.0,7.0,24.0,206.0,,,13.0,24.0,19.0,6.0,1.0,1.0,,,,,,,,,,7.0,,,,,,2.0,14.0,9.0,9.0,,42.0,63.0,2.0,1.0,1.0,6.0,15.0,1.0,11.0,,1.0,4.0,5.0,3.0,,12.0,5.0,60.0,44.0,6.0,49.0,29.0,,,52.0,8.0,5.0,1.0,,,,,144.0,2.0,1.0,2.0,1.0,1.0,,9.0,1.0,,,29.0,,12.0,12.0,2.0,2.0,58.0,56.0,28.0,14.0,1.0,3.0,6.0,5.0,279.0,5.0,3.0,50.0,44.0,20.0,,,,,,145.0,145.0,1.0,36.0,20.0,26.9,,2.0,1.0,,15.0,0.0,57.0,2.0,2.0,5.0,,1.0,,3.0,,2.0,45.0,192.0,5.0,9.0,130.0,31.0,49.0,18.0,3.0,11.0,8.0,,87.0,7.0,182.0,,,17.0,7.0,53.0,1.0,301.0,,0.0,9.0,8.0,,17.0,2.0,515.0,16.0,18.0,12.0,4.0,4.0,0.0
1059987,29,2020-03-07 12:30:00,91,Bournemouth,Away,66.0,8.0,2.0,3.0,1.0,3.0,,86.0,1.0,1.0,1.0,6.0,,17.0,149.0,,1.0,9.0,19.0,19.0,4.0,1.0,1.0,4.0,,,,,,,,1.0,5.0,,,,,,6.0,8.0,6.0,5.0,1.0,33.0,53.0,2.0,1.0,1.0,3.0,20.0,2.0,14.0,,,4.0,7.0,3.0,,4.0,2.0,51.0,41.0,3.0,43.0,22.0,1.0,,49.0,12.0,7.0,1.0,,2.0,1.0,,132.0,1.0,,1.0,1.0,,1.0,8.0,1.0,,,22.0,1.0,13.0,13.0,4.0,1.0,32.0,68.0,27.0,9.0,,,6.0,4.0,220.0,4.0,2.0,57.0,30.0,19.0,,,,,,137.0,137.0,,31.0,16.0,25.5,,3.0,,1.0,20.0,0.0,49.0,4.0,,4.0,,,4.0,,,3.0,46.0,138.0,13.0,6.0,89.0,24.0,43.0,9.0,3.0,14.0,11.0,5.0,92.0,7.0,171.0,,1.0,27.0,,59.0,5.0,246.0,,0.0,6.0,9.0,4.0,16.0,1.0,419.0,12.0,8.0,6.0,4.0,6.0,0.0
1059992,30,2020-06-20 19:45:00,91,Bournemouth,Home,177.0,20.0,4.0,5.0,1.0,2.0,,240.0,4.0,,2.0,6.0,10.0,20.0,412.0,,,18.0,23.0,19.0,6.0,5.0,4.0,,,,,,1.0,,,,6.0,,,,,,8.0,5.0,2.0,6.0,6.0,79.0,54.0,,,,2.0,20.0,4.0,9.0,,1.0,11.0,5.0,2.0,,9.0,,69.0,65.0,2.0,8.0,5.0,,,58.0,13.0,15.0,,,3.0,,1.0,159.0,,,,,,,5.0,,1.0,1.0,5.0,,7.0,7.0,,2.0,128.0,55.0,39.0,4.0,,7.0,4.0,1.0,468.0,1.0,3.0,88.0,72.0,30.0,,,,,,143.0,143.0,7.0,25.0,20.0,58.7,,,,,20.0,0.0,128.0,,,,,,,7.0,4.0,3.0,126.0,389.0,10.0,11.0,201.0,33.0,8.0,30.0,9.0,16.0,7.0,,163.0,5.0,309.0,1.0,,13.0,11.0,36.0,2.0,494.0,1.0,0.0,12.0,18.0,,20.0,3.0,680.0,25.0,17.0,13.0,11.0,10.0,0.0
1060011,31,2020-06-24 18:00:00,91,Bournemouth,Away,142.0,11.0,,2.0,2.0,1.0,1.0,124.0,3.0,1.0,5.0,4.0,4.0,22.0,264.0,,1.0,20.0,18.0,21.0,3.0,,1.0,,,,,,,,,,2.0,,,,,1.0,8.0,5.0,5.0,1.0,3.0,41.0,54.0,,,,2.0,23.0,2.0,8.0,,,4.0,5.0,4.0,,5.0,1.0,50.0,60.0,2.0,15.0,9.0,,,66.0,11.0,10.0,,,2.0,3.0,,129.0,,,,,,,9.0,,1.0,1.0,9.0,,6.0,6.0,,5.0,85.0,56.0,23.0,6.0,,1.0,2.0,,322.0,1.0,1.0,67.0,53.0,23.0,,,,,,134.0,134.0,2.0,22.0,21.0,44.9,,,,,23.0,0.0,92.0,1.0,,1.0,,,,2.0,1.0,5.0,47.0,253.0,9.0,3.0,152.0,33.0,15.0,21.0,4.0,16.0,12.0,,102.0,6.0,211.0,1.0,1.0,11.0,5.0,54.0,2.0,347.0,,0.0,4.0,17.0,1.0,26.0,3.0,519.0,7.0,14.0,12.0,4.0,12.0,0.0
1060012,32,2020-07-01 18:00:00,91,Bournemouth,Home,229.0,12.0,,3.0,3.0,2.0,1.0,184.0,2.0,,11.0,1.0,2.0,26.0,410.0,1.0,,17.0,22.0,21.0,8.0,1.0,1.0,,,1.0,,,1.0,,,,6.0,,1.0,,,4.0,3.0,7.0,5.0,4.0,8.0,79.0,59.0,1.0,1.0,,1.0,7.0,5.0,10.0,,,6.0,2.0,5.0,,8.0,2.0,59.0,58.0,1.0,7.0,3.0,,,67.0,11.0,10.0,,,5.0,4.0,1.0,160.0,1.0,,,,1.0,,4.0,,1.0,,3.0,2.0,8.0,8.0,1.0,11.0,127.0,67.0,37.0,3.0,,5.0,5.0,1.0,477.0,1.0,,53.0,76.0,28.0,,,,,,131.0,131.0,4.0,19.0,24.0,54.9,1.0,,,1.0,7.0,0.0,127.0,1.0,2.0,3.0,,,,6.0,4.0,5.0,88.0,399.0,2.0,10.0,252.0,25.0,7.0,19.0,5.0,16.0,11.0,,129.0,6.0,257.0,1.0,,9.0,3.0,50.0,2.0,493.0,1.0,0.0,12.0,16.0,,19.0,2.0,662.0,25.0,15.0,11.0,6.0,8.0,0.0
1060026,33,2020-07-04 15:00:00,91,Bournemouth,Away,109.0,10.0,,2.0,2.0,,,107.0,5.0,,6.0,4.0,5.0,18.0,214.0,,,10.0,15.0,12.0,2.0,,,,,,,,,,,,5.0,1.0,,1.0,,1.0,7.0,9.0,10.0,5.0,2.0,50.0,52.0,1.0,1.0,2.0,2.0,8.0,1.0,11.0,,1.0,3.0,2.0,4.0,,8.0,4.0,53.0,30.0,2.0,17.0,8.0,,,46.0,12.0,2.0,1.0,,2.0,1.0,,116.0,1.0,,,1.0,,,7.0,1.0,,1.0,8.0,1.0,11.0,11.0,4.0,6.0,57.0,52.0,26.0,8.0,1.0,,3.0,3.0,261.0,5.0,,40.0,37.0,19.0,1.0,1.0,1.0,,1.0,115.0,115.0,5.0,27.0,10.0,30.7,1.0,3.0,,,8.0,0.0,60.0,1.0,4.0,6.0,,,,3.0,,5.0,57.0,199.0,4.0,3.0,125.0,27.0,17.0,14.0,2.0,9.0,7.0,,95.0,4.0,167.0,,,13.0,5.0,46.0,4.0,283.0,,0.0,7.0,10.0,,15.0,1.0,439.0,13.0,14.0,6.0,3.0,4.0,0.0
1060032,34,2020-07-09 18:00:00,91,Bournemouth,Home,88.0,10.0,1.0,3.0,2.0,2.0,,99.0,1.0,,2.0,1.0,4.0,9.0,184.0,,,15.0,29.0,16.0,5.0,3.0,1.0,1.0,,,,,,,,1.0,4.0,,,,,3.0,6.0,5.0,4.0,7.0,2.0,38.0,55.0,1.0,1.0,,3.0,24.0,4.0,4.0,,1.0,8.0,5.0,7.0,,14.0,,64.0,51.0,3.0,26.0,11.0,,,47.0,11.0,14.0,,,6.0,2.0,,122.0,,,,,,,10.0,,2.0,1.0,11.0,,12.0,12.0,5.0,2.0,52.0,51.0,19.0,12.0,,3.0,5.0,2.0,244.0,5.0,3.0,35.0,38.0,37.0,,,,,,149.0,149.0,5.0,21.0,24.0,35.7,,,,1.0,24.0,0.0,59.0,,,,,1.0,1.0,3.0,,2.0,64.0,175.0,8.0,8.0,111.0,25.0,26.0,13.0,7.0,21.0,14.0,1.0,106.0,3.0,181.0,2.0,,11.0,4.0,40.0,1.0,271.0,2.0,0.0,9.0,15.0,,22.0,3.0,478.0,23.0,12.0,6.0,8.0,11.0,0.0
1060042,35,2020-07-12 19:00:00,91,Bournemouth,Home,140.0,24.0,,4.0,4.0,1.0,,170.0,2.0,,6.0,6.0,3.0,28.0,306.0,,,20.0,23.0,18.0,5.0,,,,,,,,,,,2.0,6.0,1.0,,,,2.0,5.0,9.0,4.0,7.0,2.0,66.0,84.0,1.0,1.0,3.0,5.0,18.0,2.0,5.0,,,2.0,6.0,7.0,,11.0,2.0,56.0,46.0,5.0,20.0,8.0,1.0,1.0,78.0,11.0,10.0,2.0,,4.0,,,193.0,1.0,,,1.0,,,5.0,2.0,,,8.0,,11.0,11.0,,6.0,81.0,84.0,43.0,6.0,,2.0,4.0,4.0,399.0,5.0,2.0,73.0,78.0,22.0,,,,,1.0,174.0,174.0,6.0,27.0,38.0,44.1,,,3.0,,18.0,0.0,84.0,2.0,2.0,4.0,,1.0,,3.0,,5.0,83.0,294.0,6.0,6.0,161.0,42.0,20.0,18.0,2.0,15.0,13.0,,145.0,9.0,278.0,,,26.0,3.0,67.0,4.0,424.0,,0.0,9.0,6.0,,26.0,2.0,611.0,20.0,16.0,12.0,2.0,6.0,0.0
1060058,36,2020-07-15 18:00:00,91,Bournemouth,Away,69.0,13.0,1.0,4.0,3.0,3.0,,114.0,2.0,,1.0,8.0,2.0,19.0,179.0,1.0,1.0,16.0,21.0,28.0,7.0,1.0,1.0,,,,,1.0,1.0,,,,13.0,,,,,,5.0,6.0,2.0,13.0,2.0,37.0,50.0,2.0,1.0,1.0,2.0,11.0,6.0,12.0,,2.0,5.0,9.0,5.0,,7.0,,56.0,53.0,2.0,10.0,5.0,,,60.0,10.0,8.0,,,2.0,1.0,1.0,137.0,1.0,,1.0,1.0,,,7.0,1.0,1.0,2.0,5.0,1.0,12.0,12.0,1.0,1.0,53.0,55.0,21.0,3.0,,5.0,4.0,3.0,255.0,,,38.0,35.0,41.0,,,,,,141.0,141.0,4.0,18.0,23.0,27.5,,,,,11.0,0.0,48.0,2.0,,2.0,,1.0,,6.0,2.0,5.0,77.0,171.0,4.0,9.0,91.0,34.0,10.0,17.0,5.0,20.0,15.0,,129.0,14.0,204.0,1.0,,24.0,2.0,56.0,2.0,275.0,2.0,0.0,15.0,9.0,1.0,20.0,1.0,435.0,34.0,8.0,9.0,5.0,6.0,0.0
1060062,37,2020-07-19 14:00:00,91,Bournemouth,Home,76.0,22.0,3.0,6.0,3.0,5.0,,104.0,1.0,1.0,2.0,11.0,2.0,29.0,174.0,,,17.0,41.0,37.0,6.0,2.0,6.0,,,,,,,,,,5.0,,,,,,5.0,11.0,5.0,7.0,4.0,36.0,55.0,,,,1.0,30.0,4.0,10.0,,1.0,12.0,10.0,6.0,,17.0,2.0,84.0,68.0,1.0,11.0,6.0,,,77.0,12.0,11.0,,,3.0,3.0,,166.0,,,,,,,4.0,,,1.0,6.0,,11.0,11.0,1.0,2.0,41.0,70.0,36.0,6.0,,4.0,4.0,3.0,268.0,4.0,1.0,52.0,41.0,52.0,,1.0,1.0,1.0,,192.0,192.0,2.0,26.0,19.0,43.0,,,,1.0,30.0,0.0,45.0,4.0,2.0,6.0,,,,4.0,1.0,5.0,59.0,163.0,18.0,8.0,101.0,39.0,11.0,8.0,12.0,31.0,19.0,,127.0,13.0,218.0,,1.0,27.0,3.0,60.0,2.0,288.0,,0.0,11.0,17.0,1.0,31.0,2.0,506.0,28.0,14.0,3.0,12.0,7.0,0.0
1060076,38,2020-07-26 16:00:00,91,Bournemouth,Away,75.0,13.0,1.0,9.0,8.0,1.0,2.0,123.0,,,1.0,9.0,2.0,20.0,189.0,,,17.0,21.0,22.0,6.0,1.0,3.0,,,,,,1.0,,,,7.0,1.0,,,,1.0,5.0,11.0,2.0,8.0,5.0,38.0,71.0,1.0,1.0,1.0,3.0,27.0,4.0,14.0,,2.0,5.0,10.0,6.0,,16.0,,70.0,57.0,3.0,12.0,6.0,,,45.0,9.0,10.0,1.0,,4.0,5.0,1.0,141.0,2.0,1.0,1.0,1.0,1.0,,3.0,1.0,1.0,,6.0,,13.0,13.0,4.0,1.0,43.0,51.0,24.0,2.0,1.0,2.0,7.0,7.0,267.0,3.0,3.0,63.0,46.0,37.0,,,,,1.0,155.0,155.0,6.0,33.0,22.0,30.0,,,,,27.0,0.0,60.0,4.0,,4.0,,1.0,,2.0,,3.0,68.0,182.0,13.0,9.0,97.0,32.0,12.0,17.0,3.0,24.0,21.0,,113.0,9.0,209.0,1.0,,24.0,3.0,50.0,1.0,282.0,,0.0,13.0,18.0,,21.0,0.0,507.0,27.0,13.0,7.0,5.0,13.0,0.0
