matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickTarget,attFreekickTotal,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
1059809,11.0,2019-11-02 15:00:00,49,Sheff Utd,Home,120.0,15.0,1.0,5.0,4.0,3.0,,151.0,,,3.0,7.0,3.0,21.0,266.0,,1.0,17.0,29.0,33.0,8.0,,1.0,2.0,,,,,12.0,,,,,3.0,5.0,1.0,12.0,1.0,,56.0,59.0,5.0,3.0,2.0,4.0,13.0,2.0,2.0,,,7.0,10.0,7.0,,5.0,,44.0,73.0,4.0,23.0,12.0,,,57.0,8.0,11.0,,,1.0,,,167.0,3.0,,2.0,3.0,,,7.0,,,3.0,1.0,,,,,12.0,,7.0,7.0,2.0,3.0,83.0,93.0,37.0,6.0,3.0,5.0,6.0,6.0,354.0,,,1.0,2.0,44.0,102.0,33.0,,,,,,162.0,162.0,5.0,21.0,21.0,45.6,,,,2.0,13.0,0.0,,,,78.0,,,1.0,,,2.0,5.0,,3.0,82.0,254.0,6.0,11.0,148.0,37.0,23.0,13.0,6.0,23.0,17.0,2.0,137.0,10.0,259.0,1.0,,30.0,5.0,75.0,1.0,384.0,1.0,0.0,13.0,17.0,2.0,21.0,1.0,563.0,27.0,14.0,13.0,7.0,10.0,0.0
1059820,12.0,2019-11-09 15:00:00,49,Sheff Utd,Away,106.0,20.0,,3.0,3.0,1.0,,182.0,4.0,1.0,3.0,1.0,4.0,27.0,285.0,,,17.0,22.0,14.0,9.0,,4.0,,,,,,9.0,,,1.0,1.0,6.0,7.0,10.0,8.0,6.0,,65.0,64.0,1.0,1.0,,,12.0,3.0,13.0,,2.0,4.0,6.0,3.0,,10.0,1.0,63.0,59.0,,23.0,7.0,1.0,,63.0,9.0,6.0,,,2.0,2.0,,146.0,1.0,,,1.0,,,11.0,,,1.0,,,,,,7.0,1.0,10.0,10.0,2.0,3.0,89.0,60.0,32.0,4.0,1.0,5.0,5.0,4.0,356.0,,,3.0,,77.0,107.0,24.0,,,,,,152.0,152.0,3.0,26.0,28.0,38.9,1.0,,1.0,,12.0,0.0,,,,78.0,2.0,2.0,4.0,,,,7.0,,2.0,92.0,273.0,4.0,10.0,127.0,34.0,23.0,21.0,4.0,15.0,11.0,,142.0,5.0,266.0,,1.0,23.0,4.0,68.0,6.0,378.0,1.0,0.0,14.0,27.0,,21.0,2.0,591.0,17.0,18.0,12.0,4.0,16.0,0.0
1059829,13.0,2019-11-24 16:30:00,49,Sheff Utd,Home,106.0,12.0,2.0,4.0,2.0,1.0,,175.0,1.0,,2.0,6.0,8.0,22.0,277.0,1.0,,15.0,23.0,22.0,5.0,1.0,3.0,1.0,,,,,9.0,,,,,10.0,7.0,4.0,5.0,7.0,,62.0,75.0,2.0,2.0,1.0,,21.0,3.0,9.0,,1.0,6.0,17.0,5.0,,6.0,1.0,55.0,52.0,,21.0,10.0,1.0,,64.0,13.0,9.0,1.0,,2.0,1.0,,164.0,2.0,,1.0,2.0,,1.0,5.0,,,3.0,,,,,,10.0,,16.0,16.0,1.0,2.0,76.0,74.0,25.0,3.0,1.0,1.0,7.0,8.0,358.0,,,2.0,5.0,82.0,83.0,34.0,,,,,,165.0,165.0,8.0,24.0,35.0,40.6,,2.0,1.0,,21.0,0.0,,,,81.0,1.0,1.0,2.0,,1.0,1.0,1.0,,3.0,100.0,265.0,6.0,8.0,127.0,33.0,21.0,12.0,5.0,28.0,23.0,2.0,152.0,7.0,284.0,,,29.0,9.0,72.0,3.0,383.0,1.0,0.0,12.0,13.0,,22.0,1.0,580.0,15.0,10.0,8.0,6.0,9.0,0.0
1059841,14.0,2019-12-01 14:00:00,49,Sheff Utd,Away,116.0,17.0,,7.0,7.0,3.0,1.0,161.0,3.0,1.0,2.0,6.0,6.0,30.0,270.0,,1.0,16.0,26.0,26.0,6.0,1.0,,,,,,,9.0,,,,1.0,9.0,8.0,5.0,9.0,1.0,,60.0,64.0,4.0,3.0,1.0,,7.0,1.0,16.0,,1.0,2.0,7.0,6.0,,8.0,1.0,75.0,63.0,,37.0,21.0,,,60.0,18.0,12.0,1.0,,4.0,3.0,,158.0,1.0,,1.0,1.0,,,5.0,,,1.0,2.0,,,,2.0,21.0,,17.0,17.0,,2.0,63.0,64.0,25.0,7.0,,4.0,4.0,4.0,338.0,,,6.0,1.0,56.0,64.0,31.0,,,,,,142.0,142.0,5.0,24.0,24.0,40.6,,2.0,,,7.0,0.0,,,,80.0,1.0,1.0,3.0,,,,5.0,,3.0,97.0,260.0,3.0,8.0,135.0,38.0,37.0,16.0,2.0,18.0,16.0,,144.0,10.0,244.0,2.0,1.0,29.0,6.0,70.0,3.0,361.0,,0.0,10.0,19.0,1.0,21.0,5.0,583.0,22.0,14.0,7.0,2.0,14.0,0.0
1059846,15.0,2019-12-05 19:30:00,49,Sheff Utd,Home,199.0,24.0,,8.0,8.0,,1.0,388.0,2.0,,7.0,3.0,5.0,35.0,579.0,,1.0,29.0,26.0,20.0,9.0,1.0,2.0,,1.0,1.0,,,9.0,,,,1.0,3.0,3.0,3.0,10.0,3.0,,93.0,62.0,1.0,1.0,,2.0,18.0,3.0,7.0,,,8.0,19.0,18.0,,9.0,,56.0,50.0,2.0,13.0,9.0,,,90.0,10.0,6.0,,,3.0,1.0,1.0,165.0,,,,,,,3.0,,,,2.0,,,,,9.0,,2.0,2.0,,7.0,202.0,81.0,55.0,1.0,,3.0,7.0,6.0,661.0,,,1.0,1.0,128.0,122.0,55.0,,,,,,167.0,167.0,2.0,22.0,27.0,73.3,,,,,18.0,0.0,,,,215.0,,2.0,2.0,,,,4.0,,3.0,177.0,567.0,5.0,10.0,220.0,42.0,13.0,11.0,7.0,45.0,38.0,,231.0,3.0,500.0,2.0,,16.0,6.0,67.0,3.0,675.0,,0.0,13.0,18.0,1.0,30.0,2.0,881.0,29.0,15.0,6.0,8.0,15.0,0.0
1059858,16.0,2019-12-08 14:00:00,49,Sheff Utd,Away,134.0,16.0,,3.0,3.0,1.0,,162.0,2.0,1.0,5.0,9.0,3.0,33.0,293.0,,,18.0,24.0,34.0,6.0,,,2.0,,,,,9.0,,,,,8.0,8.0,6.0,6.0,3.0,,68.0,89.0,1.0,1.0,,3.0,18.0,1.0,12.0,,2.0,1.0,10.0,4.0,,13.0,2.0,64.0,71.0,3.0,23.0,11.0,,,69.0,12.0,6.0,,,,1.0,,178.0,1.0,,1.0,1.0,,,5.0,,,2.0,,,,,1.0,11.0,,13.0,13.0,1.0,5.0,89.0,90.0,45.0,9.0,2.0,5.0,2.0,3.0,399.0,,,5.0,1.0,69.0,68.0,30.0,,,,,,177.0,177.0,9.0,35.0,33.0,41.8,,,3.0,,18.0,0.0,,,,83.0,2.0,1.0,3.0,,,2.0,5.0,,3.0,85.0,284.0,11.0,7.0,162.0,40.0,23.0,19.0,1.0,16.0,15.0,2.0,143.0,11.0,272.0,,1.0,38.0,3.0,88.0,2.0,418.0,,0.0,9.0,17.0,,26.0,4.0,625.0,23.0,11.0,15.0,1.0,11.0,0.0
1059869,17.0,2019-12-14 15:00:00,49,Sheff Utd,Home,138.0,28.0,1.0,5.0,4.0,3.0,,261.0,4.0,,3.0,13.0,5.0,51.0,394.0,,,24.0,36.0,32.0,3.0,,,1.0,,,,,7.0,,,,,4.0,5.0,3.0,7.0,,,77.0,69.0,5.0,3.0,2.0,2.0,15.0,2.0,3.0,,1.0,3.0,17.0,10.0,,5.0,,58.0,58.0,2.0,16.0,11.0,,,84.0,10.0,7.0,,,1.0,,,203.0,2.0,,2.0,2.0,,,8.0,,,2.0,,,,,2.0,11.0,,11.0,11.0,1.0,3.0,117.0,92.0,51.0,2.0,2.0,1.0,4.0,3.0,492.0,,,1.0,3.0,62.0,151.0,48.0,,1.0,1.0,,,181.0,181.0,2.0,23.0,37.0,56.7,,,,,15.0,0.0,,,,115.0,,,,,1.0,1.0,2.0,,3.0,154.0,381.0,5.0,6.0,158.0,52.0,16.0,13.0,3.0,30.0,27.0,1.0,219.0,14.0,384.0,,,34.0,5.0,97.0,3.0,512.0,2.0,0.0,7.0,12.0,,29.0,2.0,697.0,35.0,16.0,7.0,3.0,7.0,0.0
1059874,18.0,2019-12-21 15:00:00,49,Sheff Utd,Away,89.0,11.0,1.0,3.0,2.0,4.0,1.0,102.0,4.0,1.0,2.0,4.0,8.0,19.0,188.0,,,12.0,28.0,29.0,4.0,1.0,,1.0,,,,,6.0,,1.0,,1.0,6.0,5.0,4.0,6.0,1.0,,50.0,68.0,1.0,2.0,1.0,,14.0,,10.0,,2.0,3.0,5.0,1.0,,4.0,1.0,56.0,65.0,,23.0,14.0,,,55.0,11.0,5.0,1.0,,,1.0,,149.0,,,,,,,13.0,,,1.0,,,,,2.0,14.0,1.0,9.0,9.0,1.0,2.0,46.0,75.0,19.0,4.0,,4.0,1.0,2.0,265.0,,,3.0,2.0,47.0,64.0,11.0,,,,,,153.0,153.0,4.0,28.0,27.0,31.0,1.0,,,,14.0,0.0,,,,48.0,1.0,1.0,2.0,,1.0,1.0,5.0,,3.0,54.0,180.0,5.0,5.0,115.0,36.0,23.0,14.0,2.0,9.0,7.0,1.0,97.0,12.0,187.0,,1.0,33.0,8.0,83.0,3.0,293.0,1.0,0.0,7.0,22.0,,19.0,3.0,456.0,13.0,21.0,9.0,3.0,13.0,0.0
1059889,19.0,2019-12-26 15:00:00,49,Sheff Utd,Home,210.0,29.0,5.0,10.0,5.0,3.0,,192.0,1.0,,3.0,10.0,2.0,38.0,392.0,,,23.0,26.0,35.0,9.0,3.0,4.0,1.0,,,,,9.0,1.0,,,2.0,5.0,3.0,2.0,12.0,4.0,,67.0,73.0,1.0,1.0,1.0,,21.0,6.0,6.0,,1.0,9.0,9.0,10.0,,6.0,1.0,50.0,72.0,,10.0,2.0,,,71.0,11.0,8.0,,,4.0,3.0,,196.0,,,,,,,4.0,,,,,,,,,2.0,,4.0,4.0,1.0,3.0,134.0,90.0,49.0,1.0,1.0,4.0,8.0,4.0,505.0,,,1.0,1.0,94.0,74.0,42.0,,,,,1.0,184.0,184.0,5.0,31.0,31.0,58.1,,,1.0,,21.0,0.0,,,,120.0,1.0,,1.0,,,1.0,6.0,3.0,1.0,98.0,386.0,8.0,12.0,253.0,54.0,10.0,13.0,9.0,31.0,22.0,1.0,151.0,8.0,295.0,,,35.0,3.0,90.0,4.0,517.0,1.0,0.0,16.0,18.0,,24.0,0.0,713.0,27.0,25.0,12.0,9.0,8.0,0.0
1059896,20.0,2019-12-29 18:00:00,49,Sheff Utd,Away,99.0,18.0,,4.0,4.0,,,138.0,2.0,,,5.0,3.0,29.0,233.0,,1.0,13.0,12.0,17.0,7.0,,1.0,2.0,,,,,6.0,,,1.0,,3.0,6.0,10.0,7.0,1.0,,52.0,58.0,3.0,3.0,,3.0,16.0,2.0,6.0,,1.0,5.0,10.0,2.0,,6.0,1.0,34.0,45.0,3.0,23.0,7.0,,,55.0,6.0,4.0,,,1.0,,,133.0,,,,,,,8.0,,,,,,,,,7.0,1.0,12.0,12.0,5.0,,66.0,63.0,33.0,8.0,,6.0,1.0,,291.0,,,6.0,1.0,48.0,61.0,24.0,,,,,,118.0,118.0,4.0,31.0,15.0,27.1,1.0,,,,16.0,0.0,,,,63.0,,2.0,2.0,,,2.0,6.0,,3.0,89.0,220.0,6.0,7.0,121.0,35.0,23.0,13.0,4.0,16.0,12.0,2.0,126.0,8.0,209.0,,,16.0,3.0,60.0,5.0,314.0,,0.0,8.0,16.0,1.0,14.0,1.0,477.0,13.0,8.0,9.0,5.0,10.0,0.0
1059905,21.0,2020-01-02 20:00:00,49,Sheff Utd,Away,139.0,10.0,,3.0,3.0,1.0,,103.0,1.0,1.0,1.0,4.0,3.0,12.0,239.0,,1.0,12.0,18.0,10.0,2.0,,,,,,,,3.0,,,,,2.0,14.0,5.0,2.0,1.0,,57.0,68.0,1.0,1.0,,3.0,5.0,,8.0,,,4.0,5.0,2.0,,5.0,5.0,37.0,35.0,3.0,29.0,15.0,1.0,1.0,51.0,8.0,5.0,,,1.0,,,131.0,,,,,,,6.0,,,,,,,,3.0,15.0,,12.0,12.0,3.0,1.0,64.0,63.0,20.0,8.0,,,2.0,2.0,308.0,,,6.0,,68.0,26.0,14.0,,,,,,118.0,118.0,2.0,33.0,28.0,25.2,,,,,5.0,0.0,,,,75.0,5.0,,5.0,,1.0,,1.0,,3.0,58.0,230.0,3.0,2.0,162.0,33.0,29.0,7.0,3.0,10.0,7.0,,99.0,5.0,175.0,,1.0,18.0,3.0,56.0,3.0,327.0,,0.0,3.0,14.0,1.0,14.0,0.0,470.0,9.0,12.0,6.0,4.0,9.0,0.0
1059919,22.0,2020-01-10 20:00:00,49,Sheff Utd,Home,139.0,13.0,2.0,6.0,4.0,5.0,,173.0,2.0,,4.0,9.0,6.0,32.0,306.0,,,19.0,37.0,40.0,7.0,2.0,3.0,1.0,,,,,9.0,,,,1.0,7.0,5.0,2.0,9.0,4.0,,67.0,78.0,4.0,3.0,1.0,4.0,9.0,4.0,18.0,,,7.0,7.0,11.0,,10.0,2.0,82.0,73.0,4.0,11.0,6.0,,2.0,72.0,11.0,5.0,1.0,,1.0,1.0,,177.0,1.0,,1.0,1.0,,,5.0,,,1.0,,,,,,6.0,,8.0,8.0,,4.0,106.0,83.0,34.0,3.0,,5.0,5.0,3.0,422.0,,,,1.0,66.0,101.0,32.0,,,,,,180.0,180.0,6.0,24.0,40.0,46.9,,,,,9.0,0.0,,,,87.0,1.0,1.0,2.0,,1.0,1.0,6.0,2.0,3.0,88.0,299.0,4.0,10.0,169.0,37.0,11.0,15.0,6.0,25.0,19.0,1.0,148.0,16.0,293.0,,,31.0,7.0,76.0,3.0,437.0,1.0,0.0,13.0,19.0,,22.0,1.0,612.0,16.0,7.0,9.0,7.0,14.0,0.0
1059922,23.0,2020-01-18 15:00:00,49,Sheff Utd,Away,117.0,19.0,4.0,9.0,5.0,1.0,1.0,138.0,7.0,,1.0,3.0,3.0,23.0,246.0,,,15.0,22.0,28.0,3.0,3.0,4.0,,,,,,6.0,,,,1.0,5.0,7.0,4.0,9.0,3.0,,49.0,70.0,2.0,2.0,,1.0,18.0,2.0,12.0,,,5.0,8.0,7.0,,7.0,,55.0,64.0,1.0,17.0,6.0,,,68.0,13.0,8.0,,,4.0,4.0,,157.0,,,,,,,11.0,,,1.0,1.0,,,,4.0,6.0,,18.0,18.0,2.0,1.0,80.0,74.0,31.0,4.0,1.0,3.0,3.0,4.0,329.0,,,2.0,1.0,46.0,75.0,24.0,,,,,,152.0,152.0,6.0,29.0,28.0,39.0,,,1.0,,18.0,0.0,,,,67.0,2.0,1.0,3.0,,1.0,,6.0,,3.0,61.0,232.0,6.0,6.0,130.0,43.0,17.0,15.0,5.0,24.0,19.0,,116.0,11.0,247.0,1.0,,18.0,6.0,61.0,,353.0,,0.0,12.0,20.0,,18.0,2.0,534.0,26.0,13.0,9.0,5.0,12.0,0.0
1059937,24.0,2020-01-21 19:30:00,49,Sheff Utd,Home,68.0,13.0,1.0,5.0,4.0,4.0,1.0,124.0,5.0,,,4.0,4.0,24.0,187.0,,,15.0,21.0,23.0,3.0,,1.0,,,,,,2.0,,,,1.0,7.0,12.0,6.0,4.0,,,30.0,53.0,1.0,1.0,,3.0,14.0,1.0,10.0,,,5.0,8.0,4.0,,6.0,4.0,50.0,57.0,3.0,23.0,14.0,,,69.0,13.0,13.0,,,2.0,4.0,,130.0,,,,,,,13.0,,,,,,,,1.0,14.0,,10.0,10.0,1.0,,64.0,62.0,22.0,13.0,,2.0,1.0,1.0,254.0,,,4.0,2.0,57.0,51.0,26.0,,1.0,1.0,1.0,,143.0,143.0,,31.0,15.0,32.7,,,,,14.0,0.0,,,,62.0,4.0,,4.0,,1.0,,2.0,,3.0,69.0,173.0,6.0,3.0,89.0,34.0,23.0,11.0,5.0,21.0,16.0,,126.0,8.0,218.0,1.0,,26.0,4.0,74.0,4.0,286.0,,0.0,4.0,13.0,,20.0,4.0,463.0,20.0,9.0,9.0,5.0,9.0,0.0
1059944,25.0,2020-02-01 15:00:00,49,Sheff Utd,Away,82.0,17.0,1.0,3.0,2.0,1.0,,161.0,3.0,,3.0,6.0,4.0,25.0,240.0,,,11.0,31.0,24.0,6.0,1.0,2.0,,1.0,1.0,,,6.0,,,,1.0,5.0,8.0,5.0,6.0,4.0,,48.0,65.0,1.0,1.0,,3.0,14.0,4.0,5.0,,1.0,5.0,7.0,3.0,,9.0,2.0,64.0,64.0,3.0,28.0,9.0,,,59.0,15.0,9.0,,,4.0,2.0,1.0,151.0,,,,,,,8.0,,,,,,,,1.0,9.0,,13.0,13.0,,3.0,75.0,67.0,31.0,9.0,,1.0,6.0,3.0,320.0,,,5.0,1.0,73.0,72.0,22.0,,,,,,149.0,149.0,2.0,34.0,19.0,39.3,,,,1.0,14.0,0.0,,,,63.0,2.0,1.0,3.0,,1.0,,3.0,,3.0,98.0,229.0,6.0,7.0,107.0,35.0,28.0,16.0,4.0,16.0,12.0,,148.0,7.0,246.0,1.0,,31.0,5.0,70.0,,337.0,1.0,0.0,10.0,20.0,,17.0,2.0,533.0,17.0,18.0,11.0,5.0,9.0,0.0
1059959,26.0,2020-02-09 14:00:00,49,Sheff Utd,Home,138.0,17.0,3.0,9.0,6.0,3.0,,191.0,4.0,,2.0,8.0,3.0,41.0,320.0,,,33.0,28.0,41.0,7.0,2.0,5.0,,,1.0,,,10.0,,,,,4.0,8.0,2.0,14.0,2.0,,64.0,58.0,1.0,,2.0,,20.0,6.0,5.0,,,8.0,19.0,10.0,,7.0,1.0,53.0,78.0,,20.0,8.0,,1.0,75.0,10.0,8.0,1.0,,2.0,,1.0,184.0,1.0,,1.0,1.0,,,9.0,,,1.0,,,,,,8.0,,7.0,7.0,1.0,2.0,123.0,88.0,43.0,4.0,,3.0,7.0,6.0,425.0,,,1.0,1.0,76.0,74.0,47.0,,,,,,188.0,188.0,4.0,27.0,21.0,54.3,,,3.0,3.0,20.0,0.0,,,,78.0,1.0,,1.0,,1.0,,4.0,1.0,2.0,109.0,308.0,7.0,10.0,177.0,40.0,20.0,16.0,7.0,36.0,29.0,,176.0,14.0,308.0,1.0,,32.0,3.0,87.0,,449.0,2.0,0.0,16.0,17.0,,40.0,2.0,666.0,40.0,14.0,13.0,8.0,5.0,0.0
1059969,27.0,2020-02-22 15:00:00,49,Sheff Utd,Home,158.0,11.0,6.0,14.0,8.0,2.0,,267.0,3.0,,6.0,5.0,3.0,36.0,411.0,1.0,,40.0,24.0,22.0,8.0,2.0,6.0,,,,,,7.0,,,,,2.0,6.0,3.0,10.0,3.0,,92.0,64.0,3.0,3.0,,,24.0,5.0,9.0,,1.0,12.0,20.0,18.0,,9.0,1.0,51.0,58.0,,7.0,3.0,,1.0,77.0,5.0,5.0,,,3.0,2.0,,183.0,,,,,,,4.0,,,,,,,,1.0,3.0,,8.0,8.0,,6.0,136.0,74.0,33.0,2.0,1.0,3.0,7.0,3.0,518.0,,,3.0,2.0,145.0,108.0,54.0,,,,,,202.0,202.0,8.0,17.0,32.0,66.3,,2.0,,,24.0,0.0,,,,121.0,,1.0,1.0,,1.0,,5.0,1.0,3.0,150.0,398.0,5.0,10.0,176.0,46.0,7.0,22.0,10.0,50.0,40.0,,220.0,3.0,406.0,,,29.0,5.0,87.0,3.0,532.0,3.0,0.0,13.0,15.0,,41.0,0.0,782.0,36.0,24.0,16.0,12.0,10.0,0.0
1059973,28.0,2020-06-17 18:00:00,49,Sheff Utd,Away,171.0,17.0,2.0,4.0,2.0,5.0,,217.0,6.0,,4.0,7.0,4.0,27.0,384.0,,,20.0,28.0,33.0,1.0,2.0,1.0,,,,,,3.0,,,,,9.0,12.0,2.0,3.0,2.0,,88.0,51.0,,,,2.0,16.0,3.0,11.0,,,4.0,11.0,4.0,,4.0,2.0,60.0,67.0,2.0,17.0,8.0,,,82.0,14.0,11.0,,,1.0,1.0,,174.0,,,,,,,10.0,,,,,,,,1.0,8.0,,6.0,6.0,1.0,4.0,115.0,91.0,49.0,12.0,,1.0,2.0,1.0,460.0,,,3.0,1.0,79.0,113.0,22.0,,,,,,140.0,140.0,6.0,17.0,20.0,54.9,,,,,16.0,0.0,,,,106.0,5.0,1.0,6.0,,1.0,,1.0,2.0,3.0,107.0,370.0,6.0,3.0,189.0,36.0,17.0,9.0,4.0,20.0,16.0,,169.0,10.0,314.0,,,28.0,5.0,70.0,,483.0,,0.0,5.0,18.0,,21.0,1.0,648.0,11.0,15.0,5.0,4.0,13.0,0.0
1059989,29.0,2020-03-07 15:00:00,49,Sheff Utd,Home,92.0,16.0,1.0,4.0,3.0,3.0,,179.0,4.0,,2.0,6.0,1.0,27.0,267.0,,,22.0,23.0,20.0,5.0,,4.0,,,,,,6.0,,,,,9.0,8.0,4.0,9.0,1.0,,64.0,58.0,1.0,,1.0,2.0,14.0,2.0,10.0,1.0,,10.0,16.0,9.0,,10.0,4.0,63.0,53.0,2.0,31.0,16.0,,,65.0,12.0,7.0,1.0,,1.0,1.0,,151.0,1.0,,1.0,1.0,,,9.0,,,1.0,,,,,,16.0,,13.0,13.0,1.0,2.0,80.0,69.0,32.0,5.0,,2.0,4.0,4.0,332.0,,,4.0,4.0,74.0,94.0,39.0,,,,,,156.0,156.0,6.0,22.0,24.0,41.8,,,,,14.0,0.0,,,,64.0,5.0,,4.0,,,,4.0,1.0,3.0,123.0,251.0,9.0,6.0,113.0,32.0,31.0,20.0,8.0,34.0,26.0,,171.0,11.0,280.0,1.0,,28.0,1.0,68.0,1.0,359.0,1.0,0.0,10.0,14.0,,24.0,0.0,576.0,33.0,9.0,12.0,10.0,10.0,0.0
1059997,30.0,2020-06-21 14:00:00,49,Sheff Utd,Away,197.0,17.0,1.0,6.0,5.0,4.0,,233.0,1.0,,7.0,5.0,4.0,31.0,424.0,1.0,,15.0,20.0,22.0,6.0,1.0,1.0,,,,,,6.0,,,,,5.0,7.0,5.0,6.0,1.0,,82.0,58.0,1.0,1.0,,,21.0,3.0,9.0,,,4.0,13.0,3.0,,3.0,2.0,50.0,53.0,,12.0,5.0,1.0,,75.0,10.0,9.0,,,3.0,3.0,,176.0,,,,,,,3.0,,,,,,,,,5.0,,4.0,4.0,,7.0,126.0,71.0,40.0,2.0,,3.0,4.0,1.0,492.0,,,2.0,,80.0,109.0,23.0,,,,,,131.0,131.0,3.0,23.0,22.0,54.0,,,,,21.0,0.0,,,,125.0,3.0,2.0,5.0,1.0,2.0,,3.0,3.0,4.0,100.0,412.0,9.0,7.0,217.0,38.0,12.0,14.0,3.0,22.0,19.0,,145.0,9.0,314.0,,,14.0,4.0,61.0,1.0,509.0,1.0,1.0,7.0,16.0,,20.0,0.0,664.0,13.0,13.0,6.0,4.0,9.0,0.0
1060006,31.0,2020-06-24 18:00:00,49,Sheff Utd,Away,142.0,7.0,,3.0,3.0,2.0,,140.0,3.0,,2.0,4.0,4.0,17.0,279.0,,,4.0,16.0,8.0,4.0,,,,,,,,4.0,,,,,3.0,11.0,4.0,2.0,2.0,,56.0,42.0,,,,2.0,10.0,2.0,16.0,,,5.0,9.0,3.0,,5.0,,45.0,37.0,2.0,18.0,6.0,,,47.0,6.0,10.0,,,,,,104.0,,,,,,,6.0,,,,,,,,,6.0,,15.0,15.0,2.0,2.0,89.0,47.0,24.0,10.0,,1.0,3.0,1.0,315.0,,,4.0,3.0,56.0,58.0,22.0,,,,,,94.0,94.0,,23.0,13.0,31.8,,,,,10.0,0.0,,,,89.0,1.0,2.0,3.0,,,,1.0,2.0,3.0,71.0,265.0,7.0,4.0,157.0,21.0,18.0,6.0,5.0,17.0,12.0,,105.0,5.0,198.0,,,20.0,4.0,49.0,2.0,338.0,,0.0,4.0,15.0,,6.0,0.0,486.0,6.0,7.0,4.0,5.0,5.0,0.0
1060019,32.0,2020-07-02 18:00:00,49,Sheff Utd,Home,79.0,16.0,,2.0,2.0,1.0,,133.0,5.0,,2.0,10.0,2.0,37.0,210.0,1.0,,11.0,19.0,24.0,4.0,,,,,,,,7.0,,,,,6.0,6.0,3.0,5.0,2.0,,53.0,59.0,2.0,,2.0,2.0,17.0,,9.0,,,1.0,3.0,5.0,,9.0,1.0,54.0,61.0,2.0,28.0,13.0,,,61.0,13.0,11.0,1.0,,1.0,,,146.0,3.0,,3.0,3.0,,,6.0,,,3.0,,,,,1.0,13.0,,16.0,16.0,5.0,2.0,69.0,76.0,30.0,6.0,1.0,2.0,5.0,5.0,282.0,,,2.0,,57.0,62.0,27.0,,,,,,146.0,146.0,2.0,32.0,14.0,32.5,,,,2.0,17.0,0.0,,,,44.0,,1.0,1.0,,,,2.0,,2.0,81.0,191.0,12.0,7.0,98.0,26.0,28.0,13.0,1.0,9.0,8.0,,134.0,8.0,223.0,,,39.0,3.0,84.0,2.0,312.0,1.0,0.0,7.0,18.0,,19.0,2.0,494.0,22.0,13.0,8.0,1.0,12.0,0.0
