matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
987799,21,2019-01-02 20:00:00,4,Newcastle,Home,135.0,23.0,,4.0,4.0,4.0,,120.0,5.0,,3.0,5.0,5.0,22.0,251.0,,1.0,25.0,22.0,14.0,12.0,1.0,,1.0,,,,,,,,,,12.0,,,,,,2.0,8.0,11.0,5.0,8.0,6.0,50.0,64.0,,,,1.0,22.0,3.0,9.0,,,1.0,5.0,13.0,,9.0,2.0,56.0,58.0,1.0,13.0,7.0,1.0,1.0,43.0,10.0,8.0,,,1.0,2.0,,148.0,,,,,,,10.0,,,,7.0,,9.0,9.0,1.0,3.0,79.0,66.0,28.0,2.0,,7.0,6.0,3.0,329.0,3.0,1.0,,57.0,41.0,27.0,,,,,157.0,157.0,3.0,33.0,23.0,34.9,,,,,22.0,0.0,73.0,3.0,2.0,5.0,,1.0,8.0,,3.0,61.0,237.0,9.0,13.0,167.0,51.0,13.0,15.0,1.0,21.0,20.0,1.0,94.0,8.0,204.0,,1.0,26.0,5.0,66.0,,350.0,,0.0,14.0,28.0,1.0,30.0,1.0,561.0,23.0,20.0,9.0,1.0,16.0,0.0
987805,22,2019-01-12 17:30:00,4,Newcastle,Away,147.0,22.0,1.0,5.0,4.0,1.0,,119.0,1.0,,5.0,8.0,2.0,34.0,261.0,,1.0,20.0,20.0,11.0,7.0,,1.0,,,,,,,,,,,8.0,,,,,,,11.0,8.0,2.0,7.0,2.0,63.0,59.0,,,,1.0,21.0,1.0,14.0,,,5.0,6.0,9.0,1.0,13.0,1.0,65.0,46.0,1.0,20.0,6.0,,,42.0,13.0,6.0,,,,,,133.0,1.0,1.0,1.0,,1.0,,5.0,,1.0,,6.0,,19.0,19.0,4.0,5.0,77.0,83.0,32.0,8.0,,6.0,2.0,2.0,328.0,1.0,1.0,,58.0,57.0,26.0,,,,,143.0,143.0,4.0,20.0,27.0,34.1,,,,,21.0,0.0,78.0,3.0,1.0,4.0,,,6.0,,2.0,68.0,251.0,14.0,8.0,166.0,39.0,20.0,12.0,2.0,17.0,15.0,,96.0,4.0,202.0,2.0,,42.0,2.0,84.0,1.0,351.0,1.0,0.0,9.0,22.0,1.0,25.0,1.0,556.0,13.0,16.0,7.0,5.0,15.0,0.0
987818,23,2019-01-19 15:00:00,4,Newcastle,Home,129.0,15.0,4.0,5.0,1.0,3.0,,160.0,3.0,,5.0,10.0,6.0,38.0,284.0,,,33.0,28.0,39.0,9.0,3.0,,2.0,,,,,,,,,,11.0,,,,,,,6.0,5.0,4.0,12.0,4.0,57.0,61.0,3.0,1.0,2.0,2.0,29.0,5.0,9.0,,,7.0,15.0,6.0,2.0,21.0,,73.0,60.0,2.0,29.0,20.0,,,45.0,11.0,5.0,,,,,,164.0,3.0,,2.0,2.0,1.0,1.0,5.0,2.0,3.0,,20.0,,13.0,13.0,2.0,5.0,85.0,81.0,52.0,10.0,1.0,4.0,11.0,6.0,361.0,3.0,2.0,,85.0,60.0,33.0,,,,,165.0,165.0,4.0,27.0,19.0,53.5,,,,1.0,29.0,0.0,69.0,1.0,,1.0,,2.0,5.0,,1.0,82.0,275.0,11.0,15.0,162.0,31.0,29.0,5.0,6.0,27.0,21.0,3.0,114.0,7.0,240.0,3.0,,28.0,6.0,72.0,1.0,375.0,,0.0,16.0,17.0,2.0,38.0,0.0,611.0,25.0,19.0,1.0,7.0,8.0,0.0
987829,24,2019-01-29 20:00:00,4,Newcastle,Home,81.0,11.0,1.0,1.0,,5.0,,71.0,3.0,1.0,2.0,8.0,2.0,18.0,151.0,,,15.0,18.0,13.0,2.0,1.0,,,,,,,,,,,,4.0,1.0,,,,,1.0,6.0,8.0,4.0,4.0,3.0,31.0,53.0,,,1.0,4.0,17.0,2.0,15.0,1.0,1.0,1.0,3.0,1.0,1.0,17.0,1.0,64.0,44.0,4.0,28.0,15.0,,,40.0,9.0,7.0,1.0,,2.0,1.0,,115.0,1.0,,1.0,1.0,,,9.0,1.0,1.0,,15.0,,16.0,16.0,1.0,2.0,55.0,60.0,23.0,8.0,,1.0,3.0,2.0,216.0,5.0,1.0,,23.0,53.0,14.0,,,,1.0,136.0,136.0,3.0,24.0,19.0,23.8,,,3.0,,17.0,0.0,38.0,2.0,1.0,2.0,1.0,,3.0,,2.0,33.0,142.0,10.0,4.0,111.0,29.0,28.0,9.0,1.0,6.0,5.0,,68.0,8.0,134.0,1.0,1.0,37.0,3.0,67.0,2.0,239.0,,0.0,7.0,20.0,1.0,20.0,2.0,422.0,9.0,13.0,4.0,1.0,11.0,0.0
987840,25,2019-02-02 12:30:00,4,Newcastle,Away,101.0,16.0,,4.0,4.0,9.0,,101.0,6.0,,6.0,11.0,2.0,38.0,198.0,,,11.0,20.0,18.0,4.0,,,,,,,,,,,,,6.0,,,,,1.0,,5.0,16.0,5.0,3.0,5.0,46.0,62.0,,,,7.0,24.0,3.0,9.0,2.0,,3.0,3.0,5.0,,5.0,1.0,44.0,49.0,7.0,41.0,19.0,1.0,1.0,42.0,6.0,6.0,,,,,,135.0,,,,,,,10.0,,3.0,1.0,19.0,1.0,15.0,15.0,2.0,6.0,65.0,69.0,31.0,6.0,,1.0,3.0,2.0,271.0,10.0,3.0,,34.0,53.0,14.0,,,,,136.0,136.0,2.0,30.0,17.0,28.4,1.0,,,,24.0,0.0,49.0,3.0,,1.0,,,3.0,1.0,2.0,36.0,185.0,9.0,4.0,127.0,33.0,41.0,13.0,3.0,11.0,8.0,,75.0,14.0,179.0,3.0,,38.0,2.0,81.0,2.0,295.0,,0.0,8.0,17.0,1.0,14.0,1.0,499.0,12.0,14.0,8.0,3.0,10.0,0.0
987851,26,2019-02-11 20:00:00,4,Newcastle,Away,167.0,15.0,,4.0,4.0,3.0,,159.0,4.0,,1.0,7.0,8.0,34.0,322.0,,1.0,13.0,22.0,26.0,7.0,,,,,,,,,,,,,8.0,,,,,,1.0,7.0,16.0,6.0,6.0,3.0,68.0,76.0,,,,5.0,16.0,4.0,11.0,,1.0,1.0,2.0,8.0,,9.0,4.0,57.0,61.0,5.0,30.0,19.0,,1.0,60.0,9.0,7.0,,,1.0,1.0,,167.0,1.0,,1.0,1.0,,,10.0,1.0,1.0,,19.0,,18.0,18.0,3.0,1.0,95.0,78.0,33.0,13.0,1.0,2.0,6.0,3.0,414.0,7.0,1.0,,64.0,52.0,20.0,,,,,165.0,165.0,5.0,32.0,32.0,40.5,,2.0,,,16.0,0.0,104.0,3.0,2.0,5.0,,,2.0,,3.0,66.0,313.0,8.0,8.0,192.0,36.0,30.0,13.0,1.0,12.0,11.0,,112.0,9.0,254.0,1.0,,34.0,8.0,84.0,1.0,434.0,,0.0,9.0,21.0,1.0,23.0,3.0,638.0,14.0,18.0,7.0,1.0,11.0,0.0
987860,27,2019-02-23 15:00:00,4,Newcastle,Home,220.0,27.0,4.0,10.0,6.0,4.0,,245.0,2.0,,8.0,8.0,8.0,47.0,455.0,,2.0,14.0,24.0,27.0,21.0,3.0,,2.0,,,,,,,,,1.0,22.0,,,,1.0,1.0,1.0,9.0,2.0,1.0,23.0,6.0,92.0,63.0,3.0,2.0,1.0,,22.0,6.0,6.0,,,12.0,17.0,6.0,,5.0,,51.0,49.0,,9.0,3.0,,,65.0,11.0,7.0,1.0,,2.0,,,174.0,2.0,,1.0,2.0,,,2.0,2.0,2.0,,3.0,4.0,13.0,13.0,,8.0,154.0,81.0,55.0,,1.0,10.0,16.0,12.0,536.0,2.0,1.0,,89.0,71.0,50.0,,,,,146.0,146.0,2.0,17.0,36.0,54.3,2.0,,,,22.0,0.0,129.0,,,,,2.0,11.0,,3.0,124.0,443.0,13.0,26.0,239.0,50.0,9.0,8.0,9.0,32.0,23.0,2.0,174.0,9.0,342.0,2.0,,20.0,10.0,81.0,,549.0,1.0,0.0,29.0,13.0,4.0,19.0,2.0,745.0,49.0,14.0,3.0,12.0,9.0,0.0
987870,28,2019-02-26 20:00:00,4,Newcastle,Home,170.0,29.0,,4.0,4.0,5.0,,165.0,2.0,,2.0,4.0,3.0,43.0,331.0,,,25.0,43.0,35.0,10.0,1.0,,2.0,,,,,,,,,1.0,10.0,,,,,,,4.0,11.0,1.0,9.0,4.0,75.0,63.0,2.0,2.0,1.0,3.0,19.0,1.0,5.0,,,4.0,8.0,6.0,1.0,17.0,,80.0,65.0,3.0,35.0,22.0,,,71.0,8.0,7.0,,,,,,160.0,1.0,,,1.0,,,9.0,2.0,5.0,,22.0,,5.0,5.0,,2.0,110.0,93.0,41.0,7.0,1.0,9.0,3.0,3.0,420.0,4.0,,,68.0,77.0,31.0,,,,,174.0,174.0,5.0,16.0,32.0,54.3,,,,,19.0,0.0,100.0,2.0,,2.0,,2.0,9.0,,3.0,69.0,318.0,10.0,12.0,189.0,58.0,35.0,13.0,3.0,17.0,14.0,2.0,117.0,12.0,273.0,5.0,,27.0,5.0,96.0,,445.0,1.0,0.0,13.0,19.0,1.0,36.0,1.0,665.0,13.0,11.0,5.0,4.0,12.0,0.0
987880,29,2019-03-02 17:30:00,4,Newcastle,Away,153.0,18.0,,2.0,2.0,2.0,,184.0,4.0,,1.0,4.0,7.0,24.0,335.0,,1.0,13.0,17.0,5.0,13.0,,,,,,,1.0,1.0,,,,,15.0,,,,,,,10.0,7.0,3.0,9.0,8.0,66.0,64.0,1.0,1.0,,3.0,20.0,9.0,15.0,,,6.0,3.0,8.0,,14.0,1.0,71.0,40.0,3.0,11.0,2.0,,,57.0,14.0,7.0,,,2.0,1.0,1.0,145.0,,,,,,,7.0,,,,2.0,1.0,9.0,9.0,,1.0,98.0,71.0,38.0,1.0,,5.0,8.0,2.0,401.0,3.0,1.0,,41.0,68.0,31.0,1.0,1.0,1.0,,145.0,145.0,2.0,27.0,29.0,44.2,,,,,20.0,0.0,113.0,1.0,1.0,2.0,1.0,,6.0,1.0,3.0,78.0,322.0,10.0,13.0,171.0,40.0,11.0,19.0,6.0,18.0,12.0,,119.0,6.0,269.0,,,12.0,9.0,50.0,3.0,422.0,,0.0,17.0,21.0,2.0,14.0,4.0,608.0,18.0,11.0,7.0,6.0,14.0,0.0
987890,30,2019-03-09 15:00:00,4,Newcastle,Home,135.0,20.0,2.0,5.0,3.0,1.0,,122.0,6.0,2.0,2.0,7.0,2.0,30.0,252.0,,3.0,24.0,29.0,18.0,10.0,,,,,,,,,,,,1.0,12.0,,1.0,,,,,8.0,7.0,,12.0,7.0,41.0,60.0,2.0,2.0,2.0,3.0,24.0,5.0,6.0,,2.0,8.0,13.0,6.0,,12.0,1.0,66.0,56.0,3.0,27.0,15.0,1.0,,54.0,13.0,9.0,3.0,,2.0,1.0,,150.0,2.0,,1.0,2.0,,,12.0,2.0,1.0,1.0,15.0,,10.0,10.0,3.0,2.0,83.0,80.0,32.0,2.0,,4.0,8.0,7.0,336.0,2.0,3.0,,71.0,57.0,26.0,,,,1.0,179.0,179.0,6.0,29.0,20.0,45.5,,,3.0,,24.0,0.0,87.0,1.0,,1.0,,,7.0,,3.0,65.0,236.0,12.0,12.0,158.0,48.0,27.0,15.0,6.0,26.0,20.0,,106.0,4.0,229.0,1.0,2.0,24.0,3.0,69.0,2.0,361.0,,0.0,19.0,22.0,5.0,30.0,3.0,602.0,26.0,18.0,7.0,8.0,14.0,0.0
987892,31,2019-03-16 15:00:00,4,Newcastle,Away,159.0,12.0,,4.0,4.0,2.0,,170.0,4.0,1.0,4.0,8.0,6.0,37.0,325.0,,,10.0,21.0,16.0,7.0,,,,1.0,,,,1.0,,,,,9.0,,,,,,,8.0,7.0,3.0,4.0,8.0,59.0,60.0,,1.0,,1.0,15.0,4.0,9.0,1.0,,6.0,10.0,9.0,1.0,9.0,,52.0,56.0,1.0,19.0,9.0,,1.0,60.0,12.0,9.0,1.0,,2.0,1.0,1.0,163.0,1.0,,1.0,1.0,,,11.0,1.0,2.0,1.0,9.0,,8.0,8.0,,4.0,99.0,85.0,37.0,6.0,,2.0,6.0,4.0,399.0,1.0,1.0,,69.0,70.0,31.0,1.0,1.0,1.0,,148.0,148.0,6.0,22.0,26.0,51.1,,2.0,1.0,1.0,15.0,0.0,102.0,1.0,,,,,4.0,,3.0,83.0,313.0,13.0,8.0,175.0,35.0,19.0,9.0,5.0,25.0,20.0,,127.0,5.0,273.0,2.0,1.0,28.0,6.0,85.0,1.0,423.0,,0.0,12.0,25.0,,13.0,2.0,607.0,19.0,13.0,7.0,6.0,16.0,0.0
987902,32,2019-04-01 20:00:00,4,Newcastle,Away,113.0,12.0,1.0,2.0,1.0,2.0,,75.0,2.0,,7.0,5.0,5.0,22.0,186.0,,,13.0,21.0,16.0,2.0,,,,,,,,,,1.0,,,3.0,,,,,,,5.0,6.0,1.0,1.0,2.0,35.0,70.0,,,,2.0,18.0,,6.0,1.0,,2.0,2.0,6.0,,10.0,1.0,49.0,48.0,2.0,23.0,8.0,1.0,,40.0,10.0,11.0,,1.0,,,,132.0,,,,,,,7.0,,,,8.0,,18.0,18.0,3.0,7.0,58.0,63.0,22.0,6.0,,1.0,1.0,1.0,261.0,3.0,3.0,,34.0,35.0,20.0,,,,,150.0,150.0,3.0,32.0,22.0,29.4,,,,,18.0,0.0,60.0,2.0,,1.0,,,2.0,,3.0,38.0,175.0,10.0,2.0,140.0,34.0,23.0,8.0,2.0,10.0,8.0,,77.0,5.0,155.0,,,23.0,6.0,62.0,2.0,285.0,,0.0,3.0,17.0,1.0,20.0,0.0,468.0,6.0,17.0,5.0,2.0,9.0,0.0
987917,33,2019-04-06 15:00:00,4,Newcastle,Home,158.0,25.0,2.0,9.0,7.0,2.0,,213.0,5.0,,3.0,3.0,3.0,39.0,362.0,,,16.0,29.0,19.0,11.0,2.0,,,,2.0,,,2.0,,,,,11.0,,,,,,1.0,7.0,3.0,,11.0,7.0,49.0,47.0,,,,1.0,17.0,4.0,5.0,,,9.0,14.0,13.0,,10.0,,61.0,54.0,1.0,12.0,4.0,,,57.0,12.0,12.0,,,5.0,4.0,2.0,144.0,,,,,,,5.0,,1.0,,4.0,,15.0,15.0,,3.0,127.0,57.0,34.0,4.0,,6.0,7.0,5.0,417.0,,,,98.0,67.0,40.0,1.0,1.0,1.0,,138.0,138.0,6.0,17.0,20.0,53.8,,,,1.0,17.0,0.0,116.0,,,,,,9.0,,3.0,119.0,345.0,10.0,13.0,174.0,47.0,12.0,12.0,8.0,39.0,31.0,,155.0,4.0,301.0,1.0,,11.0,3.0,62.0,2.0,436.0,,0.0,18.0,18.0,,19.0,1.0,642.0,28.0,13.0,6.0,9.0,10.0,0.0
987926,34,2019-04-12 20:00:00,4,Newcastle,Away,104.0,15.0,2.0,5.0,3.0,1.0,,94.0,6.0,,3.0,2.0,4.0,21.0,193.0,,1.0,9.0,29.0,20.0,5.0,1.0,,,,,1.0,,1.0,,1.0,,1.0,9.0,,,1.0,,,,6.0,9.0,3.0,8.0,3.0,39.0,78.0,,1.0,,2.0,22.0,1.0,8.0,,,3.0,5.0,4.0,,7.0,3.0,59.0,54.0,2.0,33.0,11.0,,,45.0,10.0,6.0,,,2.0,,1.0,134.0,1.0,,1.0,1.0,,,9.0,1.0,,,11.0,1.0,22.0,22.0,1.0,3.0,71.0,67.0,19.0,2.0,1.0,3.0,4.0,5.0,280.0,1.0,1.0,,55.0,34.0,16.0,,,,,161.0,161.0,6.0,39.0,23.0,28.3,1.0,,,1.0,22.0,0.0,59.0,5.0,,5.0,,,5.0,,2.0,44.0,182.0,14.0,7.0,128.0,36.0,33.0,14.0,3.0,12.0,9.0,,85.0,6.0,187.0,,,28.0,5.0,64.0,4.0,303.0,,0.0,11.0,21.0,3.0,16.0,3.0,510.0,17.0,19.0,8.0,3.0,13.0,0.0
987939,35,2019-04-20 17:30:00,4,Newcastle,Home,111.0,11.0,1.0,3.0,2.0,6.0,,92.0,4.0,,3.0,7.0,4.0,20.0,200.0,,,22.0,19.0,36.0,4.0,1.0,,,,,,,1.0,,,,,10.0,,,,,1.0,1.0,3.0,8.0,7.0,9.0,6.0,41.0,56.0,1.0,,1.0,1.0,20.0,5.0,10.0,,1.0,4.0,9.0,2.0,,12.0,2.0,48.0,79.0,1.0,30.0,15.0,,,47.0,5.0,10.0,,,3.0,2.0,1.0,162.0,3.0,,1.0,3.0,,,9.0,3.0,,,15.0,1.0,14.0,14.0,1.0,3.0,55.0,67.0,24.0,11.0,3.0,3.0,5.0,6.0,295.0,5.0,1.0,,43.0,49.0,22.0,,,,,172.0,172.0,4.0,24.0,21.0,43.4,1.0,,,,20.0,0.0,62.0,1.0,1.0,3.0,1.0,,4.0,2.0,3.0,41.0,184.0,10.0,8.0,153.0,39.0,30.0,13.0,3.0,16.0,13.0,,80.0,10.0,183.0,,,26.0,4.0,62.0,,320.0,,0.0,15.0,22.0,2.0,28.0,0.0,536.0,25.0,18.0,11.0,4.0,13.0,0.0
987942,36,2019-04-27 17:30:00,4,Newcastle,Away,193.0,17.0,1.0,1.0,,,,204.0,2.0,1.0,5.0,3.0,2.0,27.0,396.0,,1.0,13.0,30.0,15.0,5.0,2.0,,,,,,,,,,,,6.0,,,,,,1.0,8.0,7.0,2.0,4.0,5.0,78.0,57.0,,,,5.0,13.0,5.0,8.0,,,4.0,3.0,2.0,,7.0,,58.0,54.0,5.0,31.0,15.0,,,54.0,10.0,7.0,,,1.0,1.0,,147.0,1.0,,1.0,1.0,,,7.0,1.0,3.0,1.0,15.0,,7.0,7.0,,5.0,133.0,72.0,30.0,7.0,1.0,2.0,6.0,1.0,469.0,2.0,1.0,,60.0,67.0,25.0,,,,,125.0,125.0,3.0,23.0,21.0,50.2,,2.0,,1.0,13.0,0.0,130.0,1.0,,1.0,1.0,,3.0,1.0,3.0,69.0,388.0,10.0,8.0,211.0,41.0,31.0,13.0,4.0,10.0,6.0,,115.0,4.0,287.0,3.0,1.0,27.0,3.0,76.0,,488.0,,0.0,9.0,23.0,2.0,15.0,3.0,669.0,17.0,10.0,9.0,4.0,16.0,0.0
987959,37,2019-05-04 19:45:00,4,Newcastle,Home,110.0,20.0,,4.0,4.0,3.0,,98.0,3.0,,2.0,10.0,4.0,27.0,204.0,,,15.0,26.0,20.0,8.0,,,1.0,,,,,1.0,,,,,12.0,,,1.0,,,,4.0,10.0,1.0,10.0,4.0,47.0,65.0,1.0,1.0,1.0,1.0,12.0,4.0,5.0,,,2.0,6.0,10.0,,10.0,1.0,54.0,41.0,1.0,27.0,11.0,,,53.0,10.0,4.0,1.0,,1.0,,1.0,128.0,1.0,,1.0,,1.0,,9.0,1.0,1.0,,11.0,1.0,11.0,11.0,,2.0,59.0,66.0,29.0,3.0,1.0,2.0,7.0,7.0,274.0,1.0,1.0,,72.0,26.0,25.0,,,,,138.0,138.0,3.0,28.0,24.0,30.9,1.0,,,1.0,12.0,0.0,60.0,1.0,,1.0,1.0,1.0,3.0,1.0,1.0,53.0,194.0,6.0,9.0,127.0,38.0,27.0,8.0,2.0,18.0,16.0,1.0,96.0,9.0,185.0,1.0,,33.0,4.0,69.0,4.0,294.0,,0.0,14.0,12.0,,17.0,1.0,469.0,20.0,14.0,5.0,2.0,8.0,0.0
987965,38,2019-05-12 15:00:00,4,Newcastle,Away,190.0,14.0,3.0,4.0,1.0,2.0,,96.0,8.0,,6.0,4.0,1.0,29.0,282.0,1.0,,14.0,17.0,12.0,7.0,,,,,,,,,,1.0,,,10.0,,,,,,,7.0,8.0,8.0,8.0,5.0,60.0,61.0,3.0,2.0,3.0,2.0,13.0,1.0,11.0,,,5.0,3.0,1.0,1.0,8.0,2.0,48.0,36.0,2.0,38.0,16.0,,,35.0,8.0,5.0,1.0,,,,,129.0,2.0,2.0,2.0,,2.0,,12.0,2.0,3.0,,16.0,,12.0,12.0,2.0,6.0,86.0,65.0,37.0,5.0,2.0,5.0,4.0,6.0,337.0,6.0,,,37.0,32.0,18.0,,,,,111.0,111.0,1.0,36.0,15.0,31.9,,,,,13.0,0.0,83.0,2.0,,2.0,,,6.0,1.0,3.0,39.0,266.0,5.0,9.0,212.0,34.0,38.0,8.0,5.0,9.0,4.0,,76.0,5.0,155.0,3.0,,16.0,2.0,57.0,1.0,358.0,1.0,0.0,13.0,15.0,3.0,17.0,0.0,532.0,18.0,14.0,4.0,5.0,8.0,0.0
