playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,cornersTakenInclShortCorners,throwInsToOppositionPlayer,headedGoals,secondGoalAssists,successfulCornersIntoBox,unsuccessfulCornersIntoBox,handballsConceded,setPiecesGoals,leftFootGoals,otherGoals,freekickTotal,attemptsFromSetPieces,hitWoodwork,expectedGoalsFreekick,foulWonPenalty,penaltiesTaken,penaltyGoals,penaltiesConceded,catches,savesMade,savesMadeFromOutsideBox,goalKicks,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesFaced,goalkeeperSmother,punches,ownGoalScored,drops,crossesNotClaimed,clearancesOffTheLine,redCards2ndYellow,penaltiesSaved,savesFromPenalty
41792,Aaron Ramsey,Midfielder,Arsenal,3,Wales,2016-17,77.0,2.0,3.4928,0.0,13.0,12.0,4.9544,21.0,29.0,3.0,90.0,23.0,4.0,34.0,13.0,107.0,16.0,920.0,1.0,2.0,0.0,6.0,10.0,17.0,3.0,1.0,2.0,10.0,1229.0,10.0,1.0,10.0,68.0,2.0,28.0,61.0,787.0,64.0,5.0,22.4314,19.0,1.0,14.0,20.0,7.0,67.0,280.0,20.0,0.0,145.0,16.0,1.0,219.0,93.0,23.0,1.0,1.0,11.0,7.0,510.0,18.0,17.0,30.0,7.0,128.0,7.0,0.0,901.0,17.0,12.0,181.0,10.0,20.0,3.0,272.0,15.0,11.0,26.0,149.0,1166.0,9.0,3.0,6.0,2.0,305.0,9.0,3.2524,3.0,17.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154043,Ainsley Maitland-Niles,Midfielder,Arsenal,3,England,2016-17,,,,0.0,,,,1.0,,,1.0,1.0,,,,1.0,,4.0,,,,,1.0,,,,,,1.0,,,,1.0,,1.0,1.0,3.0,,,,,,,,,,,,0.0,1.0,,,1.0,2.0,1.0,,,,,,,,,,1.0,,0.0,4.0,,,1.0,1.0,,,3.0,,,,,5.0,,,,,3.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81880,Alex Oxlade-Chamberlain,Midfielder,Arsenal,3,England,2016-17,132.0,10.0,3.404,0.0,10.0,8.0,2.6937,37.0,18.0,11.0,103.0,29.0,7.0,34.0,16.0,138.0,41.0,775.0,2.0,,1.0,2.0,13.0,45.0,,2.0,14.0,4.0,1562.0,4.0,,30.0,130.0,1.0,54.0,115.0,599.0,70.0,4.0,25.2572,25.0,,22.0,22.0,8.0,102.0,209.0,17.0,0.0,262.0,38.0,1.0,209.0,100.0,29.0,2.0,2.0,7.0,30.0,471.0,21.0,54.0,59.0,8.0,217.0,15.0,0.0,768.0,10.0,15.0,293.0,30.0,61.0,2.0,239.0,30.0,12.0,38.0,118.0,1224.0,25.0,11.0,2.0,8.0,180.0,14.0,2.2165,1.0,35.0,20.0,15.0,4.0,,1.0,3.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56864,Francis Coquelin,Midfielder,Arsenal,3,France,2016-17,114.0,,1.2534,0.0,5.0,3.0,0.4658,72.0,9.0,5.0,114.0,29.0,,46.0,22.0,144.0,4.0,1180.0,,,,4.0,7.0,53.0,3.0,2.0,,1.0,1785.0,1.0,,17.0,164.0,2.0,31.0,128.0,1003.0,17.0,6.0,27.4065,15.0,2.0,32.0,27.0,1.0,97.0,333.0,40.0,0.0,278.0,21.0,,341.0,135.0,29.0,2.0,,26.0,6.0,702.0,25.0,4.0,34.0,1.0,225.0,36.0,0.0,1159.0,6.0,3.0,218.0,46.0,18.0,8.0,374.0,33.0,51.0,33.0,132.0,1535.0,1.0,13.0,4.0,6.0,334.0,25.0,0.8492,5.0,30.0,44.0,,1.0,,1.0,,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
84450,Granit Xhaka,Midfielder,Arsenal,3,Switzerland,2016-17,130.0,1.0,3.3794,2.0,8.0,9.0,1.6649,77.0,26.0,14.0,162.0,32.0,2.0,67.0,28.0,243.0,7.0,2298.0,2.0,1.0,1.0,7.0,4.0,58.0,7.0,6.0,5.0,1.0,2486.0,1.0,,25.0,148.0,1.0,41.0,115.0,1873.0,13.0,8.0,35.7606,33.0,3.0,33.0,31.0,1.0,105.0,711.0,19.0,1.0,278.0,26.0,1.0,656.0,215.0,32.0,6.0,,22.0,7.0,1333.0,30.0,21.0,29.0,1.0,220.0,33.0,2.0,2263.0,17.0,7.0,329.0,55.0,19.0,5.0,623.0,37.0,38.0,182.0,308.0,2681.0,11.0,5.0,7.0,16.0,727.0,20.0,1.034,5.0,81.0,49.0,21.0,1.0,,2.0,4.0,12.0,2.0,,2.0,,1.0,1.0,,0.0891,,,,2.0,,,,,,,,,,,,,,,,,,,
54102,Jack Wilshere,Midfielder,Arsenal,3,England,2016-17,111.0,5.0,3.3598,0.0,10.0,10.0,1.8721,27.0,17.0,13.0,140.0,29.0,2.0,39.0,22.0,177.0,6.0,1069.0,,,,5.0,7.0,19.0,4.0,6.0,6.0,4.0,1949.0,4.0,1.0,10.0,147.0,7.0,46.0,138.0,829.0,40.0,2.0,38.7306,32.0,2.0,11.0,45.0,5.0,101.0,321.0,52.0,0.0,258.0,18.0,,278.0,144.0,29.0,6.0,,9.0,25.0,642.0,38.0,20.0,62.0,5.0,239.0,9.0,0.0,1025.0,7.0,10.0,306.0,18.0,59.0,6.0,316.0,21.0,13.0,63.0,154.0,1443.0,7.0,7.0,5.0,5.0,256.0,11.0,1.8596,4.0,37.0,30.0,11.0,,,1.0,1.0,8.0,1.0,,,,2.0,2.0,5.0,0.1259,,,,,,,,,,,,,,,,,,,,,,,
208987,Jeff Reine-Adélaïde,Midfielder,Arsenal,3,France,2016-17,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37605,Mesut Özil,Midfielder,Arsenal,3,Germany,2016-17,110.0,14.0,9.3438,0.0,10.0,18.0,5.9907,25.0,30.0,16.0,252.0,33.0,9.0,121.0,32.0,283.0,32.0,2110.0,8.0,20.0,4.0,2.0,1.0,23.0,9.0,2.0,59.0,8.0,2847.0,8.0,5.0,16.0,97.0,3.0,50.0,90.0,1771.0,145.0,8.0,39.099,91.0,,9.0,30.0,8.0,94.0,555.0,33.0,5.0,207.0,14.0,4.0,590.0,160.0,33.0,2.0,1.0,6.0,18.0,1526.0,27.0,128.0,58.0,8.0,184.0,7.0,0.0,2028.0,12.0,24.0,548.0,19.0,32.0,1.0,621.0,14.0,15.0,56.0,344.0,2647.0,21.0,8.0,2.0,2.0,360.0,7.0,5.2837,2.0,31.0,36.0,143.0,1.0,2.0,2.0,39.0,73.0,,,5.0,,3.0,3.0,,0.2901,,,,,,,,,,,,,,,,,,,,,,,
153256,Mohamed Elneny,Midfielder,Arsenal,3,Egypt,2016-17,28.0,1.0,0.6039,0.0,5.0,2.0,0.1942,22.0,10.0,,36.0,14.0,1.0,14.0,8.0,44.0,2.0,616.0,,,,1.0,6.0,10.0,,1.0,2.0,1.0,694.0,1.0,,5.0,35.0,1.0,11.0,30.0,551.0,7.0,3.0,10.8154,3.0,,5.0,9.0,4.0,23.0,192.0,5.0,0.0,63.0,3.0,,149.0,41.0,14.0,1.0,,9.0,1.0,368.0,8.0,6.0,6.0,4.0,53.0,5.0,0.0,601.0,8.0,5.0,56.0,13.0,3.0,,201.0,10.0,7.0,21.0,74.0,705.0,3.0,6.0,1.0,2.0,206.0,9.0,0.547,1.0,8.0,11.0,7.0,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19524,Santi Cazorla,Midfielder,Arsenal,3,Spain,2016-17,32.0,3.0,1.105,0.0,2.0,4.0,1.9319,10.0,6.0,4.0,45.0,8.0,2.0,18.0,7.0,50.0,8.0,561.0,2.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,9.0,,619.0,,2.0,5.0,21.0,1.0,18.0,21.0,491.0,12.0,,6.6285,8.0,1.0,3.0,5.0,,27.0,192.0,2.0,1.0,53.0,12.0,1.0,170.0,44.0,8.0,2.0,2.0,8.0,6.0,391.0,4.0,30.0,15.0,,48.0,,0.0,541.0,2.0,4.0,109.0,2.0,9.0,2.0,154.0,4.0,7.0,20.0,45.0,695.0,2.0,2.0,2.0,,129.0,3.0,1.7894,2.0,5.0,8.0,26.0,,,,5.0,18.0,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,
