season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,dispossessed,duelLost,duelWon,errorLeadToAGoal,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2014-15,5582460,2,88,Hull_City,Home,20653,28244,George Boyd,george-boyd,M,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,9.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582460,2,88,Hull_City,Home,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582460,2,88,Hull_City,Home,32844,34285,Maynor Figueroa,maynor-figueroa,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582460,2,88,Hull_City,Home,34578,49944,Jake Livermore,jake-livermore,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582460,2,88,Hull_City,Home,37327,62419,Nikica Jelavić,nikica-jelavic,F,False,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,81.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582460,2,88,Hull_City,Home,43442,53371,David Meyler,david-meyler,M,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,14.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582460,2,88,Hull_City,Home,46347,43252,James Chester,james-chester,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,14.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582460,2,88,Hull_City,Home,122663,86176,Tom Ince,tom-ince,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,56.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582460,2,88,Hull_City,Home,262911,122798,Andy Robertson,andy-robertson,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582472,3,88,Hull_City,Away,596,19687,Alex Bruce,alex-bruce,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582472,3,88,Hull_City,Away,693,15137,Liam Rosenior,liam-rosenior,D,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,44.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582472,3,88,Hull_City,Away,788,1881,Steve Harper,steve-harper,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582472,3,88,Hull_City,Away,927,12679,Michael Dawson,michael-dawson,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582472,3,88,Hull_City,Away,9689,15109,Tom Huddlestone,tom-huddlestone,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,71.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582472,3,88,Hull_City,Away,10180,17506,Paul McShane,paul-mcshane,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582472,3,88,Hull_City,Away,10281,19115,Curtis Davies,curtis-davies,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,46.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582472,3,88,Hull_City,Away,11807,20462,Stephen Quinn,stephen-quinn,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582472,3,88,Hull_City,Away,12769,12390,Allan McGregor,allan-mcgregor,G,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582472,3,88,Hull_City,Away,13251,27503,Sone Aluko,sone-aluko,F,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,19.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582472,3,88,Hull_City,Away,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582472,3,88,Hull_City,Away,34578,49944,Jake Livermore,jake-livermore,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582472,3,88,Hull_City,Away,37327,62419,Nikica Jelavić,nikica-jelavic,F,False,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582472,3,88,Hull_City,Away,39050,51627,Yannick Sagbo,yannick-sagbo,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582472,3,88,Hull_City,Away,43442,53371,David Meyler,david-meyler,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582472,3,88,Hull_City,Away,122663,86176,Tom Ince,tom-ince,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,57.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582472,3,88,Hull_City,Away,262911,122798,Andy Robertson,andy-robertson,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582472,3,88,Hull_City,Away,267621,90517,Robbie Brady,robbie-brady,M,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,33.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582498,4,88,Hull_City,Home,693,15137,Liam Rosenior,liam-rosenior,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582498,4,88,Hull_City,Home,788,1881,Steve Harper,steve-harper,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582498,4,88,Hull_City,Home,927,12679,Michael Dawson,michael-dawson,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582498,4,88,Hull_City,Home,3305,18753,Hatem Ben Arfa,hatem-ben-arfa,M,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,11.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582498,4,88,Hull_City,Home,9689,15109,Tom Huddlestone,tom-huddlestone,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582498,4,88,Hull_City,Home,10281,19115,Curtis Davies,curtis-davies,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,1.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582498,4,88,Hull_City,Home,11807,20462,Stephen Quinn,stephen-quinn,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,58.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582498,4,88,Hull_City,Home,12769,12390,Allan McGregor,allan-mcgregor,G,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582498,4,88,Hull_City,Home,14209,28147,Mohamed Diamé,mohamed-diame,M,False,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,79.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582498,4,88,Hull_City,Home,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582498,4,88,Hull_City,Home,34578,49944,Jake Livermore,jake-livermore,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582498,4,88,Hull_City,Home,37327,62419,Nikica Jelavić,nikica-jelavic,F,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582498,4,88,Hull_City,Home,43442,53371,David Meyler,david-meyler,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582498,4,88,Hull_City,Home,46347,43252,James Chester,james-chester,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582498,4,88,Hull_City,Home,48547,59856,Abel Hernández,abel-hernandez,F,False,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,79.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582498,4,88,Hull_City,Home,135590,78091,Gastón Ramírez,gaston-ramirez,M,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,11.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582498,4,88,Hull_City,Home,262911,122798,Andy Robertson,andy-robertson,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582498,4,88,Hull_City,Home,267621,90517,Robbie Brady,robbie-brady,M,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,32.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582522,5,88,Hull_City,Away,693,15137,Liam Rosenior,liam-rosenior,D,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,2.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582522,5,88,Hull_City,Away,788,1881,Steve Harper,steve-harper,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582522,5,88,Hull_City,Away,927,12679,Michael Dawson,michael-dawson,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582522,5,88,Hull_City,Away,9689,15109,Tom Huddlestone,tom-huddlestone,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582522,5,88,Hull_City,Away,10281,19115,Curtis Davies,curtis-davies,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582522,5,88,Hull_City,Away,11807,20462,Stephen Quinn,stephen-quinn,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582522,5,88,Hull_City,Away,12769,12390,Allan McGregor,allan-mcgregor,G,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582522,5,88,Hull_City,Away,13251,27503,Sone Aluko,sone-aluko,F,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,34.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582522,5,88,Hull_City,Away,14209,28147,Mohamed Diamé,mohamed-diame,M,False,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582522,5,88,Hull_City,Away,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582522,5,88,Hull_City,Away,34578,49944,Jake Livermore,jake-livermore,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582522,5,88,Hull_City,Away,37327,62419,Nikica Jelavić,nikica-jelavic,F,False,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,81.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582522,5,88,Hull_City,Away,43442,53371,David Meyler,david-meyler,M,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,9.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582522,5,88,Hull_City,Away,46347,43252,James Chester,james-chester,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582522,5,88,Hull_City,Away,48547,59856,Abel Hernández,abel-hernandez,F,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,56.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582522,5,88,Hull_City,Away,135590,78091,Gastón Ramírez,gaston-ramirez,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582522,5,88,Hull_City,Away,262911,122798,Andy Robertson,andy-robertson,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,88.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582522,5,88,Hull_City,Away,267621,90517,Robbie Brady,robbie-brady,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582538,6,88,Hull_City,Home,596,19687,Alex Bruce,alex-bruce,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582538,6,88,Hull_City,Home,693,15137,Liam Rosenior,liam-rosenior,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582538,6,88,Hull_City,Home,788,1881,Steve Harper,steve-harper,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582538,6,88,Hull_City,Home,927,12679,Michael Dawson,michael-dawson,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582538,6,88,Hull_City,Home,3305,18753,Hatem Ben Arfa,hatem-ben-arfa,M,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,17.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582538,6,88,Hull_City,Home,9689,15109,Tom Huddlestone,tom-huddlestone,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582538,6,88,Hull_City,Home,10281,19115,Curtis Davies,curtis-davies,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582538,6,88,Hull_City,Home,11807,20462,Stephen Quinn,stephen-quinn,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582538,6,88,Hull_City,Home,12769,12390,Allan McGregor,allan-mcgregor,G,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582538,6,88,Hull_City,Home,14209,28147,Mohamed Diamé,mohamed-diame,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582538,6,88,Hull_City,Home,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582538,6,88,Hull_City,Home,34578,49944,Jake Livermore,jake-livermore,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,73.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582538,6,88,Hull_City,Home,37327,62419,Nikica Jelavić,nikica-jelavic,F,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582538,6,88,Hull_City,Home,46347,43252,James Chester,james-chester,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582538,6,88,Hull_City,Home,48547,59856,Abel Hernández,abel-hernandez,F,False,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,74.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582538,6,88,Hull_City,Home,135590,78091,Gastón Ramírez,gaston-ramirez,M,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,16.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582538,6,88,Hull_City,Home,262911,122798,Andy Robertson,andy-robertson,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,83.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582538,6,88,Hull_City,Home,267621,90517,Robbie Brady,robbie-brady,M,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,7.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582556,7,88,Hull_City,Home,596,19687,Alex Bruce,alex-bruce,D,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582556,7,88,Hull_City,Home,693,15137,Liam Rosenior,liam-rosenior,D,True,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,9.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582556,7,88,Hull_City,Home,788,1881,Steve Harper,steve-harper,G,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582556,7,88,Hull_City,Home,927,12679,Michael Dawson,michael-dawson,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582556,7,88,Hull_City,Home,3305,18753,Hatem Ben Arfa,hatem-ben-arfa,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582556,7,88,Hull_City,Home,4387,11974,Eldin Jakupović,eldin-jakupovic,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582556,7,88,Hull_City,Home,9689,15109,Tom Huddlestone,tom-huddlestone,M,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582556,7,88,Hull_City,Home,10281,19115,Curtis Davies,curtis-davies,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582556,7,88,Hull_City,Home,11807,20462,Stephen Quinn,stephen-quinn,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,5582556,7,88,Hull_City,Home,14209,28147,Mohamed Diamé,mohamed-diame,M,False,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582556,7,88,Hull_City,Home,32787,,Ahmed Elmohamady,ahmed-elmohamady,D,False,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
2014-15,5582556,7,88,Hull_City,Home,34578,49944,Jake Livermore,jake-livermore,M,False,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,90.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,
