season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437076,1,90,Burnley,Away,5942,39847,Steven Defour,steven-defour,M,False,1.0,,7.0,21.0,13.0,33.0,,,7.0,,,,1.0,,,1.0,3.0,2.0,,,1.0,1.0,,,,5.0,1.0,,75.0,,1.0,,,,,3.0,,7.4,,,,,3.0,1.0,1.0,,7.0,,22.0,14.0,35.0,0,,50.0,,1.0,1.0,
2017-18,7437076,1,90,Burnley,Away,17056,39158,Scott Arfield,scott-arfield,M,True,,,,1.0,,1.0,1.0,,,,,,,,,,2.0,1.0,,,1.0,,,,,,,,15.0,,,,,,,2.0,,6.4,,,,,1.0,,,,,,3.0,,3.0,0,1.0,5.0,,,,
2017-18,7437076,1,90,Burnley,Away,18122,21205,Tom Heaton,tom-heaton,G,False,,,11.0,10.0,6.0,16.0,,1.0,12.0,,,,,,,,,1.0,,,,,,,,,,,90.0,,,,,,,20.0,1.0,6.8,,4.0,,,1.0,,,,30.0,,29.0,6.0,35.0,0,,45.0,,,,
2017-18,7437076,1,90,Burnley,Away,19524,12813,Jonathan Walters,jonathan-walters,F,True,,,,1.0,,1.0,1.0,1.0,,,,,,,,2.0,3.0,1.0,,,,,,,,,,,15.0,,,,,,,5.0,,6.4,,,,,,,,,,,3.0,,3.0,0,,6.0,1.0,,,
2017-18,7437076,1,90,Burnley,Away,19633,40399,Sam Vokes,sam-vokes,F,False,,,,4.0,,4.0,4.0,7.0,,,,,,,,,7.0,11.0,,,4.0,,2.0,,,,,,90.0,2.0,,,,,,13.0,,8.4,,,1.0,,2.0,,,,1.0,1.0,13.0,2.0,15.0,3,1.0,26.0,2.0,3.0,,1.0
2017-18,7437076,1,90,Burnley,Away,20752,40616,Stephen Ward,stephen-ward,D,False,,,4.0,19.0,13.0,32.0,,,3.0,,,,,,,,2.0,4.0,,,1.0,,1.0,,,,,,90.0,1.0,2.0,,,,,12.0,,7.5,,,,,3.0,2.0,2.0,,8.0,,26.0,14.0,38.0,1,1.0,59.0,1.0,2.0,1.0,
2017-18,7437076,1,90,Burnley,Away,20993,40145,Jack Cork,jack-cork,M,False,,,4.0,22.0,11.0,33.0,1.0,,1.0,,,,2.0,,,1.0,5.0,2.0,,,1.0,1.0,,,,1.0,1.0,,90.0,,,,,,,12.0,,6.7,,,,,2.0,,,,6.0,,28.0,12.0,40.0,0,,51.0,4.0,2.0,,
2017-18,7437076,1,90,Burnley,Away,27028,44699,Ashley Barnes,ashley-barnes,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437076,1,90,Burnley,Away,49647,60551,Ashley Westwood,ashley-westwood,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437076,1,90,Burnley,Away,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,False,1.0,,,4.0,3.0,6.0,1.0,1.0,1.0,,,,,,,,1.0,3.0,,,,,,,,1.0,1.0,,75.0,,,,,,,7.0,,6.8,,,,,1.0,,1.0,,2.0,,11.0,3.0,13.0,0,1.0,19.0,,1.0,,
