season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243445,5,90,Burnley,Away,115432,83312,Ben Gibson,ben-gibson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243445,5,90,Burnley,Away,115441,83314,Jeff Hendrick,jeff-hendrick,M,True,,,,4.0,2.0,6.0,,,2.0,,,,,,,,1.0,1.0,,,,,1.0,,,2.0,,,31.0,1.0,,,,,,,3.0,,7.2,,,,,2.0,,,1.0,,4.0,3.0,7.0,1,,17.0,1.0,,1.0,
2019-20,8243445,5,90,Burnley,Away,137774,51927,Ben Mee,ben-mee,D,False,,,2.0,4.0,13.0,17.0,1.0,3.0,4.0,,,,,,,,1.0,4.0,,,,,,,,1.0,,,90.0,,,,,,,,14.0,,6.6,,,,6.0,,,,9.0,,14.0,17.0,31.0,0,,42.0,,1.0,,
2019-20,8243445,5,90,Burnley,Away,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,2.0,7.0,11.0,18.0,4.0,6.0,8.0,,,,,,,1.0,6.0,6.0,,,1.0,,,,,,1.0,,90.0,,,,,,,,16.0,,6.5,,,,6.0,,1.0,,8.0,,15.0,18.0,32.0,0,,46.0,,,,
2019-20,8243445,5,90,Burnley,Away,162653,98747,Nick Pope,nick-pope,G,False,,1.0,5.0,5.0,7.0,12.0,,3.0,12.0,,,,,,,,,3.0,,,,,,1.0,,,,,90.0,,,,,,,,26.0,1.0,7.5,3.0,4.0,,2.0,,,1.0,30.0,,26.0,11.0,37.0,0,,51.0,,1.0,,
2019-20,8243445,5,90,Burnley,Away,267621,90517,Robbie Brady,robbie-brady,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243445,5,90,Burnley,Away,935543,433154,Dwight McNeil,dwight-mcneil,M,False,1.0,,,13.0,2.0,14.0,1.0,1.0,,,,,2.0,,,1.0,6.0,4.0,,,,,,,,2.0,,,90.0,,,,,,,,12.0,,6.4,,,1.0,,3.0,6.0,,,,19.0,2.0,15.0,1,2.0,35.0,1.0,,1.0,1.0
2019-20,8243447,6,90,Burnley,Home,9692,17349,Aaron Lennon,aaron-lennon,M,True,,,,6.0,,6.0,,,2.0,,,,,,,,,2.0,,,,,,,,,,,11.0,,,,,,,,5.0,,6.6,,,,,1.0,,,2.0,,10.0,1.0,11.0,0,1.0,13.0,,,1.0,
2019-20,8243447,6,90,Burnley,Home,16817,15749,Joe Hart,joe-hart,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243447,6,90,Burnley,Home,17063,39487,Erik Pieters,erik-pieters,D,False,,,3.0,26.0,10.0,36.0,,,4.0,,,,2.0,,,,3.0,4.0,,,,,,,,3.0,1.0,,90.0,,,,,,,,15.0,,7.3,,,,1.0,1.0,4.0,,8.0,,36.0,12.0,44.0,0,3.0,77.0,1.0,1.0,,2.0
2019-20,8243447,6,90,Burnley,Home,20993,40145,Jack Cork,jack-cork,M,False,,,2.0,21.0,11.0,32.0,2.0,1.0,7.0,,,,,,,2.0,6.0,5.0,,,2.0,,,,,2.0,2.0,,90.0,1.0,,,,,,,11.0,,7.3,,,,2.0,1.0,,,3.0,,27.0,11.0,38.0,1,2.0,57.0,2.0,1.0,1.0,2.0
2019-20,8243447,6,90,Burnley,Home,26989,44683,Jay Rodriguez,jay-rodriguez,F,True,,,,3.0,,3.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,,11.0,,,,,,,,3.0,,6.4,,,,,3.0,,,,,4.0,,4.0,0,,8.0,,1.0,1.0,
2019-20,8243447,6,90,Burnley,Home,27028,44699,Ashley Barnes,ashley-barnes,M,False,,,,15.0,1.0,16.0,5.0,3.0,6.0,,,2.0,1.0,,,,8.0,5.0,,,2.0,,,,,,,,79.0,1.0,,,,,,,9.0,,7.0,,,2.0,,1.0,1.0,,1.0,,20.0,1.0,20.0,5,1.0,35.0,3.0,,1.0,1.0
2019-20,8243447,6,90,Burnley,Home,49647,60551,Ashley Westwood,ashley-westwood,M,False,4.0,,1.0,35.0,8.0,39.0,,1.0,7.0,1.0,,1.0,2.0,,,,5.0,4.0,,,3.0,1.0,,,,,3.0,,90.0,,,,,,,,19.0,,7.6,,,,,,7.0,,7.0,,53.0,8.0,54.0,1,3.0,71.0,1.0,,,2.0
2019-20,8243447,6,90,Burnley,Home,50480,60689,Chris Wood,chris-wood,F,False,,,,14.0,5.0,19.0,1.0,4.0,3.0,,1.0,1.0,1.0,,,1.0,4.0,6.0,,,1.0,,2.0,,,,1.0,,90.0,3.0,,,,,,,4.0,,8.3,,,,1.0,,,,,2.0,16.0,5.0,21.0,4,,32.0,1.0,2.0,,
2019-20,8243447,6,90,Burnley,Home,58488,81183,Matěj Vydra,matej-vydra,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243447,6,90,Burnley,Home,67507,68983,Matthew Lowton,matthew-lowton,D,False,2.0,,6.0,21.0,10.0,29.0,1.0,2.0,4.0,,,,,,,,4.0,3.0,,,2.0,,,,,,3.0,,90.0,,1.0,,,,,,14.0,,7.4,,,,2.0,1.0,5.0,,10.0,,29.0,12.0,36.0,0,,57.0,1.0,1.0,,
2019-20,8243447,6,90,Burnley,Home,96116,41674,Kevin Long,kevin-long,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243447,6,90,Burnley,Home,115441,83314,Jeff Hendrick,jeff-hendrick,M,False,,,3.0,17.0,10.0,27.0,1.0,,11.0,,,1.0,2.0,,,7.0,12.0,2.0,,,,,,,,1.0,,,89.0,1.0,,,,,,,18.0,,5.9,,,,1.0,3.0,1.0,,4.0,,24.0,11.0,34.0,2,,58.0,1.0,1.0,1.0,
2019-20,8243447,6,90,Burnley,Home,137774,51927,Ben Mee,ben-mee,D,False,,,2.0,9.0,11.0,20.0,,,4.0,,,,,,,,,1.0,,,,,,,,2.0,,,90.0,,1.0,,,,,,7.0,,7.1,,,,3.0,,,,7.0,,15.0,12.0,27.0,0,1.0,34.0,,,,
2019-20,8243447,6,90,Burnley,Home,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,1.0,3.0,12.0,15.0,1.0,2.0,2.0,,,,1.0,,,,2.0,5.0,,1.0,,,,,,2.0,,,90.0,,1.0,,,,,,11.0,,7.0,,,,3.0,,,,6.0,,11.0,14.0,25.0,0,2.0,38.0,1.0,1.0,,2.0
2019-20,8243447,6,90,Burnley,Home,162653,98747,Nick Pope,nick-pope,G,False,,2.0,4.0,4.0,1.0,5.0,,,5.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,8.0,,7.4,1.0,2.0,,2.0,,,2.0,12.0,,11.0,2.0,13.0,0,,22.0,,,,
2019-20,8243447,6,90,Burnley,Home,166381,103914,Charlie Taylor,charlie-taylor,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243447,6,90,Burnley,Home,267621,90517,Robbie Brady,robbie-brady,M,True,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,0,,1.0,,,,
2019-20,8243447,6,90,Burnley,Home,935543,433154,Dwight McNeil,dwight-mcneil,M,False,3.0,,2.0,22.0,5.0,24.0,2.0,,6.0,2.0,,,1.0,,,3.0,7.0,4.0,,,1.0,1.0,,,,,2.0,,79.0,,,,,,,,12.0,,7.7,,,,,2.0,7.0,,3.0,,31.0,5.0,29.0,0,1.0,47.0,,1.0,2.0,1.0
2019-20,8243461,7,90,Burnley,Away,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243461,7,90,Burnley,Away,9692,17349,Aaron Lennon,aaron-lennon,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243461,7,90,Burnley,Away,16817,15749,Joe Hart,joe-hart,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243461,7,90,Burnley,Away,17063,39487,Erik Pieters,erik-pieters,D,False,2.0,,,9.0,10.0,17.0,,2.0,2.0,2.0,,,2.0,,,1.0,6.0,5.0,,,3.0,1.0,,,,3.0,2.0,,90.0,,,,,,,,12.0,,7.1,,,,2.0,1.0,2.0,,1.0,,13.0,12.0,23.0,0,2.0,50.0,2.0,,1.0,2.0
2019-20,8243461,7,90,Burnley,Away,20993,40145,Jack Cork,jack-cork,M,False,,,,8.0,4.0,12.0,,1.0,4.0,,,1.0,2.0,,,,4.0,2.0,,,2.0,,,,,,,,45.0,,,,,,,,6.0,,6.2,,,,2.0,1.0,,,3.0,,14.0,4.0,18.0,1,,23.0,,,1.0,
2019-20,8243461,7,90,Burnley,Away,26989,44683,Jay Rodriguez,jay-rodriguez,F,True,,,,1.0,1.0,2.0,4.0,3.0,,,,,3.0,,,,8.0,4.0,,,1.0,,1.0,,,,1.0,,45.0,1.0,,,,,,,6.0,,7.1,,,,,,,,,,6.0,1.0,7.0,1,1.0,12.0,,,,
2019-20,8243461,7,90,Burnley,Away,27028,44699,Ashley Barnes,ashley-barnes,M,False,,,,6.0,3.0,9.0,8.0,1.0,5.0,,,,,,,2.0,14.0,4.0,,,3.0,,,,,,1.0,,83.0,,,,,,,,10.0,,6.4,,,,1.0,1.0,1.0,,,,10.0,5.0,14.0,0,1.0,28.0,1.0,2.0,,1.0
2019-20,8243461,7,90,Burnley,Away,49647,60551,Ashley Westwood,ashley-westwood,M,False,1.0,,2.0,19.0,14.0,32.0,1.0,,6.0,,,,1.0,,,,5.0,1.0,,,4.0,,,,,,1.0,,90.0,,,,,,,,13.0,,6.3,,,,,,1.0,,10.0,,30.0,16.0,45.0,0,1.0,48.0,,,,
2019-20,8243461,7,90,Burnley,Away,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243461,7,90,Burnley,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,8.0,1.0,9.0,4.0,3.0,3.0,,1.0,,,,,1.0,6.0,6.0,,,,,1.0,,,,,,90.0,1.0,,,,,,,8.0,,6.9,,,1.0,,1.0,1.0,,,,11.0,2.0,12.0,2,1.0,24.0,2.0,2.0,,
2019-20,8243461,7,90,Burnley,Away,67507,68983,Matthew Lowton,matthew-lowton,D,False,1.0,,5.0,9.0,7.0,15.0,,1.0,1.0,1.0,,,,,,,,4.0,,,,1.0,,,,3.0,1.0,,90.0,,,,,,,,12.0,,7.3,,,,2.0,,3.0,,10.0,,18.0,7.0,22.0,0,3.0,47.0,1.0,,,1.0
2019-20,8243461,7,90,Burnley,Away,115432,83312,Ben Gibson,ben-gibson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243461,7,90,Burnley,Away,115441,83314,Jeff Hendrick,jeff-hendrick,M,False,,,,12.0,8.0,20.0,,,6.0,,,2.0,,,,,2.0,,,,1.0,,,,,1.0,,,90.0,,,,,,,,10.0,,6.3,,,,,1.0,1.0,,4.0,,18.0,10.0,27.0,2,,33.0,1.0,,,
2019-20,8243461,7,90,Burnley,Away,137774,51927,Ben Mee,ben-mee,D,False,,,,4.0,13.0,17.0,1.0,7.0,3.0,,,,,,,,1.0,9.0,,,,,,,,1.0,,,90.0,,2.0,,,,,,18.0,,6.8,,,1.0,4.0,,,,11.0,,14.0,21.0,35.0,1,,46.0,,3.0,,
2019-20,8243461,7,90,Burnley,Away,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,1.0,4.0,15.0,19.0,1.0,2.0,5.0,,,,,,,,2.0,7.0,,,1.0,,,,,1.0,,,90.0,,3.0,,,,,,8.0,,7.2,,,1.0,5.0,2.0,,,3.0,,10.0,17.0,27.0,1,1.0,44.0,,2.0,2.0,1.0
2019-20,8243461,7,90,Burnley,Away,162653,98747,Nick Pope,nick-pope,G,False,,,10.0,10.0,3.0,13.0,,,6.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,19.0,,6.3,,1.0,,,,,,29.0,,29.0,3.0,32.0,0,,36.0,,,,
2019-20,8243461,7,90,Burnley,Away,267621,90517,Robbie Brady,robbie-brady,M,True,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,15.0,,1.0,,,,,,1.0,,6.8,,,,,,,,,,,,,0,1.0,6.0,,,,
2019-20,8243461,7,90,Burnley,Away,935543,433154,Dwight McNeil,dwight-mcneil,M,False,2.0,,,11.0,3.0,12.0,,1.0,6.0,,,,,,,2.0,7.0,4.0,,,1.0,,,,1.0,,2.0,,90.0,1.0,,,,,,,16.0,,6.6,,,1.0,,4.0,3.0,,1.0,,16.0,6.0,19.0,2,2.0,41.0,2.0,1.0,,2.0
2019-20,8243467,8,90,Burnley,Home,9692,17349,Aaron Lennon,aaron-lennon,M,True,,,,3.0,1.0,4.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,13.0,,,,,,,,2.0,,6.4,,,,,,,,2.0,,4.0,2.0,6.0,0,,6.0,,,,
2019-20,8243467,8,90,Burnley,Home,16817,15749,Joe Hart,joe-hart,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243467,8,90,Burnley,Home,17063,39487,Erik Pieters,erik-pieters,D,False,1.0,,,6.0,6.0,11.0,,,3.0,,,,2.0,,,,3.0,2.0,,,,,,,,1.0,1.0,,55.0,,,,,,,,11.0,,6.5,,,1.0,1.0,1.0,2.0,,2.0,,13.0,7.0,18.0,1,1.0,45.0,,1.0,,1.0
2019-20,8243467,8,90,Burnley,Home,26989,44683,Jay Rodriguez,jay-rodriguez,F,True,,,,3.0,,3.0,3.0,,,,,,,,,,3.0,3.0,,,,,,,,,,,17.0,1.0,,,,,,,1.0,,6.9,,,,,,,,,,4.0,,4.0,1,2.0,8.0,,1.0,,2.0
2019-20,8243467,8,90,Burnley,Home,27028,44699,Ashley Barnes,ashley-barnes,M,False,,,,,3.0,3.0,8.0,3.0,2.0,,,1.0,,,,,8.0,6.0,,,,,,,,,,,73.0,,,,,,,,8.0,,6.7,,,1.0,1.0,,,,3.0,1.0,3.0,5.0,8.0,2,2.0,21.0,3.0,2.0,,
2019-20,8243467,8,90,Burnley,Home,49647,60551,Ashley Westwood,ashley-westwood,M,False,3.0,,2.0,27.0,22.0,46.0,1.0,,14.0,,,,,,,,3.0,2.0,,,2.0,1.0,,,,2.0,2.0,,90.0,,1.0,,,,,,16.0,,7.6,,,,1.0,,3.0,,10.0,1.0,40.0,24.0,61.0,0,1.0,73.0,1.0,1.0,,1.0
2019-20,8243467,8,90,Burnley,Home,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,False,1.0,,1.0,6.0,7.0,12.0,2.0,1.0,4.0,,,1.0,,,,,2.0,2.0,,,,,,,,1.0,,,84.0,1.0,,,,,,,10.0,,7.0,,,1.0,,,5.0,,2.0,,15.0,8.0,18.0,3,1.0,33.0,,,,
2019-20,8243467,8,90,Burnley,Home,50480,60689,Chris Wood,chris-wood,F,False,,,1.0,8.0,1.0,9.0,6.0,4.0,3.0,,,,1.0,,,2.0,9.0,7.0,,,,,,,,,,,90.0,,,,,,,,12.0,,6.7,,,1.0,,,,,1.0,3.0,15.0,2.0,17.0,1,2.0,27.0,2.0,1.0,,2.0
2019-20,8243467,8,90,Burnley,Home,58488,81183,Matěj Vydra,matej-vydra,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243467,8,90,Burnley,Home,67507,68983,Matthew Lowton,matthew-lowton,D,False,1.0,,1.0,11.0,8.0,18.0,1.0,1.0,3.0,,,,,,,,1.0,3.0,,,,,,,,2.0,,,90.0,,1.0,,,,,,17.0,,7.0,,,,3.0,1.0,2.0,,9.0,,25.0,8.0,31.0,0,,51.0,1.0,1.0,1.0,
2019-20,8243467,8,90,Burnley,Home,96116,41674,Kevin Long,kevin-long,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243467,8,90,Burnley,Home,115441,83314,Jeff Hendrick,jeff-hendrick,M,False,,,2.0,13.0,14.0,27.0,1.0,4.0,7.0,,,,1.0,,,,3.0,5.0,,,1.0,,1.0,,,1.0,1.0,,90.0,1.0,,,,,,,10.0,,7.3,,,,,,,,3.0,,21.0,14.0,35.0,1,1.0,41.0,,,,1.0
2019-20,8243467,8,90,Burnley,Home,137774,51927,Ben Mee,ben-mee,D,False,,,3.0,6.0,10.0,16.0,6.0,8.0,3.0,,,,,,,,7.0,9.0,,,2.0,,,,,3.0,1.0,,90.0,,3.0,,,,,,15.0,,7.6,,,,3.0,,,,10.0,,19.0,12.0,31.0,0,1.0,45.0,,,,1.0
2019-20,8243467,8,90,Burnley,Home,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,1.0,5.0,16.0,21.0,2.0,6.0,4.0,,,,,,,,2.0,10.0,,,,,,,,3.0,1.0,,90.0,,,,,,,,11.0,,7.5,,,,8.0,1.0,,,7.0,,13.0,18.0,31.0,0,1.0,49.0,1.0,2.0,1.0,1.0
2019-20,8243467,8,90,Burnley,Home,162653,98747,Nick Pope,nick-pope,G,False,,,5.0,5.0,3.0,8.0,,,7.0,,,,,,,,,,,,,,,,,1.0,,,90.0,,,,,,,,13.0,,7.4,1.0,2.0,,1.0,,,,17.0,,17.0,3.0,20.0,0,,29.0,,,,
2019-20,8243467,8,90,Burnley,Home,166381,103914,Charlie Taylor,charlie-taylor,D,True,1.0,,1.0,8.0,5.0,12.0,,1.0,2.0,,,,,,,,2.0,5.0,,,,,,,,2.0,1.0,,35.0,,,,,,,,6.0,,6.9,,,,1.0,3.0,1.0,,2.0,,9.0,8.0,16.0,0,2.0,30.0,,1.0,1.0,1.0
2019-20,8243467,8,90,Burnley,Home,267621,90517,Robbie Brady,robbie-brady,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243467,8,90,Burnley,Home,935543,433154,Dwight McNeil,dwight-mcneil,M,False,,,1.0,14.0,11.0,25.0,2.0,1.0,10.0,,,,1.0,,,2.0,7.0,6.0,,,,,,,,2.0,,,90.0,,,,,,,,17.0,,6.6,,,,3.0,4.0,5.0,,3.0,,24.0,12.0,31.0,0,1.0,56.0,1.0,2.0,2.0,
2019-20,8243483,9,90,Burnley,Away,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243483,9,90,Burnley,Away,9692,17349,Aaron Lennon,aaron-lennon,M,True,,,,7.0,,7.0,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,25.0,,,,,,,,3.0,,6.4,,,,,,1.0,,,,10.0,,9.0,0,,12.0,,1.0,,
2019-20,8243483,9,90,Burnley,Away,16817,15749,Joe Hart,joe-hart,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243483,9,90,Burnley,Away,17063,39487,Erik Pieters,erik-pieters,D,False,,,,14.0,4.0,18.0,,2.0,2.0,,,,1.0,,,1.0,3.0,5.0,,,,,,,,3.0,,,90.0,,,,,,,,17.0,,6.2,,,,1.0,1.0,3.0,,2.0,,23.0,5.0,25.0,0,3.0,61.0,1.0,,,3.0
2019-20,8243483,9,90,Burnley,Away,26989,44683,Jay Rodriguez,jay-rodriguez,F,False,,,,9.0,3.0,12.0,2.0,2.0,2.0,,,,,,,2.0,5.0,4.0,,,1.0,,,,,,,,83.0,,,,,,,,11.0,,6.6,,,1.0,,1.0,1.0,,,2.0,15.0,5.0,19.0,1,1.0,29.0,1.0,,1.0,1.0
2019-20,8243483,9,90,Burnley,Away,49647,60551,Ashley Westwood,ashley-westwood,M,False,2.0,,4.0,34.0,11.0,43.0,1.0,,4.0,,,1.0,2.0,,,,5.0,4.0,,,1.0,,,,,3.0,2.0,,90.0,,2.0,,,,,,18.0,,7.3,,,,,1.0,6.0,,7.0,,49.0,13.0,56.0,1,4.0,74.0,,,,4.0
2019-20,8243483,9,90,Burnley,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,12.0,1.0,13.0,8.0,7.0,3.0,,3.0,,,,,3.0,14.0,11.0,,,2.0,,1.0,,,,1.0,,90.0,3.0,1.0,,,,,,15.0,,6.5,,,2.0,1.0,1.0,,,,1.0,20.0,2.0,22.0,5,2.0,42.0,1.0,2.0,,1.0
2019-20,8243483,9,90,Burnley,Away,58488,81183,Matěj Vydra,matej-vydra,F,True,,,,1.0,1.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,12.0,,,,,,,,3.0,,6.4,,,,,1.0,,,,,2.0,1.0,3.0,0,,6.0,1.0,,,
2019-20,8243483,9,90,Burnley,Away,67507,68983,Matthew Lowton,matthew-lowton,D,False,1.0,,2.0,20.0,5.0,24.0,2.0,2.0,6.0,1.0,,,1.0,,,,5.0,4.0,,,2.0,,,,,3.0,1.0,,90.0,,,,,,,,19.0,,7.0,,,,4.0,,2.0,,8.0,,31.0,7.0,36.0,0,2.0,73.0,,,,2.0
2019-20,8243483,9,90,Burnley,Away,96116,41674,Kevin Long,kevin-long,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243483,9,90,Burnley,Away,115432,83312,Ben Gibson,ben-gibson,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243483,9,90,Burnley,Away,115441,83314,Jeff Hendrick,jeff-hendrick,M,False,,,,15.0,9.0,24.0,2.0,1.0,6.0,,,2.0,,,,2.0,7.0,2.0,,,1.0,,,,,,,,90.0,,1.0,,,,,,9.0,,5.9,,,,1.0,3.0,,,2.0,,19.0,10.0,29.0,2,,40.0,,,1.0,
2019-20,8243483,9,90,Burnley,Away,137774,51927,Ben Mee,ben-mee,D,False,,,1.0,11.0,5.0,16.0,5.0,6.0,2.0,,,,1.0,,,,6.0,7.0,,,,,,,,1.0,,,90.0,1.0,1.0,,,,,,7.0,,6.6,,,,4.0,,,,4.0,,18.0,5.0,23.0,1,1.0,34.0,,,,
2019-20,8243483,9,90,Burnley,Away,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,1.0,4.0,15.0,19.0,2.0,4.0,6.0,1.0,,,,,,,3.0,6.0,,,2.0,,,,,2.0,1.0,,90.0,,2.0,,,,,,4.0,,7.2,,,,8.0,,,,2.0,,6.0,17.0,23.0,0,1.0,38.0,,1.0,,
2019-20,8243483,9,90,Burnley,Away,162653,98747,Nick Pope,nick-pope,G,False,,,8.0,8.0,2.0,10.0,,,1.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,5.0,,6.2,,1.0,,,,,,13.0,,13.0,2.0,15.0,0,,17.0,,,,
2019-20,8243483,9,90,Burnley,Away,166381,103914,Charlie Taylor,charlie-taylor,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243483,9,90,Burnley,Away,267621,90517,Robbie Brady,robbie-brady,M,False,,,1.0,6.0,5.0,11.0,,,5.0,,,1.0,2.0,,,4.0,7.0,2.0,,,,,,,,,2.0,,65.0,,,,,,,,16.0,,6.2,,,,2.0,3.0,1.0,,4.0,,13.0,8.0,20.0,1,,35.0,1.0,,2.0,
2019-20,8243483,9,90,Burnley,Away,935543,433154,Dwight McNeil,dwight-mcneil,M,False,1.0,,,14.0,6.0,19.0,,,4.0,,,2.0,,,,1.0,4.0,2.0,,,1.0,1.0,,,,1.0,1.0,,90.0,,,,,,,,13.0,,6.7,,,,1.0,3.0,5.0,,2.0,,21.0,7.0,23.0,2,1.0,43.0,1.0,,1.0,1.0
2019-20,8243491,10,90,Burnley,Home,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243491,10,90,Burnley,Home,9692,17349,Aaron Lennon,aaron-lennon,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243491,10,90,Burnley,Home,16817,15749,Joe Hart,joe-hart,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243491,10,90,Burnley,Home,17063,39487,Erik Pieters,erik-pieters,D,False,,,3.0,20.0,15.0,35.0,,1.0,6.0,,,,,,,,1.0,2.0,,,1.0,,,,,,,,90.0,1.0,1.0,,,,,,17.0,,6.2,,,,2.0,,3.0,,8.0,,32.0,19.0,48.0,1,1.0,63.0,1.0,,,
2019-20,8243491,10,90,Burnley,Home,20993,40145,Jack Cork,jack-cork,M,False,,,5.0,23.0,11.0,34.0,,1.0,12.0,1.0,,,1.0,,,1.0,2.0,5.0,,,,,,,,2.0,1.0,,90.0,,,,,,,,10.0,,7.1,,,,,1.0,2.0,,6.0,,31.0,11.0,40.0,0,1.0,53.0,1.0,2.0,1.0,
2019-20,8243491,10,90,Burnley,Home,26989,44683,Jay Rodriguez,jay-rodriguez,F,False,,,,8.0,1.0,9.0,6.0,2.0,2.0,,,1.0,5.0,,,3.0,15.0,4.0,,,1.0,,1.0,,,,,,90.0,2.0,,,,,,,11.0,,6.8,,,,,,,,,,12.0,2.0,14.0,3,2.0,30.0,3.0,,,
2019-20,8243491,10,90,Burnley,Home,27028,44699,Ashley Barnes,ashley-barnes,M,False,,,,5.0,,5.0,2.0,4.0,1.0,,3.0,,,,,,3.0,6.0,,,1.0,,,,,1.0,1.0,,63.0,1.0,,,,,,,9.0,,5.8,,,3.0,,,,,,,9.0,1.0,10.0,4,,23.0,4.0,3.0,,
